,MORC2 (22880)
ACH-000004,-0.132317878905
ACH-000007,-0.448698713038
ACH-000009,-0.135391567106
ACH-000011,-0.161553744473
ACH-000012,-0.18331353073800002
ACH-000013,-0.321162465042
ACH-000014,-0.45544604289800006
ACH-000015,-0.258309309391
ACH-000017,-0.503696473204
ACH-000018,-0.0802112750813
ACH-000019,0.0530228110735
ACH-000021,-0.236731994655
ACH-000022,-0.334403675784
ACH-000025,-0.35447833641000004
ACH-000028,-0.138723347226
ACH-000030,-0.353859412953
ACH-000035,-0.108992202468
ACH-000036,-0.655598912688
ACH-000037,0.13883448135600002
ACH-000039,-0.171041767221
ACH-000040,-0.408040435276
ACH-000041,-0.280877076878
ACH-000042,-0.456834746472
ACH-000045,-0.183374422839
ACH-000047,-0.0762825611595
ACH-000052,-0.228917311417
ACH-000053,-0.298125386254
ACH-000054,0.00936550872914
ACH-000055,-0.235290417495
ACH-000060,-0.08864812945890001
ACH-000067,-0.233753981361
ACH-000070,-0.42628331822800003
ACH-000075,-0.136100022156
ACH-000078,-0.11759500930500001
ACH-000082,0.0834779802131
ACH-000085,-0.484085907021
ACH-000086,0.18687077309099998
ACH-000087,0.0465066885686
ACH-000092,-0.232657197216
ACH-000095,-0.031170402611099997
ACH-000097,-0.24799817566799998
ACH-000098,-0.13651249115800002
ACH-000099,-0.332836680464
ACH-000108,-0.397380993847
ACH-000113,-0.349784169442
ACH-000115,-0.14591658149700001
ACH-000116,-0.126904706259
ACH-000118,-0.144862532235
ACH-000120,0.0788156425893
ACH-000123,-0.0924808838627
ACH-000127,-0.00924047824997
ACH-000128,0.10858925042000002
ACH-000132,-0.0666454468899
ACH-000133,-0.275015370314
ACH-000137,-0.471402374632
ACH-000138,-0.109731194388
ACH-000142,-0.16872749239
ACH-000143,-0.0149127423589
ACH-000146,-0.495487199976
ACH-000148,-0.0961141841123
ACH-000150,-0.124701840966
ACH-000152,-0.10718761937000001
ACH-000153,-0.35091268961499994
ACH-000159,0.247212347032
ACH-000160,0.00695872530475
ACH-000163,-0.1413395462
ACH-000167,0.152273792585
ACH-000168,-0.129284195491
ACH-000169,-0.251015422396
ACH-000178,-0.448885781902
ACH-000182,0.143398369851
ACH-000183,-0.194285097278
ACH-000188,-0.0369423898491
ACH-000189,0.0480496202585
ACH-000190,-0.226518913276
ACH-000198,-0.101361334639
ACH-000204,0.311635192344
ACH-000206,-0.0991891993085
ACH-000207,-0.12451807216600001
ACH-000211,-0.325709488376
ACH-000215,-0.08787149068769999
ACH-000221,-0.233154428228
ACH-000222,-0.17174773821800002
