,KLHDC8A (55220)
ACH-000221,-0.337906173537
ACH-000222,-0.20242956391300002
ACH-000223,-0.210134259931
ACH-000226,-0.456678992041
ACH-000227,-0.5698182755
ACH-000228,-0.478942636007
ACH-000231,-0.438919234364
ACH-000232,-0.36119061407799996
ACH-000233,-0.525518429369
ACH-000234,-0.263315515155
ACH-000235,-0.449227169304
ACH-000237,-0.44505951466399996
ACH-000238,-0.472572414884
ACH-000243,-0.350559832807
ACH-000244,-0.369238578191
ACH-000246,-0.44217104964500004
ACH-000248,-0.358084452976
ACH-000250,-0.39126390972099995
ACH-000251,-0.491973354323
ACH-000253,-0.734770531058
ACH-000255,-0.27049210185899997
ACH-000256,-0.504415618407
ACH-000257,-0.43227165818499996
ACH-000258,-0.526080317745
ACH-000259,-0.377116585195
ACH-000260,-0.37663557224
ACH-000261,-0.35125465033799996
ACH-000262,-0.45395390283
ACH-000263,-0.661806341366
ACH-000264,-0.34255610550800003
ACH-000265,-0.352898888335
ACH-000266,-0.47646970144100004
ACH-000272,-0.574623494508
ACH-000273,-0.46076207172
ACH-000274,-0.33820138279600004
ACH-000277,-0.411879696713
ACH-000278,-0.3154114975
ACH-000279,-0.369797508406
ACH-000280,-0.319124390214
ACH-000281,-0.44431534427
ACH-000288,-0.491950408033
ACH-000291,-0.49621600176299996
ACH-000293,-0.279705721214
ACH-000294,-0.473247212679
ACH-000295,-0.040713714540300004
ACH-000296,-0.39365274967200004
ACH-000302,-0.34290492567599995
ACH-000304,-0.267365004606
ACH-000307,-0.6048973082519999
ACH-000308,-0.39868315555699996
ACH-000310,-0.546928482716
ACH-000311,-0.213682002491
ACH-000312,-0.341074050836
ACH-000315,-0.507874454274
ACH-000316,-0.32860252271699997
ACH-000317,-0.12020142638900001
ACH-000318,-0.531176911787
ACH-000319,-0.153175091273
ACH-000320,-0.20567685912099998
ACH-000322,-0.344238814168
ACH-000323,-0.42985953990500003
ACH-000324,-0.458468868452
ACH-000329,-0.211584374166
ACH-000330,-0.26324061088399997
ACH-000331,-0.446328118894
ACH-000332,-0.381220605931
ACH-000334,0.00422854715704
ACH-000335,-0.234580006173
ACH-000336,-0.286243800011
ACH-000337,-0.49248773072700003
ACH-000339,-0.409047499717
ACH-000341,-0.5415446263600001
ACH-000348,-0.522261309089
ACH-000350,-0.55822971316
ACH-000352,-0.552437704043
ACH-000356,-0.42183878814900005
ACH-000361,-0.392269408424
ACH-000362,-0.035189261235800004
ACH-000363,-0.338476095047
ACH-000364,-0.24708772100600002
ACH-000365,-0.2977240357
ACH-000366,-0.553732526694
ACH-000368,-0.22654357821999996
ACH-000374,-0.344256172711
ACH-000375,-0.448553303437
ACH-000376,-0.350925132127
ACH-000381,-0.319854929737
ACH-000383,-0.365925425541
ACH-000387,-0.308577466726
ACH-000389,-0.549785619772
ACH-000390,-0.225008860673
ACH-000393,-0.24206954423799998
ACH-000395,-0.35105693559199996
ACH-000397,-0.49263096681
ACH-000401,-0.397405877565
ACH-000402,-0.45373310064499994
ACH-000403,-0.586667664995
ACH-000404,-0.343321092006
ACH-000406,-0.31510367635000003
ACH-000407,-0.387223348949
ACH-000408,0.013651260949600001
ACH-000410,-0.44797130028099996
ACH-000411,-0.63185868588
ACH-000414,-0.208264008074
ACH-000415,-0.44827078472
ACH-000416,-0.278501704155
ACH-000420,-0.393883019417
ACH-000421,-0.42732861882
ACH-000424,-0.41294767511999997
ACH-000425,-0.390605700243
ACH-000426,-0.329832159415
ACH-000427,-0.43286595256399996
ACH-000433,-0.284480964167
ACH-000436,-0.558575003133
ACH-000444,-0.405408650831
ACH-000445,-0.354932190427
ACH-000448,-0.425036994056
ACH-000450,-0.35186352065399995
ACH-000452,-0.573929985948
ACH-000454,-0.5421644874220001
ACH-000458,-0.38434496382600003
ACH-000459,-0.250558736776
ACH-000460,-0.436476846808
ACH-000461,-0.219799179146
ACH-000463,-0.418559059971
ACH-000464,-0.29791043876
ACH-000466,-0.321628863585
ACH-000467,-0.42537158507399997
ACH-000468,-0.33902159350100003
ACH-000469,-0.280091263094
ACH-000470,-0.377704511778
ACH-000471,-0.39619746265699995
ACH-000472,-0.48862747203400003
ACH-000473,-0.364788707862
ACH-000475,-0.391314182124
ACH-000476,-0.538983382756
ACH-000477,-0.140070370651
ACH-000480,-0.49792038965499996
ACH-000481,-0.48758443469400004
ACH-000483,-0.2453200573
ACH-000484,-0.584539237461
ACH-000485,-0.385647888341
ACH-000486,-0.34155746991400004
ACH-000487,-0.337177198139
ACH-000488,-0.43614603817100006
ACH-000490,-0.39302833720700003
ACH-000491,-0.414283038548
ACH-000495,-0.497660490924
ACH-000496,-0.260994753734
ACH-000499,-0.143155437373
ACH-000500,-1.69068578586
ACH-000502,-0.270078792506
ACH-000503,-0.55641939292
ACH-000505,-0.309120007525
ACH-000507,-0.277228043988
ACH-000510,-0.41968658207099996
ACH-000511,-0.540620698812
ACH-000512,-0.0253405806695
ACH-000516,-0.44656934135399995
ACH-000517,-0.473812770825
ACH-000518,-0.264003595624
ACH-000520,-0.354218464413
ACH-000521,-0.292263932208
ACH-000522,-0.33172763772799996
ACH-000524,-0.527240795328
ACH-000527,-0.373788838142
ACH-000528,-0.34886752225
ACH-000537,-0.43388073155699997
ACH-000541,-0.222249260363
ACH-000542,-0.283906140013
ACH-000544,-0.193031736481
ACH-000545,-0.501332300425
ACH-000547,-0.579036642701
ACH-000548,-0.515884627281
ACH-000549,-0.44758624409500003
ACH-000550,-0.377301282959
ACH-000552,-0.410489700687
ACH-000556,-0.429770425291
ACH-000557,-0.595790166667
ACH-000570,-0.220066186466
ACH-000571,-0.46746785699199994
ACH-000573,-0.250592054714
ACH-000576,-0.418182154555
ACH-000580,-0.524613345563
ACH-000584,-0.436358324221
ACH-000585,-0.6493738999090001
ACH-000588,-0.563275805324
ACH-000589,-0.38624998052599996
ACH-000591,-0.185351337789
ACH-000593,-0.5280899465510001
ACH-000600,-0.666712404878
ACH-000601,-0.36330465541999996
ACH-000604,-0.427964425149
ACH-000605,-0.277557377386
ACH-000606,-0.458167238545
ACH-000608,-0.42436729208000007
ACH-000614,-0.29453936401999997
ACH-000616,-0.40289480191200006
ACH-000618,-0.358470286097
ACH-000619,-0.301521713528
ACH-000620,-0.334697602371
ACH-000621,-0.265546048656
ACH-000622,-0.376614816061
ACH-000623,-0.426503634728
ACH-000624,-0.392675292319
ACH-000627,-0.480839366826
ACH-000630,-0.396191829163
ACH-000632,-0.523781620459
ACH-000633,-0.346002574216
ACH-000637,-0.4574922430100001
ACH-000638,-0.241763655917
ACH-000646,-0.274392107118
ACH-000647,-0.5082842993810001
ACH-000648,-0.522259524609
ACH-000649,-0.39959185118
ACH-000651,-0.464378022404
ACH-000652,-0.43856750277199996
ACH-000653,-0.130110475663
ACH-000657,-0.43213056680600004
ACH-000658,-0.596628806368
ACH-000661,-0.34063023734399994
ACH-000662,-0.521013041643
ACH-000663,-0.599413082164
ACH-000665,-0.45310743592
ACH-000671,-0.438101648888
ACH-000673,-0.37403488763899995
ACH-000676,-0.5567813616939999
ACH-000677,-0.252614981741
ACH-000681,-0.194052495882
ACH-000682,-0.455655695121
ACH-000683,-0.683127406488
ACH-000684,-0.23042220423700002
ACH-000688,-0.329087541745
ACH-000693,-0.263440501853
ACH-000694,-0.445280532209
ACH-000695,-0.604797637639
ACH-000696,-0.5362458931790001
ACH-000697,-0.583415659296
ACH-000699,-0.313931568067
ACH-000701,-0.44510466181
ACH-000706,-0.75246836318
ACH-000711,-0.43292966846500003
ACH-000713,-0.5585653665770001
ACH-000714,-0.567288442447
ACH-000718,-0.390168545696
ACH-000720,-0.406869425786
ACH-000721,-0.365542384999
ACH-000724,-0.35226080258599995
ACH-000725,-0.304520270203
ACH-000732,-0.553796439075
ACH-000734,-0.37988988451899997
ACH-000735,-0.496831456256
ACH-000736,-0.588997086894
ACH-000738,-0.325555067468
ACH-000746,-0.19190648842
ACH-000747,-0.318172994644
ACH-000748,-0.42302371059699995
ACH-000753,-0.44252673006099996
ACH-000756,-0.284997234129
ACH-000757,-0.19887813833299997
ACH-000758,-0.47463471316399997
ACH-000760,-0.49197850940399995
ACH-000763,-0.303988879502
ACH-000764,-0.304287911186
ACH-000765,-0.350375568829
ACH-000766,-0.20753330882399998
ACH-000767,-0.5085582244829999
ACH-000768,-0.57073016759
ACH-000769,-0.384462152846
ACH-000770,-0.233728982779
ACH-000771,-0.533370388005
ACH-000773,-0.417363497173
ACH-000776,-0.47921987094400004
ACH-000777,-0.42726508360200005
ACH-000778,-0.21205391712699997
ACH-000781,-0.41276827007
ACH-000782,-0.520457038973
ACH-000783,-0.49415809794
ACH-000784,-0.41601077235
ACH-000785,-0.516661850867
ACH-000787,-0.32067050894
ACH-000788,-0.399048758036
ACH-000791,-0.5188917734449999
ACH-000792,-0.36621607718599997
ACH-000794,-0.608898393789
ACH-000796,-0.366424241821
ACH-000799,-0.460859164569
ACH-000800,-0.38453187120300003
ACH-000802,-0.462098979709
ACH-000804,-0.572870952742
ACH-000805,-0.17912036401599998
ACH-000809,-0.37017369512500004
ACH-000810,-0.41307821643200004
ACH-000811,-0.242388783273
ACH-000817,-0.331035356475
ACH-000819,-0.34380088370399997
ACH-000820,-0.036249561368800004
ACH-000821,-0.10811984370100002
ACH-000822,-0.379337298523
ACH-000823,-0.39703694747
ACH-000824,-0.638114576405
ACH-000827,-0.35104633494099996
ACH-000829,-0.392193673511
ACH-000831,-0.353253082301
ACH-000832,-0.52903575135
ACH-000833,-0.635662661875
ACH-000834,-0.6136954248300001
ACH-000835,-0.34151015041500005
ACH-000836,-0.17333005606199997
ACH-000837,-0.43618557782
ACH-000838,-0.663228709223
ACH-000839,-0.487830430813
ACH-000840,-0.44716304246399996
ACH-000841,-0.42803063728600005
ACH-000843,-0.460665605361
ACH-000846,-0.271927249611
ACH-000847,-0.200237592275
ACH-000848,-0.45011018881399995
ACH-000849,-0.44829428753
ACH-000851,-0.28407372553300003
ACH-000855,-0.394365144902
ACH-000856,-0.365289636074
ACH-000858,-0.395606264935
ACH-000859,-0.341678206613
ACH-000861,-0.633490507048
ACH-000862,-0.195683335836
ACH-000865,-0.37300639314
ACH-000866,-0.483906017248
ACH-000867,-0.425394067857
ACH-000869,-0.321663084579
ACH-000872,-0.48548496906800004
ACH-000873,-0.508871060587
ACH-000876,-0.746501097828
ACH-000878,-0.10030034545199999
ACH-000880,-0.369487895485
ACH-000881,-0.38145116175
ACH-000882,-0.41508961673
ACH-000884,-0.5516653693110001
ACH-000885,-0.47340605027800003
ACH-000887,-0.538195464253
ACH-000888,-0.32094973184000003
ACH-000889,-0.39754540667300003
ACH-000890,-0.22267535302900002
ACH-000896,-0.36299978547899997
ACH-000898,-0.453952579766
ACH-000900,-0.11931459378699999
ACH-000901,-0.39711776162199997
ACH-000905,-0.45509625177100005
ACH-000906,-0.353771526048
ACH-000907,-0.519281379004
ACH-000910,-0.631967944164
ACH-000911,-0.502129209916
ACH-000912,-0.38441375806
ACH-000913,-0.37792535156499996
ACH-000915,-0.397890892546
ACH-000916,-0.0985910977333
ACH-000917,-0.348485745074
ACH-000921,-0.42075526118
ACH-000924,-0.508928911302
ACH-000926,-0.376435075313
ACH-000928,-0.539031677101
ACH-000929,-0.507704620901
ACH-000932,-0.337355332746
ACH-000935,-0.23950622256700002
ACH-000936,-0.423139045844
ACH-000937,-0.402491230964
ACH-000938,-0.42620412525
ACH-000939,-0.0030878248404200004
ACH-000941,-0.26349108989799996
ACH-000943,-0.287269940332
ACH-000946,-0.35346740087800005
ACH-000947,-0.40428733716399995
ACH-000948,-0.347916063724
ACH-000950,-0.33703594931599995
ACH-000953,-0.416579998059
ACH-000957,-0.482175786299
ACH-000958,-0.525157302639
ACH-000960,-0.37335184780999997
ACH-000963,-0.569469354076
ACH-000968,-0.338101032051
ACH-000969,-0.42210471051700005
ACH-000973,-0.36896798115699997
ACH-000974,-0.483138313924
ACH-000975,-0.433639531405
ACH-000976,-0.257482289901
ACH-000978,-0.5017864167230001
ACH-000980,-0.427416814858
ACH-000984,-0.657257396199
ACH-000986,-0.629169335144
ACH-000988,-0.502646355872
ACH-000993,-0.454997417136
ACH-000994,-0.46729478122400003
ACH-000996,-0.604040357244
ACH-001001,-0.468576184643
ACH-001020,-0.45364896932
ACH-001028,-0.44671816804
ACH-001031,-0.440866286923
ACH-001038,-0.45053823071599997
ACH-001048,-0.259023998636
ACH-001050,-0.35154638247299996
ACH-001053,-0.49644523872199997
ACH-001054,-0.504596878945
ACH-001061,-0.307833435796
ACH-001067,-0.415637395648
ACH-001075,-0.20666979258499998
ACH-001096,-0.591003596602
ACH-001128,-0.113905244409
ACH-001134,-0.235386242751
ACH-001151,-0.55303353603
ACH-001163,-0.48241535218500003
ACH-001164,-0.33857684904299995
ACH-001173,-0.359946211751
ACH-001183,-0.629571704459
ACH-001184,-0.718231179912
ACH-001190,-0.163608012071
ACH-001192,-0.565852999755
ACH-001193,-0.261691727055
ACH-001196,-0.25801762298500003
ACH-001197,-0.346431939142
ACH-001205,-0.36375413505099996
ACH-001211,-0.384882843833
ACH-001212,-0.5921120845669999
ACH-001228,-0.51635343433
ACH-001232,-0.40037827436499995
ACH-001239,-0.43917848529299996
ACH-001274,-0.124212091686
ACH-001275,-0.178643270217
ACH-001277,-0.609551566778
ACH-001278,-0.366494237391
ACH-001280,-0.40831694013000003
ACH-001283,-0.22960794300299997
ACH-001289,-0.155270657585
ACH-001295,-0.429511921003
ACH-001300,-0.27801444986699997
ACH-001301,-0.381445533631
ACH-001302,-0.0641882488268
ACH-001303,-0.622455418498
ACH-001306,-0.246178545342
ACH-001318,-0.34963441587399996
ACH-001322,-0.318230195776
ACH-001328,-0.44075518629199995
ACH-001332,-0.544612700892
ACH-001333,-0.080401258426
ACH-001336,-0.335352216565
ACH-001340,-0.45840675866999997
ACH-001346,-0.486498192742
ACH-001353,-0.542438220895
ACH-001354,-0.610233489265
ACH-001367,-0.35065477132
ACH-001368,-0.443344754223
ACH-001374,-0.630962124146
ACH-001375,-0.334292219023
ACH-001377,-0.409371769239
ACH-001380,-0.491470309852
ACH-001391,-0.40348980598000006
ACH-001407,-0.34577420545599996
ACH-001408,-0.370493638776
ACH-001413,-0.525186686048
ACH-001430,-0.7550083988590001
ACH-001431,-0.41960662237400004
ACH-001450,-0.314474526345
ACH-001496,-0.21363733252300002
ACH-001500,-0.22764588848099998
ACH-001521,-0.254696671309
ACH-001523,-0.5167157225060001
ACH-001532,-0.341207097905
ACH-001536,-0.275693138646
ACH-001550,-0.47226777826899996
ACH-001552,-0.436808344849
ACH-001554,-0.36849972021300004
ACH-001645,-0.708305074436
ACH-001654,-0.49332612495899997
ACH-001715,-0.499325131827
ACH-001735,-0.369582642094
ACH-001736,-0.377374626963
ACH-001737,-0.721006913406
ACH-001740,-0.417589012466
ACH-001745,-0.5876356130100001
ACH-001750,-0.30145874281
ACH-001765,-0.432551295234
ACH-001956,-0.301409970564
ACH-001957,-0.633417412754
