,COCH (1690)
ACH-000389,-0.35122943895400005
ACH-000390,-0.371064353017
ACH-000393,-0.34390905743100003
ACH-000395,-0.128448006461
ACH-000397,-0.398727382976
ACH-000401,-0.40047923864
ACH-000402,-0.41247088093400003
ACH-000403,-0.264249619318
ACH-000404,-0.11555086706800001
ACH-000406,-0.285354732179
ACH-000407,-0.275158441179
ACH-000408,-0.242611003836
ACH-000410,-0.14744078338400002
ACH-000411,-0.151907255927
ACH-000414,-0.32677692995200003
ACH-000415,-0.282298686894
ACH-000416,-0.164942108565
ACH-000420,-0.344723647047
ACH-000421,-0.30460034066799996
ACH-000424,-0.25192243376699996
ACH-000425,-0.253141103098
ACH-000426,0.0237785546738
ACH-000427,-0.123204476302
ACH-000433,-0.274062663252
ACH-000436,-0.24092147495900001
ACH-000444,-0.292447651057
ACH-000445,-0.274147350315
ACH-000448,-0.355722727808
ACH-000450,-0.39810756791100005
ACH-000452,-0.161839273468
ACH-000454,-0.294328312569
ACH-000458,-0.0948469952687
ACH-000459,-0.201577141914
ACH-000460,-0.124104135884
ACH-000461,-0.10985805473799999
ACH-000463,-0.302427522691
ACH-000464,-0.11659022707000001
ACH-000466,-0.34702452007299994
ACH-000467,-0.386192656147
ACH-000468,-0.137371360617
ACH-000469,-0.325711442081
ACH-000470,-0.262787306253
ACH-000471,-0.20878816339200001
ACH-000472,-0.356852655766
ACH-000473,-0.23494726753400003
ACH-000475,-0.21641541384500002
ACH-000476,-0.122086650593
ACH-000477,-0.105211670633
ACH-000480,-0.298277044271
ACH-000481,-0.626250743214
ACH-000483,-0.277840095838
ACH-000484,-0.381356756528
ACH-000485,-0.636775489481
ACH-000486,-0.37869753636299996
ACH-000487,-0.020151443055799998
ACH-000488,-0.288502882203
ACH-000490,-0.261150845214
ACH-000491,-0.263042087163
ACH-000495,-0.377239564759
ACH-000496,-0.206985821203
ACH-000499,-0.0799772784484
ACH-000500,-0.0768067618679
ACH-000502,-0.337190383868
ACH-000503,-0.515428112882
ACH-000505,-0.233509832973
ACH-000507,-0.33134781436599997
ACH-000510,-0.22174722894
ACH-000511,-0.200780847484
ACH-000512,-0.319191282119
ACH-000516,-0.283620376459
ACH-000517,-0.256747816884
ACH-000518,-0.342473800423
ACH-000520,-0.465227194723
ACH-000521,-0.317416314546
ACH-000522,-0.26158935541
ACH-000524,-0.181980842748
ACH-000527,-0.169347950015
ACH-000528,-0.325155666516
ACH-000537,-0.369937597733
ACH-000541,-0.141270615294
ACH-000542,-0.251763979091
ACH-000544,-0.19129462480700002
ACH-000545,-0.19952809293200002
ACH-000547,-0.309981640476
ACH-000548,-0.254798737153
ACH-000549,-0.23762543145
ACH-000550,-0.273275730509
ACH-000552,-0.281998204098
ACH-000556,-0.282437828322
ACH-000557,-0.149345207117
ACH-000570,-0.28606508357
ACH-000571,-0.290444163193
ACH-000573,-0.120487675503
ACH-000576,-0.185291646237
ACH-000580,-0.0695907800241
ACH-000584,-0.294852575108
ACH-000585,-0.18098489425
ACH-000588,-0.157191649627
ACH-000589,-0.147211033757
ACH-000591,-0.450629080995
ACH-000593,-0.127222985825
ACH-000600,-0.20504888153200002
ACH-000601,-0.27207787059099997
ACH-000604,-0.489802770474
ACH-000605,-0.112593170422
ACH-000606,-0.19282658965500002
ACH-000608,-0.251840958796
ACH-000614,-0.177063383941
ACH-000616,-0.33003586624000003
ACH-000618,-0.210402756224
ACH-000619,-0.345612916196
ACH-000620,-0.227884964809
ACH-000621,-0.209383277586
ACH-000622,-0.497813131125
ACH-000623,-0.445320965635
ACH-000624,-0.162322175318
ACH-000627,-0.254716852066
ACH-000630,-0.217623664768
ACH-000632,-0.334175241789
ACH-000633,-0.44966811716399996
ACH-000637,0.0410000150385
ACH-000638,-0.5294893910580001
ACH-000646,-0.45916707213299995
ACH-000647,-0.19312126638
ACH-000648,-0.379620089221
ACH-000649,-0.203562244146
ACH-000651,-0.180364416287
ACH-000652,-0.013927212724899999
ACH-000653,-0.292159489075
ACH-000657,-0.340083711232
ACH-000658,-0.148689173461
ACH-000661,-0.153580377441
ACH-000662,0.146219056715
ACH-000663,-0.33101159247699996
ACH-000665,-0.11881407242999999
ACH-000671,-0.268342253995
ACH-000673,-0.18003537652399998
ACH-000676,-0.12138799017200001
ACH-000677,-0.343362585153
ACH-000681,-0.10608778460000001
ACH-000682,-0.293233505753
ACH-000683,-0.257578089188
ACH-000684,-0.15862245279999998
ACH-000688,-0.375348539462
ACH-000693,-0.377881416971
ACH-000694,-0.250174843823
ACH-000695,-0.23570742043
ACH-000696,-0.358372487655
ACH-000697,-0.241843609147
ACH-000699,-0.323568193877
ACH-000701,-0.09952547582730001
ACH-000706,-0.160193510693
ACH-000711,-0.360498973333
ACH-000713,-0.39440864347800003
ACH-000714,-0.216025238397
ACH-000718,-0.39200687930399997
ACH-000720,-0.292303104381
ACH-000721,-0.488156434688
ACH-000724,-0.017306780016
ACH-000725,-0.578733124676
ACH-000732,-0.433897843073
ACH-000734,-0.17791317327700001
ACH-000735,-0.236800785009
ACH-000736,-0.20202422898800002
ACH-000738,-0.31808446407900004
ACH-000746,-0.116151009588
ACH-000747,-0.291965536515
ACH-000748,-0.38694714586199996
ACH-000753,-0.274460277952
ACH-000756,-0.244856618922
ACH-000757,-0.19514191268300002
ACH-000758,-0.376127369094
ACH-000760,-0.18013793258299998
ACH-000763,-0.21423086887200002
ACH-000764,-0.08715028607349999
ACH-000765,-0.17136881491099998
ACH-000766,-0.44134981041999993
ACH-000767,-0.12985730654799998
ACH-000768,-0.260474505322
ACH-000769,-0.382874963397
ACH-000770,-0.22082184310400002
ACH-000771,-0.156970759434
ACH-000773,-0.261460772064
ACH-000776,-0.0576371412074
ACH-000777,-0.302116474979
ACH-000778,-0.441305389796
ACH-000781,-0.27116305357500003
ACH-000782,-0.09001423600320001
ACH-000783,-0.277646272939
ACH-000784,-0.15682475918400002
ACH-000785,-0.393213269928
ACH-000787,-0.248764388493
ACH-000788,-0.20813552949099998
ACH-000791,-0.502840690989
ACH-000792,-0.25321403209000004
ACH-000794,-0.36769971619999997
ACH-000796,-0.23710253802900003
ACH-000799,-0.148838833404
ACH-000800,-0.40372951370300003
ACH-000802,-0.245814934836
ACH-000804,-0.14552994089500002
ACH-000805,-0.283491748703
ACH-000809,-0.222515509324
ACH-000810,-0.262367636911
ACH-000811,-0.271561683199
ACH-000817,-0.283316737795
ACH-000819,-0.155648924016
ACH-000820,-0.202508601966
ACH-000821,0.060789225453699997
ACH-000822,-0.332753667583
ACH-000823,-0.48188124664899995
ACH-000824,-0.19524135273499998
ACH-000827,-0.176878841132
ACH-000829,-0.16239319693600002
ACH-000831,-0.288688211577
ACH-000832,-0.33269023294399996
ACH-000833,0.0100294164889
ACH-000834,-0.10607789727499999
ACH-000835,-0.377579131686
ACH-000836,-0.491010199206
ACH-000837,-0.31910529704999996
ACH-000838,-0.0446396470642
ACH-000839,-0.29087444618
ACH-000840,-0.114125535725
ACH-000841,-0.654875044846
ACH-000843,-0.27425436125700003
ACH-000846,-0.309946014348
ACH-000847,-0.32122991915800003
ACH-000848,-0.39286045465499997
ACH-000849,-0.154585353802
ACH-000851,-0.359327833624
ACH-000855,-0.44516008450499994
ACH-000856,-0.36533171752300003
ACH-000858,-0.409457993134
ACH-000859,-0.447418904045
ACH-000861,-0.34063859308
ACH-000862,-0.237240825803
ACH-000865,-0.36269909058899996
ACH-000866,-0.309840789299
ACH-000867,-0.278285097233
ACH-000869,-0.353627327191
ACH-000872,-0.199412261751
ACH-000873,-0.167505430287
ACH-000876,-0.200223190977
ACH-000878,-0.122011164639
ACH-000880,-0.338552301087
ACH-000881,-0.196090251045
ACH-000882,-0.262757349328
ACH-000884,-0.271446365762
ACH-000885,-0.229082167459
ACH-000887,-0.374082030387
ACH-000888,-0.159831965892
ACH-000889,-0.47051063018399997
ACH-000890,-0.332950590946
ACH-000896,-0.342078365262
ACH-000898,-0.58619555548
ACH-000900,-0.46180967331399997
ACH-000901,-0.146503707161
ACH-000905,-0.19559770801800003
ACH-000906,-0.267544994271
ACH-000907,-0.09605510157089998
ACH-000910,-0.11136866377999999
ACH-000911,-0.24985383711599998
ACH-000912,-0.298210356071
ACH-000913,-0.31908243387699997
ACH-000915,-0.297577724911
ACH-000916,-0.104845780244
ACH-000917,-0.600961387849
ACH-000921,-0.268949886717
ACH-000924,-0.319825483669
ACH-000926,-0.218609620095
ACH-000928,-0.339573486675
ACH-000929,-0.08828037457730001
ACH-000932,-0.247264216871
ACH-000935,-0.217519243361
ACH-000936,-0.374525248761
ACH-000937,-0.121084915094
ACH-000938,-0.09723212761399999
ACH-000939,-0.469223239135
ACH-000941,-0.42771263671899995
ACH-000943,-0.333824214928
ACH-000946,-0.358862581964
ACH-000947,-0.333152259721
ACH-000948,-0.291102469498
ACH-000950,-0.319307228038
ACH-000953,-0.254925920108
ACH-000957,-0.310180847949
ACH-000958,-0.416541625929
ACH-000960,-0.18703563814500002
ACH-000963,-0.395256603565
ACH-000968,-0.182191534498
ACH-000969,-0.568656964739
ACH-000973,-0.17179491622
ACH-000974,-0.29416874180999997
ACH-000975,-0.155009890576
ACH-000976,-0.0957529751541
ACH-000978,-0.44842501984600003
ACH-000980,-0.225254961178
ACH-000984,-0.153328353139
ACH-000986,-0.393022120177
ACH-000988,-0.26985835796
ACH-000993,-0.361897671181
ACH-000994,-0.362540862596
ACH-000996,-0.46015753939900006
ACH-001001,-0.278766683578
ACH-001020,-0.276210612563
ACH-001028,-0.312517989109
ACH-001031,-0.37197546256700004
ACH-001038,-0.26822990426800003
ACH-001048,-0.306632702933
ACH-001050,-0.279708363481
ACH-001053,-0.28975356093000004
ACH-001054,-0.048482756020999995
ACH-001061,-0.292464198264
ACH-001067,-0.37559114980400005
ACH-001075,-0.144829561904
ACH-001096,-0.21999518317699998
ACH-001128,0.045993588040800004
ACH-001134,-0.22183517901299998
ACH-001151,-0.19360294868900002
ACH-001163,-0.09201035306050001
ACH-001164,-0.45715265414800005
ACH-001173,-0.220286617783
ACH-001183,-0.314440883765
ACH-001184,-0.0627411601935
ACH-001190,-0.272467793442
ACH-001192,-0.29064710629900004
ACH-001193,-0.15867436052
ACH-001196,-0.44274189209200004
ACH-001197,-0.124440221932
ACH-001205,-0.475283479587
ACH-001211,-0.198575560482
ACH-001212,-0.291978669654
ACH-001228,-0.275589702288
ACH-001232,-0.22146494412599999
ACH-001239,-0.188775198915
ACH-001274,-0.29161716633699997
ACH-001275,-0.370440585877
ACH-001277,-0.19037509225000002
ACH-001278,-0.134583991233
ACH-001280,-0.346616630367
ACH-001283,-0.258580284896
ACH-001289,-0.163822018363
ACH-001295,-0.15023090327400002
ACH-001300,-0.20167939758
ACH-001301,-0.22237272229600002
ACH-001302,-0.46756786176200005
ACH-001303,0.0675736754568
ACH-001306,-0.12094031814799999
ACH-001318,-0.12771300546800002
ACH-001322,-0.0921319871861
ACH-001328,-0.28883668269699997
ACH-001332,-0.39642280552500003
ACH-001333,-0.20225401015
ACH-001336,-0.165657366877
ACH-001340,-0.330749068173
ACH-001346,-0.305159981475
ACH-001353,-0.443084616698
ACH-001354,0.166765190406
ACH-001367,-0.52951187465
ACH-001368,-0.260735558839
ACH-001374,-0.267944217531
ACH-001375,-0.359282904651
ACH-001377,-0.257635623612
ACH-001380,-0.34673776157499997
ACH-001391,-0.401474040348
ACH-001407,-0.24820136876600002
ACH-001408,-0.136627766087
ACH-001413,-0.25040452122900003
ACH-001430,-0.12899796268799998
ACH-001431,-0.481107035168
ACH-001450,-0.0914192939697
ACH-001496,-0.252845323824
ACH-001500,-0.228664793965
ACH-001521,-0.048144470908599996
ACH-001523,-0.23253852293900001
ACH-001532,-0.231813023096
ACH-001536,-0.253099188976
ACH-001550,-0.461769466695
ACH-001552,-0.24971005165500001
ACH-001554,-0.338707672695
ACH-001645,-0.151817370579
ACH-001654,-0.160570939778
ACH-001715,-0.40726517530699996
ACH-001735,-0.214556342285
ACH-001736,-0.21745041116799999
ACH-001737,-0.352535890951
ACH-001740,-0.210859156311
ACH-001745,-0.28477082120499997
ACH-001750,-0.323798735591
ACH-001765,-0.340635957403
ACH-001956,-0.283189276816
ACH-001957,-0.275681660913
