,TRIM49C (642612)
ACH-000552,-0.459855363596
ACH-000556,-0.413401173248
ACH-000557,-0.507065246461
ACH-000570,-0.697547536994
ACH-000571,-0.534644089932
ACH-000573,-0.538520016968
ACH-000576,-0.48449951758599996
ACH-000580,-0.650654652308
ACH-000584,-0.63162198714
ACH-000585,-0.560613003801
ACH-000588,-0.34428820108400005
ACH-000589,-0.602954661048
ACH-000591,-0.657305763716
ACH-000593,-0.504162202945
ACH-000600,-0.465354324199
ACH-000601,-0.569664997344
ACH-000604,-0.6780172396680001
ACH-000605,-0.434896045208
ACH-000606,-0.452451154138
ACH-000608,-0.514173193266
ACH-000614,-0.746785480144
ACH-000616,-0.492051234972
ACH-000618,-0.445322178068
ACH-000619,-0.642342385248
ACH-000620,-0.517465103207
ACH-000621,-0.529886519257
ACH-000622,-0.489113805497
ACH-000623,-0.336342139168
ACH-000624,-0.519587144968
ACH-000627,-0.6231910740250001
ACH-000630,-0.604378700197
ACH-000632,-0.448357526532
ACH-000633,-0.46453501448600004
ACH-000637,-0.364354300788
ACH-000638,-0.523239485816
ACH-000646,-0.303579700166
ACH-000647,-0.532528413416
ACH-000648,-0.44816444280400003
ACH-000649,-0.5612682776169999
ACH-000651,-0.45607590946000004
ACH-000652,-0.554917087543
ACH-000653,-0.7226353326330001
ACH-000657,-0.498689303547
ACH-000658,-0.657859654603
ACH-000661,-0.6386972103440001
ACH-000662,-0.656711040155
ACH-000663,-0.581373135204
ACH-000665,-0.34877747049999996
ACH-000671,-0.5766816424260001
ACH-000673,-0.575354773763
ACH-000676,-0.493621204657
ACH-000677,-0.387462451587
ACH-000681,-0.6125858235189999
ACH-000682,-0.560476740372
ACH-000683,-0.276269497939
ACH-000684,-0.465812837659
ACH-000688,-0.501694202519
ACH-000693,-0.412627806919
ACH-000694,-0.577269342417
ACH-000695,-0.522139872247
ACH-000696,-0.5835900813780001
ACH-000697,-0.5221663017979999
ACH-000699,-0.42025183158699997
ACH-000701,-0.589949970048
ACH-000706,-0.608451152905
ACH-000711,-0.46962448208700003
ACH-000713,-0.38914486639
ACH-000714,-0.434732582318
ACH-000718,-0.497311321445
ACH-000720,-0.69736560264
ACH-000721,-0.40966644857
ACH-000724,-0.580066267041
ACH-000725,-0.38778531396
ACH-000732,-0.625655746621
ACH-000734,-0.6611872097079999
ACH-000735,-0.545392437551
ACH-000736,-0.35921425409900004
ACH-000738,-0.636212780716
ACH-000746,-0.562499584993
ACH-000747,-0.523537472602
ACH-000748,-0.463370825582
ACH-000753,-0.41375176643100003
ACH-000756,-0.537603094686
ACH-000757,-0.451606896485
ACH-000758,-0.592313126226
ACH-000760,-0.522339292445
ACH-000763,-0.5818651473349999
ACH-000764,-0.59906380946
ACH-000765,-0.675816529954
ACH-000766,-0.485834577407
ACH-000767,-0.53373428975
ACH-000768,-0.535734035724
ACH-000769,-0.5015458746270001
ACH-000770,-0.583325814225
ACH-000771,-0.551474171503
ACH-000773,-0.48795417325199997
ACH-000776,-0.488966757214
ACH-000777,-0.5476747515479999
ACH-000778,-0.654404358436
ACH-000781,-0.512262570891
ACH-000782,-0.400866600872
ACH-000783,-0.49412742331
ACH-000784,-0.393468873333
ACH-000785,-0.48873986912699996
ACH-000787,-0.566914973411
ACH-000788,-0.49521033409599996
ACH-000791,-0.444307406461
ACH-000792,-0.612897632966
ACH-000794,-0.48361296783
ACH-000796,-0.544691606088
ACH-000799,-0.530323970775
ACH-000800,-0.277443676056
ACH-000802,-0.490740446693
ACH-000804,-0.430693912171
ACH-000805,-0.587816073372
ACH-000809,-0.576075439447
ACH-000810,-0.519051505972
ACH-000811,-0.513869884827
ACH-000817,-0.44599948747400003
ACH-000819,-0.453621743153
ACH-000820,-0.570980858417
ACH-000821,-0.500762596119
ACH-000822,-0.495158505886
ACH-000823,-0.46364224772699997
ACH-000824,-0.6718939727650001
ACH-000827,-0.39325478416500004
ACH-000829,-0.575268914416
ACH-000831,-0.544242441293
ACH-000832,-0.523563807789
ACH-000833,-0.469328884394
ACH-000834,-0.43346007744599996
ACH-000835,-0.5449482337039999
ACH-000836,-0.6467962001349999
ACH-000837,-0.50723322733
ACH-000838,-0.487257129503
ACH-000839,-0.41314344383100005
ACH-000840,-0.677243993804
ACH-000841,-0.6090619005210001
ACH-000843,-0.46623625598000007
ACH-000846,-0.430219234218
ACH-000847,-0.405838631481
ACH-000848,-0.651110146351
ACH-000849,-0.523344478364
ACH-000851,-0.6108360347640001
ACH-000855,-0.47366398734
ACH-000856,-0.646031779613
ACH-000858,-0.487193005248
ACH-000859,-0.649050233116
ACH-000861,-0.664392474436
ACH-000862,-0.649858901606
ACH-000865,-0.465470143071
ACH-000866,-0.548175692874
ACH-000867,-0.467094869303
ACH-000869,-0.564740678272
ACH-000872,-0.542085814902
ACH-000873,-0.703465410705
ACH-000876,-0.48365624680799996
ACH-000878,-0.585363242773
ACH-000880,-0.526602698154
ACH-000881,-0.563667798273
ACH-000882,-0.514200073415
ACH-000884,-0.447979586378
ACH-000885,-0.578920672757
ACH-000887,-0.45515815459200004
ACH-000888,-0.525801897251
ACH-000889,-0.5643780762899999
ACH-000890,-0.6766120166670001
ACH-000896,-0.330175017221
ACH-000898,-0.503166709041
ACH-000900,-0.667849435386
ACH-000901,-0.442961003417
ACH-000905,-0.490640749609
ACH-000906,-0.39025728406599997
ACH-000907,-0.613866440845
ACH-000910,-0.536053848634
ACH-000911,-0.572046172256
ACH-000912,-0.48530359779
ACH-000913,-0.485974629449
ACH-000915,-0.542421244219
ACH-000916,-0.147235775506
ACH-000917,-0.640257900994
ACH-000921,-0.610035005285
ACH-000924,-0.567371964041
ACH-000926,-0.6096265295350001
ACH-000928,-0.417498958021
ACH-000929,-0.586235852441
ACH-000932,-0.6630087031
ACH-000935,-0.533129426141
ACH-000936,-0.41191851283799996
ACH-000937,-0.382433044899
ACH-000938,-0.536317461438
ACH-000939,-0.446471352574
ACH-000941,-0.653778089604
ACH-000943,-0.631726788414
ACH-000946,-0.532122415653
ACH-000947,-0.6592895094160001
ACH-000948,-0.678160689633
ACH-000950,-0.533055997435
ACH-000953,-0.551859962434
ACH-000957,-0.478658969217
ACH-000958,-0.44799824903499996
ACH-000960,-0.472186820167
ACH-000963,-0.6243431750280001
ACH-000968,-0.647101893081
ACH-000969,-0.511425690499
ACH-000973,-0.328059248117
ACH-000974,-0.482765575553
ACH-000975,-0.457882815077
ACH-000976,-0.6121062580569999
ACH-000978,-0.502325201835
ACH-000980,-0.423689013917
ACH-000984,-0.615885890491
ACH-000986,-0.5478045386020001
ACH-000988,-0.549495874472
ACH-000993,-0.5660683050909999
ACH-000994,-0.617029446831
ACH-000996,-0.598937298523
ACH-001001,-0.494370022398
ACH-001020,-0.232688615009
ACH-001028,-0.518510965626
ACH-001031,-0.513537137523
ACH-001038,-0.438742915408
ACH-001048,-0.597367033716
ACH-001050,-0.504623643131
ACH-001053,-0.587887262616
ACH-001054,-0.513514673873
ACH-001061,-0.599353701082
ACH-001067,-0.48131523501400003
ACH-001075,-0.498881514158
ACH-001096,-0.488381579557
ACH-001128,-0.575374852997
ACH-001134,-0.497061334583
ACH-001151,-0.402078430703
ACH-001163,-0.367784976421
ACH-001164,-0.9017898450830001
ACH-001173,-0.45098924359
ACH-001183,-0.5303514836850001
ACH-001184,-0.583282683927
ACH-001190,-0.6764013671600001
ACH-001192,-0.502858481454
ACH-001193,-0.55226484849
ACH-001196,-0.7769756191670001
ACH-001197,-0.540408496476
ACH-001205,-0.442876431189
ACH-001211,-0.541289596312
ACH-001212,-0.7510234295139999
ACH-001228,-0.577553919858
ACH-001232,-0.576034345276
ACH-001239,-0.34110575851999997
ACH-001274,-0.433598273762
ACH-001275,-0.414198062168
ACH-001277,-0.316859903095
ACH-001278,-0.592528127562
ACH-001280,-0.32124311082699997
ACH-001283,-0.440517010019
ACH-001289,-0.546570998153
ACH-001295,-0.526830300876
ACH-001300,-0.42472751401000003
ACH-001301,-0.567936230647
ACH-001302,-0.722554309073
ACH-001303,-0.705547713307
ACH-001306,-0.586865141902
ACH-001318,-0.532677131757
ACH-001322,-0.454016002689
ACH-001328,-0.6247876790779999
ACH-001332,-0.526678619789
ACH-001333,-0.593632200526
ACH-001336,-0.445247193702
ACH-001340,-0.461971861843
ACH-001346,-0.525272207935
ACH-001353,-0.568895968761
ACH-001354,-0.46100696396799995
ACH-001367,-0.7723792149330001
ACH-001368,-0.41250521954
ACH-001374,-0.472662082627
ACH-001375,-0.606049286263
ACH-001377,-0.496667605721
ACH-001380,-0.469882264308
ACH-001391,-0.388661242788
ACH-001407,-0.510976611743
ACH-001408,-0.447322526449
ACH-001413,-0.46586485004199996
ACH-001430,-0.358474617006
ACH-001431,-0.332269981071
ACH-001450,-0.48495718060000004
ACH-001496,-0.44700320506200003
ACH-001500,-0.383656500492
ACH-001521,-0.477288145575
ACH-001523,-0.345889863131
ACH-001532,-0.5125608233860001
ACH-001536,-0.6027176705430001
ACH-001550,-0.513567831745
ACH-001552,-0.34246562303499994
ACH-001554,-0.515816951774
ACH-001645,-0.42148684780900003
ACH-001654,-0.37144217006200003
ACH-001715,-0.504166255598
ACH-001735,-0.403448541997
ACH-001736,-0.6701046081750001
ACH-001737,-0.255722475237
ACH-001740,-0.55840263951
ACH-001745,-0.699408817795
ACH-001750,-0.404393117125
ACH-001765,-0.557742640752
ACH-001956,-0.7940128897750001
ACH-001957,-0.7522052454970001
