,TRIM49C (642612)
ACH-000004,-0.48141413436
ACH-000007,-0.5128633250060001
ACH-000009,-0.617826334662
ACH-000011,-0.561161294076
ACH-000012,-0.462849006302
ACH-000013,-0.422352857796
ACH-000014,-0.485355164207
ACH-000015,-0.459426412524
ACH-000017,-0.44410582976999996
ACH-000018,-0.573506205835
ACH-000019,-0.67163157776
ACH-000021,-0.551349885655
ACH-000022,-0.429901613439
ACH-000025,-0.321710609351
ACH-000028,-0.533196948076
ACH-000030,-0.504441266525
ACH-000035,-0.516870863682
ACH-000036,-0.572993482812
ACH-000037,-0.557731272089
ACH-000039,-0.476309088326
ACH-000040,-0.563500216583
ACH-000041,-0.321372397865
ACH-000042,-0.456592500766
ACH-000045,-0.524539858808
ACH-000047,-0.429250422109
ACH-000052,-0.589316587492
ACH-000053,-0.502164484291
ACH-000054,-0.563495823591
ACH-000055,-0.577587908317
ACH-000060,-0.468637952587
ACH-000067,-0.49646979324600005
ACH-000070,-0.574115354801
ACH-000075,-0.492091820943
ACH-000078,-0.45119797188
ACH-000082,-0.43269027220600004
ACH-000085,-0.46084958172799995
ACH-000086,-0.551100967118
ACH-000087,-0.5909734590460001
ACH-000092,-0.47639167023400003
ACH-000095,-0.546270020252
ACH-000097,-0.569549842546
ACH-000098,-0.457943683481
ACH-000099,-0.446432410329
ACH-000108,-0.511076221244
ACH-000113,-0.510209874282
ACH-000115,-0.306593899098
ACH-000116,-0.49318334574600003
ACH-000118,-0.506865990386
ACH-000120,-0.6455872400029999
ACH-000123,-0.424147918134
ACH-000127,-0.489131795727
ACH-000128,-0.596649376056
ACH-000132,-0.264470589937
ACH-000133,-0.591030118314
ACH-000137,-0.6416914544510001
ACH-000138,-0.511494162934
ACH-000142,-0.56869369764
ACH-000143,-0.447815088703
ACH-000146,-0.398753750771
ACH-000148,-0.6224929494960001
ACH-000150,-0.45848153842100003
ACH-000152,-0.491988783547
ACH-000153,-0.7114652949789999
ACH-000159,-0.55830740753
ACH-000160,-0.484790845209
ACH-000163,-0.50430195482
ACH-000167,-0.506040701153
ACH-000168,-0.579925756411
ACH-000169,-0.555342543461
ACH-000178,-0.5695668683780001
ACH-000182,-0.411857849721
ACH-000183,-0.6364632337430001
ACH-000188,-0.507700314055
ACH-000189,-0.492698013325
ACH-000190,-0.680974089984
ACH-000198,-0.499651247627
ACH-000204,-0.306927178493
ACH-000206,-0.467969899938
ACH-000207,-0.851970458245
ACH-000211,-0.446870815466
ACH-000215,-0.42359111521700005
ACH-000221,-0.590056750171
ACH-000222,-0.75256992509
ACH-000223,-0.511160702877
ACH-000226,-0.598313004354
ACH-000227,-0.38722004696
ACH-000228,-0.6978260438060001
ACH-000231,-0.512372754956
ACH-000232,-0.509840109497
ACH-000233,-0.593104734215
ACH-000234,-0.491938958986
ACH-000235,-0.514790596421
ACH-000237,-0.7095550918790001
ACH-000238,-0.375326680089
ACH-000243,-0.516001136721
ACH-000244,-0.543192101896
ACH-000246,-0.615537588649
ACH-000248,-0.36712629242600003
ACH-000250,-0.5142973352800001
ACH-000251,-0.446517234192
ACH-000253,-0.47885809342
ACH-000255,-0.443868191168
ACH-000256,-0.630284055795
ACH-000257,-0.506126319091
ACH-000258,-0.353267031562
ACH-000259,-0.44957819367299995
ACH-000260,-0.449492123662
ACH-000261,-0.380684543248
ACH-000262,-0.637795236801
ACH-000263,-0.47752714452699996
ACH-000264,-0.42548412028000004
ACH-000265,-0.604108996336
ACH-000266,-0.488554149159
ACH-000272,-0.647665066429
ACH-000273,-0.7305194145939999
ACH-000274,-0.5006420919219999
ACH-000277,-0.48718902805299996
ACH-000278,-0.570610651279
ACH-000279,-0.544797011699
ACH-000280,-0.430205629725
ACH-000281,-0.577433589587
ACH-000288,-0.532031682425
ACH-000291,-0.486212002011
ACH-000293,-0.619861903647
ACH-000294,-0.536537866151
ACH-000295,-0.626562419545
ACH-000296,-0.371640586389
ACH-000302,-0.325117143777
ACH-000304,-0.25455359682900003
ACH-000307,-0.501063651999
ACH-000308,-0.431427279157
ACH-000310,-0.432864310408
ACH-000311,-0.6883480950390001
ACH-000312,-0.548328776095
ACH-000315,-0.727715731724
ACH-000316,-0.535764119643
ACH-000317,-0.6383200205349999
ACH-000318,-0.453320863871
ACH-000319,-0.706543587644
ACH-000320,-0.667451096419
ACH-000322,-0.531077927882
ACH-000323,-0.408851890458
ACH-000324,-0.615765140717
ACH-000329,-0.42428794790200003
ACH-000330,-0.510732043534
ACH-000331,-0.48806384969800004
ACH-000332,-0.509928695904
ACH-000334,-0.6316576839670001
ACH-000335,-0.5136771162830001
ACH-000336,-0.73017719898
ACH-000337,-0.562024054741
ACH-000339,-0.358229894404
ACH-000341,-0.577522968175
ACH-000348,-0.42057719096699997
ACH-000350,-0.608922172837
ACH-000352,-0.42702458687899997
ACH-000356,-0.498544118451
ACH-000361,-0.297148482529
ACH-000362,-0.36224529706
ACH-000363,-0.533866895722
ACH-000364,-0.565916460696
ACH-000365,-0.539497388275
ACH-000366,-0.447466391698
ACH-000368,-0.5279162109800001
ACH-000374,-0.694384714932
ACH-000375,-0.431381393876
ACH-000376,-0.570795552276
ACH-000381,-0.671238458673
ACH-000383,-0.49015517496000005
ACH-000387,-0.502587100573
ACH-000389,-0.67426838837
ACH-000390,-0.366858674748
ACH-000393,-0.696067726442
ACH-000395,-0.5045261067660001
ACH-000397,-0.488245975863
ACH-000401,-0.45861532140199995
ACH-000402,-0.523955012099
ACH-000403,-0.626111152713
ACH-000404,-0.707765154789
ACH-000406,-0.528846018269
ACH-000407,-0.391154543626
ACH-000408,-0.46271246747100003
ACH-000410,-0.45672717643700006
ACH-000411,-0.608689254
ACH-000414,-0.5280921257600001
ACH-000415,-0.503013600541
ACH-000416,-0.409492660665
ACH-000420,-0.534312164841
ACH-000421,-0.39447897109700003
ACH-000424,-0.416918454481
ACH-000425,-0.494693311772
ACH-000426,-0.689610874088
ACH-000427,-0.523502758897
ACH-000433,-0.540859268756
ACH-000436,-0.314796106932
ACH-000444,-0.688179666229
ACH-000445,-0.587723760875
ACH-000448,-0.482182364471
ACH-000450,-0.503141666551
ACH-000452,-0.438913905271
ACH-000454,-0.565829436787
ACH-000458,-0.510611123382
ACH-000459,-0.447068844551
ACH-000460,-0.420175645871
ACH-000461,-0.570892058791
ACH-000463,-0.60414224183
ACH-000464,-0.643160209102
ACH-000466,-0.545484273461
ACH-000467,-0.406164387157
ACH-000468,-0.62322263674
ACH-000469,-0.621922766231
ACH-000470,-0.584833604951
ACH-000471,-0.537424678716
ACH-000472,-0.498375465946
ACH-000473,-0.628223320555
ACH-000475,-0.481387387432
ACH-000476,-0.6446988130899999
ACH-000477,-0.617754505335
ACH-000480,-0.455557100802
ACH-000481,-0.53930422123
ACH-000483,-0.5891481311
ACH-000484,-0.571064948529
ACH-000485,-0.7373463260169999
ACH-000486,-0.594049224842
ACH-000487,-0.571986539953
ACH-000488,-0.547201482707
ACH-000490,-0.559303286423
ACH-000491,-0.589997228506
ACH-000495,-0.374919695419
ACH-000496,-0.558053414278
ACH-000499,-0.364069390607
ACH-000500,-0.427569731884
ACH-000502,-0.528789682181
ACH-000503,-0.5848952778100001
ACH-000505,-0.438509033386
ACH-000507,-0.552356993451
ACH-000510,-0.520265794227
ACH-000511,-0.603759344177
ACH-000512,-0.6080724499310001
ACH-000516,-0.584592142006
ACH-000517,-0.433840860037
ACH-000518,-0.46438468213999995
ACH-000520,-0.43858731172399995
ACH-000521,-0.610400047944
ACH-000522,-0.457330815765
ACH-000524,-0.41441749618100004
ACH-000527,-0.471963832067
ACH-000528,-0.411124722273
ACH-000537,-0.473321595137
ACH-000541,-0.544277910619
ACH-000542,-0.5383633619879999
ACH-000544,-0.45493117048299997
ACH-000545,-0.484645796114
ACH-000547,-0.322898228619
ACH-000548,-0.573828155536
ACH-000549,-0.415642320429
ACH-000550,-0.524569832548
