,RRAGD (58528)
ACH-001380,-0.340882696423
ACH-001391,-0.0612568041988
ACH-001407,-0.289185279998
ACH-001408,-0.11661429058499999
ACH-001413,-0.47066994811000007
ACH-001430,-0.29581208245499996
ACH-001431,-0.249384174027
ACH-001450,-0.108300687807
ACH-001496,0.149291412914
ACH-001500,-0.0335532421495
ACH-001521,-0.38613343594599997
ACH-001523,-0.17387755162500002
ACH-001532,-0.486937093569
ACH-001536,-0.037504446418
ACH-001550,-0.239313453732
ACH-001552,-0.283062079859
ACH-001554,-0.344017347476
ACH-001645,-0.292207794353
ACH-001654,-0.121630616523
ACH-001715,0.144878955881
ACH-001735,-0.217563543083
ACH-001736,-0.20703467996599997
ACH-001737,-0.054747339480400004
ACH-001740,-0.111843422092
ACH-001745,-0.140014580386
ACH-001750,-0.19576341568100003
ACH-001765,-0.15372207193499998
ACH-001956,-0.24664626265700001
ACH-001957,-0.224764964492
