,RRAGD (58528)
ACH-000004,-0.12729073997999998
ACH-000007,-0.12079925745999999
ACH-000009,0.0038126939236
ACH-000011,-0.44714027643999993
ACH-000012,-0.16952690595
ACH-000013,-0.151140574476
ACH-000014,-0.133603195262
ACH-000015,-0.160824343704
ACH-000017,-0.39274854414000004
ACH-000018,0.065535011967
ACH-000019,-0.639136147989
ACH-000021,-0.6347341625890001
ACH-000022,-0.0246358632449
ACH-000025,-0.282466519887
ACH-000028,-0.46969150090899997
ACH-000030,-0.246467812506
ACH-000035,-0.20271980086199998
ACH-000036,-0.178925603851
ACH-000037,-0.47592231747100006
ACH-000039,-0.24652573536400002
ACH-000040,-0.272208303
ACH-000041,-0.267750756229
ACH-000042,-0.251660456371
ACH-000045,-0.23774768159200002
ACH-000047,-0.356914571307
ACH-000052,-0.268687819504
ACH-000053,-0.19570680920699998
ACH-000054,-0.43574578882299997
ACH-000055,-0.041831098840099994
ACH-000060,-0.25275705775199997
ACH-000067,-0.37710850122699996
ACH-000070,-0.213263648688
ACH-000075,-0.388542288006
ACH-000078,-0.489492145378
ACH-000082,-0.41847840120700003
ACH-000085,-0.112624983913
ACH-000086,-0.160986499158
ACH-000087,-0.194611972283
ACH-000092,-0.29106750289
ACH-000095,-0.280509189854
ACH-000097,-0.252012441938
ACH-000098,-0.320577319807
ACH-000099,-0.302726623229
ACH-000108,-0.0613320263041
ACH-000113,-0.141711885755
ACH-000115,-0.35519428003200004
ACH-000116,-0.308722503049
ACH-000118,-0.34256431623800004
ACH-000120,-0.07918739242669999
ACH-000123,-0.0342106019342
ACH-000127,-0.256741407235
ACH-000128,-0.219375318187
ACH-000132,-0.5453471114980001
ACH-000133,-0.401330755617
ACH-000137,-0.294934143927
ACH-000138,-0.24930801674000003
ACH-000142,-0.175189749034
ACH-000143,-0.240257064171
ACH-000146,-0.08056139725389999
ACH-000148,-0.124463861962
ACH-000150,-0.384729828574
ACH-000152,-0.0925734395674
ACH-000153,-0.5551959122919999
ACH-000159,-0.34262985246399996
ACH-000160,0.036107338741
ACH-000163,-0.21758766052700002
ACH-000167,-0.21618791266399998
ACH-000168,-0.065224583616
ACH-000169,-0.192083076789
ACH-000178,-0.420734082046
ACH-000182,-0.101775101771
ACH-000183,-0.26111959316100003
ACH-000188,-0.28989531380899997
ACH-000189,-0.590729701628
ACH-000190,-0.10799790188200001
ACH-000198,-0.322219181255
ACH-000204,-0.08758948968949999
ACH-000206,-0.23288050663
ACH-000207,-0.138967822885
ACH-000211,-0.23071654240800002
ACH-000215,-0.254889070586
ACH-000221,-0.12381682896500001
ACH-000222,-0.35499257497299996
ACH-000223,-0.468365209864
ACH-000226,-0.29711850149999997
ACH-000227,-0.13114062597999998
ACH-000228,-0.0983741204157
ACH-000231,-0.283582642812
ACH-000232,-0.38967579132700003
ACH-000233,-0.229266434916
ACH-000234,-0.423250776693
ACH-000235,-0.241344953632
ACH-000237,-0.147422529306
ACH-000238,-0.030768814762
ACH-000243,-0.394764310225
ACH-000244,-0.129836961802
ACH-000246,-0.163924339055
ACH-000248,-0.40256927462700004
ACH-000250,-0.42409992937299995
ACH-000251,-0.466028906334
ACH-000253,-0.319822458164
ACH-000255,-0.248866728565
ACH-000256,-0.150483852814
ACH-000257,-0.192417331837
ACH-000258,-0.366539371541
ACH-000259,-0.5833180934100001
ACH-000260,-0.22564537284400002
ACH-000261,-0.310121193254
ACH-000262,-0.36375386023
ACH-000263,0.00423565218381
ACH-000264,-0.32349675012699997
ACH-000265,-0.204678469094
ACH-000266,-0.326055112196
ACH-000272,-0.23535427555
ACH-000273,-0.329280622484
ACH-000274,-0.396440603426
ACH-000277,-0.214844734142
ACH-000278,-0.358803546104
ACH-000279,-0.355570889275
ACH-000280,-0.208681878169
ACH-000281,-0.0233062579374
ACH-000288,-0.337861758669
ACH-000291,0.06107397864919999
ACH-000293,-0.12196054236
ACH-000294,-0.009735991598940001
ACH-000295,-0.381816566055
ACH-000296,-0.32104910667500003
ACH-000302,-0.235217261203
ACH-000304,0.039188444237
ACH-000307,-0.17957226038600002
ACH-000308,-0.424703414925
ACH-000310,-0.502885535835
ACH-000311,-0.136634294474
ACH-000312,-0.530579369742
ACH-000315,-0.021531045633000002
ACH-000316,0.00781848672213
ACH-000317,-0.0642494065712
ACH-000318,-0.0324960595544
ACH-000319,-0.125037281525
ACH-000320,-0.550818476721
ACH-000322,-0.216400593921
ACH-000323,0.341547198426
ACH-000324,-0.28612322289700004
ACH-000329,-0.18801302475099999
ACH-000330,-0.08152833437910001
ACH-000331,-0.36998854379900004
ACH-000332,-0.376728316154
ACH-000334,-0.19688774516399998
ACH-000335,-0.233239489732
ACH-000336,-0.552979346024
ACH-000337,-0.12065821455800001
ACH-000339,-0.27174093335
ACH-000341,-0.621790041332
ACH-000348,-0.243685232608
ACH-000350,-0.165454476007
ACH-000352,-0.142306262468
ACH-000356,-0.224260783635
ACH-000361,-0.530373176528
ACH-000362,-0.0847553306174
ACH-000363,-0.290506761004
ACH-000364,0.00686899398665
ACH-000365,-0.3623542402
ACH-000366,-0.36301417634000005
ACH-000368,-0.180585900634
ACH-000374,-0.45742831379199994
ACH-000375,-0.44376209412600004
ACH-000376,-0.16062231467399998
ACH-000381,-0.0195017734699
ACH-000383,-0.051376989417900004
ACH-000387,0.029342426245
ACH-000389,-0.256465122499
ACH-000390,-0.297516235816
ACH-000393,-0.121199171169
ACH-000395,-0.382251454278
ACH-000397,-0.0572538466995
ACH-000401,0.151017018153
ACH-000402,0.104639501423
ACH-000403,-0.285455818032
ACH-000404,-0.26424072290899997
ACH-000406,-0.07703086472330001
ACH-000407,-0.252854440453
ACH-000408,-0.151529435079
ACH-000410,-0.324644521218
ACH-000411,-0.276609873276
ACH-000414,-0.448596515762
ACH-000415,-0.17543374275600002
ACH-000416,-0.24452549085499997
ACH-000420,-0.35029888013000005
ACH-000421,-0.118505504857
ACH-000424,-0.031310198220900004
ACH-000425,-0.27416457667800004
ACH-000426,-0.0804421303872
ACH-000427,-0.24228068226100002
ACH-000433,-0.10508404987299999
ACH-000436,-0.37851225148400003
ACH-000444,-0.299504501815
ACH-000445,-0.255577213019
ACH-000448,-0.24683585773699998
ACH-000450,-0.37523033462600003
ACH-000452,-0.30962971621
ACH-000454,-0.404160924786
ACH-000458,-0.343631586069
ACH-000459,0.0652973677101
ACH-000460,-0.131239192022
ACH-000461,-0.173230646071
ACH-000463,-0.008085711522380001
ACH-000464,-0.0958645875633
ACH-000466,-0.131762124471
ACH-000467,-0.40919902869900004
ACH-000468,-0.118481172286
ACH-000469,-0.330782290761
ACH-000470,0.0375045983775
ACH-000471,-0.207844995521
ACH-000472,-0.181114246486
ACH-000473,-0.08953526986289999
ACH-000475,-0.241388431057
ACH-000476,-0.206473907234
ACH-000477,-0.267890065956
ACH-000480,-0.114015860926
ACH-000481,0.0941519456439
ACH-000483,-0.190297774111
ACH-000484,-0.251706583871
ACH-000485,-0.10920705499000001
ACH-000486,-0.28569731441
ACH-000487,-0.261005130436
ACH-000488,-0.17135703767299998
ACH-000490,-0.303150323375
ACH-000491,-0.114323453541
ACH-000495,-0.163061325153
ACH-000496,-0.42508993702
ACH-000499,0.295619187761
ACH-000500,-0.761741916551
ACH-000502,-0.448068706558
ACH-000503,-0.28342993621
ACH-000505,-0.294335608708
ACH-000507,-0.122760005309
ACH-000510,-0.0661125214208
ACH-000511,-0.337194829181
ACH-000512,-0.177871700991
ACH-000516,-0.279503031353
ACH-000517,-0.17395943482700002
ACH-000518,-0.0498104113927
ACH-000520,-0.303642318232
ACH-000521,-0.27307610975200003
ACH-000522,-0.316813488284
ACH-000524,-0.144039458809
ACH-000527,-0.152119947214
ACH-000528,-0.17823134838799998
ACH-000537,-0.304961715976
ACH-000541,0.0999627047961
ACH-000542,-0.19463152965799999
ACH-000544,-0.173604503997
ACH-000545,-0.366872574189
ACH-000547,-0.04514997706209999
ACH-000548,-0.252714694888
ACH-000549,-0.347828624588
ACH-000550,-0.256294430399
ACH-000552,-0.081130713806
ACH-000556,-0.314481764516
ACH-000557,0.087534033659
ACH-000570,-0.17828082485
ACH-000571,-0.239050185874
ACH-000573,-0.235003572023
ACH-000576,0.240683398069
ACH-000580,-0.30499136776999997
ACH-000584,-0.184750667837
ACH-000585,-0.332149771416
ACH-000588,-0.325514906839
ACH-000589,-0.40191580997000004
ACH-000591,-0.236900733711
ACH-000593,-0.112752044367
ACH-000600,-0.255707422559
ACH-000601,-0.262300057397
ACH-000604,-0.13561173510299998
ACH-000605,-0.0321683509542
ACH-000606,-0.248086686571
ACH-000608,-0.131473789861
ACH-000614,-0.45304818234399996
ACH-000616,-0.154023691489
ACH-000618,-0.327002156705
ACH-000619,-0.235940899524
ACH-000620,-0.21530329018000002
ACH-000621,-0.29729470267200003
ACH-000622,-0.223665378063
ACH-000623,-0.210530318636
ACH-000624,-0.08248890248060001
ACH-000627,-0.0421285949779
ACH-000630,-0.269318455181
ACH-000632,-0.28159911163199997
ACH-000633,-0.34265572393
ACH-000637,-0.0306605961574
ACH-000638,-0.37723945515699997
ACH-000646,-0.317218160092
ACH-000647,-0.08590585248060001
ACH-000648,-0.26434212189
ACH-000649,-0.30350622732
ACH-000651,-0.0325551813879
ACH-000652,-0.16347287555099999
ACH-000653,-0.362262559604
ACH-000657,-0.19886131735800003
ACH-000658,-0.270011654333
ACH-000661,-0.26098703815200003
ACH-000662,-0.333271019487
ACH-000663,-0.255282112762
ACH-000665,-0.432750783411
ACH-000671,-0.189200214164
ACH-000673,-0.270811568253
ACH-000676,-0.131131809169
ACH-000677,-0.048479263291
ACH-000681,-0.306825655132
ACH-000682,-0.275123941324
ACH-000683,-0.094467541776
ACH-000684,-0.398766458937
ACH-000688,-0.061976065362599995
ACH-000693,-0.10160262923900001
ACH-000694,-0.068243940976
ACH-000695,0.214551633125
ACH-000696,-0.14050098138699998
ACH-000697,-0.165096418509
ACH-000699,-0.461473010832
ACH-000701,0.0493260019709
ACH-000706,-0.06685506867869999
ACH-000711,-0.28067939723700003
ACH-000713,-0.3936910478
ACH-000714,-0.210227569876
ACH-000718,-0.34445478315800004
ACH-000720,-0.204623915082
ACH-000721,-0.208721203857
ACH-000724,-0.307704442375
ACH-000725,-0.32778860937
ACH-000732,-0.188614171987
ACH-000734,-0.245017996087
ACH-000735,-0.105004442431
ACH-000736,-0.28736285345199997
ACH-000738,0.0127565556693
ACH-000746,-0.364021113821
ACH-000747,-0.229522413935
ACH-000748,-0.36172403247900003
ACH-000753,-0.318416881489
ACH-000756,-0.327265930321
ACH-000757,-0.134528223345
ACH-000758,-0.411163673006
ACH-000760,-0.187523287971
ACH-000763,-0.32720420903700004
ACH-000764,-0.616953106878
ACH-000765,-0.18800983235100002
ACH-000766,-0.272434878674
ACH-000767,-0.365502785507
ACH-000768,-0.482506738785
ACH-000769,-0.0039231031870900004
ACH-000770,-0.25082053526799997
ACH-000771,-0.33826676197800004
ACH-000773,-0.0799502931486
ACH-000776,-0.08059933825
ACH-000777,-0.20959782479000003
ACH-000778,-0.21786506212200002
ACH-000781,-0.280593884608
ACH-000782,-0.254566460642
ACH-000783,-0.404905095145
ACH-000784,-0.247538495536
ACH-000785,-0.688430995994
ACH-000787,-0.2073372916
ACH-000788,-0.22730319977299998
ACH-000791,-0.42893858048600003
ACH-000792,-0.312338716934
ACH-000794,-0.21595802406599998
ACH-000796,-0.09536316245089999
ACH-000799,-0.345848208037
ACH-000800,-0.295122581022
ACH-000802,-0.17215992878199998
ACH-000804,-0.360859328618
ACH-000805,-0.0513075039057
ACH-000809,-0.159863092118
ACH-000810,-0.006599405999779999
ACH-000811,-0.0401750436829
ACH-000817,-0.508601410324
ACH-000819,-0.35383682399800004
ACH-000820,-0.328851884995
ACH-000821,-0.367831523854
ACH-000822,-0.199321354997
ACH-000823,-0.141382524937
ACH-000824,-0.134900180341
ACH-000827,-0.244935291638
ACH-000829,0.114136526609
ACH-000831,-0.28294102805599997
ACH-000832,-0.32948421168200004
ACH-000833,-0.18087484530099998
ACH-000834,-0.163048909792
ACH-000835,-0.276058935488
ACH-000836,-0.21190674073399998
ACH-000837,-0.106315598431
ACH-000838,0.153076821133
ACH-000839,-0.190799406606
ACH-000840,-0.424009261087
ACH-000841,-0.471440074832
ACH-000843,-0.199974450759
ACH-000846,-0.0474496843738
ACH-000847,0.00254228389642
ACH-000848,-0.1224642478
ACH-000849,-0.161033275351
ACH-000851,-0.328200987303
ACH-000855,-0.211602916457
ACH-000856,-0.124839360161
ACH-000858,-0.044452861195
ACH-000859,0.022026522088900005
ACH-000861,-0.243822055165
ACH-000862,-0.26893181226199997
ACH-000865,-0.1626738381
ACH-000866,-0.227644797221
ACH-000867,-0.25591917898600003
ACH-000869,-0.35699338862499996
ACH-000872,-0.26313231282
ACH-000873,0.046884441318699996
ACH-000876,-0.46686637699199995
ACH-000878,0.0500858208425
ACH-000880,-0.118077308101
ACH-000881,-0.112358614431
ACH-000882,-0.285929962008
ACH-000884,-0.321195666447
ACH-000885,-0.338452293217
ACH-000887,-0.164364248489
ACH-000888,-0.29334738336800004
ACH-000889,-0.25584225148
ACH-000890,-0.23445777905200002
ACH-000896,-0.038263489411900005
ACH-000898,-0.16169076401
ACH-000900,-0.502771407563
ACH-000901,-0.321371603336
ACH-000905,-0.196757056556
ACH-000906,-0.117108337302
ACH-000907,-0.507521978879
ACH-000910,-0.194621347918
ACH-000911,-0.257698945445
ACH-000912,-0.25083360283000006
ACH-000913,-0.32304529558
ACH-000915,-0.381858346298
ACH-000916,0.22160572041499998
ACH-000917,-0.152321246365
ACH-000921,-0.311242994642
ACH-000924,-0.0602794396404
ACH-000926,-0.226186610857
ACH-000928,-0.566561034322
ACH-000929,-0.28742508268100003
ACH-000932,-0.26218032124
ACH-000935,-0.414105591666
ACH-000936,-0.0914109079359
ACH-000937,-0.37732842625699997
ACH-000938,-0.237518330341
ACH-000939,-0.140737756365
ACH-000941,-0.280993818573
ACH-000943,-0.0785648891351
ACH-000946,-0.116648700114
ACH-000947,-0.249681578662
ACH-000948,-0.290795297335
ACH-000950,-0.701949032111
ACH-000953,-0.23011080538000003
ACH-000957,-0.28756758401099997
ACH-000958,-0.256361557701
ACH-000960,-0.20851663457000003
ACH-000963,-0.317036449104
ACH-000968,-0.288305210766
ACH-000969,-0.16274130173499998
ACH-000973,-0.273426402307
ACH-000974,-0.17828829060899998
ACH-000975,-0.32272482754099996
ACH-000976,-0.48299371608999997
ACH-000978,-0.06925393547110001
ACH-000980,-0.05843798701859999
ACH-000984,-0.320041717478
ACH-000986,-0.40775805448299995
ACH-000988,-0.308011728374
ACH-000993,-0.421084303969
ACH-000994,-0.216508746742
ACH-000996,-0.359161944301
ACH-001001,-0.22577750726799997
ACH-001020,-0.314762335751
ACH-001028,-0.214497852137
ACH-001031,-0.227183865841
ACH-001038,-0.245008623085
ACH-001048,-0.297341129756
ACH-001050,-0.34520884109399996
ACH-001053,0.136095403426
ACH-001054,-0.10416236904300001
ACH-001061,-0.1489081385
ACH-001067,-0.307526510034
ACH-001075,-0.266090098213
ACH-001096,-0.14153298231
ACH-001128,-0.228532224033
ACH-001134,-0.17009227928399998
ACH-001151,-0.131448095893
ACH-001163,-0.0590132467997
ACH-001164,-0.273651402842
ACH-001173,-0.334167242322
ACH-001183,-0.28188815065
ACH-001184,-0.276691973209
ACH-001190,-0.292803150427
ACH-001192,-0.33469048286200004
ACH-001193,-0.07933976684060001
ACH-001196,-0.310368222472
ACH-001197,-0.144051301795
ACH-001205,-0.297068056687
ACH-001211,-0.17262584165999997
ACH-001212,-0.250438346487
ACH-001228,-0.13525357265000001
ACH-001232,-0.0959039077017
ACH-001239,-0.242417662729
ACH-001274,-0.15318969577299998
ACH-001275,-0.09476114643369998
ACH-001277,-0.229105815554
ACH-001278,-0.132804645748
ACH-001280,-0.16161951595000001
ACH-001283,-0.191927346067
ACH-001289,-0.35498973829
ACH-001295,-0.24206359658000004
ACH-001300,-0.0774819613464
ACH-001301,-0.260647635562
ACH-001302,-0.23681750810199997
ACH-001303,-0.293067758782
ACH-001306,-0.45020643023199997
ACH-001318,-0.0814218345704
ACH-001322,-0.277703480917
ACH-001328,-0.159397794151
ACH-001332,-0.247622016759
ACH-001333,-0.18180654395799997
ACH-001336,-0.40555187546
ACH-001340,-0.336123661974
ACH-001346,-0.220496579744
ACH-001353,-0.372888576159
ACH-001354,-0.45674559597
ACH-001367,-0.326593637116
ACH-001368,-0.221820570134
ACH-001374,-0.46033969861699997
ACH-001375,0.028038755262700003
ACH-001377,-0.24143505262499998
