,RAB3D (9545)
ACH-000004,-0.240928341296
ACH-000007,-0.271955663851
ACH-000009,0.0999795150528
ACH-000011,-0.222975335234
ACH-000012,-0.346549725148
ACH-000013,-0.147825759727
ACH-000014,-0.119092939657
ACH-000015,-0.233377527127
ACH-000017,-0.0996566521781
ACH-000018,-0.362803650624
ACH-000019,-0.338753483553
ACH-000021,-0.260807795763
ACH-000022,-0.040690228271900004
ACH-000025,-0.19284594891600002
ACH-000028,-0.215531965225
ACH-000030,-0.18897066995900003
ACH-000035,-0.255981920659
ACH-000036,-0.127850376368
ACH-000037,-0.0874040932898
ACH-000039,-0.158448927985
ACH-000040,-0.057031440024499995
ACH-000041,-0.166910085909
ACH-000042,-0.019831724853999998
ACH-000045,-0.302400799267
ACH-000047,0.0650174007435
ACH-000052,0.0546748986795
ACH-000053,-0.0825367874479
ACH-000054,-0.181182076965
ACH-000055,-0.0896616101224
ACH-000060,0.023708071801800002
ACH-000067,0.0319693074825
ACH-000070,-0.0439865354449
ACH-000075,-0.282385366334
ACH-000078,-0.113863815701
ACH-000082,-0.0230468252688
ACH-000085,0.074429321557
ACH-000086,-0.180625300079
ACH-000087,-0.112936931695
ACH-000092,-0.239218201764
ACH-000095,-0.298509384311
ACH-000097,-0.219639193947
ACH-000098,-0.272158399915
ACH-000099,-0.07289124387080001
ACH-000108,-0.153229682921
ACH-000113,0.0277106283057
ACH-000115,-0.39342201714100006
ACH-000116,-0.281408136987
ACH-000118,-0.20838006868099998
ACH-000120,-0.147597287578
ACH-000123,-0.0719532907039
ACH-000127,-0.186516214095
ACH-000128,-0.147150435517
ACH-000132,-0.158949875149
ACH-000133,-0.105034206831
ACH-000137,0.0279362947017
ACH-000138,-0.23987702144099998
ACH-000142,-0.260834852504
ACH-000143,-0.048309607189300004
ACH-000146,0.058706146925300004
ACH-000148,-0.000956922318618
ACH-000150,-0.199303519868
ACH-000152,-0.13143633717800002
ACH-000153,0.020909131694099997
ACH-000159,-0.162402749354
ACH-000160,0.10927872960799999
ACH-000163,-0.406930062405
ACH-000167,0.0548612173652
ACH-000168,-0.07377373165189999
ACH-000169,-0.06790088815909999
ACH-000178,-0.0150866118026
ACH-000182,-0.0821005858168
ACH-000183,-0.126035056701
ACH-000188,-0.544055913384
ACH-000189,0.11425605752599999
ACH-000190,0.0695261629719
ACH-000198,-0.10952088724000002
ACH-000204,-0.310740641777
ACH-000206,-0.10885682472100001
ACH-000207,-0.200501836224
