,ENTHD2 (146705)
ACH-000004,-0.56682757289
ACH-000007,-0.41644311547300006
ACH-000009,-0.503482914313
ACH-000011,-0.534461963018
ACH-000012,-0.327904023253
ACH-000013,-0.437333092764
ACH-000014,-0.481911387345
ACH-000015,-0.555973939791
ACH-000017,-0.41709049668799997
ACH-000018,-0.44244655637900004
ACH-000019,-0.721384147245
ACH-000021,-0.39538875489
ACH-000022,-0.432696459939
ACH-000025,-0.439404260492
ACH-000028,-0.412995467175
ACH-000030,-0.444560940419
ACH-000035,-0.426133151377
ACH-000036,-0.853264382824
ACH-000037,-0.693319715697
ACH-000039,-0.912439951289
ACH-000040,-0.49266461016999996
ACH-000041,-0.520379335783
ACH-000042,-0.621897633081
ACH-000045,-0.525638442386
ACH-000047,-0.5069762136020001
ACH-000052,-0.589694648807
ACH-000053,-0.462766353357
ACH-000054,-0.547090519413
ACH-000055,-0.582877292795
ACH-000060,-0.577740775211
ACH-000067,-0.572651000203
ACH-000070,-0.36297811638300004
ACH-000075,-0.62234701727
ACH-000078,-0.741621513703
ACH-000082,-0.476488584397
ACH-000085,-0.508742659441
ACH-000086,-0.581081975176
ACH-000087,-0.649893152321
ACH-000092,-0.389659236702
ACH-000095,-0.575189622901
ACH-000097,-0.415759544022
ACH-000098,-0.328352860945
ACH-000099,-0.593601936606
ACH-000108,-0.5556890566699999
ACH-000113,-0.522173286581
ACH-000115,-0.868717407402
ACH-000116,-0.42757907182099997
ACH-000118,-0.51982848352
ACH-000120,-0.524054569405
ACH-000123,-0.544891757326
ACH-000127,-0.646514975937
ACH-000128,-0.563916304629
ACH-000132,-0.5425011429950001
ACH-000133,-0.278466871928
ACH-000137,-0.478066980442
ACH-000138,-0.42485703763000005
ACH-000142,-0.630802225031
ACH-000143,-0.385452166789
ACH-000146,-0.36142060780100005
ACH-000148,-0.348987846293
ACH-000150,-0.40551931399499996
ACH-000152,-0.6723454867829999
ACH-000153,-0.057555282675099996
ACH-000159,-0.5188393485930001
ACH-000160,-0.492511513675
ACH-000163,-0.301190155731
ACH-000167,-0.7169342457019999
ACH-000168,-0.503272803846
ACH-000169,-0.615935802188
ACH-000178,-0.426647271923
ACH-000182,-0.6336546891
ACH-000183,-0.656544615003
ACH-000188,-0.570013031446
ACH-000189,-0.70159312132
ACH-000190,-0.439435969322
ACH-000198,-0.36580341954400003
ACH-000204,-0.348839440644
ACH-000206,-0.465725749022
ACH-000207,-0.659314563284
ACH-000211,-0.519475832849
ACH-000215,-0.601930999521
ACH-000221,-0.519488053676
ACH-000222,-0.357829520184
ACH-000223,-0.5463570547309999
ACH-000226,-0.401651637922
ACH-000227,-0.295951492965
ACH-000228,-0.44255256357600004
ACH-000231,-0.407145516655
ACH-000232,-0.467521428706
ACH-000233,-0.619369656847
ACH-000234,-0.5102251148
ACH-000235,-0.515205539162
ACH-000237,-0.615256148658
ACH-000238,-0.688417062142
ACH-000243,-0.38306769712800004
ACH-000244,-0.47014964615000004
ACH-000246,-0.622837828753
ACH-000248,-0.606074147752
ACH-000250,-0.5434095686029999
ACH-000251,-0.480569335762
ACH-000253,-0.42682490244000004
ACH-000255,-0.54268184986
ACH-000256,-0.441504112599
ACH-000257,-0.5640277385329999
ACH-000258,0.00862825120659
ACH-000259,-0.685701850069
ACH-000260,-0.604696435894
ACH-000261,-0.690369069169
ACH-000262,-0.5665796800289999
ACH-000263,-0.763183623072
ACH-000264,-0.620697053824
ACH-000265,-0.399159881008
ACH-000266,-0.5204946315169999
ACH-000272,-0.526593104867
ACH-000273,-0.499743859471
ACH-000274,-0.671496674606
ACH-000277,-0.632973541892
ACH-000278,-0.591233096735
ACH-000279,-0.58315557148
ACH-000280,-0.6718651611450001
ACH-000281,-0.50061573329
ACH-000288,-0.711805912677
ACH-000291,-0.453950667624
ACH-000293,-0.42025217964199996
ACH-000294,-0.09004331405819999
ACH-000295,-0.516656559687
ACH-000296,-0.456582216826
ACH-000302,-0.48738062490199996
ACH-000304,-0.42408862576300005
ACH-000307,-0.484708164641
ACH-000308,-0.522565390187
ACH-000310,-0.487664346095
ACH-000311,-0.599733433405
ACH-000312,-0.44152179574199996
ACH-000315,-0.46196607937600004
ACH-000316,-0.745131812617
ACH-000317,-0.395175335216
ACH-000318,-0.524487675629
ACH-000319,-0.43669415304
ACH-000320,-0.509380313482
ACH-000322,-0.84085683465
ACH-000323,-0.471976907962
ACH-000324,-0.423857721553
ACH-000329,-0.7071563610609999
ACH-000330,-0.326662133161
ACH-000331,-0.438034633134
ACH-000332,-0.5324750419250001
ACH-000334,-0.401554041153
ACH-000335,-0.6449590646100001
ACH-000336,-0.572311433364
ACH-000337,-0.586602863581
ACH-000339,-0.5195889106430001
ACH-000341,-0.47393250571
ACH-000348,-0.45074685016099997
ACH-000350,-0.5748980581149999
ACH-000352,-0.623622549187
ACH-000356,-0.512838521501
ACH-000361,-0.50244810264
ACH-000362,-0.46132043221600005
ACH-000363,-0.459432050929
ACH-000364,-0.10273969909
ACH-000365,-0.272199468754
ACH-000366,-0.43168994849
ACH-000368,-0.496861594059
ACH-000374,-0.530975749616
ACH-000375,-0.5296040217319999
ACH-000376,-0.622194424978
ACH-000381,-0.661164021815
ACH-000383,-0.610785967743
ACH-000387,-0.42532108329400004
ACH-000389,-0.50654767077
ACH-000390,-0.56581446112
ACH-000393,-0.431083187094
ACH-000395,-0.421647151435
ACH-000397,-0.593228318813
ACH-000401,-0.5838737800680001
ACH-000402,-0.785000602099
ACH-000403,-0.629789071706
ACH-000404,-0.6774933458679999
ACH-000406,-0.38269805544299995
ACH-000407,-0.5999823906130001
ACH-000408,-0.22574305842599998
ACH-000410,-0.255364328818
ACH-000411,-0.40118875801299997
ACH-000414,-0.370314534235
ACH-000415,-0.37142351935199996
ACH-000416,-0.497971149986
ACH-000420,-0.42003471986199997
ACH-000421,-0.588745437218
ACH-000424,-0.635302088666
ACH-000425,-0.620427607895
ACH-000426,-0.415404247144
ACH-000427,-0.581827890949
ACH-000433,-0.710677665359
ACH-000436,-0.518384181167
ACH-000444,-0.37707395626900003
ACH-000445,-0.646878849881
ACH-000448,-0.477871621589
ACH-000450,-0.419401275498
ACH-000452,-0.608712725912
ACH-000454,-0.35269199679499996
ACH-000458,-0.460213436303
ACH-000459,-0.39138999072499997
ACH-000460,-0.41572524787199994
ACH-000461,-0.593931853966
ACH-000463,-0.485304159733
ACH-000464,-0.490410600062
ACH-000466,-0.48980082327200003
ACH-000467,-0.45019048264399997
ACH-000468,-0.47379744746200003
ACH-000469,-0.587804540313
ACH-000470,-0.568109900234
ACH-000471,-0.5568539150540001
ACH-000472,-0.569285162035
ACH-000473,-0.46975685876999995
ACH-000475,-0.470889853524
ACH-000476,-0.634436341663
ACH-000477,-0.463009970752
ACH-000480,-0.568664736186
ACH-000481,-0.525186001371
ACH-000483,-0.46088029398599994
ACH-000484,-0.30995775021099997
ACH-000485,-0.650840481414
ACH-000486,-0.445521361874
ACH-000487,-0.333133915905
ACH-000488,-0.565504989789
ACH-000490,-0.300237688509
ACH-000491,-0.462745991157
ACH-000495,-0.40211943590599997
ACH-000496,-0.581284870148
ACH-000499,-0.18757609404599998
ACH-000500,-0.580788693996
ACH-000502,-0.7084556340520001
ACH-000503,-0.7993989970300001
ACH-000505,-0.396939274004
ACH-000507,-0.5071438070440001
ACH-000510,-0.368603874672
ACH-000511,-0.50456929796
ACH-000512,-0.290374631361
ACH-000516,-0.540864141838
ACH-000517,-0.409928573199
ACH-000518,-0.49595891900399997
ACH-000520,-0.718456652378
ACH-000521,-1.0202226833399999
ACH-000522,-0.367711196277
ACH-000524,-0.5630120458219999
ACH-000527,-0.380438651927
ACH-000528,-0.27818188619399997
ACH-000537,-0.47266532882299994
ACH-000541,-0.622176372076
ACH-000542,-0.474266179536
ACH-000544,-0.562471442018
ACH-000545,-0.5919255169600001
ACH-000547,-0.318309673631
ACH-000548,-0.521816899263
ACH-000549,-0.6349471619120001
ACH-000550,-0.679819733157
ACH-000552,-0.400787716521
ACH-000556,-0.67523430954
ACH-000557,-0.15800873481
ACH-000570,-0.248765556985
ACH-000571,-0.487883610952
ACH-000573,-0.403205110062
ACH-000576,-0.5148448523800001
ACH-000580,-0.309861938637
ACH-000584,-0.56050467169
ACH-000585,-0.450053187074
ACH-000588,-0.13476691650999997
ACH-000589,-0.539958731505
ACH-000591,-0.400738738952
ACH-000593,-0.605813887659
ACH-000600,-0.669761206576
ACH-000601,-0.647895421196
ACH-000604,-0.691987049675
ACH-000605,-0.515554916783
ACH-000606,-0.381964336316
ACH-000608,-0.716788972854
ACH-000614,-0.555110825234
ACH-000616,-0.650218265814
ACH-000618,-0.612554642088
ACH-000619,-0.50761155956
ACH-000620,-0.44822652508500005
ACH-000621,-0.72550001114
ACH-000622,-0.5935296703630001
ACH-000623,-0.7931122441670001
ACH-000624,-0.433348556284
ACH-000627,-0.5985163693419999
ACH-000630,-0.351353404767
ACH-000632,-0.613040181802
ACH-000633,-0.794384884439
ACH-000637,-0.419295129701
ACH-000638,-0.417492537367
ACH-000646,-0.5491180338939999
ACH-000647,-0.6488478703980001
ACH-000648,-0.6004610287659999
ACH-000649,-0.514895055572
ACH-000651,-0.393967082978
ACH-000652,-0.666692105435
ACH-000653,-0.861045602138
ACH-000657,-0.5548921249409999
ACH-000658,-0.389114115185
ACH-000661,-0.18060645168499997
ACH-000662,-0.631410911872
ACH-000663,-0.540208739862
ACH-000665,-0.321970867355
ACH-000671,-0.389009718028
ACH-000673,-0.670145875184
ACH-000676,-0.454117116627
ACH-000677,-0.24169232547400002
ACH-000681,-0.545785937182
ACH-000682,-0.603444099666
ACH-000683,-0.486284186915
ACH-000684,-0.32829851718499997
ACH-000688,-0.436546981799
ACH-000693,-0.371082488274
ACH-000694,-0.35106735382700005
ACH-000695,-0.819433602329
ACH-000696,-0.496123640164
ACH-000697,-0.434313786888
ACH-000699,-0.658091665985
ACH-000701,-0.332030204058
ACH-000706,-0.37479289956
ACH-000711,-0.494700930242
ACH-000713,-0.3623335419
ACH-000714,-0.491865557777
ACH-000718,-0.880710198169
ACH-000720,-0.472958688124
ACH-000721,-0.254435650967
ACH-000724,-0.00739577119111
ACH-000725,-0.428632526847
ACH-000732,-0.42186775730400006
ACH-000734,-0.571693577424
ACH-000735,-0.553278743953
ACH-000736,-0.535709176757
ACH-000738,-0.414808412983
ACH-000746,-0.742746064849
ACH-000747,-0.462022797873
ACH-000748,-0.681370031837
ACH-000753,-0.508362274949
ACH-000756,-0.275607290396
ACH-000757,-0.44424835021799997
ACH-000758,-0.532979343159
ACH-000760,-0.683559430898
ACH-000763,-0.365246803691
ACH-000764,-0.727877548277
ACH-000765,-0.654407688569
ACH-000766,-0.5453092522699999
ACH-000767,-0.485724944595
ACH-000768,-0.364032268349
ACH-000769,-0.496656999788
ACH-000770,-0.44851474642300004
ACH-000771,-0.634622293203
ACH-000773,-0.33941982297300005
ACH-000776,-0.637313982398
ACH-000777,-0.382812168814
ACH-000778,-0.407476567545
ACH-000781,-0.501291126033
ACH-000782,-0.5561100517409999
ACH-000783,-0.8703963084299999
ACH-000784,-0.291829487781
ACH-000785,-0.58056336872
ACH-000787,-0.5449722322
ACH-000788,-0.47223236121699996
ACH-000791,-0.450509381557
ACH-000792,-0.48833615002499997
ACH-000794,-0.57210576089
ACH-000796,-0.395478244329
ACH-000799,-0.735126003442
ACH-000800,-0.736533793588
ACH-000802,-0.598117943607
ACH-000804,-0.396990051649
ACH-000805,-0.690277318856
ACH-000809,-0.39762141222099995
ACH-000810,-0.42165265505599997
ACH-000811,-0.589904657072
ACH-000817,-0.25202194533000005
ACH-000819,-0.491900479163
ACH-000820,-0.573330281641
ACH-000821,-0.255918433961
ACH-000822,-0.637350585697
ACH-000823,-0.44929282537799997
ACH-000824,-0.5941878740600001
ACH-000827,-0.593816844641
ACH-000829,-0.414513543807
ACH-000831,-0.344072943709
ACH-000832,-0.414155416548
ACH-000833,-0.688458754921
ACH-000834,-0.406127859288
ACH-000835,-0.47031749809699996
ACH-000836,-0.430581136883
ACH-000837,-0.485571281607
ACH-000838,-0.121957554128
ACH-000839,-0.754412284409
ACH-000840,-0.242624147236
ACH-000841,-0.488164091982
ACH-000843,-0.411329643055
ACH-000846,-0.536047878178
ACH-000847,-0.654518530044
ACH-000848,-0.548063288807
ACH-000849,-0.38786066950599996
ACH-000851,-0.445100620347
ACH-000855,-0.34141648046499995
ACH-000856,-0.310173050887
ACH-000858,-0.5239549206840001
ACH-000859,-0.620590482719
ACH-000861,-0.25261052860800004
ACH-000862,-0.502528221342
