,RRAGA (10670)
ACH-000911,-0.47226058712700003
ACH-000912,-0.315339128461
ACH-000913,-0.286449420413
ACH-000915,-0.498631451379
ACH-000916,-0.35013927190800004
ACH-000917,-0.290820179037
ACH-000921,-0.609366719017
ACH-000924,-0.0882814459828
ACH-000926,-0.632709372923
ACH-000928,-0.284742715957
ACH-000929,-0.135674657651
ACH-000932,-0.663761081898
ACH-000935,-0.27819064858000003
ACH-000936,-0.874519789051
ACH-000937,-0.09809803900039998
ACH-000938,-0.8121077119939999
ACH-000939,-0.38569436217799996
ACH-000941,-0.295643196195
ACH-000943,-0.318258267258
ACH-000946,-0.223447686215
ACH-000947,-0.241352658616
ACH-000948,-0.540854378206
ACH-000950,-0.669567012848
ACH-000953,-0.23466550605300002
ACH-000957,-0.49075597473899996
ACH-000958,-0.47089737290100003
ACH-000960,0.035581022502500004
ACH-000963,-0.36264994531499994
ACH-000968,-0.321980154493
ACH-000969,-0.460655091478
ACH-000973,-0.206666605955
ACH-000974,-0.6987966749879999
ACH-000975,-0.395748673376
ACH-000976,-0.446349193667
ACH-000978,0.162848119181
ACH-000980,-0.314377353108
ACH-000984,-0.507107221131
ACH-000986,-0.29941666128600003
ACH-000988,-0.515605824816
ACH-000993,-0.164260983082
ACH-000994,-0.292212605521
ACH-000996,-0.223734523018
ACH-001001,-0.535676456436
ACH-001020,-0.414704366925
ACH-001028,-0.577759108355
ACH-001031,-0.6407574358899999
ACH-001038,-0.169353113897
ACH-001048,-0.330992846141
ACH-001050,-1.29614855393
ACH-001053,-0.58580217457
ACH-001054,-0.282934202719
ACH-001061,-0.22520868221
ACH-001067,-0.797523794983
ACH-001075,-0.632277668508
ACH-001096,-0.46367986388099997
ACH-001128,-0.676974715325
ACH-001134,-0.615201027627
ACH-001151,-0.598394510384
ACH-001163,-0.738780108491
ACH-001164,-0.0945959413862
ACH-001173,-0.646096588585
ACH-001183,-0.585367101907
ACH-001184,-0.42401536703299997
ACH-001190,-0.757604227967
ACH-001192,-0.234738132499
ACH-001193,-0.544223904026
ACH-001196,-0.373019460688
ACH-001197,-0.624403426569
ACH-001205,-0.539578096859
ACH-001211,-0.344040406665
ACH-001212,-0.617336082187
ACH-001228,-0.0877208468162
ACH-001232,-0.31111687663800003
ACH-001239,-0.40696880141
ACH-001274,-0.6217624397420001
ACH-001275,-0.7160560239899999
ACH-001277,-0.202258476359
ACH-001278,-0.470477477144
ACH-001280,-0.0163861185686
ACH-001283,-0.589432498918
ACH-001289,-0.158266095214
ACH-001295,-0.183984041757
ACH-001300,-0.34113271503200004
ACH-001301,-0.340283759771
ACH-001302,-0.115893046155
ACH-001303,-0.462166842156
ACH-001306,-0.22377805795000003
ACH-001318,-0.391900138182
ACH-001322,-0.679231910785
ACH-001328,-0.587580140934
ACH-001332,-0.7775413622089999
ACH-001333,-0.48954325464599996
ACH-001336,-0.633091384213
ACH-001340,-0.335504323589
ACH-001346,-0.552846386243
ACH-001353,-0.402139940579
ACH-001354,-0.790983731134
ACH-001367,-0.288783680893
ACH-001368,-0.36285368349299996
ACH-001374,-0.5347807745440001
ACH-001375,-0.773240151082
ACH-001377,-0.245933035503
ACH-001380,-0.431910028624
ACH-001391,-0.6183287907289999
ACH-001407,-0.609769611914
ACH-001408,-0.644294632927
ACH-001413,-0.529014435691
ACH-001430,-0.34055210338799996
ACH-001431,-0.185424391825
ACH-001450,-0.391873438888
ACH-001496,-0.538525881561
ACH-001500,-0.522542705914
ACH-001521,-0.09137060778820001
ACH-001523,-0.582921674846
ACH-001532,-0.327728326844
ACH-001536,-0.617558553985
ACH-001550,-0.731367141139
ACH-001552,-0.383610302287
ACH-001554,-0.625300157124
ACH-001645,-0.821926689129
ACH-001654,-0.502927564825
ACH-001715,-0.390773497681
ACH-001735,-0.336511574287
ACH-001736,-0.221738598417
ACH-001737,-0.447791537971
ACH-001740,-0.366349520079
ACH-001745,-0.54630501808
ACH-001750,-0.584994369382
ACH-001765,-0.236197193147
ACH-001956,-0.612258311146
ACH-001957,-0.315480743768
