,RRAGA (10670)
ACH-000004,-0.94505061809
ACH-000007,-0.7042658078190001
ACH-000009,-0.382615300725
ACH-000011,-0.5225962360949999
ACH-000012,-0.438587063606
ACH-000013,-0.55482678376
ACH-000014,-0.463933769352
ACH-000015,-0.447717128724
ACH-000017,-1.32898472533
ACH-000018,-0.971816546221
ACH-000019,-0.566451899102
ACH-000021,-0.83560108561
ACH-000022,-0.289228841583
ACH-000025,-0.600037900849
ACH-000028,-0.22859776851500002
ACH-000030,-0.306333404417
ACH-000035,-0.259826159346
ACH-000036,-0.79119325036
ACH-000037,-0.845606878082
ACH-000039,-0.236447379422
ACH-000040,-0.215784809629
ACH-000041,-0.34547082657899997
ACH-000042,-0.308793088107
ACH-000045,-0.585928590612
ACH-000047,-0.35330913294
ACH-000052,-0.504302996267
ACH-000053,-0.933016856178
ACH-000054,-0.562871905206
ACH-000055,-0.48081778525300006
ACH-000060,-0.181460680109
ACH-000067,-0.211289044875
ACH-000070,-0.8667504519399999
ACH-000075,-0.5328051131620001
ACH-000078,-0.286767428279
ACH-000082,-0.627400384067
ACH-000085,-0.748997385466
ACH-000086,-0.301589446272
ACH-000087,-0.525100922728
ACH-000092,-0.598423785898
ACH-000095,-0.932451567783
ACH-000097,-0.537689430052
ACH-000098,0.456247119228
ACH-000099,-0.48660713439
ACH-000108,-0.294621299934
ACH-000113,-0.789681917888
ACH-000115,-0.24368547266399998
ACH-000116,-0.620987273195
ACH-000118,-0.590590917048
ACH-000120,-0.274271454538
ACH-000123,-0.48680017418899996
ACH-000127,-0.46520464467699996
ACH-000128,-0.156704098505
ACH-000132,-0.30687845382199996
ACH-000133,-0.124225806424
ACH-000137,-0.31993768445799997
ACH-000138,-0.5670219836689999
ACH-000142,-0.316601783284
ACH-000143,-0.555178878295
ACH-000146,-0.307483955551
ACH-000148,-0.410577184406
ACH-000150,-0.691062336826
ACH-000152,-0.18776237910799998
ACH-000153,-0.588463996671
ACH-000159,-0.752041970462
ACH-000160,-0.743153473023
ACH-000163,-0.302743658032
ACH-000167,-0.41587271226499994
ACH-000168,0.0652040073867
ACH-000169,-0.6712823994339999
ACH-000178,-0.638061399808
ACH-000182,-0.39166165982699996
ACH-000183,-0.6940458222
ACH-000188,-0.37188036741999997
ACH-000189,-0.33338312936500003
ACH-000190,-0.603709525781
ACH-000198,-0.298327476884
ACH-000204,-0.397131101897
ACH-000206,-0.295039973125
ACH-000207,-0.302237980409
ACH-000211,-0.633688686073
ACH-000215,-0.10716246751700001
ACH-000221,-0.365901247637
ACH-000222,-0.9171096525200001
ACH-000223,-0.253974460129
ACH-000226,-0.682180289531
ACH-000227,-0.226215165469
ACH-000228,-0.652370777641
ACH-000231,-0.22167807787500002
ACH-000232,-0.815405320838
ACH-000233,-0.844308310326
ACH-000234,-0.493155858926
ACH-000235,-0.490283128605
ACH-000237,-0.626531818394
ACH-000238,-0.5925314350750001
ACH-000243,-1.19164774998
ACH-000244,-0.553839321174
ACH-000246,-0.271497620259
ACH-000248,-0.728897747587
ACH-000250,-0.18746241452999998
ACH-000251,-0.227467091272
ACH-000253,-0.386824200974
ACH-000255,-0.786253967942
ACH-000256,-0.460686482457
ACH-000257,-0.39667819600800003
ACH-000258,-0.0927312393926
ACH-000259,-0.675523778277
ACH-000260,-0.533700644348
ACH-000261,-0.549367942343
ACH-000262,-0.19759836375700002
ACH-000263,-0.587225696525
ACH-000264,-0.646089668367
ACH-000265,-0.441301698364
ACH-000266,-0.699735915843
ACH-000272,-0.7283768550030001
ACH-000273,-0.390106469754
ACH-000274,-0.13193949656600001
ACH-000277,-0.42374286525300003
ACH-000278,-0.586061486913
ACH-000279,-0.467590997316
ACH-000280,-0.8847758185529999
ACH-000281,-0.432688996481
ACH-000288,-0.49705175261699996
ACH-000291,-0.453663462665
ACH-000293,-0.173612978726
ACH-000294,0.322677014041
ACH-000295,-0.5203973509
ACH-000296,-0.411905502082
ACH-000302,-0.7950777347779999
ACH-000304,-0.680112189201
ACH-000307,-0.846676815424
ACH-000308,-0.323841865813
ACH-000310,-0.510819031679
ACH-000311,-0.60849964107
ACH-000312,-0.5533325732509999
ACH-000315,-0.987115372219
ACH-000316,-0.499050178792
ACH-000317,-0.808031874688
ACH-000318,-0.495518577957
ACH-000319,-0.49781001123199997
ACH-000320,-1.05644043521
ACH-000322,-0.571577344825
ACH-000323,-0.48234330809500003
ACH-000324,-0.39097113922300003
ACH-000329,-0.145795681036
ACH-000330,-1.0434778576000001
ACH-000331,-0.884402705264
ACH-000332,-0.180027681558
ACH-000334,-1.02420637804
ACH-000335,-0.60009965938
ACH-000336,-0.8380276042110001
ACH-000337,-0.613028521319
ACH-000339,-0.44834278798699995
ACH-000341,-0.36857834560099995
ACH-000348,-0.38949757338
ACH-000350,-0.215450937384
ACH-000352,-0.882494713076
ACH-000356,-0.42460672236999997
ACH-000361,-0.453990776889
ACH-000362,-0.0859500860945
ACH-000363,-0.327065651415
ACH-000364,-0.760402852575
ACH-000365,-1.21314807802
ACH-000366,-0.0638751726585
ACH-000368,-0.116086098988
ACH-000374,-0.470491383244
ACH-000375,-0.580065066539
ACH-000376,-0.019260684902400002
ACH-000381,-0.35219360621699997
ACH-000383,-0.479024997805
ACH-000387,-0.28748067562699997
ACH-000389,-0.296343630491
ACH-000390,-0.787687950006
ACH-000393,-0.48562792404
ACH-000395,-0.39604805488300004
ACH-000397,-0.328187559392
ACH-000401,-0.22839424291700003
ACH-000402,-0.273119540379
ACH-000403,-0.40285624541599996
ACH-000404,-0.615334605073
ACH-000406,-0.15975707976700002
ACH-000407,-0.6842819781
ACH-000408,-0.587278334617
ACH-000410,-0.540519964859
ACH-000411,-0.477970376947
ACH-000414,-0.721100170238
ACH-000415,-0.661667052349
ACH-000416,-0.26391579093199996
ACH-000420,-0.240281868521
ACH-000421,-0.516432843809
ACH-000424,-0.488344171431
ACH-000425,-0.424630224951
ACH-000426,-0.479927931065
ACH-000427,-0.591058650427
ACH-000433,-0.570745546548
ACH-000436,0.178021340685
ACH-000444,-0.919271950899
ACH-000445,-0.262939199801
ACH-000448,-0.9693300219490001
ACH-000450,-0.822671362921
ACH-000452,-0.0900156125395
ACH-000454,-0.798623671126
ACH-000458,-0.6110284776389999
ACH-000459,-0.539547551413
ACH-000460,-0.5572415323100001
ACH-000461,-0.568336769893
ACH-000463,-0.726546494962
ACH-000464,-0.319758881915
ACH-000466,-0.330177120369
ACH-000467,-0.23057633775800002
ACH-000468,-0.292243058124
ACH-000469,-0.40555105189499996
ACH-000470,-0.535694094615
ACH-000471,-0.267515333684
ACH-000472,-0.5600828162389999
ACH-000473,-0.383231055947
ACH-000475,-0.875801191058
ACH-000476,-0.569591656028
ACH-000477,-0.164010498474
ACH-000480,-0.733382577834
ACH-000481,-0.46600957681999994
ACH-000483,-0.26181039554
ACH-000484,-0.7024294741439999
ACH-000485,-0.352616670915
ACH-000486,-0.643159673953
ACH-000487,-0.6214115155600001
ACH-000488,-0.6190757804479999
ACH-000490,-0.840499085766
ACH-000491,-0.7979985849690001
ACH-000495,-0.469681748703
ACH-000496,-0.966770777678
ACH-000499,-0.323569577028
ACH-000500,-0.781801008857
ACH-000502,-0.720963767271
ACH-000503,-0.00707859723437
ACH-000505,-0.962667087896
ACH-000507,-0.16880015772999998
ACH-000510,-0.44650882710600004
ACH-000511,-0.272802333334
ACH-000512,-0.534457245339
ACH-000516,-0.358485512676
ACH-000517,-0.46062283523100006
ACH-000518,-0.670635840923
ACH-000520,-0.623381889906
ACH-000521,-0.680046877962
ACH-000522,-0.8862856691769999
ACH-000524,-0.32920173266999997
ACH-000527,-0.406032864851
ACH-000528,-0.476725003953
ACH-000537,-0.179236732999
ACH-000541,-0.7360686126780001
ACH-000542,-1.0570546766600002
ACH-000544,-0.454853815938
ACH-000545,-0.82086987608
ACH-000547,-0.0616814447953
ACH-000548,-0.41828789854099996
ACH-000549,-0.806025422867
ACH-000550,-0.348877050225
ACH-000552,-0.43778686027099994
ACH-000556,-0.218462780637
ACH-000557,-0.20370386123300002
ACH-000570,0.0892464872187
ACH-000571,-0.434217764728
ACH-000573,-0.90930632799
ACH-000576,-0.31131281288199997
ACH-000580,-0.35061939371399997
ACH-000584,-0.434946260204
ACH-000585,-0.47267428340400003
ACH-000588,-0.542358852578
ACH-000589,-0.6510296862080001
ACH-000591,-0.369620627209
ACH-000593,-0.24799326161200003
ACH-000600,0.06674868901
ACH-000601,-0.388906080827
ACH-000604,-0.8407374768829999
ACH-000605,-0.287415027106
ACH-000606,-0.21186822065699998
ACH-000608,-0.3532841101
ACH-000614,-0.91249235385
ACH-000616,-0.539895981049
ACH-000618,-0.14039931584
ACH-000619,-0.5946998855219999
ACH-000620,-0.399032939049
ACH-000621,-0.397660481866
ACH-000622,-0.5323947599100001
ACH-000623,0.0299870124173
ACH-000624,-0.6278488001870001
ACH-000627,-0.71765196659
ACH-000630,-0.695146555204
ACH-000632,-0.5988885056750001
ACH-000633,-0.005369339252949999
ACH-000637,-0.425508425838
ACH-000638,-0.491352948616
ACH-000646,-0.696292070286
ACH-000647,-0.521071569747
ACH-000648,-1.09652872036
ACH-000649,-0.9338748125700002
ACH-000651,-0.287769216453
ACH-000652,-0.601027936579
ACH-000653,-0.562228238076
ACH-000657,-0.47933398479199996
ACH-000658,-0.343507934243
ACH-000661,0.0171153094687
ACH-000662,-0.6064447031669999
ACH-000663,-0.747719827622
ACH-000665,-0.229945490405
ACH-000671,-0.530062461156
ACH-000673,-0.24464602470400001
ACH-000676,-0.49375231064499997
ACH-000677,-0.590959574121
ACH-000681,-0.5123962246980001
ACH-000682,-0.7577437824590001
ACH-000683,-0.34471780738799995
ACH-000684,-0.756011695355
ACH-000688,-0.406237089824
ACH-000693,-0.284326598135
ACH-000694,-0.70338820319
ACH-000695,-0.132334117831
ACH-000696,-0.545996607758
ACH-000697,-0.575909631272
ACH-000699,-0.231145158398
ACH-000701,-0.564570065306
ACH-000706,-0.284757936544
ACH-000711,-0.363802171977
ACH-000713,-0.448370493233
ACH-000714,-0.610328125908
ACH-000718,-0.34057967900799996
ACH-000720,-0.324692378856
ACH-000721,-0.834369253095
ACH-000724,-0.935694134839
ACH-000725,-0.361470436259
ACH-000732,-0.718810687761
ACH-000734,-0.9545203656219999
ACH-000735,-0.9609593057350001
ACH-000736,-0.0970872797607
ACH-000738,-0.23384568523600002
ACH-000746,-0.277770325625
ACH-000747,0.043368020657900005
ACH-000748,-0.47764443843599996
ACH-000753,-0.474947622484
ACH-000756,-0.11376589951999999
ACH-000757,-0.607200028878
ACH-000758,-0.24436740827599998
ACH-000760,-0.292572178855
ACH-000763,-0.530743410638
ACH-000764,-0.7179411646870001
ACH-000765,-0.6132838250289999
ACH-000766,-0.8472557140420001
ACH-000767,-0.393213639275
ACH-000768,-0.325861130881
ACH-000769,-0.39853140557300004
ACH-000770,0.07113421047460002
ACH-000771,-0.5206402318469999
ACH-000773,-0.579032023924
ACH-000776,-0.0761062567162
ACH-000777,-0.8704488712749999
ACH-000778,-0.501631129606
ACH-000781,-0.522332172809
ACH-000782,-0.24785984149300003
ACH-000783,-0.532623449496
ACH-000784,-0.142844877087
ACH-000785,-0.53976919539
ACH-000787,-0.574705880904
ACH-000788,-0.9204593729530001
ACH-000791,-0.667362024734
ACH-000792,-0.947540446963
ACH-000794,-0.322467274901
ACH-000796,-0.618782532202
ACH-000799,-0.31555949163
ACH-000800,-0.522074879833
ACH-000802,-0.6782889207170001
ACH-000804,-0.35706268230300003
ACH-000805,-0.3597578948
ACH-000809,-0.33257651331300003
ACH-000810,-0.444762276168
ACH-000811,-0.636004708882
ACH-000817,-0.9851359605660001
ACH-000819,-0.721436385704
ACH-000820,-0.472063353477
ACH-000821,-0.149944383527
ACH-000822,-0.451514917578
ACH-000823,-0.21475416119100002
ACH-000824,-0.354177994374
ACH-000827,-0.637062422153
ACH-000829,-0.47768154654899997
ACH-000831,-0.43371584557099996
ACH-000832,0.07097542941599999
ACH-000833,-0.656740475277
ACH-000834,-0.7737431455249999
ACH-000835,-0.8639337118179999
ACH-000836,-0.10386671839600001
ACH-000837,-0.520309329632
ACH-000838,-0.892517066366
ACH-000839,-0.734149012513
ACH-000840,-0.6856891546189999
ACH-000841,-0.8650700488230001
ACH-000843,-0.516143921204
ACH-000846,-0.713510798442
ACH-000847,-0.442343739324
ACH-000848,-0.602571635624
ACH-000849,-0.12515529877
ACH-000851,-0.484809357905
ACH-000855,-0.578708360582
ACH-000856,-0.664003208606
ACH-000858,-0.197105045627
ACH-000859,-0.456016257865
ACH-000861,-0.41652282583899997
ACH-000862,-0.402545248051
ACH-000865,-0.846311027446
ACH-000866,-0.17098104930999997
ACH-000867,-0.435839130654
ACH-000869,-1.0496474952500001
ACH-000872,-0.38396207174900004
ACH-000873,-0.48809448663500005
ACH-000876,-0.28799473311
ACH-000878,-0.5866699797199999
ACH-000880,-0.6535157659899999
ACH-000881,-0.791097257686
ACH-000882,-0.550210335888
ACH-000884,-0.051348518451399996
ACH-000885,-0.345883334824
ACH-000887,-0.911454003047
ACH-000888,-0.33070177552900004
ACH-000889,-0.777107751163
ACH-000890,-0.893083052234
ACH-000896,-0.35499132589599997
ACH-000898,-0.27691357597
ACH-000900,-0.544400034983
ACH-000901,-0.462815340061
ACH-000905,-0.30579350145
ACH-000906,-0.683757346753
ACH-000907,-0.319502655039
ACH-000910,-0.4327296875399999
