,BCL9L (283149)
ACH-000232,-0.259250823177
ACH-000233,-0.148741334419
ACH-000234,-0.105042443522
ACH-000235,-0.478896157223
ACH-000237,-0.397992911992
ACH-000238,-0.226683876561
ACH-000243,-0.19474325602200002
ACH-000244,-0.382098911979
ACH-000246,-0.135828914943
ACH-000248,-0.13470860426200001
ACH-000250,-0.24858274611099998
ACH-000251,-0.011646911820100001
ACH-000253,-0.545983285022
ACH-000255,-0.293252263147
ACH-000256,-0.37269356354
ACH-000257,-0.30538738028
ACH-000258,-0.11897814448100001
ACH-000259,-0.313682976602
ACH-000260,-0.255342338981
ACH-000261,-0.101931466879
ACH-000262,-0.17872352888
ACH-000263,-0.12040002242799999
ACH-000264,-0.423924431416
ACH-000265,-0.0391859275487
ACH-000266,-0.34786113761299997
ACH-000272,-0.195132260451
ACH-000273,-0.22640910737199998
ACH-000274,-0.47601969040700004
ACH-000277,-0.12356629547800001
ACH-000278,-0.494769813784
ACH-000279,-0.228726068843
ACH-000280,0.447058386486
ACH-000281,-0.420508868943
ACH-000288,-0.339710124226
ACH-000291,-0.438906359555
ACH-000293,-0.25035571265900003
ACH-000294,-0.225529346483
ACH-000295,-0.55399438313
ACH-000296,0.00267542817864
ACH-000302,-0.331589922182
ACH-000304,-0.374493827899
ACH-000307,-0.134639895412
ACH-000308,-0.299111825832
ACH-000310,-0.40091218125600003
ACH-000311,-0.892697793486
ACH-000312,-0.36750774080799997
ACH-000315,-0.294123545429
ACH-000316,-0.527218494781
ACH-000317,-0.08030383489620001
ACH-000318,-0.337840368821
ACH-000319,-0.403180638258
ACH-000320,-0.396908278651
ACH-000322,-0.10545383383
ACH-000323,-0.194787268433
ACH-000324,-0.253771038881
ACH-000329,-0.12417831529500001
ACH-000330,-0.31793929020399997
ACH-000331,-0.320298171967
ACH-000332,-0.3904754614
ACH-000334,-0.321175242914
ACH-000335,-0.10664868977499999
ACH-000336,-0.42998795167599996
ACH-000337,-0.7258594913359999
ACH-000339,-0.215081492861
ACH-000341,-0.464992306232
ACH-000348,-0.376764096536
ACH-000350,-0.45979405224
ACH-000352,-0.374831882549
ACH-000356,-0.504872011181
ACH-000361,-0.22003753117400002
ACH-000362,-0.296139395965
ACH-000363,-0.143052930782
ACH-000364,-0.23813404481699998
ACH-000365,-0.361616058786
ACH-000366,-0.249275405295
ACH-000368,0.0873504703293
ACH-000374,-0.387020464701
ACH-000375,-0.474639136368
ACH-000376,-0.218833381899
ACH-000381,-0.13344676635
ACH-000383,-0.529051069394
ACH-000387,-0.215445703257
ACH-000389,-0.259245419814
ACH-000390,-0.154185536617
ACH-000393,-0.45623761432099996
ACH-000395,-0.0221003399015
ACH-000397,-0.24495633123399999
ACH-000401,-0.156640417083
ACH-000402,-0.31137462998300003
ACH-000403,-0.33933927491300003
ACH-000404,-0.0550408378496
ACH-000406,-0.243901105713
ACH-000407,-0.350611622274
ACH-000408,-0.00983048380865
ACH-000410,-0.30335657297400004
ACH-000411,-0.163919144036
ACH-000414,-0.6812565611120001
ACH-000415,-0.289669704183
ACH-000416,-0.20059350814100002
ACH-000420,-0.402509048587
ACH-000421,-0.337326051977
ACH-000424,-0.18321633325300002
ACH-000425,-0.39624651775799996
ACH-000426,-0.14554670456
ACH-000427,-0.7336850660359999
ACH-000433,0.0017769908550699998
ACH-000436,-0.22672222860999997
ACH-000444,-0.30592558908399997
ACH-000445,-0.0579453709751
ACH-000448,-0.232267339386
ACH-000450,-0.205658480248
ACH-000452,-0.128938070817
ACH-000454,-0.010114263867
ACH-000458,0.0314200900081
ACH-000459,-0.160408406491
ACH-000460,-0.299594559936
ACH-000461,-0.360074533593
ACH-000463,-0.303215437376
ACH-000464,-0.41016941187899997
ACH-000466,-0.13499577622700001
ACH-000467,-0.547443641049
ACH-000468,-0.331584829635
ACH-000469,-0.160241279376
ACH-000470,-0.29069817801
ACH-000471,-0.218342679722
ACH-000472,-0.411593829134
ACH-000473,-0.0235849102735
ACH-000475,-0.352397854271
ACH-000476,-0.6217094509009999
ACH-000477,-0.37162085058
ACH-000480,-0.116831327623
ACH-000481,-0.356385885371
ACH-000483,-0.287789679512
ACH-000484,-0.589119024124
ACH-000485,-1.28507472732
ACH-000486,-0.301657018433
ACH-000487,-0.22293998046799998
ACH-000488,-0.006574194214989999
ACH-000490,-0.011944377616299998
ACH-000491,-0.48182802749799997
ACH-000495,-0.19329780175900002
ACH-000496,-0.08571079033409999
ACH-000499,0.048713622619199995
ACH-000500,0.0241110685136
ACH-000502,-0.40702704733499995
ACH-000503,0.33943505627899995
ACH-000505,-0.274067327782
ACH-000507,-0.248954850171
ACH-000510,-0.307803101498
ACH-000511,-0.196100715112
ACH-000512,-0.45554144343099995
ACH-000516,-0.33637788223399995
ACH-000517,-0.27719913234
ACH-000518,0.0672256138706
ACH-000520,-0.16810412536
ACH-000521,0.06975236317649999
ACH-000522,-0.136244235965
ACH-000524,-0.36190586178
ACH-000527,-0.418650399463
ACH-000528,-0.356612234612
ACH-000537,-0.15104907723799998
ACH-000541,-0.274740201127
ACH-000542,-0.32691905857500003
ACH-000544,-0.08530618301489999
ACH-000545,0.0787499267277
ACH-000547,-0.37640799251199997
ACH-000548,-0.327926667865
ACH-000549,-0.027212453791400002
ACH-000550,-0.398324107458
ACH-000552,-0.480018833396
ACH-000556,-0.128504605956
ACH-000557,-0.48916066085500004
ACH-000570,-0.464846429128
ACH-000571,-0.48449697434600003
ACH-000573,-0.358230064972
ACH-000576,-0.347314723227
ACH-000580,0.0686233608672
ACH-000584,-0.244838563307
ACH-000585,0.23519258746
ACH-000588,-0.160823358379
ACH-000589,-0.14468941354599998
ACH-000591,0.00859666399173
ACH-000593,-0.424693789478
ACH-000600,-0.11260261148600001
ACH-000601,-0.21698996582
ACH-000604,-0.391208176602
ACH-000605,-0.10689804213700001
ACH-000606,-0.11012500630699999
ACH-000608,-0.44901845694200004
ACH-000614,-0.13232710192
ACH-000616,-0.301123736052
ACH-000618,-0.27660141687
ACH-000619,-0.203659590915
ACH-000620,-0.180893498015
ACH-000621,-0.196067705008
ACH-000622,-0.49879491955
ACH-000623,-0.261479168902
ACH-000624,-0.0546366875475
ACH-000627,-0.135840451857
ACH-000630,-0.34718445280500004
ACH-000632,-0.531320532302
ACH-000633,-0.224418984107
ACH-000637,-0.437251919342
ACH-000638,-0.00788220379853
ACH-000646,-0.529739217362
ACH-000647,-0.238888534247
ACH-000648,-0.56196751111
ACH-000649,-0.223221880277
ACH-000651,-0.7193976045180001
ACH-000652,-0.210239607522
ACH-000653,-0.384030770885
ACH-000657,-0.191164333568
ACH-000658,-0.318625993096
ACH-000661,-0.371897859313
ACH-000662,-0.163314473978
ACH-000663,-0.647486997536
ACH-000665,-0.149798438206
ACH-000671,-0.661782430738
ACH-000673,-0.23280839232500003
ACH-000676,-0.199094877187
ACH-000677,-0.22440402703
ACH-000681,-0.426343739103
ACH-000682,0.0106941432216
ACH-000683,-0.44695431942900005
ACH-000684,-0.20711417627099998
ACH-000688,-0.189584654425
ACH-000693,-0.10567325246300001
ACH-000694,-0.21182032244399998
ACH-000695,-0.138817492696
ACH-000696,-0.11967665601600001
ACH-000697,-0.143781884756
ACH-000699,-0.21446883416999998
ACH-000701,-0.231420894221
ACH-000706,-0.207157578138
ACH-000711,-0.335169059743
ACH-000713,-0.0978437653355
ACH-000714,-0.054233137026500004
ACH-000718,-0.135850966121
ACH-000720,-0.297572158734
ACH-000721,-0.425326217482
ACH-000724,0.0784919871657
ACH-000725,-0.194738136162
ACH-000732,-0.247002125733
ACH-000734,-0.651995857705
ACH-000735,-0.23644847148899997
ACH-000736,-0.78154526671
ACH-000738,-0.297581830518
ACH-000746,-0.427232966434
ACH-000747,-0.0468056593602
ACH-000748,-0.294678376459
ACH-000753,-0.20191580373100002
ACH-000756,-0.152746826641
ACH-000757,-0.370415188041
ACH-000758,-0.38427424276199995
ACH-000760,-0.273389024775
ACH-000763,-0.26292968969700004
ACH-000764,-0.0154277355598
ACH-000765,-0.446082220977
ACH-000766,-0.32831553668499996
ACH-000767,-0.589058672637
ACH-000768,-0.324055407696
ACH-000769,-0.119821430741
ACH-000770,-0.203276296908
ACH-000771,-0.302172758292
ACH-000773,-0.45452639596
ACH-000776,-0.269150585796
ACH-000777,-0.140725471247
ACH-000778,-0.538013439366
ACH-000781,-0.358828231294
ACH-000782,-0.0947611090175
ACH-000783,-0.49017936188999994
ACH-000784,-0.25924958954
ACH-000785,0.035466372516300006
ACH-000787,-0.125657238403
ACH-000788,-0.30897383977
ACH-000791,-0.16761564397
ACH-000792,-0.305970702253
ACH-000794,-0.29177811245499996
ACH-000796,-0.431354543014
ACH-000799,-0.105605122239
ACH-000800,-0.46797944687700005
ACH-000802,-0.275592271648
ACH-000804,-0.120571279817
ACH-000805,-0.254821378451
ACH-000809,-0.0847870630366
ACH-000810,-0.315731672118
ACH-000811,-0.466037736637
ACH-000817,-0.18099150150899998
ACH-000819,-0.494791229314
ACH-000820,0.0913939236916
ACH-000821,-0.346453133363
ACH-000822,-0.430338799182
ACH-000823,-0.17517252094
ACH-000824,-0.21167682755199999
ACH-000827,-0.19987663158900001
ACH-000829,0.0180199783124
ACH-000831,-0.121576867567
ACH-000832,-0.0978475724168
ACH-000833,-0.0053571995374899995
ACH-000834,-0.123804495162
ACH-000835,-0.17628201019099998
ACH-000836,-0.200013474115
ACH-000837,-0.0157183864626
ACH-000838,-0.739006020485
ACH-000839,0.0712512199158
ACH-000840,-0.142195050034
ACH-000841,-0.0379991401835
ACH-000843,-0.00265109702583
ACH-000846,-0.29532885169900003
ACH-000847,0.0790966650175
ACH-000848,-0.515394618496
ACH-000849,-0.135148142318
ACH-000851,-0.172267091105
ACH-000855,-0.555995287331
ACH-000856,-0.19534647845699998
ACH-000858,-0.09916099334039999
ACH-000859,-0.222435851485
ACH-000861,-0.248504198161
ACH-000862,-0.0068638893916499995
ACH-000865,-0.281709053285
ACH-000866,-0.353517000058
ACH-000867,-0.400074977764
ACH-000869,-0.34517229366499996
ACH-000872,-0.163056666006
ACH-000873,-0.0053943869711299995
ACH-000876,-0.7251873984299999
ACH-000878,-0.25605356435800003
ACH-000880,-0.419371984962
ACH-000881,-0.34335192801299996
ACH-000882,-0.319039396622
ACH-000884,-0.158835497156
ACH-000885,-0.166728026235
ACH-000887,-0.163830879365
ACH-000888,-0.26181380084100003
ACH-000889,-0.203569183121
ACH-000890,-0.48258418603200004
ACH-000896,-0.209635981272
ACH-000898,-0.710059301155
ACH-000900,-0.10339684580399999
ACH-000901,-0.225314697714
ACH-000905,-0.0794655130231
ACH-000906,-0.29842102434900003
ACH-000907,-0.106513187468
ACH-000910,-0.08475325230399999
ACH-000911,-0.263012230899
ACH-000912,-0.012620673382600001
ACH-000913,-0.251307960864
ACH-000915,-0.194450259428
ACH-000916,-0.993740991152
ACH-000917,-0.54207165966
ACH-000921,-0.0963811477341
ACH-000924,-0.202707684989
ACH-000926,-0.377880088346
ACH-000928,-0.377147083148
ACH-000929,-0.10392495996
ACH-000932,-0.22172145355700001
ACH-000935,0.109440218081
ACH-000936,0.025804625654099998
ACH-000937,-0.43174130644500003
ACH-000938,-0.414256371882
ACH-000939,-0.409246377908
ACH-000941,-0.207794847821
ACH-000943,-0.245299933595
ACH-000946,-0.066860699481
ACH-000947,-0.292881304738
ACH-000948,-0.322281286712
ACH-000950,-0.10919544337300001
ACH-000953,-0.363301336211
ACH-000957,-0.192676341868
ACH-000958,-0.662564525731
ACH-000960,-0.321494182122
ACH-000963,-0.054499342479600005
ACH-000968,-0.193361453949
ACH-000969,-0.25549310683000004
ACH-000973,-0.32592429318599997
ACH-000974,-0.182397609305
ACH-000975,-0.18908896410999998
ACH-000976,-0.159795354757
ACH-000978,-0.302540555251
ACH-000980,-0.20617943096799998
ACH-000984,-0.23966677515
ACH-000986,-0.255087804478
ACH-000988,-0.271853811232
ACH-000993,-0.457406108634
ACH-000994,-0.254450445006
ACH-000996,0.00444605833492
ACH-001001,-0.262675841231
ACH-001020,-0.33350252346799997
ACH-001028,-0.21199789407400002
ACH-001031,-0.28265796001
ACH-001038,-0.21206588380199998
ACH-001048,-0.23071596235599998
ACH-001050,-0.31035001335
ACH-001053,-0.022657278758099995
ACH-001054,-0.06582413140019999
ACH-001061,-0.0988665079039
ACH-001067,-0.535181924609
ACH-001075,0.562662888107
ACH-001096,-0.131097160654
ACH-001128,-0.506564572054
ACH-001134,-0.47815171611199997
ACH-001151,-0.266144656774
ACH-001163,-0.593320185134
ACH-001164,0.127883012036
ACH-001173,-0.120959416328
ACH-001183,-0.136514286296
ACH-001184,-0.11052994826500001
ACH-001190,-0.39970441291000003
ACH-001192,-0.32750803350900004
ACH-001193,0.021643045046000002
ACH-001196,-0.195223609296
ACH-001197,-0.295005438846
ACH-001205,0.07183506323960001
ACH-001211,-0.407499700507
ACH-001212,-0.520246796733
ACH-001228,-0.416735822997
ACH-001232,-0.10508536050100001
ACH-001239,-0.278394583077
ACH-001274,-0.144936341571
ACH-001275,-0.546492021995
ACH-001277,-0.14198876214
ACH-001278,-0.6496634977319999
ACH-001280,-0.331627389173
ACH-001283,-0.197764853789
ACH-001289,-0.394733130808
ACH-001295,-0.28410242395
ACH-001300,-0.424322823182
ACH-001301,-0.17838995978100003
ACH-001302,-0.514635451169
ACH-001303,-0.266358789342
ACH-001306,-0.24027804818300003
ACH-001318,-0.196402808525
ACH-001322,0.0764245926707
ACH-001328,-0.236709564075
ACH-001332,0.256575806678
ACH-001333,-0.163928921965
ACH-001336,-0.202100495169
ACH-001340,-0.350380026637
ACH-001346,-0.11357369655999999
ACH-001353,-0.274310645844
ACH-001354,-0.44741494390000003
ACH-001367,-0.159151719989
ACH-001368,-0.23607908701699998
ACH-001374,-0.41153308131099997
ACH-001375,-0.148997978545
ACH-001377,-0.454869322527
ACH-001380,-0.513660173406
ACH-001391,-0.548412704595
ACH-001407,-0.6873992927079999
ACH-001408,-0.404488788055
ACH-001413,-0.10535748673699999
ACH-001430,-0.359251182962
ACH-001431,-0.307806483732
ACH-001450,-0.32456028990200003
ACH-001496,-0.66201017953
ACH-001500,-0.560185582107
ACH-001521,0.173548979918
ACH-001523,-0.200981842608
ACH-001532,-0.11923962541
ACH-001536,-0.631992580077
ACH-001550,-0.22317758570799998
ACH-001552,-0.301258253682
ACH-001554,-0.21729229871999997
ACH-001645,-0.19272840242199998
ACH-001654,-0.0259464745988
ACH-001715,-0.249089629175
ACH-001735,-0.356473950364
ACH-001736,-0.302354301691
ACH-001737,-0.558403902839
ACH-001740,-0.182487285955
ACH-001745,-0.326335402119
ACH-001750,-0.0762232051875
ACH-001765,-0.174584557084
ACH-001956,-0.420267474551
ACH-001957,-0.34448692500100003
