,HEMGN (55363)
ACH-000004,0.0292286593466
ACH-000007,-0.08991820394910001
ACH-000009,-0.460874950801
ACH-000011,0.118432426338
ACH-000012,-0.0498794215433
ACH-000013,-0.10365040136800001
ACH-000014,-0.0790185168157
ACH-000015,-0.23016700690000003
ACH-000017,0.172090767269
ACH-000018,-0.0400326831178
ACH-000019,-0.106240829518
ACH-000021,-0.277990885196
ACH-000022,0.041702079075300005
ACH-000025,-0.035761047959199994
ACH-000028,-0.00600902056051
ACH-000030,-0.17716246574900002
ACH-000035,-0.0540756327364
ACH-000036,-0.018020596080200003
ACH-000037,0.0308414275306
ACH-000039,-0.0628125128242
ACH-000040,0.0918210051654
ACH-000041,-0.11896760132999999
ACH-000042,-0.215802356725
ACH-000045,-0.028852405379
ACH-000047,0.0888669875715
ACH-000052,0.0993018481278
ACH-000053,-0.0163812360685
ACH-000054,-0.136115183126
ACH-000055,0.0591531004564
ACH-000060,-0.213236510859
ACH-000067,-0.286255519367
ACH-000070,-0.12938825887900002
ACH-000075,0.0820913775929
ACH-000078,-0.09890185756439998
ACH-000082,-0.0653330430209
ACH-000085,0.06230640726580001
ACH-000086,-0.0460016221172
ACH-000087,-0.42948142537
ACH-000092,-0.080463080948
ACH-000095,-0.0717643815305
ACH-000097,-0.0287872762383
ACH-000098,0.08043430690089999
ACH-000099,-0.034494948779699997
ACH-000108,-0.0282904696721
ACH-000113,0.0655006428564
ACH-000115,0.0384207713504
ACH-000116,-0.049400121965500005
ACH-000118,-0.17516322838799997
ACH-000120,-0.176573363753
ACH-000123,-0.155437610358
ACH-000127,-0.0470233929627
ACH-000128,-0.130183952328
ACH-000132,-0.0141098167625
ACH-000133,-0.13001966533
ACH-000137,-0.22276350219399998
ACH-000138,-0.00557304700433
ACH-000142,0.0922040677542
ACH-000143,-0.23056687852
ACH-000146,-0.171743144445
ACH-000148,-0.156243987487
ACH-000150,-0.12298051361300001
ACH-000152,-0.0910757885851
ACH-000153,0.153979890626
ACH-000159,-0.184898467562
ACH-000160,-0.215388947572
ACH-000163,-0.014948488948600002
ACH-000167,-0.0755689027251
ACH-000168,-0.0340582912684
ACH-000169,0.0235749276066
ACH-000178,-0.0913970292286
ACH-000182,-0.0110966284875
ACH-000183,-0.129062651989
ACH-000188,-0.122639506131
ACH-000189,0.030449371144400002
ACH-000190,-0.272592724542
ACH-000198,-0.000623932992168
ACH-000204,0.0875261397955
ACH-000206,0.0376945318921
ACH-000207,-0.0497693948928
ACH-000211,-0.04687478977469999
ACH-000215,1.3020416227299999e-06
ACH-000221,-0.0303316538864
ACH-000222,0.129686587118
ACH-000223,-0.145361618225
ACH-000226,-0.161586062704
ACH-000227,0.00788472290514
ACH-000228,-0.209005267538
ACH-000231,0.043606181770900004
ACH-000232,0.0504626243911
ACH-000233,0.061530543740800005
ACH-000234,0.143286440596
ACH-000235,-0.12804344301599999
ACH-000237,-0.043427933432
ACH-000238,-0.052617485556100005
ACH-000243,-0.0693240541448
ACH-000244,-0.039307407499199996
ACH-000246,-0.0812730514484
ACH-000248,-0.08025501702019999
ACH-000250,-0.10532903065400001
ACH-000251,0.185499223076
ACH-000253,-0.0287546055867
ACH-000255,0.076249669754
ACH-000256,0.140883094813
ACH-000257,0.10734181875499998
ACH-000258,0.00233974542335
ACH-000259,-0.016108597
ACH-000260,-0.09377022701889999
ACH-000261,-0.0605792242049
ACH-000262,-0.254697189254
ACH-000263,0.0327501355978
ACH-000264,0.0374764689291
ACH-000265,-0.07610480779380001
ACH-000266,-0.0870335400684
ACH-000272,-0.04971538220919999
ACH-000273,-0.0021166768549000002
ACH-000274,-0.106956857332
ACH-000277,-0.200363494233
ACH-000278,-0.173978331804
ACH-000279,0.208248076342
ACH-000280,0.12448228131200001
ACH-000281,0.0133098634501
ACH-000288,0.0273813945127
ACH-000291,0.0875356081859
ACH-000293,-0.216188500288
ACH-000294,-0.282502222645
ACH-000295,-0.19572400253400002
ACH-000296,0.0377042909961
ACH-000302,-0.08207778895880001
ACH-000304,0.0826152532114
ACH-000307,0.0568256009669
ACH-000308,-0.056305533839499995
ACH-000310,-0.26830388338100003
ACH-000311,-0.0834621307147
ACH-000312,-0.0180149874783
ACH-000315,-0.17507343871599998
ACH-000316,0.0821068585228
ACH-000317,0.014262640621200001
ACH-000318,-0.0898617498733
ACH-000319,-0.0309352947938
ACH-000320,-0.107833866711
ACH-000322,-0.049807743589599995
ACH-000323,0.0117572120046
ACH-000324,-0.11003413254000001
ACH-000329,0.0794019780376
ACH-000330,-0.109439022673
ACH-000331,-0.26520635900600004
ACH-000332,-0.047559114636199995
ACH-000334,-0.011637801764
ACH-000335,0.13794566195900002
ACH-000336,-0.00761719369448
ACH-000337,-0.096277499331
ACH-000339,-0.195458016326
ACH-000341,-0.32507918686299997
ACH-000348,-0.0169474954687
ACH-000350,-0.07700227771639999
ACH-000352,-0.0233806324053
ACH-000356,-0.0988261440617
ACH-000361,-0.08372032917939999
ACH-000362,-0.023712633477400002
ACH-000363,-0.156234572787
ACH-000364,-0.292172527445
ACH-000365,-0.12320407844499999
ACH-000366,-0.0180032106604
ACH-000368,0.0830008831757
ACH-000374,0.07119837213750001
ACH-000375,-0.100389613712
ACH-000376,-0.0393975301082
ACH-000381,-0.0546183890995
ACH-000383,-0.0325259580542
ACH-000387,-0.26721496935899997
ACH-000389,-0.152044717152
ACH-000390,-0.21255655696400003
ACH-000393,0.023487280457099996
ACH-000395,-0.13669381818499998
ACH-000397,-0.0942645277334
ACH-000401,0.00909594882078
ACH-000402,-0.011361403670299999
ACH-000403,-0.0737897599207
ACH-000404,-0.14413123474700001
ACH-000406,-0.0230817855623
ACH-000407,-0.0494703007025
ACH-000408,-0.00462352966221
ACH-000410,0.0275076697523
ACH-000411,-0.24900902522799997
ACH-000414,-0.0870617250879
ACH-000415,0.0645039377847
ACH-000416,-0.161791990036
ACH-000420,-0.0637885104296
ACH-000421,-0.085991274923
ACH-000424,-0.06806838004509999
ACH-000425,0.00533724069868
ACH-000426,-0.174560283189
ACH-000427,-0.0444886613141
ACH-000433,-0.136591290216
ACH-000436,-0.022031698311799998
ACH-000444,-0.120197945154
ACH-000445,-0.281819759128
ACH-000448,-0.0436587889395
ACH-000450,-0.144683668622
ACH-000452,0.0325280483074
ACH-000454,-0.0280979610152
ACH-000458,-0.035163000458699994
ACH-000459,0.0329031334077
ACH-000460,-0.19747507110800003
ACH-000461,0.08999543758210002
ACH-000463,-0.00563186635069
ACH-000464,-0.131164212321
ACH-000466,0.137438751491
ACH-000467,-0.18737482604000003
ACH-000468,0.0029039475944499997
