,OXSM (54995)
ACH-000004,-0.09545758796779999
ACH-000007,-0.199341454128
ACH-000009,-0.31414787812
ACH-000011,-0.25580045065900003
ACH-000012,-0.970101442022
ACH-000013,-0.192658438972
ACH-000014,-0.37230073839
ACH-000015,-0.266241404241
ACH-000017,-0.0621547302859
ACH-000018,-0.18231621097
ACH-000019,-0.323447412553
ACH-000021,-0.193060329857
ACH-000022,-0.018306753138400002
ACH-000025,-0.662624726711
ACH-000028,-0.615425115199
ACH-000030,-0.0782994588545
ACH-000035,-0.042086793760999996
ACH-000036,-0.102475116377
ACH-000037,-0.238156550656
ACH-000039,-0.33313201168699996
ACH-000040,-0.0776906152023
ACH-000041,-0.180124351912
ACH-000042,-0.20193833611099998
ACH-000045,-0.328389568575
ACH-000047,-0.08530507438689999
ACH-000052,-0.493955894068
ACH-000053,0.105274207907
ACH-000054,-0.0546332178799
ACH-000055,-0.387677762336
ACH-000060,-0.32054992313700004
ACH-000067,-0.34220609560599996
ACH-000070,-0.8701187957780001
ACH-000075,-0.351807660974
ACH-000078,-0.0361109993663
ACH-000082,-0.00101928390998
ACH-000085,-0.026344230272200002
ACH-000086,-0.36057479422600003
ACH-000087,-0.24552914399
ACH-000092,-0.0311639558806
ACH-000095,0.0412813658845
ACH-000097,0.07210235210749999
ACH-000098,-0.335913293595
ACH-000099,-0.623563400285
ACH-000108,-0.251353231061
ACH-000113,-0.393765135784
ACH-000115,-0.249525312473
ACH-000116,0.0345359428969
ACH-000118,-0.719390700033
ACH-000120,-0.263022940584
ACH-000123,-0.108086293767
ACH-000127,-0.143502588157
ACH-000128,-0.132681411834
ACH-000132,-0.13732949257899998
ACH-000133,-0.312887372352
ACH-000137,-0.125952212302
ACH-000138,-0.47683595669699996
ACH-000142,-0.221583818796
ACH-000143,-0.292201204238
ACH-000146,0.034738936007599995
ACH-000148,-0.585952103504
ACH-000150,-0.726483678082
ACH-000152,-0.213441256039
ACH-000153,-0.30035982066
ACH-000159,-0.1656186314
ACH-000160,-0.142759058124
ACH-000163,-0.911699591233
ACH-000167,-0.0935774070916
ACH-000168,0.0296661700119
ACH-000169,-0.36595648669299996
ACH-000178,-0.05374747815499999
ACH-000182,0.155181665514
ACH-000183,-0.162750018225
ACH-000188,-0.26736513044
ACH-000189,-0.45667050601099995
ACH-000190,-0.709812297326
ACH-000198,-0.331940843452
ACH-000204,-0.29821539328499996
ACH-000206,-0.0186510171787
ACH-000207,-0.578453782869
ACH-000211,-0.213610705228
ACH-000215,-0.40297611530199995
ACH-000221,-0.674057221956
ACH-000222,-0.356544019749
ACH-000223,-0.106525149952
ACH-000226,0.151104886532
ACH-000227,-0.348797070636
ACH-000228,-0.35661777025200003
ACH-000231,-0.846383153416
ACH-000232,-0.329821444467
ACH-000233,0.07245449290469999
ACH-000234,-0.254972691548
ACH-000235,-0.20003169150199998
ACH-000237,-0.34807687109200003
ACH-000238,-0.59377467501
ACH-000243,-0.32289427959600003
ACH-000244,-0.499018056476
ACH-000246,-0.615052951452
ACH-000248,-0.141317637776
ACH-000250,0.169022089639
ACH-000251,-0.12148025946299999
ACH-000253,-0.140654839884
ACH-000255,-0.15593154181
ACH-000256,-0.0537146618136
ACH-000257,-0.517150995563
ACH-000258,-0.607393821007
ACH-000259,-0.135903679378
ACH-000260,-0.646527419407
ACH-000261,-0.06952286153489999
ACH-000262,-0.782730925259
ACH-000263,-0.194413508824
ACH-000264,-0.0314185477122
ACH-000265,-0.86606555016
ACH-000266,-0.13045642435799998
ACH-000272,-0.33686570080399997
ACH-000273,-0.412970692073
ACH-000274,-0.151104481482
ACH-000277,-0.0234109515557
ACH-000278,-0.20019849740899998
ACH-000279,-0.45073699691299995
ACH-000280,-0.287216439226
ACH-000281,-0.43165451311
ACH-000288,-0.694434937863
ACH-000291,-0.26679217667
ACH-000293,-0.0929906557481
ACH-000294,-0.679899677069
ACH-000295,-0.159863151435
ACH-000296,-0.490276480502
ACH-000302,-0.172846866019
ACH-000304,-0.0939997983406
ACH-000307,-0.240391155149
ACH-000308,-0.04848986111769999
ACH-000310,-0.148793500728
ACH-000311,-0.13439970399
ACH-000312,-0.296244745313
ACH-000315,-0.294331214006
ACH-000316,-0.345247521756
ACH-000317,-0.664117553917
ACH-000318,-0.133252556034
ACH-000319,-0.495415718283
ACH-000320,-0.297723152909
ACH-000322,-0.0827730854681
ACH-000323,-0.0656095498989
ACH-000324,-0.20269580815000002
ACH-000329,-0.50226516836
ACH-000330,-0.0854461662778
ACH-000331,-0.079716389571
ACH-000332,0.0307264948513
ACH-000334,0.248549583976
ACH-000335,-1.03376420914
ACH-000336,0.10303769177699999
ACH-000337,-0.039102776681699994
ACH-000339,-0.265769679308
ACH-000341,-0.38715581312700004
ACH-000348,-0.142271696693
ACH-000350,-0.24986611222
ACH-000352,-0.14966247616599998
ACH-000356,-0.282003253921
ACH-000361,-0.14695853687000002
ACH-000362,-0.07847649133500001
ACH-000363,0.07309134205830001
ACH-000364,-0.347507607434
ACH-000365,-0.587242258662
ACH-000366,-0.286745895015
ACH-000368,-0.149170957706
ACH-000374,-0.059614222102499996
ACH-000375,-0.381684603565
ACH-000376,-0.335794710778
ACH-000381,-0.104258308404
ACH-000383,-0.0367122585088
ACH-000387,-0.147569586231
ACH-000389,-0.151493499354
ACH-000390,-0.17893697642
ACH-000393,-0.234831281734
ACH-000395,-0.276629524082
ACH-000397,0.073033355501
ACH-000401,-0.572008520896
ACH-000402,-0.9177312846150001
ACH-000403,-0.139188389493
ACH-000404,-0.371424997245
ACH-000406,-0.48008646349600004
ACH-000407,-0.315047164216
ACH-000408,-0.43114919194799994
ACH-000410,0.0249618452305
ACH-000411,-0.11210181873
ACH-000414,-0.129886618678
ACH-000415,-0.346351574975
ACH-000416,0.119509389555
ACH-000420,-0.217738784323
ACH-000421,-0.0176058637218
ACH-000424,-0.286243433085
ACH-000425,-0.0788743517224
ACH-000426,-0.0685898835174
ACH-000427,-0.131169205845
ACH-000433,-0.341594064466
ACH-000436,0.203536262663
ACH-000444,-0.443674446911
ACH-000445,-0.7273600317560001
ACH-000448,-0.0367189905555
ACH-000450,-0.0606141674572
ACH-000452,-0.204255840766
ACH-000454,-0.488349277837
ACH-000458,-0.0256576975591
ACH-000459,-1.0078580622799997
ACH-000460,-0.237436623277
ACH-000461,-0.23929837239399998
ACH-000463,-0.126726272871
ACH-000464,-0.293034563721
ACH-000466,-0.0530096555234
ACH-000467,0.00871572697057
ACH-000468,-0.520822162588
ACH-000469,-0.344402836524
ACH-000470,-0.07699156321060001
ACH-000471,-0.148928481472
ACH-000472,-0.0561880968169
ACH-000473,-0.231374871924
ACH-000475,-0.022944290165
ACH-000476,-0.07182965314180001
ACH-000477,-0.12051570213
ACH-000480,-0.801668954672
ACH-000481,-0.18467185333799999
ACH-000483,-0.181573736498
ACH-000484,-0.178313560931
ACH-000485,0.038755208653899996
ACH-000486,-0.254457410864
ACH-000487,-0.506178882575
ACH-000488,-0.442697576673
ACH-000490,-0.322229226866
ACH-000491,0.06197036120490001
ACH-000495,-0.41197272107
ACH-000496,-0.14403353944800001
ACH-000499,-0.37848672138800005
ACH-000500,-0.653598309418
ACH-000502,0.020869929962200003
ACH-000503,-0.44038924556500003
ACH-000505,-0.21413545613600002
ACH-000507,-0.163523909317
ACH-000510,-0.39476998296
ACH-000511,-0.105412480133
ACH-000512,-0.432559487077
ACH-000516,-0.011554783624400001
ACH-000517,-0.0398297647709
ACH-000518,0.0783330245327
ACH-000520,-0.47475457257299997
ACH-000521,-0.423205225878
ACH-000522,-0.517482634077
ACH-000524,-0.0920128353634
ACH-000527,-0.25486110064899997
ACH-000528,0.00494717191613
ACH-000537,-0.518902083005
ACH-000541,0.09419658353970001
ACH-000542,-0.765737995912
ACH-000544,-0.596482018532
ACH-000545,-0.23172332124000003
