,HPSE (10855)
ACH-000004,-0.09120222817679999
ACH-000007,-0.356278859238
ACH-000009,-0.255557427513
ACH-000011,-0.166147678094
ACH-000012,-0.09417883137199999
ACH-000013,0.062025759400699994
ACH-000014,-0.131845312042
ACH-000015,-0.207688123521
ACH-000017,-0.00477885786391
ACH-000018,-0.159723940862
ACH-000019,-0.0353457268055
ACH-000021,-0.22246012808200002
ACH-000022,-0.133686332164
ACH-000025,-0.0889707488668
ACH-000028,-0.228663597947
ACH-000030,-0.226111001218
ACH-000035,-0.168449329947
ACH-000036,-0.050936204058099996
ACH-000037,-0.0101195658016
ACH-000039,0.036763260680499996
ACH-000040,-0.25231322089
ACH-000041,-0.422412891505
ACH-000042,-0.292331794702
ACH-000045,-0.26936196535100004
ACH-000047,-0.16736212623299998
ACH-000052,0.0564221745041
ACH-000053,-0.05201684970869999
ACH-000054,-0.0319446940101
ACH-000055,-0.18419084274999997
ACH-000060,-0.234253408626
ACH-000067,-0.0325795928606
ACH-000070,-0.0990545306082
ACH-000075,-0.07905443440219999
ACH-000078,-0.0761602503126
ACH-000082,-0.12855997178099998
ACH-000085,0.09890948109600001
ACH-000086,-0.235846405671
ACH-000087,0.0122405216732
ACH-000092,0.0201087465165
ACH-000095,-0.03475505247730001
ACH-000097,-0.104702741085
ACH-000098,-0.12009069492
ACH-000099,-0.0308785643403
ACH-000108,-0.254813788537
ACH-000113,-0.264683110396
ACH-000115,-0.0960661148858
ACH-000116,-0.030740148562500003
ACH-000118,-0.0980929026405
ACH-000120,0.0214880232086
ACH-000123,-0.170003414143
ACH-000127,-0.109121035889
ACH-000128,-0.143680543591
ACH-000132,-0.047752533892700004
ACH-000133,0.061982202539999996
ACH-000137,-0.0028037965729400005
ACH-000138,-0.17384490944400002
ACH-000142,-0.197238686296
ACH-000143,-0.180177737687
ACH-000146,-0.144434806468
ACH-000148,-0.11482717886299999
ACH-000150,-0.0947832239325
ACH-000152,-0.19614512251
ACH-000153,-0.204936284951
ACH-000159,-0.21278136534000003
ACH-000160,-0.32793704251600003
ACH-000163,-0.277734134113
ACH-000167,-0.10109800381100001
ACH-000168,-0.222924421754
ACH-000169,-0.14619393882099999
ACH-000178,-0.145586184599
ACH-000182,-0.081518656191
