,SWT1 (54823)
ACH-000004,-0.0624094904306
ACH-000007,-0.064508203865
ACH-000009,-0.359415554888
ACH-000011,-0.102295700855
ACH-000012,-0.0330114616254
ACH-000013,-0.11731830913899999
ACH-000014,0.0239839855528
ACH-000015,-0.0829582006089
ACH-000017,0.0149534000664
ACH-000018,0.0762383171447
ACH-000019,-0.21125151692400002
ACH-000021,-0.138670490081
ACH-000022,-0.0157256112341
ACH-000025,-0.24462037537099998
ACH-000028,-0.237326584682
ACH-000030,-0.0301174930522
ACH-000035,-0.0618148591622
ACH-000036,-0.10644135315600001
ACH-000037,-0.0333640220019
ACH-000039,-0.33243244955400003
ACH-000040,-0.19567562500900001
ACH-000041,-0.230945217274
ACH-000042,-0.058526629456400005
ACH-000045,0.043954085952399996
ACH-000047,-0.0963604009266
ACH-000052,-0.326009809773
ACH-000053,-0.20468245306
ACH-000054,-0.0885242884362
ACH-000055,-0.147210311268
ACH-000060,0.0292783199785
ACH-000067,0.008168874263189999
ACH-000070,0.0262905102527
ACH-000075,0.194992943404
ACH-000078,-0.0369154557944
ACH-000082,-0.157662234748
ACH-000085,0.037889000051300005
ACH-000086,-0.31219476844300004
ACH-000087,-0.055393404731900006
ACH-000092,-0.179813356329
ACH-000095,-0.163186694584
ACH-000097,-0.0860144053569
ACH-000098,-0.061861137146100004
ACH-000099,-0.146082668881
ACH-000108,-0.0438395652628
ACH-000113,-0.0521587466069
ACH-000115,-0.0394340417194
ACH-000116,-0.0837910146736
ACH-000118,-0.07518050704939999
ACH-000120,-0.254850812594
ACH-000123,-0.123940325551
ACH-000127,0.033651635219400004
ACH-000128,-0.0644167087402
ACH-000132,-0.11691953058499999
ACH-000133,-0.0900016969618
ACH-000137,-0.11814112023800001
ACH-000138,-0.11338626232599999
ACH-000142,-0.283253446922
ACH-000143,-0.11806921459799999
ACH-000146,-0.0371387656651
ACH-000148,-0.161844824072
ACH-000150,-0.0615618714975
ACH-000152,0.129834950737
ACH-000153,0.101312857334
ACH-000159,-0.190068758585
ACH-000160,-0.0629773471759
ACH-000163,-0.20901841532200002
ACH-000167,0.0448019479519
ACH-000168,-0.10282675060799999
ACH-000169,-0.069145025043
ACH-000178,-0.0757165982051
ACH-000182,-0.0788687575657
ACH-000183,0.00799619220746
ACH-000188,0.11705211747300001
ACH-000189,-0.35399477056199996
ACH-000190,-0.0649063197339
ACH-000198,-0.0489624987142
ACH-000204,-0.407645830124
ACH-000206,-0.009206434815840001
ACH-000207,-0.011444832596200001
ACH-000211,-0.06736128195180001
ACH-000215,-0.0387003489717
ACH-000221,-0.0395808858226
ACH-000222,-0.21322661187
ACH-000223,-0.023422061350699998
ACH-000226,-0.0038175768057700002
ACH-000227,0.0259472280688
ACH-000228,0.08517139066960001
ACH-000231,-0.107611726499
ACH-000232,0.023662912851299997
ACH-000233,-0.127684128279
ACH-000234,-0.16029944694
ACH-000235,-0.100777956154
ACH-000237,-0.0828016971442
ACH-000238,-0.157442815062
ACH-000243,-0.0368116387562
ACH-000244,-0.158497614658
ACH-000246,-0.171143104379
ACH-000248,-0.09330125589339999
ACH-000250,0.0108789214035
ACH-000251,-0.029980811223
ACH-000253,0.026550674371
ACH-000255,-0.0356848415106
ACH-000256,-0.0420480922189
ACH-000257,0.039382773837800006
ACH-000258,-0.34423345291699997
ACH-000259,0.0013655848871099998
ACH-000260,-0.09808530766730002
ACH-000261,-0.10261656482699999
ACH-000262,0.0948077725058
ACH-000263,-0.056874456061699996
ACH-000264,-0.262247791537
ACH-000265,-0.0203777194307
ACH-000266,-0.111167051588
ACH-000272,-0.0874043573292
ACH-000273,-0.135402068189
ACH-000274,-0.0208011244252
ACH-000277,-0.068958314518
ACH-000278,0.07480930126930001
ACH-000279,-0.0683160067102
ACH-000280,0.00819595744211
ACH-000281,-0.08998447354070001
ACH-000288,-0.19960026849100002
ACH-000291,-0.050455965654
ACH-000293,-0.121873047832
ACH-000294,-0.0271647466623
ACH-000295,-0.0235622595553
ACH-000296,-0.09976110801830002
ACH-000302,-0.041384867086800003
ACH-000304,-0.0318427665063
ACH-000307,-0.067248575399
ACH-000308,-0.183497417836
ACH-000310,-0.205601873965
ACH-000311,-0.12318428041099999
ACH-000312,-0.0233401183085
ACH-000315,0.098704125812
ACH-000316,0.132485888311
ACH-000317,0.027075747085599997
ACH-000318,-0.186610274324
ACH-000319,0.0722010657354
ACH-000320,-0.0394952666997
ACH-000322,-0.21632171350200002
ACH-000323,-0.148074790683
ACH-000324,-0.266415424034
ACH-000329,-0.052015576702500003
ACH-000330,-0.0442077277695
ACH-000331,-0.09975809788560001
ACH-000332,-0.10009538866699999
ACH-000334,-0.008032526343350001
ACH-000335,-0.143686082061
ACH-000336,-0.159620459919
ACH-000337,-0.0422368574476
ACH-000339,-0.10808516160800001
ACH-000341,0.250160564107
ACH-000348,-0.0296269717344
ACH-000350,-0.25949828385400003
ACH-000352,-0.045075486049300006
ACH-000356,-0.253897520495
ACH-000361,-0.0540762668612
ACH-000362,-0.11391556924
ACH-000363,-0.0850544103372
ACH-000364,-0.10046820069
ACH-000365,-0.010684979119599999
ACH-000366,-0.053740350729800004
ACH-000368,-0.117334008358
ACH-000374,0.04084711330119999
ACH-000375,0.007785793763979999
ACH-000376,-0.10547190967499999
ACH-000381,-0.0912883438119
ACH-000383,-0.00935689205136
ACH-000387,-0.08709909478839999
ACH-000389,-0.198328363673
ACH-000390,-0.17250757782499998
ACH-000393,-0.0956165231062
ACH-000395,-0.15080190937899998
ACH-000397,-0.05267866913369999
ACH-000401,-0.109426001495
ACH-000402,0.31529831499
ACH-000403,-0.139764146032
ACH-000404,-0.0740554320169
ACH-000406,-0.018952635076
ACH-000407,-0.197084199793
ACH-000408,-0.129501486634
ACH-000410,-0.31775922448800004
ACH-000411,-0.236472370071
ACH-000414,-0.024726612128099998
ACH-000415,-0.258648639688
ACH-000416,-0.103806387154
ACH-000420,-0.07394597949830001
ACH-000421,-0.06869490958880001
ACH-000424,-0.022188460197
ACH-000425,-0.10813348815
ACH-000426,-0.0342598060643
ACH-000427,-0.0014815283383
ACH-000433,-0.34006613072400005
ACH-000436,-0.00368513909566
ACH-000444,-0.025636941617400003
ACH-000445,0.024671665379400003
ACH-000448,-0.16272300259400002
ACH-000450,-0.12477387197899999
ACH-000452,-0.0372548042582
ACH-000454,-0.18287895413199998
ACH-000458,-0.0623017589725
ACH-000459,-0.0591058752372
ACH-000460,-0.12040740269400001
ACH-000461,0.0678229986589
ACH-000463,-0.35165237337399996
ACH-000464,-0.124054472047
ACH-000466,-0.0623915990325
ACH-000467,-0.132229696108
ACH-000468,-0.046598355071099995
ACH-000469,-0.114315246076
ACH-000470,0.00246137617022
ACH-000471,-0.096344746646
ACH-000472,-0.111700875218
ACH-000473,-0.0099560891386
ACH-000475,-0.0173145039993
ACH-000476,-0.0763771733734
ACH-000477,0.295295113832
ACH-000480,-0.0446378358671
ACH-000481,-0.165111083032
ACH-000483,-0.042556136546000004
ACH-000484,-0.124960367893
ACH-000485,0.129375879058
ACH-000486,-0.0419695650834
ACH-000487,-0.15154675875600002
ACH-000488,-0.114894657406
ACH-000490,-0.07830079956399999
ACH-000491,0.131274244988
ACH-000495,-0.156341572209
ACH-000496,-0.00962649586165
ACH-000499,-0.17504245221099998
ACH-000500,-0.15108713785800001
ACH-000502,-0.042710076559499995
ACH-000503,0.0589933090784
ACH-000505,-0.181106294472
ACH-000507,-0.14159808462200002
ACH-000510,-0.17437286561299997
ACH-000511,-0.0662999812139
ACH-000512,0.136838331918
ACH-000516,-0.32173376135299997
ACH-000517,-0.060610766811699995
ACH-000518,0.056583896567000004
ACH-000520,-0.12511039693700002
ACH-000521,0.0351741987935
ACH-000522,-0.0977027556759
ACH-000524,-0.100370227417
ACH-000527,-0.0528437004215
ACH-000528,-0.264278869077
ACH-000537,-0.08698567370100001
ACH-000541,-0.030266870289799998
ACH-000542,-0.06708219988889999
ACH-000544,-0.0832783774273
ACH-000545,-0.11547850551
ACH-000547,-0.12240001897399999
ACH-000548,-0.230424430548
ACH-000549,-0.130911668024
ACH-000550,-0.0297729046318
ACH-000552,-0.0272599358255
ACH-000556,-0.124708303165
ACH-000557,0.013454786526999999
ACH-000570,-0.018248860471
ACH-000571,-0.0619514351535
ACH-000573,-0.337529854424
ACH-000576,-0.240899319332
ACH-000580,-0.457370337623
ACH-000584,-0.160381226382
ACH-000585,-0.128716490135
ACH-000588,0.0245568654007
ACH-000589,-0.0131076124631
ACH-000591,0.210938955945
ACH-000593,-0.0234994032162
ACH-000600,-0.157670833265
ACH-000601,-0.118949420621
ACH-000604,-0.24233746008499998
ACH-000605,-0.0223143937352
ACH-000606,-0.08131642688089999
ACH-000608,0.0880613396957
ACH-000614,-0.0456957860622
ACH-000616,-0.20411210246
ACH-000618,-0.111676537962
ACH-000619,-0.13887440379000002
ACH-000620,-0.0658767425517
ACH-000621,0.042269114123900005
ACH-000622,-0.13417777362
ACH-000623,0.08415776342710002
ACH-000624,-0.042967672341400004
ACH-000627,-0.148353405607
ACH-000630,-0.130272734797
ACH-000632,-0.023255155314700002
ACH-000633,-0.0784541302602
ACH-000637,0.134461346182
ACH-000638,-0.140648392892
ACH-000646,-0.0102608508164
ACH-000647,-0.199407774529
ACH-000648,-0.210429881343
ACH-000649,-0.0336370350722
ACH-000651,0.0343122066832
ACH-000652,-0.0399981184742
ACH-000653,-0.0269327617887
ACH-000657,-0.146890499363
ACH-000658,-0.289402038052
ACH-000661,-0.158829419844
ACH-000662,-0.0900560324391
ACH-000663,-0.07838003467639999
ACH-000665,-0.047305415345099994
ACH-000671,-0.22094024624400002
ACH-000673,-0.146473392752
ACH-000676,-0.271784144672
ACH-000677,0.0212234476441
ACH-000681,-0.0139599798017
ACH-000682,-0.178277021146
ACH-000683,-0.327696568577
ACH-000684,-0.0786023325825
ACH-000688,0.0438436727776
ACH-000693,-0.112525937682
ACH-000694,-0.022487222231900004
ACH-000695,-0.467122454045
ACH-000696,-0.053837715943099995
ACH-000697,-0.164676735628
ACH-000699,-0.0169557556917
ACH-000701,-0.0672070618948
ACH-000706,-0.0975415559593
ACH-000711,-0.0638943317191
ACH-000713,-0.0146056955635
ACH-000714,-0.195340059301
ACH-000718,-0.0408465851815
ACH-000720,0.113580351963
ACH-000721,-0.015893254180700003
ACH-000724,0.179712418202
ACH-000725,-0.373885215784
ACH-000732,-0.251248759643
ACH-000734,-0.096304456976
ACH-000735,-0.16597881479
ACH-000736,-0.0661544942886
ACH-000738,-0.107600232298
ACH-000746,-0.144441231604
ACH-000747,-0.19383948089699998
ACH-000748,-0.233523275708
ACH-000753,-0.107604235749
ACH-000756,-0.293849164462
ACH-000757,-0.28430466005
ACH-000758,-0.108236076668
ACH-000760,-0.0345332807089
ACH-000763,0.13766187184
ACH-000764,0.112509820483
ACH-000765,-0.0836684209255
ACH-000766,0.0216138615961
ACH-000767,-0.5487445691489999
ACH-000768,0.0617636134614
ACH-000769,-0.30814910971799997
ACH-000770,-0.0620774162824
ACH-000771,-0.08399145772669998
ACH-000773,-0.0911639464955
ACH-000776,-0.202004313614
ACH-000777,-0.226219762703
ACH-000778,0.00723144617311
ACH-000781,-0.0932856096301
ACH-000782,-0.00748218084311
ACH-000783,-0.202865952003
ACH-000784,-0.0257249350189
ACH-000785,-0.19245042485199998
ACH-000787,-0.0664410129051
ACH-000788,-0.0682758830788
ACH-000791,-0.167977992597
ACH-000792,-0.0296609408513
ACH-000794,-0.09625998607010001
ACH-000796,0.021774404491499998
ACH-000799,0.0828308390191
ACH-000800,-0.166752133937
ACH-000802,-0.147957001843
ACH-000804,-0.26353290962299997
ACH-000805,-0.0676138254858
ACH-000809,-0.0648955703548
ACH-000810,-0.0834993726351
ACH-000811,-0.159567741396
ACH-000817,-0.175892538541
ACH-000819,-0.038263516227800005
ACH-000820,-0.394640251319
ACH-000821,-0.022246602634099995
ACH-000822,0.00662563076013
ACH-000823,-0.15582215656
ACH-000824,-0.0688832194052
ACH-000827,-0.0841178401729
ACH-000829,-0.0431513757763
ACH-000831,0.147132496487
ACH-000832,-0.217133107966
ACH-000833,-0.0064860419356699995
ACH-000834,-0.118758476237
ACH-000835,-0.0767911717844
ACH-000836,-0.163052676505
ACH-000837,-0.121178548162
ACH-000838,-0.007022539903750001
ACH-000839,-0.11631422494799999
ACH-000840,0.163580587749
ACH-000841,-0.242210846258
ACH-000843,-0.10178355300200001
ACH-000846,-0.20752764988800002
ACH-000847,0.00614699668227
ACH-000848,-0.17671228584399998
ACH-000849,-0.046526066412
ACH-000851,-0.09927416448560002
ACH-000855,-0.0987006154256
ACH-000856,-0.17152024952999997
ACH-000858,-0.0483236260014
ACH-000859,-0.0920821982066
ACH-000861,-0.203264297214
ACH-000862,-0.11299087738
ACH-000865,-0.00581606376906
ACH-000866,-0.17021006367199998
ACH-000867,-0.21981399178599997
ACH-000869,-0.07445792518120001
ACH-000872,-0.029563455025900003
ACH-000873,-0.306098248809
ACH-000876,0.0134878502212
ACH-000878,0.27201282827
ACH-000880,-0.04037611434380001
ACH-000881,-0.0897755961536
ACH-000882,-0.0363105867659
ACH-000884,0.0105984647961
ACH-000885,-0.0827706489103
ACH-000887,-0.044116412871900004
ACH-000888,-0.0829524202903
ACH-000889,-0.160214275384
ACH-000890,-0.0183298888133
ACH-000896,-0.19556592234
ACH-000898,-0.134253456115
ACH-000900,-0.08826858924460002
ACH-000901,-0.0450491981042
ACH-000905,-0.20424013103
ACH-000906,-0.0851832935135
ACH-000907,-0.157301188373
ACH-000910,-0.23554339720400003
ACH-000911,-0.05881155735719999
ACH-000912,-0.0766494573464
ACH-000913,-0.196400325289
ACH-000915,0.069143076424
ACH-000916,0.074717879106
ACH-000917,0.019032705809500002
ACH-000921,-0.0417362825169
ACH-000924,-0.0577588666359
ACH-000926,-0.175729165913
ACH-000928,-0.019374925517
ACH-000929,0.259123263931
ACH-000932,0.037870097814800004
ACH-000935,-0.184220777581
ACH-000936,-0.125165774833
ACH-000937,-0.129388787943
ACH-000938,-0.102380208584
ACH-000939,-0.0232258944575
ACH-000941,-0.0237247820225
ACH-000943,-0.07815697111650001
ACH-000946,-0.0884609270425
ACH-000947,-0.200479239912
ACH-000948,-0.24961417504900002
ACH-000950,0.044997838493499996
ACH-000953,-0.0330106112146
ACH-000957,-0.172756247832
ACH-000958,0.133696141174
ACH-000960,0.0345387095656
ACH-000963,-0.40861606941600004
ACH-000968,-0.0950698558497
ACH-000969,-0.127790672479
ACH-000973,-0.14006798688799998
ACH-000974,-0.0682094113605
ACH-000975,-0.0538344346079
ACH-000976,-0.12286346441
ACH-000978,0.105703327126
ACH-000980,-0.046246376402199994
ACH-000984,-0.308688660269
ACH-000986,-0.227161570242
ACH-000988,0.11406947701199999
ACH-000993,-0.056679129329900005
ACH-000994,0.06980420401710001
ACH-000996,-0.259065375457
ACH-001001,-0.0378413770893
ACH-001020,-0.128688744714
ACH-001028,-0.19312639355099998
ACH-001031,0.6558316848960001
ACH-001038,-0.0936854019209
ACH-001048,-0.110586257968
ACH-001050,-0.07896345767910001
ACH-001053,-0.214667440372
ACH-001054,-0.0946603612189
ACH-001061,-0.0329236650727
ACH-001067,-0.12029773494200001
ACH-001075,-0.164014114925
ACH-001096,-0.11235065810599999
ACH-001128,-0.117595477291
ACH-001134,0.00721424079089
ACH-001151,-0.22933753243000002
ACH-001163,-0.147169287121
ACH-001164,-0.11227381715700001
ACH-001173,-0.0144062192741
ACH-001183,-0.0129694551712
ACH-001184,-0.254657233639
ACH-001190,-0.0614818451453
ACH-001192,-0.08720356707070001
ACH-001193,-0.267418665368
ACH-001196,-0.061549618601699996
ACH-001197,-0.100861359636
ACH-001205,-0.142079768372
ACH-001211,-0.312772715517
ACH-001212,0.24929708565499997
ACH-001228,-0.027250616337200002
ACH-001232,-0.0643788935889
ACH-001239,-0.0234721419334
ACH-001274,-0.0910828623222
ACH-001275,-0.0301578838088
ACH-001277,-0.0835373835215
ACH-001278,-0.17478064008299998
ACH-001280,-0.10376356786699999
ACH-001283,0.10229164267100001
ACH-001289,0.180515012498
ACH-001295,-0.16428385424900002
ACH-001300,0.010132323746799999
ACH-001301,0.05411711232480001
ACH-001302,-0.0006025634062159999
ACH-001303,-0.08998865258089998
ACH-001306,-0.154587146939
ACH-001318,-0.215178550328
ACH-001322,-0.318745109746
ACH-001328,-0.139958757996
ACH-001332,-0.0963032420235
ACH-001333,-0.0314718869843
ACH-001336,-0.16212279577299998
ACH-001340,0.027064046612400004
ACH-001346,-0.06635776767269999
ACH-001353,0.022175059497
ACH-001354,-0.236928909836
ACH-001367,-0.515266720656
ACH-001368,-0.16885219208399999
ACH-001374,-0.294313137679
ACH-001375,-0.0685440874029
ACH-001377,-0.056819889983099996
ACH-001380,-0.138035453202
ACH-001391,-0.0570631865522
ACH-001407,0.036517370868099995
ACH-001408,-0.135355347209
ACH-001413,-0.24386955448699998
ACH-001430,-0.137235881709
ACH-001431,-0.087711590165
ACH-001450,-0.0603476514454
ACH-001496,0.030542148308900004
ACH-001500,-0.0398576171669
ACH-001521,-0.0508507745113
ACH-001523,-0.00723472491221
ACH-001532,-0.06181317267530001
ACH-001536,0.0836211312417
ACH-001550,-0.047052472575000004
ACH-001552,-0.036395971813099996
ACH-001554,-0.100856955936
ACH-001645,-0.219761926963
ACH-001654,-0.034505826442900005
ACH-001715,0.0628429036481
ACH-001735,0.043779412925000004
ACH-001736,0.057812361763399996
ACH-001737,-0.00648102664489
ACH-001740,-0.09873845120380001
ACH-001745,-0.023016955937
ACH-001750,-0.11941868375800001
ACH-001765,-0.12942910459
ACH-001956,-0.0159451863088
ACH-001957,-0.18179206624000002
