,MTO1 (25821)
ACH-000004,0.0350683859977
ACH-000007,-0.35697680860500003
ACH-000009,-0.0585483098456
ACH-000011,0.16234993533199998
ACH-000012,-0.109570629626
ACH-000013,-0.18398296964000002
ACH-000014,-0.21077926711699999
ACH-000015,0.031434826800599995
ACH-000017,0.00759297229449
ACH-000018,-0.000436952826496
ACH-000019,-0.012217746050700001
ACH-000021,-0.31284834514800003
ACH-000022,0.011674598503
ACH-000025,-0.0808503261563
ACH-000028,-0.122956855065
ACH-000030,-0.0755449777658
ACH-000035,-0.023188782786
ACH-000036,0.17335850962299998
ACH-000037,0.183536430057
ACH-000039,-0.005411436498189999
ACH-000040,-0.09615112487619999
ACH-000041,-0.23653819429499998
ACH-000042,-0.0741195432691
ACH-000045,-0.572560707296
ACH-000047,-0.279724174698
ACH-000052,-0.150997183814
ACH-000053,0.050292584663500006
ACH-000054,0.161579494013
ACH-000055,-0.029505390568
ACH-000060,-0.0710979356042
ACH-000067,-0.149270672616
ACH-000070,-0.267188372226
ACH-000075,0.0162801567925
ACH-000078,0.0461819154252
ACH-000082,-0.024981045030700002
ACH-000085,0.0813230828983
ACH-000086,-0.0889500372382
ACH-000087,-0.399740139844
ACH-000092,-0.060477357992699994
ACH-000095,-0.00371253826769
ACH-000097,0.0778018396341
ACH-000098,-0.141924814901
ACH-000099,0.016917911716200003
ACH-000108,-0.0817423981597
ACH-000113,-0.545271307918
ACH-000115,0.166429315051
ACH-000116,0.133052566944
ACH-000118,-0.41466597524899995
ACH-000120,-0.17340783694400003
ACH-000123,-0.22738777233000002
ACH-000127,0.013309880307400001
ACH-000128,-0.21421837311
ACH-000132,-0.20335791199900002
ACH-000133,0.06992980968899999
ACH-000137,-0.0510987460394
ACH-000138,-0.206163684413
ACH-000142,0.176904814406
ACH-000143,-0.130329813718
ACH-000146,0.123108870994
ACH-000148,-0.07899146686889999
ACH-000150,-0.12694729603399998
ACH-000152,-0.182860242883
ACH-000153,-0.15576213635299999
ACH-000159,-0.164447049959
ACH-000160,-0.10989748919600001
ACH-000163,-0.116778845165
ACH-000167,0.021182271485200004
ACH-000168,-0.0257462332982
ACH-000169,-0.35152798225500004
ACH-000178,0.16838879411899998
ACH-000182,-0.193099000687
ACH-000183,-0.0501010843155
ACH-000188,0.10590858350400001
ACH-000189,-0.253925798553
ACH-000190,-0.17917433407299999
ACH-000198,-0.314861738244
ACH-000204,-0.186635501673
ACH-000206,0.14129778234999998
ACH-000207,-0.22815881110300001
ACH-000211,-0.17005480605
ACH-000215,-0.030277022883099997
ACH-000221,-0.117335642192
ACH-000222,-0.0942279501354
ACH-000223,0.0106711838589
ACH-000226,0.193329610615
ACH-000227,-0.140304722317
ACH-000228,-0.0141662826868
ACH-000231,-0.015693082312100003
ACH-000232,0.0667394429789
ACH-000233,0.033796618886199996
ACH-000234,-0.0100353259456
