,DPY19L1 (23333)
ACH-000004,0.17060525323399997
ACH-000007,-0.19569200524799998
ACH-000009,0.0619872529505
ACH-000011,0.107715026574
ACH-000012,-0.00016570988242299998
ACH-000013,0.17846756861299998
ACH-000014,-0.20660835358899998
ACH-000015,0.0246908072291
ACH-000017,0.00286345474263
ACH-000018,-0.0940239464813
ACH-000019,-0.507331691024
ACH-000021,0.15392375712
ACH-000022,0.0285758217691
ACH-000025,-0.08412915133950001
ACH-000028,-0.0170698581361
ACH-000030,-0.0458719171479
ACH-000035,-0.126570727545
ACH-000036,-0.101147268509
ACH-000037,0.027931935904299997
ACH-000039,-0.0155216705116
ACH-000040,0.076103555655
ACH-000041,-0.043990473352300004
ACH-000042,0.00589846193189
ACH-000045,0.019838679769
ACH-000047,-0.0667476876768
ACH-000052,-0.24195604136100002
ACH-000053,-0.07461748790230001
ACH-000054,-0.105704540385
ACH-000055,-0.0951657618816
ACH-000060,0.137129480575
ACH-000067,-0.128330861385
ACH-000070,0.265947210098
ACH-000075,0.0314961208459
ACH-000078,-0.130050824124
ACH-000082,-0.10044187718
ACH-000085,-0.0008661478403210001
ACH-000086,0.19348804385899998
ACH-000087,0.045230442483900006
ACH-000092,0.22056913356600003
ACH-000095,0.0288672924322
ACH-000097,0.0328319700746
ACH-000098,0.0387689515349
ACH-000099,-0.21219642921100001
ACH-000108,-0.0423948237066
ACH-000113,-0.0261920144459
ACH-000115,0.0878774588014
ACH-000116,-0.08642575819329999
ACH-000118,0.0571825383957
ACH-000120,-0.118496193188
ACH-000123,0.0640834455521
ACH-000127,0.0052043901343
ACH-000128,-0.06285820846630001
ACH-000132,0.135526529473
ACH-000133,0.00843599042042
ACH-000137,0.0801562189652
ACH-000138,0.20604164164
ACH-000142,0.0361185827732
ACH-000143,0.022835468557700002
ACH-000146,-0.189568567663
ACH-000148,0.0539819919618
ACH-000150,0.00297721395604
ACH-000152,0.151890600742
ACH-000153,0.26904323779399997
ACH-000159,-0.0007169451043919999
ACH-000160,-0.0006970024150599999
ACH-000163,0.274062288727
ACH-000167,-0.23064354559300002
ACH-000168,-0.0335531595564
ACH-000169,0.07726001554600001
ACH-000178,-0.137848573951
ACH-000182,-0.011755846636700002
ACH-000183,-0.04918565346749999
ACH-000188,0.03126319088
ACH-000189,0.11557873643100001
ACH-000190,-0.00895157131649
ACH-000198,-0.0519423220058
ACH-000204,0.0788444778222
ACH-000206,-0.0399583217615
ACH-000207,0.0758777015208
ACH-000211,-0.0331513392448
ACH-000215,0.045927744414499996
ACH-000221,0.07408271420189999
ACH-000222,0.125037401812
ACH-000223,-0.0318732357726
ACH-000226,0.00836151376839
ACH-000227,0.100452277636
ACH-000228,0.067939275928
ACH-000231,-0.00956057362259
ACH-000232,-0.0711061389443
ACH-000233,0.139191973648
ACH-000234,0.168550764687
ACH-000235,-0.00611305061399
ACH-000237,-0.0846400077845
ACH-000238,0.01491223775
ACH-000243,-0.058086828544600004
ACH-000244,0.0583969733779
ACH-000246,-0.0827069777872
ACH-000248,0.0108635409561
ACH-000250,0.0628353823895
ACH-000251,0.3557891838
ACH-000253,0.106867194924
ACH-000255,-0.0217994471738
ACH-000256,0.0935182897962
ACH-000257,0.08861154285360001
ACH-000258,-0.112873047087
ACH-000259,-0.0360604692407
ACH-000260,0.125904854098
ACH-000261,-0.0131422605599
ACH-000262,0.01926962872
ACH-000263,-0.11293247528400001
ACH-000264,-0.026206895564599996
ACH-000265,0.0223075610373
ACH-000266,-0.0497384056361
ACH-000272,-0.130958405684
ACH-000273,-0.052867170668
ACH-000274,0.18459557784699998
ACH-000277,0.0037494545646100004
ACH-000278,-0.114176741439
ACH-000279,0.0630645389532
ACH-000280,0.00733234655735
ACH-000281,-0.07901914240130001
ACH-000288,0.0380464052897
ACH-000291,-0.0376348482891
ACH-000293,-0.258773486932
ACH-000294,-0.108887652098
ACH-000295,-0.08132561480480001
ACH-000296,-0.036941260435099994
ACH-000302,0.0488169211575
ACH-000304,0.36209169349299997
ACH-000307,-0.0659308532349
ACH-000308,0.0341296945195
ACH-000310,-0.37628875409699997
ACH-000311,-0.164285988262
ACH-000312,-0.143549476098
ACH-000315,0.175903999692
ACH-000316,0.22785599857900002
ACH-000317,0.381170042927
ACH-000318,-0.0754526497933
ACH-000319,-0.0243147359215
ACH-000320,-0.30866990286400003
ACH-000322,0.0948282041724
ACH-000323,0.233132432693
ACH-000324,-0.015261698070499999
ACH-000329,0.00120278593099
ACH-000330,-0.151933945107
ACH-000331,0.161626722977
ACH-000332,0.0510533615154
ACH-000334,-0.212826027517
ACH-000335,-0.0613939607295
ACH-000336,0.572449847064
ACH-000337,0.08634596658569998
ACH-000339,-0.08233063455860001
