,DGAT2 (84649)
ACH-000004,0.04731124971509999
ACH-000007,-0.045018619011900005
ACH-000009,0.0940168817478
ACH-000011,-0.040506510416300004
ACH-000012,0.147528369174
ACH-000013,0.267788467636
ACH-000014,0.230867161903
ACH-000015,0.178230094073
ACH-000017,0.14067308380899998
ACH-000018,0.177067599198
ACH-000019,0.201401027165
ACH-000021,0.21273915668499999
ACH-000022,0.104456037494
ACH-000025,0.237123245885
ACH-000028,0.174645994602
ACH-000030,0.021565075604699998
ACH-000035,0.064817717
ACH-000036,0.030628823935599996
ACH-000037,-0.276111194424
ACH-000039,0.0749657007168
ACH-000040,0.064202863087
ACH-000041,0.25513836144200003
ACH-000042,-0.011883888664299999
ACH-000045,0.032109144906900006
ACH-000047,0.06766075208290001
ACH-000052,0.235373445838
ACH-000053,0.0294083569898
ACH-000054,0.21133870582699998
ACH-000055,0.227702887541
ACH-000060,0.209339302561
ACH-000067,0.26765864483699997
ACH-000070,0.0952575194318
ACH-000075,0.276707826829
ACH-000078,0.212126214424
ACH-000082,0.10066730153799999
ACH-000085,0.0202517962202
ACH-000086,0.0824947525665
ACH-000087,0.164628900032
ACH-000092,0.0919266700277
ACH-000095,0.140128276363
ACH-000097,-0.012478259017299998
ACH-000098,0.220902620179
ACH-000099,0.177046193307
ACH-000108,0.288782726833
ACH-000113,0.046306747581
ACH-000115,0.272804689665
ACH-000116,0.057003290964900005
ACH-000118,0.0722894909139
ACH-000120,0.06814183569730001
ACH-000123,0.294304259106
ACH-000127,0.208269517784
ACH-000128,0.0517143325789
ACH-000132,0.0977350228212
ACH-000133,0.133713184184
ACH-000137,0.173219569408
ACH-000138,0.179280893407
ACH-000142,0.267976009607
ACH-000143,0.256067228415
ACH-000146,0.152863230375
ACH-000148,0.115099271209
ACH-000150,0.231273852049
ACH-000152,-0.00384250702964
ACH-000153,0.123346075487
ACH-000159,0.050756361995699995
ACH-000160,0.170812786362
ACH-000163,0.00507651806408
ACH-000167,0.00854979953998
ACH-000168,0.284131385906
ACH-000169,0.189884902183
ACH-000178,0.10027221972999999
ACH-000182,0.0890528314423
ACH-000183,-0.18501001915399998
ACH-000188,0.033619060548099995
ACH-000189,0.295603937682
ACH-000190,-0.0028670730644800003
ACH-000198,0.08423918804120001
ACH-000204,0.24302325430799998
ACH-000206,0.313458660958
ACH-000207,0.0241296124255
ACH-000211,0.18688938813
ACH-000215,0.0929765692688
ACH-000221,-0.028385101575599998
ACH-000222,0.260206892142
ACH-000223,0.104059190528
ACH-000226,0.0909600445782
ACH-000227,0.10972145279899999
ACH-000228,-0.102622027503
ACH-000231,0.153296390726
ACH-000232,0.174758725709
ACH-000233,0.12478881776900001
ACH-000234,0.259282843707
ACH-000235,0.17265930359200002
ACH-000237,-0.0251142248877
ACH-000238,0.338131684192
ACH-000243,0.22350172652
ACH-000244,-0.06400980690659999
ACH-000246,0.132203980692
ACH-000248,0.23087280559700002
ACH-000250,0.144081922577
ACH-000251,0.141406656388
ACH-000253,-0.132768624612
ACH-000255,0.11903254309900001
ACH-000256,0.0105265419732
ACH-000257,0.27953235741099997
ACH-000258,0.112485325933
ACH-000259,0.17664900204599998
ACH-000260,0.22281222296199998
ACH-000261,0.07355616764810001
ACH-000262,-0.0718562837413
ACH-000263,-0.106223940687
ACH-000264,0.08306012237839999
ACH-000265,0.17095535227400002
ACH-000266,0.208653202842
ACH-000272,0.259671353745
