,NRDE2 (55051)
ACH-000004,-1.52509246729
ACH-000007,-1.0530688408600002
ACH-000009,-1.33353979363
ACH-000011,-1.27212188046
ACH-000012,-1.2798032375900001
ACH-000013,-1.18488010096
ACH-000014,-1.23526980819
ACH-000015,-1.16669967841
ACH-000017,-0.810241971283
ACH-000018,-0.849963037044
ACH-000019,-0.8143064317540001
ACH-000021,-1.07827510253
ACH-000022,-0.953969523206
ACH-000025,-0.907455652334
ACH-000028,-0.831770003917
ACH-000030,-1.33937521836
ACH-000035,-0.9072592634119999
ACH-000036,-1.3861762599399998
ACH-000037,-1.53833757365
ACH-000039,-1.0547161803
ACH-000040,-1.46858333512
ACH-000041,-1.2252255694299998
ACH-000042,-0.978924899307
ACH-000045,-1.01332544938
ACH-000047,-1.01068418949
ACH-000052,-1.06061187562
ACH-000053,-1.14459075983
ACH-000054,-1.04411666465
ACH-000055,-1.2429474552200002
ACH-000060,-1.4094339818700001
ACH-000067,-1.18881116105
ACH-000070,-1.17006234213
ACH-000075,-1.20237813413
ACH-000078,-1.33774434796
ACH-000082,-1.54687064102
ACH-000085,-1.21246864372
ACH-000086,-0.900894031014
ACH-000087,-1.22672936459
ACH-000092,-1.8818202891900002
ACH-000095,-1.34720116596
ACH-000097,-1.06479521387
ACH-000098,-1.32673614932
ACH-000099,-1.0320187385
ACH-000108,-1.2717023831999998
ACH-000113,-1.01011058876
ACH-000115,-1.0333980648899999
ACH-000116,-1.12147885049
ACH-000118,-1.12385690413
ACH-000120,-1.17882435816
ACH-000123,-1.1922374415
ACH-000127,-1.00725784985
ACH-000128,-1.35814659359
ACH-000132,-1.41946930444
ACH-000133,-1.2737167326
ACH-000137,-1.2329301832
ACH-000138,-0.86543782516
ACH-000142,-1.04121257079
ACH-000143,-1.03427253892
ACH-000146,-0.9629532904639999
ACH-000148,-1.40728136805
ACH-000150,-0.993460567413
ACH-000152,-1.27080431925
ACH-000153,-0.774903071453
ACH-000159,-1.29684257171
ACH-000160,-1.0751413136
ACH-000163,-0.861167110404
ACH-000167,-1.3934110793
ACH-000168,-0.9998638211929999
ACH-000169,-1.05290907514
ACH-000178,-1.1014411870799998
ACH-000182,-1.03479455783
ACH-000183,-1.3869594807299999
ACH-000188,-1.37652689967
ACH-000189,-1.18548060867
ACH-000190,-1.20972333136
ACH-000198,-1.13856638498
ACH-000204,-1.02592809806
ACH-000206,-1.0834791103899999
ACH-000207,-0.7624109415449999
ACH-000211,-1.00105752338
ACH-000215,-1.32769508449
ACH-000221,-0.9643535614640001
ACH-000222,-0.889643915492
ACH-000223,-1.37243605737
ACH-000226,-1.41849548366
ACH-000227,-1.37720629972
ACH-000228,-1.1137475388
ACH-000231,-1.1886639246700001
ACH-000232,-1.28623063699
ACH-000233,-0.950791971519
ACH-000234,-1.4605289455000001
ACH-000235,-1.08735030343
ACH-000237,-1.0624902196400001
ACH-000238,-0.99117629745
ACH-000243,-1.21065301129
ACH-000244,-1.30237075559
ACH-000246,-1.5420208451299997
ACH-000248,-0.710123126671
ACH-000250,-1.50163252764
ACH-000251,-0.857578194198
ACH-000253,-1.17182630774
ACH-000255,-1.1050972024299999
ACH-000256,-1.0187181685100002
ACH-000257,-1.41372269147
ACH-000258,-1.60059122648
ACH-000259,-1.18282897303
ACH-000260,-1.22405130768
ACH-000261,-1.2568457238700002
ACH-000262,-1.12073256134
ACH-000263,-0.9596114777060001
ACH-000264,-0.902609240836
ACH-000265,-1.14212389543
ACH-000266,-1.10590777582
ACH-000272,-1.19479099297
ACH-000273,-0.985326486384
ACH-000274,-1.1776198530500002
ACH-000277,-1.3036995586799998
ACH-000278,-1.20378675686
ACH-000279,-1.25109826797
ACH-000280,-0.9011325940360001
ACH-000281,-1.20240101352
ACH-000288,-1.22935235145
ACH-000291,-1.18852473606
ACH-000293,-1.2626685378799998
ACH-000294,-0.9162920751629999
ACH-000295,-1.0677257712600001
ACH-000296,-1.2373352992
ACH-000302,-1.27809273468
ACH-000304,-1.04557597338
ACH-000307,-1.13359550313
ACH-000308,-1.28898578459
ACH-000310,-1.20854552862
ACH-000311,-0.867633324987
ACH-000312,-1.11259087792
ACH-000315,-1.00712148186
ACH-000316,-1.02530909217
ACH-000317,-1.34573683875
ACH-000318,-0.8087727432780001
ACH-000319,-0.9494287538160001
ACH-000320,-1.12465749504
ACH-000322,-1.16456309432
ACH-000323,-0.8382373912800001
ACH-000324,-1.2135519472799998
ACH-000329,-1.69125557358
ACH-000330,-0.856897367095
ACH-000331,-1.20541164734
ACH-000332,-0.9030061799600001
ACH-000334,-1.2498635983600002
ACH-000335,-1.3929578133000002
ACH-000336,-1.1165243411299999
ACH-000337,-1.1393153213200002
ACH-000339,-0.7785630674349999
ACH-000341,-1.6558551268900001
ACH-000348,-1.14321648885
ACH-000350,-1.1817357412799998
ACH-000352,-1.08858622938
ACH-000356,-0.784746541211
ACH-000361,-0.8916905183580001
ACH-000362,-0.971814213916
ACH-000363,-1.2132389047
ACH-000364,-1.2442317170700001
ACH-000365,-1.27502777046
ACH-000366,-1.28800437088
ACH-000368,-1.31986955656
ACH-000374,-0.832468214389
ACH-000375,-1.41835030384
ACH-000376,-1.1379211493899999
ACH-000381,-0.975182549911
ACH-000383,-1.39023414184
ACH-000387,-1.09811214498
ACH-000389,-1.32905814252
ACH-000390,-0.925021214232
ACH-000393,-1.16431514404
ACH-000395,-0.963657362541
ACH-000397,-1.24447282018
ACH-000401,-1.09768777266
ACH-000402,-0.9196862593039999
ACH-000403,-1.47379734308
ACH-000404,-1.4912296064500001
ACH-000406,-1.2415624929200002
ACH-000407,-1.0484823597
ACH-000408,-1.12095815692
ACH-000410,-1.42056951002
ACH-000411,-1.6530779799000002
ACH-000414,-1.14800403973
ACH-000415,-1.08170083436
ACH-000416,-1.07626143448
ACH-000420,-1.11426468831
ACH-000421,-1.0836827120899999
ACH-000424,-1.02555815054
ACH-000425,-1.00560358321
ACH-000426,-0.9952918154000001
ACH-000427,-1.3943198737600002
ACH-000433,-1.33067458518
ACH-000436,-1.16710272813
ACH-000444,-1.18347703639
ACH-000445,-0.7791327868350001
ACH-000448,-1.0694358743799999
ACH-000450,-1.09945705473
ACH-000452,-0.901053238263
ACH-000454,-1.13690458238
ACH-000458,-1.1165548883399998
ACH-000459,-1.1466818242899999
ACH-000460,-1.05391339186
ACH-000461,-0.955036283361
ACH-000463,-1.21921275437
ACH-000464,-1.19803120827
ACH-000466,-0.858319522129
ACH-000467,-1.28168105199
ACH-000468,-1.02035800119
ACH-000469,-1.08203748245
ACH-000470,-0.763108604694
ACH-000471,-1.0794780993000002
ACH-000472,-1.00662252104
ACH-000473,-1.02524290954
ACH-000475,-1.25243520859
ACH-000476,-1.2004002042200002
ACH-000477,-0.9676570916030001
ACH-000480,-1.2791817943100001
ACH-000481,-1.2607542589
ACH-000483,-1.31851258923
ACH-000484,-1.56451981218
ACH-000485,-1.04358775533
ACH-000486,-0.999188968724
ACH-000487,-1.2281290514299998
ACH-000488,-0.966398148307
ACH-000490,-1.05327242848
ACH-000491,-1.00684247543
ACH-000495,-1.49370526644
ACH-000496,-1.0722742939299998
ACH-000499,-1.28845100708
ACH-000500,-1.07247610374
ACH-000502,-0.977884268092
ACH-000503,-0.9438236334540001
ACH-000505,-1.16453197138
ACH-000507,-1.03037244037
ACH-000510,-0.896710632263
ACH-000511,-0.973234537937
ACH-000512,-1.3681756309900002
ACH-000516,-1.1930426591399999
ACH-000517,-1.22041970879
ACH-000518,-1.2527876812899998
ACH-000520,-1.07834809401
ACH-000521,-0.902194463478
ACH-000522,-0.878536446945
ACH-000524,-1.4867880032499998
ACH-000527,-1.1431428401500001
ACH-000528,-1.23710748199
ACH-000537,-1.14410093177
ACH-000541,-1.20408093465
ACH-000542,-0.917548027793
ACH-000544,-1.27802808573
ACH-000545,-1.16106387626
ACH-000547,-0.799591497312
ACH-000548,-1.039817529
ACH-000549,-0.759409031494
ACH-000550,-0.8750692082420001
ACH-000552,-1.12432842935
ACH-000556,-0.958027140243
ACH-000557,-1.1617890792
ACH-000570,-1.4294377108899998
ACH-000571,-1.66370460928
ACH-000573,-1.35436832073
ACH-000576,-1.2083647185100002
ACH-000580,-1.09101300934
ACH-000584,-1.16650996544
ACH-000585,-1.50012858713
ACH-000588,-1.03501232455
ACH-000589,-1.09065689132
ACH-000591,-1.1344621975700002
ACH-000593,-0.809618489676
ACH-000600,-1.24655461882
ACH-000601,-1.42564573979
ACH-000604,-1.44117971288
ACH-000605,-0.64830887147
ACH-000606,-1.05122118934
ACH-000608,-1.6576406054600001
ACH-000614,-0.9297637006049999
ACH-000616,-1.1702495732
ACH-000618,-1.13380673703
ACH-000619,-1.10197407719
ACH-000620,-1.04478182179
ACH-000621,-1.0921496785200002
ACH-000622,-1.4812324573700002
ACH-000623,-1.5022701596599999
ACH-000624,-1.18566164033
ACH-000627,-0.969101339313
ACH-000630,-0.8208239551019999
ACH-000632,-0.887965397879
ACH-000633,-1.0499411164299999
ACH-000637,-1.29423291951
ACH-000638,-1.21168210072
ACH-000646,-1.79735466905
ACH-000647,-1.2638196250799998
ACH-000648,-1.36773233954
ACH-000649,-1.5641258447400002
ACH-000651,-1.39441356639
ACH-000652,-1.04783365644
ACH-000653,-1.00908459175
ACH-000657,-0.992538761267
ACH-000658,-1.4501895281000001
ACH-000661,-1.20923793277
ACH-000662,-0.9009442526870001
ACH-000663,-1.03885014197
ACH-000665,-0.9588016886299999
ACH-000671,-1.01805670838
ACH-000673,-1.0560011094600001
ACH-000676,-0.962599949546
ACH-000677,-1.0427453528
ACH-000681,-0.891102329585
ACH-000682,-0.9345396862459999
ACH-000683,-1.26998507763
ACH-000684,-1.27749749503
ACH-000688,-1.28412575212
ACH-000693,-1.2502787268100002
ACH-000694,-0.9262468537109999
ACH-000695,-1.22826868865
ACH-000696,-1.19708944463
ACH-000697,-0.8112715577040001
ACH-000699,-0.8854905832019999
ACH-000701,-0.934390429724
ACH-000706,-0.94664943044
ACH-000711,-1.37344211316
ACH-000713,-0.7842871624150001
ACH-000714,-1.4152605288299998
ACH-000718,-1.2165315270100001
ACH-000720,-0.9776025528550001
ACH-000721,-1.1069991883299999
ACH-000724,-1.11596069089
ACH-000725,-1.25591781659
ACH-000732,-1.32887367315
ACH-000734,-0.9726192738799999
ACH-000735,-1.18886041374
ACH-000736,-1.24887538348
ACH-000738,-0.960760572411
ACH-000746,-0.924078553529
ACH-000747,-1.07119744956
ACH-000748,-1.2606943962700001
ACH-000753,-1.2123643987100001
ACH-000756,-1.23132306168
ACH-000757,-1.4613686998299997
ACH-000758,-1.1175849923299999
ACH-000760,-1.52262715134
ACH-000763,-1.5188768732700002
ACH-000764,-1.17571362736
ACH-000765,-1.0959644842899998
ACH-000766,-1.19793987284
ACH-000767,-1.25761595921
ACH-000768,-1.3868093822
ACH-000769,-1.20966066783
ACH-000770,-1.08626175767
ACH-000771,-1.1319852344299999
ACH-000773,-1.4858790723700002
ACH-000776,-1.15674564124
ACH-000777,-1.02479030465
ACH-000778,-1.0545554024700001
ACH-000781,-1.21414934109
ACH-000782,-0.925603087378
ACH-000783,-1.17183187445
ACH-000784,-1.13874551019
ACH-000785,-1.2333910686
ACH-000787,-1.06937381484
ACH-000788,-1.05534886396
ACH-000791,-1.3552419926100001
ACH-000792,-1.20574194979
ACH-000794,-0.933357082589
ACH-000796,-1.10735667667
ACH-000799,-1.30417173322
ACH-000800,-1.07526241078
ACH-000802,-0.9675031029510001
ACH-000804,-1.15924404329
ACH-000805,-1.33948885058
ACH-000809,-1.1035734477099999
ACH-000810,-0.886226960928
