,RBBP6 (5930)
ACH-000004,-0.932293451513
ACH-000007,-1.0777874902200002
ACH-000009,-0.8304167957809999
ACH-000011,-1.06549878183
ACH-000012,-1.0
ACH-000013,-1.4206158526100001
ACH-000014,-1.0599367690000001
ACH-000015,-1.13969261693
ACH-000017,-1.50697487098
ACH-000018,-0.5250910268760001
ACH-000019,-0.8087984167199999
ACH-000021,-1.0643031528799998
ACH-000022,-1.00246221307
ACH-000025,-0.994976494719
ACH-000028,-0.9000645676360001
ACH-000030,-1.1205001882899999
ACH-000035,-1.24936491801
ACH-000036,-0.955060735185
ACH-000037,-1.8700230710900003
ACH-000039,-1.07485173855
ACH-000040,-1.0096885981100001
ACH-000041,-1.10458275343
ACH-000042,-0.6975388895810001
ACH-000045,-1.07330324844
ACH-000047,-0.8007176308249999
ACH-000052,-0.736748279218
ACH-000053,-1.07737456621
ACH-000054,-1.17389002642
ACH-000055,-1.02794136595
ACH-000060,-0.659010600332
ACH-000067,-0.805221075898
ACH-000070,-1.04280700347
ACH-000075,-0.8584292863519999
ACH-000078,-1.20677566774
ACH-000082,-1.38941060931
ACH-000085,-1.02082468405
ACH-000086,-0.732146646784
ACH-000087,-1.07879018956
ACH-000092,-1.1559377780700002
ACH-000095,-1.12886549799
ACH-000097,-0.9765070866850001
ACH-000098,-0.9991595056129999
ACH-000099,-1.058548515
ACH-000108,-0.8179027245180001
ACH-000113,-1.1408736212000001
ACH-000115,-1.82904826781
ACH-000116,-0.8834988565909999
ACH-000118,-0.997176849681
ACH-000120,-1.06329715088
ACH-000123,-1.14567724789
ACH-000127,-0.689026208047
ACH-000128,-0.941847924729
ACH-000132,-1.1272956624
ACH-000133,-1.2100578498
ACH-000137,-1.00022783434
ACH-000138,-1.0535310597399998
ACH-000142,-0.862836456796
ACH-000143,-1.09885666123
ACH-000146,-1.10258651593
ACH-000148,-0.978706049048
ACH-000150,-0.689965723383
ACH-000152,-0.641461823131
ACH-000153,-0.837768845653
ACH-000159,-1.0168512673899999
ACH-000160,-0.7459573438410001
ACH-000163,-1.13611424818
ACH-000167,-1.19741150975
ACH-000168,-1.1911652593700002
ACH-000169,-0.895248531925
ACH-000178,-0.929700682933
ACH-000182,-0.725245576281
ACH-000183,-1.4421730410299998
ACH-000188,-0.910505402954
ACH-000189,-0.63862390776
ACH-000190,-1.2601531268000001
ACH-000198,-1.28851602779
ACH-000204,-0.9158298416249999
ACH-000206,-1.5523144896
ACH-000207,-0.353743985982
ACH-000211,-1.37517089349
ACH-000215,-1.06990259181
ACH-000221,-1.11925852988
ACH-000222,-1.01211850584
ACH-000223,-1.2157032208299998
ACH-000226,-1.06641302778
ACH-000227,-1.21940945066
ACH-000228,-0.7582241582889999
ACH-000231,-1.24031852986
ACH-000232,-1.1199209113
ACH-000233,-1.2193421213
ACH-000234,-0.554525868482
ACH-000235,-0.8295099208329999
ACH-000237,-0.7779638319939999
ACH-000238,-0.825968638179
ACH-000243,-0.823195507194
ACH-000244,-0.9443232355619999
ACH-000246,-0.970024911279
ACH-000248,-1.07215528183
ACH-000250,-1.21706776204
ACH-000251,-0.707324280382
ACH-000253,-1.0725411747
ACH-000255,-1.00473737813
ACH-000256,-0.891583131171
ACH-000257,-0.8274752611249999
ACH-000258,-0.996103086144
ACH-000259,-1.06773395516
ACH-000260,-1.08763113165
ACH-000261,-1.15856415088
ACH-000262,-0.890805111287
ACH-000263,-1.5148668108399999
ACH-000264,-1.01077386859
ACH-000265,-1.10096774682
ACH-000266,-0.887566302687
ACH-000272,-0.907908984039
ACH-000273,-0.8983835878479999
ACH-000274,-0.866545147111
ACH-000277,-1.41876241699
ACH-000278,-0.930051875697
ACH-000279,-0.934380040281
ACH-000280,-0.922353412383
ACH-000281,-0.8820045375069999
ACH-000288,-1.25969714152
ACH-000291,-0.972735359957
ACH-000293,-1.43842336744
ACH-000294,-0.846489001097
ACH-000295,-0.874872006695
ACH-000296,-1.17806420236
ACH-000302,-1.10191943858
ACH-000304,-1.31930329425
ACH-000307,-1.13210111791
ACH-000308,-0.9179450064839999
ACH-000310,-1.0700087758399999
ACH-000311,-1.39320763791
ACH-000312,-0.836832464548
ACH-000315,-1.1141831734799998
ACH-000316,-1.23182963567
ACH-000317,-1.14323358356
ACH-000318,-1.02402277434
ACH-000319,-0.9957101002609999
ACH-000320,-0.8317371290860001
ACH-000322,-1.4086025803600002
ACH-000323,-0.826655161768
ACH-000324,-0.99099703597
ACH-000329,-1.05439900044
ACH-000330,-0.97917246588
ACH-000331,-0.862772601895
ACH-000332,-1.16196281926
ACH-000334,-1.4196720503
ACH-000335,-1.1231000085299998
ACH-000336,-1.0
ACH-000337,-0.822309365584
ACH-000339,-0.909963059878
ACH-000341,-1.44396887442
ACH-000348,-1.26873856952
ACH-000350,-1.26419972065
ACH-000352,-1.04160961305
ACH-000356,-0.798304270959
ACH-000361,-1.2102424669299998
ACH-000362,-1.2324533266
ACH-000363,-1.3067158217200001
ACH-000364,-0.9209874577760001
ACH-000365,-1.19908532509
ACH-000366,-1.01642874542
ACH-000368,-0.572165146593
ACH-000374,-1.14617771539
ACH-000375,-1.1407813762
ACH-000376,-1.04299523438
ACH-000381,-0.932751831377
ACH-000383,-0.588260628674
ACH-000387,-0.739104658019
ACH-000389,-0.816325451594
ACH-000390,-1.26615900994
ACH-000393,-0.64418988868
ACH-000395,-0.839534387482
ACH-000397,-0.896899782882
ACH-000401,-0.972787305387
ACH-000402,-1.3331086351299999
ACH-000403,-1.04187612907
ACH-000404,-0.9982132304100001
ACH-000406,-1.08873880751
ACH-000407,-0.858178305272
ACH-000408,-0.677242188328
ACH-000410,-1.24564444735
ACH-000411,-1.31296070328
ACH-000414,-1.59429612272
ACH-000415,-0.856951759222
ACH-000416,-0.865846691075
ACH-000420,-0.933954881995
ACH-000421,-0.871273855355
ACH-000424,-1.0316177723
ACH-000425,-0.976212148329
ACH-000426,-1.6880763080899999
ACH-000427,-1.1030483514
ACH-000433,-1.25086306221
ACH-000436,-1.52777228359
ACH-000444,-1.1529291502399999
ACH-000445,-1.07645100453
ACH-000448,-1.00261570993
ACH-000450,-1.23528274228
ACH-000452,-1.01375835323
ACH-000454,-1.18857944836
ACH-000458,-1.0774385919299998
ACH-000459,-2.04614257567
ACH-000460,-1.1951583113
ACH-000461,-1.3105554828000001
ACH-000463,-1.1363262453899998
ACH-000464,-0.874419023627
ACH-000466,-1.2335338273799998
ACH-000467,-0.899699147117
ACH-000468,-0.894525516243
ACH-000469,-0.6802359384710001
ACH-000470,-1.17778551049
ACH-000471,-0.983637462566
ACH-000472,-1.02183752551
ACH-000473,-0.9540084938240001
ACH-000475,-1.10649142355
ACH-000476,-0.9663071533480001
ACH-000477,-1.79384156397
ACH-000480,-1.16990144796
ACH-000481,-1.17223692844
ACH-000483,-1.9508653445599997
ACH-000484,-1.1868730523
ACH-000485,-1.1766379416600001
ACH-000486,-1.04362486667
ACH-000487,-1.1787607677
ACH-000488,-0.889416350179
ACH-000490,-1.09577060739
ACH-000491,-1.25415701907
ACH-000495,-1.16233587289
ACH-000496,-1.3680754199599998
ACH-000499,-0.955938768218
ACH-000500,-0.36295299288500005
ACH-000502,-1.09549820706
ACH-000503,-0.901796769496
ACH-000505,-1.501567984
ACH-000507,-0.935344917106
ACH-000510,-1.2838285944
ACH-000511,-0.851305239258
ACH-000512,-0.905482278824
ACH-000516,-1.5553138562399997
ACH-000517,-1.22971590949
ACH-000518,-0.9005261795460001
ACH-000520,-1.101987835
ACH-000521,-0.5063952294349999
ACH-000522,-0.990159786655
ACH-000524,-1.0254556075799999
ACH-000527,-1.09283070068
ACH-000528,-0.942167171772
ACH-000537,-0.953940484596
ACH-000541,-1.1088169632200002
ACH-000542,-1.17504393386
ACH-000544,-1.08222755059
ACH-000545,-0.9263984053409999
ACH-000547,-0.938825307571
ACH-000548,-0.860944441514
ACH-000549,-0.7392917929070001
ACH-000550,-0.543635738384
ACH-000552,-0.949865046883
ACH-000556,-1.20215164247
ACH-000557,-0.934532675633
ACH-000570,-1.22735865282
ACH-000571,-0.630883958193
ACH-000573,-1.19616931505
ACH-000576,-1.04661152566
ACH-000580,-1.0404218878899998
ACH-000584,-0.78300962987
ACH-000585,-0.7716171502320001
ACH-000588,-1.08385115876
ACH-000589,-0.982121399068
ACH-000591,-1.0543663561399998
ACH-000593,-0.754861605764
ACH-000600,-0.663190126931
ACH-000601,-1.17575431449
ACH-000604,-1.2021001622
ACH-000605,-0.9996164325460001
ACH-000606,-0.92595346153
ACH-000608,-0.481421925092
ACH-000614,-0.355206729068
ACH-000616,-0.9451207020460001
ACH-000618,-0.934554464229
ACH-000619,-1.0654448161599999
ACH-000620,-1.08780013263
ACH-000621,-1.23981096158
ACH-000622,-1.07072885381
ACH-000623,-1.2100342414
ACH-000624,-0.9205722409379999
ACH-000627,-0.394797150229
ACH-000630,-1.02609242362
ACH-000632,-1.28654200161
ACH-000633,-0.7349803307439999
ACH-000637,-1.2119294275399999
ACH-000638,-1.07241936926
ACH-000646,-1.3889006052200001
ACH-000647,-1.32835645901
ACH-000648,-1.38073375432
ACH-000649,-1.04488604004
ACH-000651,-0.7795014477159999
ACH-000652,-1.0992402685200002
ACH-000653,-1.17218929016
ACH-000657,-0.918438743025
ACH-000658,-1.01118008116
ACH-000661,-1.1181591913200002
ACH-000662,-0.849445353031
ACH-000663,-1.11621109626
ACH-000665,-1.16761940218
