,ANKH (56172)
ACH-000004,-0.133848296893
ACH-000007,0.127798331977
ACH-000009,-0.26824638621
ACH-000011,-0.093180473128
ACH-000012,-0.289210457385
ACH-000013,-0.16084224550100001
ACH-000014,-0.18107614625500001
ACH-000015,-0.061382222379
ACH-000017,-0.0591814524399
ACH-000018,-0.0590148928767
ACH-000019,-0.0332948263078
ACH-000021,-0.00212167524218
ACH-000022,-0.332014177767
ACH-000025,-0.0639502706138
ACH-000028,-0.389898910364
ACH-000030,-0.00176401491618
ACH-000035,-0.157489355217
ACH-000036,-0.10571914127599999
ACH-000037,-0.236440411543
ACH-000039,-0.105811644516
ACH-000040,-0.010731737218200001
ACH-000041,-0.020672679761299998
ACH-000042,-0.272096936866
ACH-000045,-0.23909633313700002
ACH-000047,0.065036672185
ACH-000052,-0.0265038576717
ACH-000053,-0.0710194108386
ACH-000054,-0.020432401864
ACH-000055,0.320822075485
ACH-000060,-0.234196126758
ACH-000067,-0.276750032285
ACH-000070,-0.681519545555
ACH-000075,-0.058303473290800004
ACH-000078,-0.19034909257
ACH-000082,-0.00092035595353
ACH-000085,-0.014292776217100001
ACH-000086,0.045250259232900006
ACH-000087,0.173186776376
ACH-000092,-0.225937118633
ACH-000095,-0.024344724841400003
ACH-000097,-0.0322811184028
ACH-000098,-0.0637389178115
ACH-000099,0.10605499370200001
ACH-000108,-0.0558000551633
ACH-000113,-0.1888760645
ACH-000115,-0.37695878810500005
ACH-000116,-0.024992123487299997
ACH-000118,-0.077158764257
ACH-000120,-0.154034230491
ACH-000123,-0.060452664852700004
ACH-000127,-0.356498687224
ACH-000128,0.0510601146633
ACH-000132,0.07842721350319999
ACH-000133,-0.19120541004799999
ACH-000137,-0.08347360349499999
ACH-000138,-0.0890035331872
ACH-000142,-0.393219019111
ACH-000143,-0.27961564728
ACH-000146,-0.158218373011
ACH-000148,-0.0724801224666
ACH-000150,-0.18842059770199998
ACH-000152,-0.18718587235800002
ACH-000153,-0.0421421928344
ACH-000159,-0.17491676627799999
ACH-000160,-0.105257874882
ACH-000163,-0.202000458364
ACH-000167,-0.498363315765
ACH-000168,-0.340664722802
ACH-000169,0.00402461222987
ACH-000178,0.140012911296
ACH-000182,-0.298931631197
ACH-000183,-0.0966812102142
ACH-000188,-0.328589825894
ACH-000189,-0.224100107803
ACH-000190,-0.0233319986882
ACH-000198,-0.20742255255999997
ACH-000204,-0.09009976577410002
ACH-000206,-0.230648342051
ACH-000207,-0.0932229865725
ACH-000211,-0.0718074706461
ACH-000215,-0.0837217690587
ACH-000221,0.0404939696241
ACH-000222,0.0896760002176
ACH-000223,-0.10836233293
ACH-000226,0.00188607788534
ACH-000227,-0.09041870945830001
ACH-000228,-0.144109471684
ACH-000231,-0.0557483469118
ACH-000232,-0.14703839575400002
ACH-000233,-0.032809823189400004
ACH-000234,-0.196231758776
ACH-000235,-0.0796935101914
ACH-000237,-0.240494450605
ACH-000238,-0.14882942955
ACH-000243,0.112294601195
ACH-000244,-0.41162884769599994
ACH-000246,-0.11960727703400001
ACH-000248,-0.14649174972200002
ACH-000250,-0.139034066324
ACH-000251,-0.0268449019795
ACH-000253,0.0662555992045
ACH-000255,0.0788455603234
ACH-000256,-0.27272017023899997
ACH-000257,-0.051793503848
ACH-000258,0.31251585120700004
ACH-000259,0.0496427640245
ACH-000260,-0.21787271216899998
ACH-000261,-0.043017261422699994
ACH-000262,-0.569875995678
ACH-000263,0.013237948859899998
ACH-000264,-0.186911323442
ACH-000265,0.0847794351299
ACH-000266,-0.00910708263299
ACH-000272,-0.177086421789
ACH-000273,-0.21281687875500002
ACH-000274,-0.0254671513382
ACH-000277,-0.0303572739702
ACH-000278,-0.539064845238
ACH-000279,-0.32177720880399996
ACH-000280,-0.0205638970828
ACH-000281,-0.4359890014399999
ACH-000288,-0.31947930281
ACH-000291,0.0355837861704
ACH-000293,-0.205894726215
ACH-000294,-0.702616274587
ACH-000295,-0.461237046165
ACH-000296,-0.197831337727
ACH-000302,-0.031108333748499997
ACH-000304,0.0929737080509
ACH-000307,-0.18528459778200002
ACH-000308,0.0119732153861
ACH-000310,-0.0582197605086
ACH-000311,0.013359487516399999
ACH-000312,0.0374114244394
ACH-000315,-0.129101892466
ACH-000316,-0.102303839541
ACH-000317,-0.129953725153
ACH-000318,-0.084350764832
ACH-000319,-0.357224217457
ACH-000320,-0.0253765726554
ACH-000322,0.015265100451100001
ACH-000323,-0.0157738075061
ACH-000324,-0.0757627790722
ACH-000329,-0.14318846626700002
ACH-000330,-0.155089459766
ACH-000331,-0.19022546720800002
ACH-000332,-0.0750993492012
ACH-000334,-0.243086406891
ACH-000335,-0.36402354663500003
ACH-000336,-0.101954871828
ACH-000337,0.0137413176192
ACH-000339,-0.133287803994
ACH-000341,-0.301353279724
ACH-000348,-0.0997061835125
ACH-000350,-0.12295893520300001
ACH-000352,0.0681884450863
ACH-000356,0.107585961143
ACH-000361,-0.1597556382
ACH-000362,-0.199680762318
ACH-000363,-0.102450747867
ACH-000364,-0.17455737743
ACH-000365,-0.013023547872699999
ACH-000366,-0.259239866987
ACH-000368,-0.17513213598700003
ACH-000374,-0.138059511883
ACH-000375,0.011182535997799998
ACH-000376,-0.0253097314696
ACH-000381,-0.222846327574
ACH-000383,-0.163757492083
ACH-000387,-0.0275317887695
ACH-000389,-0.127559295877
ACH-000390,-0.135253740555
ACH-000393,-0.185675410415
ACH-000395,-0.42743929742799996
ACH-000397,-0.19074738138300001
ACH-000401,0.00375894718765
ACH-000402,-0.24458563808800002
ACH-000403,-0.06532635444450001
ACH-000404,-0.24838830344
ACH-000406,-0.0289166462979
ACH-000407,-0.0480786346387
ACH-000408,-0.004046793135190001
ACH-000410,-0.12866651815
ACH-000411,-0.11056794196900001
ACH-000414,-0.14522490497999999
ACH-000415,-0.38154661992100003
ACH-000416,-0.12895087448200002
ACH-000420,-0.043032397618699994
ACH-000421,0.0024066650749799997
ACH-000424,-0.180891657387
ACH-000425,-0.0993206320359
ACH-000426,0.0297271217623
ACH-000427,0.138803896878
ACH-000433,0.19802520367100002
ACH-000436,-0.19731605893800003
ACH-000444,-0.242156142998
ACH-000445,-0.0434753382021
ACH-000448,-0.196296158564
ACH-000450,-0.188197823722
ACH-000452,0.009287672412780001
ACH-000454,-0.17130909965500002
ACH-000458,-0.12506215764599998
ACH-000459,-0.146642149269
ACH-000460,-0.0579883851943
ACH-000461,0.047586592708900005
ACH-000463,0.12456808404200001
ACH-000464,0.0514411720338
ACH-000466,-0.139822680768
ACH-000467,0.0702549201562
ACH-000468,-0.132920565786
ACH-000469,0.0835756321002
ACH-000470,-0.437886751643
ACH-000471,0.08987756519060001
ACH-000472,-0.134076667735
ACH-000473,0.00662446137407
ACH-000475,-0.129871493277
ACH-000476,-0.180805015948
ACH-000477,-0.117071957425
ACH-000480,-0.057436633489899996
ACH-000481,-0.191763112376
ACH-000483,-0.125284106818
ACH-000484,0.08213739261139999
ACH-000485,0.0827447311404
ACH-000486,-0.05873216085530001
ACH-000487,-0.030091228032299997
ACH-000488,-0.0272968294895
ACH-000490,-0.119746215766
ACH-000491,-0.273210620194
ACH-000495,-0.331603289202
ACH-000496,-0.0244468793484
ACH-000499,0.184809083061
ACH-000500,-0.087343377902
ACH-000502,-0.077006129603
ACH-000503,-0.00713734332572
ACH-000505,-0.067555270215
ACH-000507,-0.297738336326
ACH-000510,-0.166081411083
ACH-000511,-0.21507571352200003
ACH-000512,-0.19442857099599997
ACH-000516,0.012486035198899998
ACH-000517,-0.158872179093
ACH-000518,-0.22978319958
ACH-000520,-0.299727340793
ACH-000521,-0.12474562064099999
ACH-000522,-0.0813902235317
ACH-000524,-0.0112738572826
ACH-000527,0.0275490750227
ACH-000528,-0.103125099262
ACH-000537,-0.266155987383
ACH-000541,0.249963807217
ACH-000542,-0.0508180295737
ACH-000544,-0.231539601407
ACH-000545,-0.011042191954099998
ACH-000547,-0.4458710916
ACH-000548,-0.182909199056
ACH-000549,-0.0154619207788
ACH-000550,-0.251713293574
ACH-000552,0.014796030321799998
ACH-000556,-0.058371766720599995
ACH-000557,-0.37480571133699997
ACH-000570,-0.156328976415
ACH-000571,-0.24186256604200002
ACH-000573,-0.306340441887
ACH-000576,-0.0167089993982
ACH-000580,-0.07045240770700001
ACH-000584,-0.110766715788
ACH-000585,-0.0557532152032
ACH-000588,-0.09056842514699999
ACH-000589,-0.110230224316
ACH-000591,-0.286241587633
ACH-000593,-0.128747173496
ACH-000600,-0.164146670989
ACH-000601,-0.0817474566702
ACH-000604,0.0135390968129
ACH-000605,-0.157008207545
ACH-000606,-0.0719450970988
ACH-000608,-0.5629994818999999
ACH-000614,-0.250189039963
ACH-000616,0.0165726442342
ACH-000618,-0.130680794672
ACH-000619,-0.249501501194
ACH-000620,-0.0361923094193
ACH-000621,-0.15039967710899999
ACH-000622,-0.111595957488
ACH-000623,0.00428840768463
ACH-000624,-0.0464617667952
ACH-000627,-0.0335275281284
ACH-000630,-0.237714612595
