,HEXIM2 (124790)
ACH-000004,-0.417659167535
ACH-000007,0.0568684820281
ACH-000009,-0.218981124435
ACH-000011,-0.159788633651
ACH-000012,-0.424195571393
ACH-000013,-0.32078888282400003
ACH-000014,-0.181920187432
ACH-000015,-0.235229527225
ACH-000017,-0.129995478904
ACH-000018,-0.22799312231
ACH-000019,-0.032096664797200004
ACH-000021,-0.104596776634
ACH-000022,-0.248566351935
ACH-000025,-0.183008635755
ACH-000028,-0.227830838021
ACH-000030,-0.185336340496
ACH-000035,-0.330159349923
ACH-000036,-0.218436578514
ACH-000037,-0.23905077314800002
ACH-000039,-0.38386875496399997
ACH-000040,-0.176714465591
ACH-000041,-0.21363821778099998
ACH-000042,-0.376599333471
ACH-000045,-0.231688185357
ACH-000047,-0.23781762633200001
ACH-000052,-0.211517193824
ACH-000053,-0.208224290073
ACH-000054,-0.061133994358900004
ACH-000055,-0.0977687484356
ACH-000060,-0.252606965235
ACH-000067,-0.304684380785
ACH-000070,-0.00479779284651
ACH-000075,0.018760819292599998
ACH-000078,-0.33452585004999996
ACH-000082,-0.214876942967
ACH-000085,-0.184183791149
ACH-000086,-0.214687250631
ACH-000087,-0.106449753223
ACH-000092,-0.142455353752
ACH-000095,-0.281996763303
ACH-000097,-0.142448307065
ACH-000098,-0.230512410801
ACH-000099,-0.195031844151
ACH-000108,-0.0522788960845
ACH-000113,-0.027542668003400002
ACH-000115,-0.680078666128
ACH-000116,-0.244383422158
ACH-000118,-0.29672309589699997
ACH-000120,-0.252048133226
ACH-000123,-0.41867266169
ACH-000127,-0.08079019542989999
ACH-000128,-0.221114988446
ACH-000132,-0.368412313018
ACH-000133,-0.106751281997
ACH-000137,-0.19318779092399999
ACH-000138,-0.505637784494
ACH-000142,-0.397278885518
ACH-000143,-0.0308660601225
ACH-000146,-0.311507113602
ACH-000148,-0.346771804582
ACH-000150,-0.228028224523
ACH-000152,-0.358524102927
ACH-000153,-0.38153367418300005
ACH-000159,-0.375587194795
ACH-000160,-0.0155965368672
ACH-000163,-0.159743413287
ACH-000167,0.139655143501
ACH-000168,0.0353550916714
ACH-000169,-0.185645876763
ACH-000178,-0.12675193720300001
ACH-000182,-0.166718389097
ACH-000183,-0.24007113284200002
ACH-000188,-0.225254793084
ACH-000189,-0.271079323979
ACH-000190,-0.32262021790600004
ACH-000198,-0.292513898238
ACH-000204,-0.33997667811800003
ACH-000206,-0.157598891712
ACH-000207,-0.360174478271
ACH-000211,-0.279636516298
ACH-000215,-0.189665657639
ACH-000221,-0.149977054704
ACH-000222,-0.42111565396399997
ACH-000223,-0.0741699534574
ACH-000226,-0.190655837403
ACH-000227,-0.241806582613
ACH-000228,-0.234417648664
ACH-000231,-0.25278502612500003
ACH-000232,-0.0882641304923
ACH-000233,-0.0432880666406
ACH-000234,-0.105126383081
ACH-000235,-0.301565721758
ACH-000237,-0.0358316460461
ACH-000238,-0.425654326133
ACH-000243,-0.172139300563
ACH-000244,-0.473809407155
ACH-000246,0.041982792912900004
ACH-000248,-0.22795462238800002
ACH-000250,-0.191352785843
ACH-000251,-0.06705715698419999
ACH-000253,-0.142946207889
ACH-000255,-0.305443727878
ACH-000256,-0.27945976377099996
ACH-000257,-0.44766668800899995
ACH-000258,-0.118271516528
ACH-000259,-0.317736926707
ACH-000260,-0.21850933431699998
ACH-000261,-0.114049882169
ACH-000262,-0.238201151554
ACH-000263,-0.16344301549100002
ACH-000264,-0.32531691578099997
ACH-000265,-0.38511265997199995
ACH-000266,-0.249458211219
ACH-000272,-0.283846903162
ACH-000273,-0.168939502433
ACH-000274,-0.218775737327
ACH-000277,0.08252896188410001
ACH-000278,0.09930330261579999
ACH-000279,-0.130031619966
ACH-000280,-0.333518994224
ACH-000281,-0.18103252011
ACH-000288,-0.24404290227800002
ACH-000291,-0.203214364368
ACH-000293,-0.202382911426
ACH-000294,-0.38463451959899997
ACH-000295,-0.32012694938499997
ACH-000296,-0.316067700055
ACH-000302,-0.31984191989599997
ACH-000304,-0.169515052366
ACH-000307,-0.220710088162
ACH-000308,-0.142827396939
ACH-000310,-0.426827964633
ACH-000311,-0.109814754357
ACH-000312,-0.282337303523
ACH-000315,0.0887400958491
ACH-000316,-0.333218470496
ACH-000317,-0.197309878671
ACH-000318,-0.371705302292
ACH-000319,-0.47753753187799997
ACH-000320,-0.255273880762
ACH-000322,-0.142814000332
ACH-000323,-0.305853770056
ACH-000324,-0.246698854533
ACH-000329,-0.147280440312
ACH-000330,-0.332876550521
ACH-000331,-0.114171776075
ACH-000332,-0.20096362179299998
ACH-000334,-0.229116171032
ACH-000335,-0.149077086286
ACH-000336,-0.46253925201800006
ACH-000337,-0.263995509913
ACH-000339,-0.18495949617600002
ACH-000341,-0.384059741492
ACH-000348,-0.132714554309
ACH-000350,-0.36991629829899997
ACH-000352,-0.348859297377
ACH-000356,-0.23118000552200002
ACH-000361,0.156857372563
ACH-000362,-0.24111530797800002
ACH-000363,-0.126965728761
ACH-000364,-0.25947026575800003
ACH-000365,-0.159517227906
ACH-000366,-0.228331591052
ACH-000368,-0.00209894286693
ACH-000374,-0.21208221299600002
ACH-000375,-0.21682002352200003
ACH-000376,-0.07845211032430001
ACH-000381,-0.1622971825
ACH-000383,-0.269707279436
ACH-000387,-0.322998812962
ACH-000389,-0.14121804642400002
ACH-000390,-0.199298353893
ACH-000393,-0.179605612654
ACH-000395,-0.20168686805999997
ACH-000397,-0.21442692329
ACH-000401,0.0682615409171
ACH-000402,-0.47195247018200004
ACH-000403,-0.150751506784
ACH-000404,-0.24001213739399999
ACH-000406,-0.269914918871
ACH-000407,-0.276446403153
ACH-000408,-0.263728831145
ACH-000410,-0.146026479595
ACH-000411,-0.116500754944
ACH-000414,-0.234830456221
ACH-000415,-0.400045046902
ACH-000416,-0.19520500916499997
ACH-000420,-0.144138881641
ACH-000421,-0.33668820620300005
ACH-000424,0.083778708151
ACH-000425,-0.0879217917169
ACH-000426,-0.528815967788
ACH-000427,-0.207490019374
ACH-000433,-0.030901185370800003
ACH-000436,-0.0598166956002
ACH-000444,-0.278311715872
ACH-000445,-0.308968032006
ACH-000448,-0.22131397685899998
ACH-000450,0.0884553350415
ACH-000452,-0.250183861717
ACH-000454,-0.125353801274
ACH-000458,-0.022636886849700003
ACH-000459,-0.15921780049599998
ACH-000460,-0.206498171847
ACH-000461,-0.158869502904
ACH-000463,-0.202651132139
ACH-000464,-0.36845573690600003
ACH-000466,-0.150783816565
ACH-000467,-0.130179725918
ACH-000468,-0.420203097755
ACH-000469,-0.19706840615600002
ACH-000470,-0.222011881842
ACH-000471,-0.128225363449
ACH-000472,-0.205300783269
ACH-000473,-0.196300758884
ACH-000475,-0.16342192
ACH-000476,-0.36751094754
ACH-000477,0.000915678545548
ACH-000480,-0.129001355526
ACH-000481,-0.27705631179
ACH-000483,-0.170715525511
ACH-000484,-0.00217085976764
ACH-000485,-0.313572873762
ACH-000486,-0.214352575759
ACH-000487,-0.11591153802100002
ACH-000488,-0.187483076055
ACH-000490,-0.0169722608687
ACH-000491,-0.230841078856
ACH-000495,0.009470747701959999
ACH-000496,-0.242448867281
ACH-000499,-0.238601056707
ACH-000500,0.28337310921500003
ACH-000502,-0.178334562813
ACH-000503,-0.137370297591
ACH-000505,-0.152653672855
ACH-000507,-0.0561494149372
ACH-000510,-0.20177922445399998
ACH-000511,-0.0213334631097
ACH-000512,-0.277903189015
ACH-000516,-0.144866707297
ACH-000517,-0.23683558329999999
ACH-000518,-0.21584078180500002
ACH-000520,-0.217185364036
ACH-000521,-0.245713968163
ACH-000522,-0.114508610956
ACH-000524,-0.135978461276
ACH-000527,-0.191727781275
ACH-000528,-0.11151075176400001
ACH-000537,-0.24808068153
ACH-000541,-0.0672957521253
ACH-000542,-0.260749403132
ACH-000544,-0.435329884397
ACH-000545,-0.30976385075199997
ACH-000547,-0.239986076623
ACH-000548,-0.231163237132
ACH-000549,-0.259237186296
ACH-000550,-0.26331448190699996
ACH-000552,-0.10992967518100001
ACH-000556,-0.190406224171
ACH-000557,-0.0856967477795
ACH-000570,-0.321423047547
ACH-000571,-0.31928763463599996
ACH-000573,-0.243816388373
ACH-000576,-0.172225588808
ACH-000580,-0.318678898641
ACH-000584,-0.346053891035
ACH-000585,-0.136737864624
ACH-000588,-0.204936981733
ACH-000589,-0.18191606764600002
ACH-000591,-0.13720764241
ACH-000593,-0.22945472916700002
ACH-000600,-0.442814133578
ACH-000601,-0.114999953815
ACH-000604,-0.476705853204
ACH-000605,-0.19505121049899998
ACH-000606,-0.307544470007
ACH-000608,-0.271510263385
ACH-000614,-0.12829496717299999
ACH-000616,-0.122025543257
ACH-000618,-0.314469206165
ACH-000619,-0.1129170928
ACH-000620,-0.19612250475
ACH-000621,-0.34799127468900004
ACH-000622,-0.0463179176741
ACH-000623,-0.014283372534000001
ACH-000624,-0.186002369554
ACH-000627,-0.156995112322
ACH-000630,-0.325522056252
ACH-000632,-0.217272126725
ACH-000633,-0.0988061994393
ACH-000637,-0.22872763625599998
ACH-000638,-0.256289101219
ACH-000646,-0.325495733602
ACH-000647,-0.27257630897
ACH-000648,-0.07496265543880001
ACH-000649,-0.145964191396
ACH-000651,-0.29019509259599996
ACH-000652,-0.270645543049
ACH-000653,-0.576969396353
ACH-000657,-0.102981500697
ACH-000658,-0.19430129196600002
ACH-000661,-0.269693753358
ACH-000662,-0.411903551146
ACH-000663,-0.49325757009599996
ACH-000665,-0.227023006256
ACH-000671,-0.19785495519299998
ACH-000673,-0.24809214795200002
ACH-000676,-0.107506755568
ACH-000677,-0.254561777683
ACH-000681,-0.289437367179
ACH-000682,-0.21628771388300003
ACH-000683,-0.20766956889600002
ACH-000684,-0.13220593011499998
ACH-000688,0.00577496378237
ACH-000693,-0.333141658716
ACH-000694,-0.152339594635
ACH-000695,0.000140241163414
ACH-000696,-0.21108383571800002
ACH-000697,0.189793755851
ACH-000699,-0.17658046521200002
ACH-000701,-0.147799996976
ACH-000706,-0.0352437099349
ACH-000711,-0.157983304809
ACH-000713,-0.0895172361909
ACH-000714,-0.518330072568
ACH-000718,-0.298226115274
ACH-000720,-0.176547769465
ACH-000721,-0.16753643886800001
ACH-000724,-0.145682783406
ACH-000725,-0.0421315069336
ACH-000732,0.0768315041634
ACH-000734,-0.125777290224
ACH-000735,-0.420872391606
ACH-000736,-0.21093247548799998
ACH-000738,-0.133423547069
ACH-000746,-0.08790455169160001
ACH-000747,-0.44813629130000004
ACH-000748,-0.361521917791
ACH-000753,-0.231555387595
ACH-000756,-0.0950700183268
ACH-000757,-0.10409121956700002
ACH-000758,-0.386565134602
ACH-000760,-0.233991660962
ACH-000763,-0.199318646121
ACH-000764,-0.403655230976
ACH-000765,-0.0005543715272509999
ACH-000766,-0.294269764215
ACH-000767,-0.230960978213
ACH-000768,-0.142106531314
ACH-000769,-0.186302907743
ACH-000770,-0.128938076632
ACH-000771,-0.20459628662
ACH-000773,-0.366698301346
ACH-000776,-0.33212411624899996
ACH-000777,-0.185762725159
ACH-000778,-0.347870259183
ACH-000781,-0.15902277768200002
ACH-000782,-0.19082489057100002
ACH-000783,-0.23325384906
ACH-000784,-0.21734640946800002
ACH-000785,-0.315945839676
ACH-000787,-0.197477954448
ACH-000788,-0.177186616138
ACH-000791,-0.252701732013
ACH-000792,-0.302199155992
ACH-000794,-0.244729119256
ACH-000796,-0.197175318678
ACH-000799,0.020639196312099997
ACH-000800,-0.31904394874200004
ACH-000802,-0.277741429052
