,RPTN (126638)
ACH-000004,0.380680096807
ACH-000007,0.267394728005
ACH-000009,0.0519404037615
ACH-000011,0.26119300139400004
ACH-000012,0.18520869994800002
ACH-000013,0.296127874096
ACH-000014,0.366257417385
ACH-000015,0.297790698267
ACH-000017,0.39980945643700005
ACH-000018,0.329679878799
ACH-000019,0.140821103552
ACH-000021,0.101408483319
ACH-000022,0.37726536430200003
ACH-000025,0.305889738037
ACH-000028,0.048036498608300005
ACH-000030,0.24053135619399998
ACH-000035,0.21661953461599998
ACH-000036,0.326614732888
ACH-000037,0.36963099143100003
ACH-000039,0.0720371869064
ACH-000040,0.285175136835
ACH-000041,0.245075386748
ACH-000042,0.226773975412
ACH-000045,0.276949818275
ACH-000047,0.301912826158
ACH-000052,0.11725037363299999
ACH-000053,0.193540437128
ACH-000054,0.33664060219400005
ACH-000055,0.22276810042599998
ACH-000060,0.42674677528800004
ACH-000067,0.389170229855
ACH-000070,0.270789033782
ACH-000075,0.518066338355
ACH-000078,0.198305291553
ACH-000082,0.43290522103100004
ACH-000085,0.248398190757
ACH-000086,0.256288184601
ACH-000087,0.366509945118
ACH-000092,0.29200858564300003
ACH-000095,0.28469988665600005
ACH-000097,0.21801502952399998
ACH-000098,0.315157558848
ACH-000099,0.40440956862899996
ACH-000108,0.2351445987
ACH-000113,0.315850070547
ACH-000115,0.29517396951200003
ACH-000116,0.320940856138
ACH-000118,0.23769115824099998
ACH-000120,0.304308621466
ACH-000123,0.282637167016
ACH-000127,0.232660238425
ACH-000128,0.257042386836
ACH-000132,0.358529251196
ACH-000133,0.23138355251899997
ACH-000137,0.428013887675
ACH-000138,0.254340479874
ACH-000142,0.310263210519
ACH-000143,0.402478362847
ACH-000146,0.17741370505800003
ACH-000148,0.16694645459000002
ACH-000150,0.351554280089
ACH-000152,0.323014126236
ACH-000153,0.31591655597199997
ACH-000159,0.154994507169
ACH-000160,0.235838720302
ACH-000163,0.379554249453
ACH-000167,0.226042538725
ACH-000168,0.21825376838399999
ACH-000169,0.292297066017
ACH-000178,0.324155467637
ACH-000182,0.309366478003
ACH-000183,0.269107444905
ACH-000188,0.240371150673
ACH-000189,0.54645195095
ACH-000190,0.427650180048
ACH-000198,0.248125539281
ACH-000204,0.162296772527
ACH-000206,0.362682347441
ACH-000207,0.310985323836
ACH-000211,0.371228890538
ACH-000215,0.2268035096
ACH-000221,0.323289735428
ACH-000222,0.0044938171224
ACH-000223,0.22649413989300002
ACH-000226,0.268229704445
ACH-000227,0.161693889009
ACH-000228,0.306718902082
ACH-000231,0.309425033143
ACH-000232,0.284030044647
ACH-000233,0.26975288844399997
ACH-000234,0.169637123007
ACH-000235,0.20907677953499998
ACH-000237,0.163333937042
ACH-000238,0.48388522868
ACH-000243,0.138802637045
ACH-000244,0.333606654575
ACH-000246,0.239043350534
ACH-000248,0.393791578187
ACH-000250,0.249237179152
ACH-000251,0.334620309203
ACH-000253,0.17329613061000002
ACH-000255,0.33132892534499997
ACH-000256,0.238149463803
ACH-000257,0.477160071887
ACH-000258,0.161398359729
ACH-000259,0.20862460294799998
ACH-000260,0.259515471501
ACH-000261,0.366204315267
ACH-000262,0.407449497746
ACH-000263,0.337848381632
ACH-000264,0.21700343239300002
ACH-000265,0.33526348108000004
ACH-000266,0.14890344398
ACH-000272,0.148046841437
ACH-000273,0.304787706118
ACH-000274,0.289580837483
ACH-000277,-0.00964922923892
ACH-000278,0.153911697137
ACH-000279,0.370273942002
ACH-000280,0.285665790962
ACH-000281,0.154452674562
ACH-000288,0.25801825467399997
ACH-000291,0.266360230588
ACH-000293,0.371120587295
ACH-000294,0.05566474795609999
ACH-000295,0.00841094503144
ACH-000296,-0.0528185713709
ACH-000302,0.321414104364
ACH-000304,0.24799065507800003
ACH-000307,0.207237377252
ACH-000308,0.245551596619
ACH-000310,0.222070866788
ACH-000311,0.136909640184
ACH-000312,0.167956715801
ACH-000315,0.276151760193
ACH-000316,0.469793652175
ACH-000317,0.113941837577
ACH-000318,0.283270660591
ACH-000319,0.282429262424
ACH-000320,0.0218970997358
ACH-000322,0.155898014717
ACH-000323,0.224214722161
ACH-000324,0.150970679574
ACH-000329,0.346055132277
ACH-000330,0.45824158716799995
ACH-000331,0.277266355932
ACH-000332,0.190718853184
ACH-000334,0.591449676108
ACH-000335,0.138916137794
ACH-000336,0.293199105026
ACH-000337,0.24097232890999998
ACH-000339,0.229780287943
ACH-000341,0.171083683187
ACH-000348,0.192192150812
ACH-000350,0.132985872133
ACH-000352,0.24788782431200002
ACH-000356,0.0986193205463
ACH-000361,0.477997618567
ACH-000362,0.17803812646899997
ACH-000363,0.175813092696
ACH-000364,0.362666347197
ACH-000365,0.350528931733
ACH-000366,0.269320145843
ACH-000368,0.19696730065499998
ACH-000374,0.236501723533
ACH-000375,0.283152543004
ACH-000376,0.30016587692200003
ACH-000381,0.218277680773
ACH-000383,0.18870927163400003
ACH-000387,0.207569947447
ACH-000389,0.388729885903
ACH-000390,0.239548956941
ACH-000393,0.307078719906
ACH-000395,0.260547659902
ACH-000397,0.331019282905
ACH-000401,0.0623357446648
ACH-000402,0.16885884488699998
ACH-000403,0.25832449881999997
ACH-000404,0.213488309181
ACH-000406,0.203948893328
ACH-000407,0.24668145499400002
ACH-000408,0.539264159095
ACH-000410,0.119372950248
ACH-000411,0.340611799036
ACH-000414,0.22712149660999997
ACH-000415,0.23083328989500002
ACH-000416,0.296059003119
ACH-000420,0.242712235953
ACH-000421,0.220506142894
ACH-000424,0.39798825603
ACH-000425,0.239671471666
ACH-000426,0.303912664059
ACH-000427,0.10373490736600001
ACH-000433,-0.0787700891106
ACH-000436,0.265014185738
ACH-000444,0.328228666841
ACH-000445,0.292579907414
ACH-000448,0.298934721745
ACH-000450,0.15900468763
ACH-000452,0.249356246312
ACH-000454,0.142997145386
ACH-000458,0.259404688721
ACH-000459,0.573483768051
ACH-000460,0.349384488384
ACH-000461,0.390669423431
ACH-000463,0.20667886120200002
ACH-000464,0.19859726680999998
ACH-000466,0.13026688655
ACH-000467,0.274488973268
ACH-000468,0.316628742365
ACH-000469,0.556490322596
ACH-000470,0.20854817863699998
ACH-000471,0.250885163155
ACH-000472,0.33119439807900003
ACH-000473,0.419217248
ACH-000475,0.332089549489
ACH-000476,0.153711712075
ACH-000477,0.0841314987371
ACH-000480,0.18639370734700003
ACH-000481,0.346784602901
ACH-000483,0.254390615178
ACH-000484,0.10330594855900001
ACH-000485,0.320816883266
ACH-000486,0.28612864511999997
ACH-000487,0.31398299949999997
ACH-000488,0.301755946461
ACH-000490,0.18892843991099997
ACH-000491,0.135432608507
ACH-000495,0.267529150958
ACH-000496,0.153698133746
ACH-000499,0.589740615683
ACH-000500,0.789265529262
ACH-000502,0.152751211425
ACH-000503,0.151435364131
ACH-000505,0.288007853132
ACH-000507,0.282643774426
ACH-000510,0.29583746821699997
ACH-000511,0.329884967017
ACH-000512,0.395744426721
ACH-000516,0.300823568273
ACH-000517,0.161427411494
ACH-000518,0.185500441637
ACH-000520,0.40996645241499996
ACH-000521,0.19571653924899998
ACH-000522,0.303737176187
ACH-000524,0.248162907577
ACH-000527,0.281188975975
ACH-000528,0.263386691179
ACH-000537,0.305435510142
ACH-000541,0.195270088479
ACH-000542,0.19664853152399997
ACH-000544,0.302319424005
ACH-000545,0.17158851545
ACH-000547,0.0845046996996
ACH-000548,0.199589201033
ACH-000549,0.12663717637299998
ACH-000550,0.213805301891
ACH-000552,0.274083638972
ACH-000556,0.246868859824
ACH-000557,0.29456982322700004
ACH-000570,0.37674742446000004
ACH-000571,0.391492381471
ACH-000573,0.323499395426
ACH-000576,0.217554288394
ACH-000580,0.164543568001
ACH-000584,0.380685732718
ACH-000585,0.241949794041
ACH-000588,0.163861139551
ACH-000589,0.21748425142299999
ACH-000591,0.6207591846
ACH-000593,0.35522325081100004
ACH-000600,0.347785339524
ACH-000601,0.222792423702
ACH-000604,0.498256286348
ACH-000605,0.211789886804
ACH-000606,0.0716588021847
ACH-000608,0.187190200188
ACH-000614,0.112331828317
ACH-000616,0.204442747798
ACH-000618,0.130198784651
ACH-000619,0.302314240203
ACH-000620,0.345331898003
ACH-000621,0.377673749497
ACH-000622,0.222088039299
ACH-000623,0.293683571453
ACH-000624,0.27028964082699997
ACH-000627,0.18665395661400003
ACH-000630,0.352030454858
ACH-000632,0.39107362806199997
ACH-000633,0.255824049454
ACH-000637,0.229117529148
ACH-000638,0.16456505242
