,CTDSP2 (10106)
ACH-000004,-0.12523582364
ACH-000007,-0.49232124843599995
ACH-000009,-0.44748627382600004
ACH-000011,-0.492470815646
ACH-000012,-0.24599127919
ACH-000013,-0.22095107150499999
ACH-000014,-0.318974870915
ACH-000015,-0.270745460657
ACH-000017,-0.217175865156
ACH-000018,-0.36817884044699994
ACH-000019,-0.307572663853
ACH-000021,-0.529011673643
ACH-000022,-0.430230629284
ACH-000025,-0.347765453463
ACH-000028,-0.216753733875
ACH-000030,-0.340898655937
ACH-000035,-0.25107533914999997
ACH-000036,-0.46514770973999997
ACH-000037,-0.5428362999849999
ACH-000039,-0.284156537875
ACH-000040,-0.312096818885
ACH-000041,-0.21904198184700002
ACH-000042,-0.40900784171300003
ACH-000045,-0.334352695007
ACH-000047,-0.452079859983
ACH-000052,-0.22597926179000002
ACH-000053,-0.269957092799
ACH-000054,-0.347879759517
ACH-000055,-0.270408568577
ACH-000060,-0.114110592166
ACH-000067,-0.306325274157
ACH-000070,-0.24399526346900002
ACH-000075,-0.474963684275
ACH-000078,-0.233154406465
ACH-000082,-0.295921292858
ACH-000085,-0.314935252671
ACH-000086,-0.429755284552
ACH-000087,-0.20394112108399998
ACH-000092,-0.20887442089400002
ACH-000095,-0.539831017921
ACH-000097,-0.259882255367
ACH-000098,-0.29228202657499996
ACH-000099,-0.452329384755
ACH-000108,-0.185004371045
ACH-000113,-0.20821567748599998
ACH-000115,-0.394590289744
ACH-000116,-0.21823626840799998
ACH-000118,-0.324965300166
ACH-000120,-0.572623324767
ACH-000123,-0.36889034567900003
ACH-000127,-0.404683163688
ACH-000128,-0.680958830802
ACH-000132,-0.146714684131
ACH-000133,-0.422953724365
ACH-000137,-0.255851488522
ACH-000138,-0.202801785776
ACH-000142,-0.33003487299
ACH-000143,-0.5657642941350001
ACH-000146,-0.489341354101
ACH-000148,-0.30197232711399996
ACH-000150,-0.40685458584600004
ACH-000152,-0.457707198975
ACH-000153,-0.645193020083
ACH-000159,-0.451441219218
ACH-000160,-0.515048004811
ACH-000163,-0.39478616745300005
ACH-000167,-0.532691133006
ACH-000168,-0.359184089579
ACH-000169,-0.245337328412
ACH-000178,-0.402440481356
ACH-000182,-0.184844743895
ACH-000183,-0.22292572283000003
ACH-000188,-0.123388895446
ACH-000189,-0.640881993345
ACH-000190,-0.315470485436
ACH-000198,-0.420714601414
ACH-000204,-0.180773200285
ACH-000206,-0.250266510811
ACH-000207,-0.118851294177
ACH-000211,-0.19846412997000001
ACH-000215,-0.269445842621
ACH-000221,-0.298687875549
ACH-000222,-0.337896487658
ACH-000223,-0.40618592689000005
ACH-000226,-0.265545817975
ACH-000227,-0.347709663023
ACH-000228,-0.37828510206200006
ACH-000231,-0.305560399949
ACH-000232,-0.40120663886299995
ACH-000233,-0.324947632012
ACH-000234,-0.721121151384
ACH-000235,-0.31591908321199996
ACH-000237,-0.428517733929
ACH-000238,-0.213797130077
ACH-000243,-0.0914538082277
ACH-000244,-0.426290071748
ACH-000246,-0.370100123126
ACH-000248,-0.397448047983
ACH-000250,-0.270056582341
ACH-000251,-0.24681068348700003
ACH-000253,-0.409940709758
ACH-000255,-0.189829800278
ACH-000256,-0.345907031007
ACH-000257,-0.259657819319
ACH-000258,-0.200078435733
ACH-000259,-0.242322619716
ACH-000260,-0.33890986049500005
ACH-000261,-0.360017346079
ACH-000262,-0.587948633548
ACH-000263,-0.49683861063100004
ACH-000264,-0.262104104016
ACH-000265,-0.304865558988
ACH-000266,-0.33517692118500003
ACH-000272,-0.309259153961
ACH-000273,-0.44302609456299996
