,ERCC6L2 (375748)
ACH-000004,-0.207295913904
ACH-000007,-0.36220023358900005
ACH-000009,-0.279908265715
ACH-000011,-0.201373067817
ACH-000012,-0.133754179969
ACH-000013,-0.23182610046799998
ACH-000014,-0.212756214419
ACH-000015,-0.0928861955921
ACH-000017,-0.00424390360076
ACH-000018,-0.407537247002
ACH-000019,-0.219119194112
ACH-000021,-0.18352972824000002
ACH-000022,-0.287900654808
ACH-000025,-0.137695644402
ACH-000028,-0.0894389821772
ACH-000030,-0.0510609582496
ACH-000035,0.0572163387968
ACH-000036,-0.121009804325
ACH-000037,-0.22252519137200003
ACH-000039,0.11942123788899998
ACH-000040,-0.253896480917
ACH-000041,-0.0507988202529
ACH-000042,-0.055572695438599995
ACH-000045,-0.344170443922
ACH-000047,-0.141668650609
ACH-000052,0.044019368002300004
ACH-000053,-0.0994347526112
ACH-000054,-0.38120659133199997
ACH-000055,0.044098008450199996
ACH-000060,-0.11725314201999999
ACH-000067,-0.191798607462
ACH-000070,-0.18690136002399999
ACH-000075,-0.209765323408
ACH-000078,-0.017998188574000002
ACH-000082,-0.0992070775668
ACH-000085,-0.036677935990699996
ACH-000086,-0.172947102993
ACH-000087,-0.174360342119
ACH-000092,-0.19777448234099998
ACH-000095,-0.146512503352
ACH-000097,-0.239263734441
ACH-000098,0.06801965777630001
ACH-000099,-0.191695350897
ACH-000108,0.173716887889
ACH-000113,-0.258444124784
ACH-000115,-0.0750572392457
ACH-000116,0.0043487501093599995
ACH-000118,-0.0861784143596
ACH-000120,-0.033644292160400005
ACH-000123,-0.09044729987889999
ACH-000127,-0.161079311156
ACH-000128,0.242789976127
ACH-000132,-0.177017133217
ACH-000133,-0.209573171485
ACH-000137,-0.11049955255899999
ACH-000138,0.0371608818841
ACH-000142,-0.07118143995510001
ACH-000143,-0.140228649594
ACH-000146,-0.215266593132
ACH-000148,-0.13684632414
ACH-000150,0.0339334837629
ACH-000152,-0.249545752977
ACH-000153,-0.0950698446314
ACH-000159,-0.19537628923
ACH-000160,-0.175665236544
ACH-000163,0.0259743952637
ACH-000167,-0.054245531605199994
ACH-000168,-0.0154593222279
ACH-000169,-0.139111852552
ACH-000178,0.04108087772
ACH-000182,-0.09948832238780002
ACH-000183,0.153975019156
ACH-000188,-0.0820446006475
ACH-000189,-0.26365899785999997
ACH-000190,-0.326476631492
ACH-000198,-0.255829563664
ACH-000204,-0.179812079851
ACH-000206,-0.145483768524
ACH-000207,-0.10919191479
ACH-000211,-0.15368590318199998
ACH-000215,-0.175822105497
ACH-000221,-0.11696781004699999
ACH-000222,0.09621746810210001
ACH-000223,-0.16664520231
ACH-000226,-0.239308146066
ACH-000227,-0.308784630336
ACH-000228,-0.047403879643199996
ACH-000231,-0.11896399675899999
ACH-000232,-0.189089031669
ACH-000233,-0.0063975968173499995
ACH-000234,-0.125226299502
ACH-000235,-0.20263649706599998
ACH-000237,-0.033059020258400004
ACH-000238,-0.0821137748324
ACH-000243,-0.0530156562887
ACH-000244,-0.16681536152999998
ACH-000246,-0.18295526350299998
ACH-000248,-0.150925370907
ACH-000250,-0.170827856978
ACH-000251,-0.0373628352647
ACH-000253,-0.107189300711
ACH-000255,-0.000773096668657
ACH-000256,-0.122481083115
ACH-000257,-0.124967852872
ACH-000258,-0.29012061320099997
ACH-000259,-0.0697609459255
ACH-000260,-0.0471341495862
ACH-000261,-0.147322769774
ACH-000262,0.11570613059
ACH-000263,-0.156810169721
ACH-000264,-0.098088468498
ACH-000265,-0.0535799396567
ACH-000266,-0.148250195765
ACH-000272,-0.329986665134
ACH-000273,-0.139356435912
ACH-000274,-0.330584452432
ACH-000277,-0.06875312005039999
ACH-000278,-0.226729529534
ACH-000279,-0.07623919531260001
ACH-000280,-0.10466997803099999
ACH-000281,0.0728697721921
ACH-000288,-0.044209776556199995
ACH-000291,-0.04310783361790001
ACH-000293,-0.168494388226
ACH-000294,-0.157632856776
ACH-000295,-0.223413402456
ACH-000296,-0.0674027879587
ACH-000302,-0.132515414669
ACH-000304,-0.605497579618
ACH-000307,0.036632167230000005
ACH-000308,-0.0583640422537
ACH-000310,-0.295919241323
ACH-000311,-0.10041615642799999
ACH-000312,0.025641641727299998
ACH-000315,0.151502683694
ACH-000316,-0.228455497925
ACH-000317,-0.294053205271
ACH-000318,-0.313352587782
ACH-000319,-0.12231276022399999
ACH-000320,0.0856595408442
ACH-000322,-0.191124482396
ACH-000323,-0.18807653374400002
ACH-000324,-0.189538498346
ACH-000329,-0.29720145638900003
ACH-000330,-0.104204331877
ACH-000331,-0.165857123157
ACH-000332,-0.0797899288623
ACH-000334,-0.404826618813
ACH-000335,-0.30644761845199997
ACH-000336,-0.196653052385
ACH-000337,-0.0892693898117
ACH-000339,-0.166174746592
ACH-000341,-0.28075829276700004
ACH-000348,-0.19213142145599998
ACH-000350,0.0276078281203
ACH-000352,-0.20157968270799997
ACH-000356,-0.0233213196941
ACH-000361,-0.326558429569
ACH-000362,-0.203649915181
ACH-000363,-0.295536168458
ACH-000364,-0.162816862647
ACH-000365,0.006441276848189999
ACH-000366,-0.202849741045
ACH-000368,0.144026605585
ACH-000374,-0.230050553654
ACH-000375,-0.0554788855117
ACH-000376,-0.0535717716142
ACH-000381,-0.302930613018
ACH-000383,-0.0170403042284
ACH-000387,-0.10489456812100001
ACH-000389,-0.52219789493
ACH-000390,-0.30241405758699996
ACH-000393,-0.0901284522884
ACH-000395,-0.16428199892200002
ACH-000397,-0.157530705294
ACH-000401,0.09277259795389999
ACH-000402,-0.078353328623
ACH-000403,-0.107878294584
ACH-000404,-0.10095238636800001
ACH-000406,-0.143833427967
ACH-000407,-0.115760785055
ACH-000408,0.0498502795141
ACH-000410,-0.247827860363
ACH-000411,-0.206317448314
ACH-000414,-0.0194020528813
ACH-000415,0.049574952252
ACH-000416,-0.112303514786
ACH-000420,-0.218832223803
ACH-000421,-0.179402973823
ACH-000424,0.00634590942531
ACH-000425,-0.203957679723
ACH-000426,0.0204401083119
ACH-000427,0.0702002701623
ACH-000433,-0.221155243051
ACH-000436,0.24417305092799999
ACH-000444,-0.0582464899283
ACH-000445,-0.17139805080499998
ACH-000448,-0.108669972154
ACH-000450,-0.384070013385
ACH-000452,-0.14914698728
ACH-000454,-0.156714633814
ACH-000458,-0.0872872440667
ACH-000459,-0.108645318165
ACH-000460,-0.0689671748709
ACH-000461,-0.0982031368333
ACH-000463,-0.0791622064653
ACH-000464,-0.161043158431
ACH-000466,-0.0841312327403
ACH-000467,-0.0562558442757
ACH-000468,-0.0352339417681
ACH-000469,-0.15488667263
ACH-000470,-0.044882071222400004
ACH-000471,-0.0877148556058
ACH-000472,-0.176463685708
ACH-000473,0.0351899157648
ACH-000475,-0.150208527176
ACH-000476,-0.0219134649156
ACH-000477,-0.529621993835
ACH-000480,0.031759807994300004
ACH-000481,-0.163824024873
ACH-000483,-0.11962913547800001
ACH-000484,-0.139278226854
ACH-000485,-0.173582311261
ACH-000486,-0.0626640362831
ACH-000487,-0.0009800889652140001
ACH-000488,-0.103480869934
ACH-000490,-0.139199420904
ACH-000491,0.0768355751755
ACH-000495,-0.204926290321
ACH-000496,-0.19529745211
ACH-000499,0.05459942994130001
ACH-000500,0.429171605437
ACH-000502,-0.0904453296588
ACH-000503,-0.00501370006284
ACH-000505,-0.335249017996
ACH-000507,-0.274291190942
ACH-000510,-0.0636360182308
ACH-000511,-0.223697961599
ACH-000512,0.020663369149599996
ACH-000516,-0.141952105712
