,MAP7D1 (55700)
ACH-000004,-0.10006507718
ACH-000007,0.0235932706509
ACH-000009,-0.0532467494825
ACH-000011,0.0765539063496
ACH-000012,-0.0973283161998
ACH-000013,-0.202001716158
ACH-000014,0.13324447763
ACH-000015,-0.07810258247280001
ACH-000017,0.181266320543
ACH-000018,-0.0731428649066
ACH-000019,-0.26673312556
ACH-000021,0.0306841117527
ACH-000022,-0.159520719622
ACH-000025,-0.0243091135873
ACH-000028,-0.025636210051799998
ACH-000030,0.17558009444000003
ACH-000035,-0.306438550957
ACH-000036,-0.0836837199743
ACH-000037,-0.215907360587
ACH-000039,-0.071344918663
ACH-000040,-0.36053630251400004
ACH-000041,-0.048832492296699996
ACH-000042,-0.09827878939089998
ACH-000045,0.05919988217180001
ACH-000047,-0.154247647236
ACH-000052,-0.140212947599
ACH-000053,-0.138713013345
ACH-000054,-0.118277303376
ACH-000055,0.17050651896299998
ACH-000060,0.0233975097181
ACH-000067,0.0848883970007
ACH-000070,0.251169822159
ACH-000075,-0.46480982187799996
ACH-000078,0.09980671357719999
ACH-000082,-0.086117469861
ACH-000085,-0.039289041169800004
ACH-000086,-0.0481464669962
ACH-000087,-0.06720865614159999
ACH-000092,-0.388793527977
ACH-000095,-0.177117518146
ACH-000097,0.0146834425263
ACH-000098,0.13045513690899999
ACH-000099,-0.0301272611669
ACH-000108,-0.042521689775300006
ACH-000113,-0.05886299295919999
ACH-000115,0.0011677837664000002
ACH-000116,-0.07240358303569999
ACH-000118,0.0422619429779
ACH-000120,0.00197010084394
ACH-000123,0.137468817363
ACH-000127,-0.15827600259299998
ACH-000128,-0.164432470426
ACH-000132,-0.08139389585260001
ACH-000133,-0.121700990892
ACH-000137,-0.0370447445344
ACH-000138,0.148639763367
ACH-000142,-0.149387131955
ACH-000143,-0.142780203063
ACH-000146,-0.0639203657862
ACH-000148,-0.000888635531091
ACH-000150,-0.40965835643299997
ACH-000152,-0.0975869436822
ACH-000153,-0.08661617302249999
ACH-000159,0.12250002136499999
ACH-000160,-0.169542558304
ACH-000163,-0.09315139069110001
ACH-000167,-0.0381367942245
ACH-000168,-0.208021891347
ACH-000169,-0.16205428204000003
ACH-000178,-0.114056223528
ACH-000182,-0.142220552124
ACH-000183,-0.125874236138
ACH-000188,0.153571831283
ACH-000189,-0.0106180397197
ACH-000190,-0.112454966379
ACH-000198,-0.237411496181
ACH-000204,-0.22168425338199998
ACH-000206,-0.117196774133
ACH-000207,-0.0799522587837
ACH-000211,0.06007166046080001
ACH-000215,-0.146329896623
ACH-000221,-0.058914991665099996
ACH-000222,-0.0679738847377
ACH-000223,0.00880743896461
ACH-000226,-0.16749097441299998
ACH-000227,0.39177424018
ACH-000228,0.07233797768660001
ACH-000231,-0.0537837303125
ACH-000232,0.025035269969200004
ACH-000233,-0.153480933634
ACH-000234,-0.125230380353
ACH-000235,0.051702816633800004
ACH-000237,0.0389983817891
ACH-000238,-0.19541103665100001
ACH-000243,-0.04162183030819999
ACH-000244,-0.234024988339
ACH-000246,-0.101316122929
ACH-000248,-0.312717769145
ACH-000250,-0.06082711194680001
ACH-000251,-0.287792393639
ACH-000253,-0.135160493847
ACH-000255,0.211014705254
ACH-000256,0.0341156770903
ACH-000257,-0.28394295285599996
ACH-000258,0.0333363454428
ACH-000259,-0.0375333334499
ACH-000260,-0.0775776490414
ACH-000261,-0.106880956947
ACH-000262,0.103891259586
ACH-000263,-0.10825960990999998
ACH-000264,-0.06544599398380001
ACH-000265,0.07564629307489999
ACH-000266,0.00430567220492
ACH-000272,-0.240596278574
ACH-000273,-0.144560520133
ACH-000274,-0.166354936283
ACH-000277,-0.10132641509099999
ACH-000278,-0.233841753355
ACH-000279,-0.142451304566
ACH-000280,-0.11239551038699999
ACH-000281,0.11045259865700001
ACH-000288,-0.0617910273378
ACH-000291,-0.103135782215
ACH-000293,-0.023121235380099997
ACH-000294,0.0816778760743
ACH-000295,0.0203555878985
ACH-000296,-0.38029281302900003
ACH-000302,-0.26277548686999996
ACH-000304,-0.127727958384
ACH-000307,-0.293015914389
ACH-000308,-0.130124459822
ACH-000310,-0.35149260461
ACH-000311,-0.0924491595788
ACH-000312,-0.179505630521
ACH-000315,-0.219873303463
ACH-000316,0.0225096258922
ACH-000317,-0.363830324321
ACH-000318,-0.143627999382
ACH-000319,0.0920004085523
ACH-000320,-0.049847086440699996
ACH-000322,-0.19634242995
ACH-000323,-0.188030543185
ACH-000324,-0.0702470648587
ACH-000329,-0.08987002019649999
ACH-000330,-0.30458340249000004
ACH-000331,-0.112347184671
ACH-000332,-0.0179849571568
ACH-000334,0.0219496566634
