,RAC2 (5880)
ACH-000004,0.026575866417400004
ACH-000007,-0.315606451365
ACH-000009,-0.120122401758
ACH-000011,-0.18823927981600003
ACH-000012,-0.2323345441
ACH-000013,-0.23636491985599997
ACH-000014,-0.22031791206700002
ACH-000015,-0.206410489025
ACH-000017,-0.272548544154
ACH-000018,-0.400904528259
ACH-000019,-0.426591201982
ACH-000021,-0.0749345190297
ACH-000022,-0.0805486332769
ACH-000025,-0.0636092455877
ACH-000028,-0.035777540375800006
ACH-000030,-0.229682925559
ACH-000035,-0.125406783978
ACH-000036,-0.048509666565800004
ACH-000037,0.0724174282842
ACH-000039,-0.146989930501
ACH-000040,-0.05169553191719999
ACH-000041,0.0964930234357
ACH-000042,-0.179270652609
ACH-000045,-0.298974520852
ACH-000047,-0.0019483904483599999
ACH-000052,-0.116137199111
ACH-000053,-0.193311701397
ACH-000054,-0.09912876180789999
ACH-000055,0.06618245011530001
ACH-000060,-0.19698405349
ACH-000067,-0.07936733627510001
ACH-000070,-0.237603276217
ACH-000075,-0.218888793266
ACH-000078,-0.110413863214
ACH-000082,0.0187064848018
ACH-000085,-0.106951435589
ACH-000086,0.0794419229561
ACH-000087,0.0410504287224
ACH-000092,-0.203690792381
ACH-000095,0.0727139962355
ACH-000097,-0.0674211739238
ACH-000098,-0.21597298719099997
ACH-000099,-0.0954897092531
ACH-000108,-0.00014050021027
ACH-000113,-0.241460234718
ACH-000115,-0.0297240024394
ACH-000116,-0.0810526109741
ACH-000118,-0.0398734206944
ACH-000120,-0.105970136351
ACH-000123,-0.11519332355499999
ACH-000127,-0.0179602270413
ACH-000128,0.07285826260060001
ACH-000132,-0.0867179835521
ACH-000133,-0.14126903743
ACH-000137,-0.210019582948
ACH-000138,-0.0746286894228
ACH-000142,-0.07652962150789999
ACH-000143,-0.0831614771876
ACH-000146,-0.23325287166099998
ACH-000148,0.054728403510999994
ACH-000150,0.00728857328743
ACH-000152,-0.03785440371380001
ACH-000153,-0.177547912821
ACH-000159,-0.0691171160417
ACH-000160,-0.303263146956
ACH-000163,-0.240526439491
ACH-000167,-0.233248152266
ACH-000168,-0.229745759883
ACH-000169,-0.224636259294
ACH-000178,-0.117050765442
ACH-000182,0.0636061094861
ACH-000183,-0.180378830548
ACH-000188,-0.0199218020266
ACH-000189,0.116461475956
ACH-000190,0.0220422625088
ACH-000198,-0.196574258385
ACH-000204,-0.307304587329
ACH-000206,-0.211821941318
ACH-000207,-0.22487386827
ACH-000211,-0.09989348947080001
ACH-000215,-0.0808136010955
ACH-000221,-0.118684456069
ACH-000222,0.0271199799486
ACH-000223,-0.150026798884
ACH-000226,0.113458331247
ACH-000227,-0.207789024299
ACH-000228,-0.100593484332
ACH-000231,-0.019415105944
ACH-000232,-0.0642740379014
ACH-000233,-0.0620878199418
ACH-000234,0.0504805267269
ACH-000235,-0.0728729080421
ACH-000237,-0.0138025685775
ACH-000238,-0.15210015423
ACH-000243,-0.09484668065919999
ACH-000244,-0.13712051401
ACH-000246,-0.034478087607199996
ACH-000248,-0.119817657611
ACH-000250,-0.0323249579981
ACH-000251,0.13299582763
ACH-000253,-0.086129289455
ACH-000255,-0.24501066004099997
ACH-000256,-0.24629597269
ACH-000257,0.095149624912
ACH-000258,0.0654717171047
ACH-000259,0.00799872884738
ACH-000260,-0.0989837653359
ACH-000261,-0.08169003604210001
ACH-000262,0.06970682126460001
ACH-000263,-0.23967064065000002
ACH-000264,-0.254373836395
ACH-000265,0.0078402660302
ACH-000266,-0.159741742707
ACH-000272,-0.020367448639499998
ACH-000273,-0.0599001871245
ACH-000274,-0.20479070707000002
ACH-000277,-0.0265127069587
ACH-000278,-0.248036860867
ACH-000279,-0.018667222956299998
ACH-000280,-0.23208212495900002
ACH-000281,-0.18016858245099998
ACH-000288,-0.122702276384
ACH-000291,-0.17353898835499998
ACH-000293,-0.136709221239
ACH-000294,0.193242283929
ACH-000295,0.0447103692066
ACH-000296,-0.00989449870374
ACH-000302,-0.169119179678
ACH-000304,-0.114755147054
ACH-000307,-0.30270801936999997
ACH-000308,-0.170907516734
ACH-000310,-0.228637364603
ACH-000311,0.0978943673515
ACH-000312,-0.131260335453
ACH-000315,-0.200875300701
ACH-000316,-0.153753213956
ACH-000317,-0.0488833378381
ACH-000318,-0.322287034904
ACH-000319,-0.19154106014800001
ACH-000320,0.00249616863068
ACH-000322,-0.238494214682
ACH-000323,-0.215174217661
ACH-000324,-0.0948684904472
ACH-000329,-0.1004300244
ACH-000330,-0.0647486313325
ACH-000331,-0.0752362860132
ACH-000332,-0.0364899490809
ACH-000334,-0.00421761861211
ACH-000335,-0.153402765901
ACH-000336,-0.34630981471100003
ACH-000337,-0.325451980961
ACH-000339,-0.269126870689
ACH-000341,-0.171341114489
ACH-000348,-0.154224624289
ACH-000350,-0.0770073504293
ACH-000352,-0.0426348199023
ACH-000356,-0.139274143673
ACH-000361,0.0801220606013
ACH-000362,-0.240905998886
ACH-000363,-0.08046164212019999
ACH-000364,-0.07541898573599999
ACH-000365,-1.02918965636
ACH-000366,0.006078295216
ACH-000368,-0.36430881058700004
ACH-000374,-0.07105514265339999
ACH-000375,-0.17721554973499998
ACH-000376,-0.08078353858810002
ACH-000381,0.0492416390754
ACH-000383,-0.0606042732917
ACH-000387,-0.23237231922899998
ACH-000389,0.0328034826501
ACH-000390,-0.154705839681
ACH-000393,-0.36674504418399995
ACH-000395,-0.136004742603
ACH-000397,-0.12031340326199999
ACH-000401,-0.20025839812100002
ACH-000402,-0.530941475484
ACH-000403,-0.08936064659399999
ACH-000404,-0.0969297637947
ACH-000406,-0.14918540693600002
ACH-000407,-0.20723397261799997
ACH-000408,-0.24871007458799999
ACH-000410,0.058318100582900004
ACH-000411,-0.06321987762680001
ACH-000414,-0.00557002218982
ACH-000415,-0.134106565077
ACH-000416,-0.11969260232000001
ACH-000420,-0.19673583172000003
ACH-000421,-0.0619441310697
ACH-000424,-0.262951822787
ACH-000425,-0.225637037194
ACH-000426,-0.106387646005
ACH-000427,-0.0297652510695
ACH-000433,-0.260366416721
ACH-000436,0.176129323397
ACH-000444,-0.0318538175774
ACH-000445,-0.37399455310199997
ACH-000448,-0.104369741024
ACH-000450,-0.149783853512
ACH-000452,-0.055833219824599996
ACH-000454,-0.329711888007
ACH-000458,-0.151982357516
ACH-000459,0.15252093002800002
ACH-000460,-0.100907359793
ACH-000461,0.0350111243678
ACH-000463,0.0110400064142
ACH-000464,-0.21934456397
ACH-000466,-0.0960208266089
ACH-000467,-0.0759151938146
ACH-000468,-0.152374207304
ACH-000469,-0.15709986505100001
ACH-000470,-0.11970571568499999
ACH-000471,-0.129656325759
ACH-000472,-0.189127679567
ACH-000473,-0.21983805863400002
ACH-000475,-0.13785165846
ACH-000476,-0.164139801572
ACH-000477,-0.124850122425
ACH-000480,-0.299488423182
ACH-000481,0.026562057831099998
ACH-000483,-0.3087402789
ACH-000484,0.127470981244
ACH-000485,0.0886357388666
ACH-000486,-0.129251914301
ACH-000487,-0.0018770398458299998
ACH-000488,-0.162710246173
ACH-000490,0.07311921553619999
ACH-000491,0.084251400535
ACH-000495,0.117384207039
ACH-000496,-0.09908889507549999
ACH-000499,-0.159823145729
ACH-000500,0.517363235949
ACH-000502,-0.176698625186
ACH-000503,-0.027048938377799998
ACH-000505,-0.224939675475
ACH-000507,-0.16053407472
ACH-000510,-0.118826627853
ACH-000511,-0.014571625781100002
ACH-000512,-0.113858118621
ACH-000516,-0.43011523795
ACH-000517,-0.08034643713510001
ACH-000518,-0.135243731976
ACH-000520,0.136556087707
ACH-000521,0.106717725853
ACH-000522,0.037291044848
ACH-000524,-0.15056066717299998
ACH-000527,-0.15941732870300002
ACH-000528,-0.157945258044
ACH-000537,-0.146148563268
ACH-000541,0.06484929277530001
ACH-000542,-0.0287499879135
ACH-000544,0.132687524757
ACH-000545,0.10312329818
ACH-000547,-0.152869580362
ACH-000548,-0.166767177158
ACH-000549,-0.20819992878899998
ACH-000550,0.056916306852699994
ACH-000552,-0.117245521035
ACH-000556,-0.120831607194
ACH-000557,-0.246074877696
ACH-000570,-0.17243966585200002
ACH-000571,-0.17432620135899998
ACH-000573,-0.0313519716565
ACH-000576,-0.0469322668674
ACH-000580,-0.049316395889800003
ACH-000584,-0.066107039257
ACH-000585,0.112641895382
ACH-000588,-0.206386098836
ACH-000589,-0.09244221921219999
ACH-000591,-0.139673404246
ACH-000593,-0.160454979985
ACH-000600,0.0251942787029
ACH-000601,-0.0354469326764
ACH-000604,0.00379152115322
ACH-000605,-0.133980384501
ACH-000606,-0.00124914882044
ACH-000608,-0.227902198816
ACH-000614,0.0286774039597
ACH-000616,-0.0416614598465
ACH-000618,-0.161513090729
ACH-000619,-0.180255163185
ACH-000620,-0.0781704245314
ACH-000621,-0.118407227793
ACH-000622,0.0689337643923
ACH-000623,-0.19382946230999998
ACH-000624,-0.127546285482
ACH-000627,-0.175529133959
ACH-000630,-0.012974160458
ACH-000632,-0.159653219004
ACH-000633,-0.36497763788599996
ACH-000637,-0.164576250548
ACH-000638,-0.111434931161
ACH-000646,-0.185766767713
ACH-000647,-0.247201441336
ACH-000648,0.00439280751153
ACH-000649,0.055388243902699995
