,VTCN1 (79679)
ACH-000004,-0.26630339845
ACH-000007,0.061410558741100005
ACH-000009,-0.0916119511035
ACH-000011,-0.23672756934099998
ACH-000012,-0.184986704615
ACH-000013,0.0615968017459
ACH-000014,-0.19593384792
ACH-000015,-0.0436219166067
ACH-000017,-0.09367982949470001
ACH-000018,0.19539290991
ACH-000019,-0.0170343170714
ACH-000021,-0.06021361958430001
ACH-000022,0.128847826439
ACH-000025,-0.2426642953
ACH-000028,-0.48536595471
ACH-000030,-0.10996899951099999
ACH-000035,-0.20082886341400003
ACH-000036,-0.0639119500254
ACH-000037,-0.027981655783000003
ACH-000039,-0.21653379605599998
ACH-000040,0.0128456596847
ACH-000041,-0.107805132722
ACH-000042,-0.141990487672
ACH-000045,-0.252255241549
ACH-000047,0.0769432588343
ACH-000052,-0.0124663360908
ACH-000053,-0.20300340367800002
ACH-000054,-0.209951490578
ACH-000055,-0.013458858438200001
ACH-000060,-0.0908138916326
ACH-000067,-0.17939360581099997
ACH-000070,0.0830957224828
ACH-000075,0.040625900355
ACH-000078,-0.171273941617
ACH-000082,-0.023659997308600002
ACH-000085,0.108050942108
ACH-000086,-0.29203246338000005
ACH-000087,-0.164141892691
ACH-000092,-0.0707616435811
ACH-000095,-0.012961374571200002
ACH-000097,-0.102270826044
ACH-000098,-0.047560202680900006
ACH-000099,-0.029160607370599997
ACH-000108,-0.17551765526500002
ACH-000113,0.08403127588670001
ACH-000115,0.173586799385
ACH-000116,-0.10874972151699999
ACH-000118,-0.0678646526405
ACH-000120,-0.0379837879545
ACH-000123,-0.0671072365656
ACH-000127,-0.0718792979021
ACH-000128,-0.12182826814200001
ACH-000132,-0.07152435609619999
ACH-000133,-0.0478953746726
ACH-000137,-0.164519653382
ACH-000138,-0.0530138085626
ACH-000142,-0.12476444364299999
ACH-000143,-0.06871761823009999
ACH-000146,-0.23891033120000002
ACH-000148,-0.079992459227
ACH-000150,-0.141833611256
ACH-000152,0.0365041794498
ACH-000153,-0.169031036369
ACH-000159,-0.108428259465
ACH-000160,0.0858339263889
ACH-000163,-0.051002834390500004
ACH-000167,-0.20453439369600002
ACH-000168,-0.248379750215
ACH-000169,-0.0895308754047
ACH-000178,-0.015982743770299998
ACH-000182,0.034407020225
ACH-000183,-0.023724356678599998
ACH-000188,-0.115123208551
ACH-000189,-0.0653920570403
ACH-000190,-0.12036288206599999
ACH-000198,-0.135669070738
ACH-000204,-0.279829397031
ACH-000206,-0.43640339947800005
ACH-000207,0.00503011220803
ACH-000211,-0.09220031820139998
ACH-000215,-0.0625498451169
ACH-000221,-0.267528045501
ACH-000222,0.00150803624327
ACH-000223,-0.0399233347235
ACH-000226,-0.307205263577
ACH-000227,-0.189647454474
ACH-000228,-0.132188017996
ACH-000231,-0.16138672861199999
ACH-000232,-0.134627892152
ACH-000233,0.0378794909823
ACH-000234,0.0555098877893
ACH-000235,-0.10707359671
ACH-000237,-0.10624850704500001
ACH-000238,-0.29644350938999997
ACH-000243,-0.181278972913
ACH-000244,0.036904754761000004
ACH-000246,-0.0030341780819
ACH-000248,-0.116660464341
ACH-000250,-0.018069800591700002
ACH-000251,-0.172442711242
ACH-000253,-0.0689135921506
ACH-000255,-0.107086351635
ACH-000256,-0.0177422230957
ACH-000257,-0.172665033391
ACH-000258,-0.00587779919238
ACH-000259,-0.056215014098
ACH-000260,-0.156065364714
ACH-000261,-0.18497276429499998
ACH-000262,0.021653740452900003
ACH-000263,0.39215716464
ACH-000264,-0.0151732883169
ACH-000265,-0.166171503518
ACH-000266,-0.00502128935925
ACH-000272,-0.11627926954199999
ACH-000273,-0.0920171491443
ACH-000274,-0.07729439177439999
ACH-000277,0.0208615073708
ACH-000278,0.0383494795774
ACH-000279,-0.00436078287383
ACH-000280,-0.0838977149536
ACH-000281,0.13396500698
ACH-000288,-0.0673376773508
ACH-000291,-0.11773628890799999
ACH-000293,-0.0512074624845
ACH-000294,-0.049122260039800004
ACH-000295,0.169200082159
ACH-000296,-0.126201423771
ACH-000302,-0.111516106642
ACH-000304,-0.29094570188200003
ACH-000307,-0.17819017635499998
ACH-000308,-0.0527530845715
ACH-000310,-0.245508259117
ACH-000311,-0.0753408683065
ACH-000312,-0.22696106212699999
ACH-000315,0.00806834537688
ACH-000316,-0.30763286982500004
ACH-000317,-0.358489062347
ACH-000318,-0.10948324148800001
ACH-000319,0.0936415347585
ACH-000320,-0.332420957077
ACH-000322,-0.09871281468450001
ACH-000323,-0.49925003192
ACH-000324,-0.119005167487
ACH-000329,-0.127282140914
ACH-000330,-0.35104710337399997
ACH-000331,-0.113880987501
ACH-000332,-0.230138925618
ACH-000334,-0.285897533827
ACH-000335,-0.291876793803
ACH-000336,-0.0027518305619099997
ACH-000337,0.07663813627339999
ACH-000339,-0.0678983520749
ACH-000341,-0.08394771144619999
ACH-000348,-0.110867789356
ACH-000350,0.14477371223
ACH-000352,0.008650637848299999
ACH-000356,-0.271516308402
ACH-000361,-0.17723090428899999
ACH-000362,-0.107783944631
ACH-000363,0.0169363757272
ACH-000364,0.147138881865
ACH-000365,0.014072953853100001
ACH-000366,-0.132118930999
ACH-000368,-0.079149544936
ACH-000374,-0.139547478365
ACH-000375,-0.307481450231
ACH-000376,-0.11588653029899999
ACH-000381,-0.280435814035
ACH-000383,-0.154732770063
ACH-000387,-0.131893002815
ACH-000389,-0.202750888985
ACH-000390,-0.0804517844347
ACH-000393,-0.125022626045
ACH-000395,-0.121216222824
ACH-000397,-0.14850361745100002
ACH-000401,-0.030879284599599998
ACH-000402,-0.607410648538
ACH-000403,0.026442771949299997
ACH-000404,0.05667026168409999
ACH-000406,-0.180114048011
ACH-000407,-0.19446044001499999
ACH-000408,0.034094139252499996
ACH-000410,-0.222564613258
ACH-000411,0.09704138572349999
ACH-000414,-0.166167453798
ACH-000415,-0.175481819072
ACH-000416,-0.056074135854400006
ACH-000420,-0.117002442102
ACH-000421,-0.0063618100440099995
ACH-000424,-0.14830018431800002
ACH-000425,-0.0417691000604
ACH-000426,-0.0600457489471
ACH-000427,-0.06057792158940001
ACH-000433,-0.252852410035
ACH-000436,-0.0160027246002
ACH-000444,-0.157646077548
ACH-000445,-0.22410377464899997
ACH-000448,0.036827429757800005
ACH-000450,-0.0180722157989
ACH-000452,-0.06252724504599999
ACH-000454,-0.08190902220339999
ACH-000458,0.09118223883960001
ACH-000459,-0.247843676168
ACH-000460,-0.21886735989
ACH-000461,-0.170918522875
ACH-000463,-0.20930379532200002
ACH-000464,0.25090732573
ACH-000466,-0.036504225524400004
ACH-000467,-0.132328058322
ACH-000468,-0.293628469045
ACH-000469,-0.277083917537
ACH-000470,0.0626582016247
ACH-000471,-0.0674947791844
ACH-000472,0.0395813041371
ACH-000473,-0.188027709028
ACH-000475,-0.043899253404099996
ACH-000476,0.047699456238199996
ACH-000477,0.027263098865900004
ACH-000480,0.0151668525896
ACH-000481,-0.213851016047
ACH-000483,-0.0846064395627
ACH-000484,0.197078219374
ACH-000485,-0.0875409321816
ACH-000486,0.043421223043
ACH-000487,-0.27638082119699997
ACH-000488,0.05646622443390001
ACH-000490,-0.0570964539814
ACH-000491,-0.13339270009
ACH-000495,-0.0466846323186
ACH-000496,-0.323280495656
ACH-000499,-0.297961986113
ACH-000500,-0.28274893911
ACH-000502,-0.06508088159730001
ACH-000503,0.041362774178199994
ACH-000505,-0.07322283788869999
ACH-000507,-0.160434525221
ACH-000510,-0.137490202448
ACH-000511,-0.266933155616
ACH-000512,-0.16479473128
ACH-000516,-0.124316492156
ACH-000517,-0.0699838301164
ACH-000518,-0.0619172170867
ACH-000520,-0.263402914356
ACH-000521,-0.136584049827
ACH-000522,-0.317850318453
ACH-000524,-0.051363009109
ACH-000527,0.022802225087
ACH-000528,-0.0665405677122
ACH-000537,-0.08626610017660001
ACH-000541,0.0163242456464
ACH-000542,0.0510054926221
ACH-000544,-0.09758768353660001
ACH-000545,-0.0749143093908
ACH-000547,-0.0391874583565
ACH-000548,-0.0339133185329
ACH-000549,0.079790844513
ACH-000550,0.022998320479599998
ACH-000552,-0.148411075238
ACH-000556,-0.10882023248
ACH-000557,-0.0260448440352
ACH-000570,-0.0402408480566
ACH-000571,-0.161604492001
ACH-000573,-0.09157555395980001
ACH-000576,-0.122059405105
ACH-000580,-0.060078054481199995
ACH-000584,-0.010394936061200002
ACH-000585,-0.0941831436434
ACH-000588,-0.0788997690598
ACH-000589,-0.148299640381
ACH-000591,-0.286744668041
ACH-000593,-0.244011093537
ACH-000600,-0.0638239206653
ACH-000601,-0.030002503558799996
ACH-000604,-0.213046039994
ACH-000605,-0.498789774516
ACH-000606,-0.13660735409299998
ACH-000608,0.158684492022
ACH-000614,0.20564227868
ACH-000616,0.0156767503941
ACH-000618,-0.15980650816400002
ACH-000619,0.0013084272314
ACH-000620,-0.0793284020434
ACH-000621,-0.21266643138799998
ACH-000622,-0.175681851093
ACH-000623,-0.184056784723
ACH-000624,-0.162313388267
ACH-000627,-0.257536820275
ACH-000630,0.0252990439102
ACH-000632,-0.0767960715773
ACH-000633,0.129652049364
ACH-000637,-0.169413706082
ACH-000638,-0.00334503126805
ACH-000646,-0.133122205104
ACH-000647,-0.0554235290071
ACH-000648,-0.09530207667860001
ACH-000649,-0.128053700609
ACH-000651,-0.096746984584
ACH-000652,-0.220706778816
ACH-000653,-0.204933245893
ACH-000657,-0.18808371693599998
ACH-000658,-0.005883562432520001
ACH-000661,0.09784347238590001
ACH-000662,-0.0906321081007
ACH-000663,-0.084198967205
ACH-000665,-0.130205449519
ACH-000671,-0.0973982769307
ACH-000673,-0.124991783062
ACH-000676,-0.11464472629000001
ACH-000677,-0.389395904752
ACH-000681,0.040729105745699996
ACH-000682,-0.05973134029590001
ACH-000683,-0.143543997828
ACH-000684,-0.259242825204
ACH-000688,-0.240920660709
ACH-000693,-0.12514848481
ACH-000694,0.0626208835401
ACH-000695,0.0198911579292
ACH-000696,-0.161519712888
ACH-000697,-0.13100458416
ACH-000699,-0.051201163386599996
ACH-000701,-0.202179459961
ACH-000706,-0.155098820972
ACH-000711,-0.007122136264750001
ACH-000713,-0.219126412545
ACH-000714,-0.11067966325300001
ACH-000718,-0.07961410748389999
ACH-000720,-0.15711932213
ACH-000721,-0.214407597064
ACH-000724,0.2755898582
ACH-000725,-0.198080758677
ACH-000732,-0.0827229164632
ACH-000734,-0.21023210232099998
ACH-000735,-0.162031187389
ACH-000736,-0.274473464452
ACH-000738,-0.07320386153080001
ACH-000746,-0.331880106299
ACH-000747,-0.424688129058
ACH-000748,-0.10919840308
ACH-000753,-0.0544793025311
ACH-000756,-0.340584141754
ACH-000757,-0.200697226389
ACH-000758,-0.262133243306
ACH-000760,-0.0825262943936
ACH-000763,-0.136678122289
ACH-000764,-0.17019703926399998
ACH-000765,-0.137364444361
ACH-000766,-0.0672290071439
ACH-000767,0.0986047244381
ACH-000768,-0.136154286783
ACH-000769,-0.34685747319
ACH-000770,-0.139366359154
ACH-000771,-0.0173855747026
ACH-000773,0.044149433660199994
ACH-000776,-0.242043208493
ACH-000777,-0.0603581600685
ACH-000778,-0.495431955399
ACH-000781,-0.104330868879
ACH-000782,-0.028300273061900003
ACH-000783,0.058255817291
ACH-000784,-0.22442678179900002
ACH-000785,-0.154721307246
ACH-000787,-0.21364259790999998
ACH-000788,-0.10944464222400001
ACH-000791,-0.146919517064
ACH-000792,-0.08876326710060001
ACH-000794,-0.187834334912
ACH-000796,0.0889897254971
ACH-000799,0.0105505889836
ACH-000800,-0.178335773446
ACH-000802,-0.116517307105
ACH-000804,-0.47796759670199995
ACH-000805,0.0777066250048
ACH-000809,-0.0807441785349
ACH-000810,-0.147990746023
ACH-000811,-0.044508212996199996
ACH-000817,-0.152139184629
ACH-000819,-0.10667776063100001
ACH-000820,0.0648644454026
ACH-000821,-0.229305170423
ACH-000822,-0.0661629207383
ACH-000823,-0.257250882135
ACH-000824,0.160716367689
ACH-000827,-0.0878244435242
ACH-000829,-0.0206085349127
ACH-000831,-0.269564373557
ACH-000832,-0.109311535419
ACH-000833,0.124641898305
ACH-000834,-0.04401684267530001
ACH-000835,-0.145228094041
ACH-000836,0.06200188146840001
ACH-000837,-0.129100154385
ACH-000838,-0.0834654336163
ACH-000839,-0.135479898844
ACH-000840,-0.119398478586
ACH-000841,-0.14513887413499998
ACH-000843,-0.0705263768392
ACH-000846,-0.11798396528899999
ACH-000847,-0.199691584022
ACH-000848,-0.0805966775366
ACH-000849,-0.0237669256688
ACH-000851,-0.302898158905
ACH-000855,0.336503804638
ACH-000856,-0.224183962603
ACH-000858,-0.048060600174599996
ACH-000859,-0.028387390558000002
ACH-000861,-0.205772978136
ACH-000862,-0.19337105144699998
ACH-000865,-0.111467978397
ACH-000866,-0.10129870519200002
ACH-000867,-0.019578117709400003
ACH-000869,-0.21837686516199997
ACH-000872,-0.23236088693000004
ACH-000873,-0.113368948203
ACH-000876,-0.0727266802923
ACH-000878,0.0349933375443
ACH-000880,-0.100336681929
ACH-000881,-0.0677391746868
ACH-000882,-0.131661174687
ACH-000884,-0.0309657652117
ACH-000885,-0.177620605745
ACH-000887,-0.17875217721
ACH-000888,0.0235597423415
ACH-000889,-0.0915099035125
ACH-000890,-0.26891752304
ACH-000896,-0.05603107338169999
ACH-000898,-0.0266606128984
ACH-000900,0.11963611703600001
ACH-000901,-0.120055862484
ACH-000905,-0.17340383955400002
ACH-000906,-0.12900977585
ACH-000907,-0.09631389193119999
ACH-000910,0.0795745402878
ACH-000911,-0.0624769356611
ACH-000912,-0.17161431810699998
ACH-000913,-0.161634961565
ACH-000915,-0.259345935544
ACH-000916,0.481182364038
ACH-000917,-0.00345212741049
ACH-000921,-0.169427955075
ACH-000924,-0.109497483037
ACH-000926,0.010502285553700003
ACH-000928,-0.18998779343699998
ACH-000929,-0.142278872917
ACH-000932,-0.21574308799000003
ACH-000935,-0.165130756459
ACH-000936,-0.06854508148459999
ACH-000937,-0.0472471871947
ACH-000938,-0.122742888593
ACH-000939,-0.147677332966
ACH-000941,0.23980477859700003
ACH-000943,-0.119574041483
ACH-000946,-0.168153805157
ACH-000947,-0.0504017619106
ACH-000948,-0.0103138702643
ACH-000950,-0.146513692033
ACH-000953,-0.215792759423
ACH-000957,-0.18064032009599998
ACH-000958,-0.157306312606
ACH-000960,-0.0772234863378
ACH-000963,-0.020004467599400003
ACH-000968,-0.229517298872
ACH-000969,-0.110076677299
ACH-000973,-0.115004541865
ACH-000974,-0.140759366292
ACH-000975,-0.20103931075599998
ACH-000976,-0.26955994591
ACH-000978,-0.0578626814718
ACH-000980,-0.10140040021199999
ACH-000984,-0.231907317848
ACH-000986,-0.316106552478
ACH-000988,-0.0852098576221
ACH-000993,-0.230087502548
ACH-000994,-0.239412228926
ACH-000996,-0.0599090248601
ACH-001001,-0.174945790819
ACH-001020,-0.332276807457
ACH-001028,-0.0803303144425
ACH-001031,-0.15812745006200002
ACH-001038,-0.049646968935199993
ACH-001048,-0.168221117471
ACH-001050,-0.267966721197
ACH-001053,-0.127090405963
ACH-001054,-0.111707064463
ACH-001061,0.06810951995299999
ACH-001067,-0.249326611014
ACH-001075,-0.06300177428539999
ACH-001096,-0.123611205067
ACH-001128,-0.0245028157564
ACH-001134,-0.0569811176205
ACH-001151,-0.07760693751360001
ACH-001163,-0.1985011516
ACH-001164,0.110627415534
ACH-001173,-0.0676311037813
ACH-001183,0.0917144673681
ACH-001184,-0.124829959526
ACH-001190,-0.157386489637
ACH-001192,-0.26791127886300004
ACH-001193,-0.050970239482
ACH-001196,-0.166134273196
ACH-001197,-0.0870858471139
ACH-001205,-0.00146616967107
ACH-001211,-0.045611263115900004
ACH-001212,-0.161222855592
ACH-001228,-0.024887561778700003
ACH-001232,-0.146265116402
ACH-001239,-0.024853607263500003
ACH-001274,-0.120910498477
ACH-001275,-0.123504548497
ACH-001277,-0.266164887493
ACH-001278,-0.0214108694942
ACH-001280,-0.140112165532
ACH-001283,-0.2142180019
ACH-001289,-0.0992523140986
ACH-001295,-0.0177970789117
