,NRG3 (10718)
ACH-000004,0.106408109251
ACH-000007,0.0986075630312
ACH-000009,-0.10388339376700001
ACH-000011,-0.17441552962999998
ACH-000012,-0.020594130195900003
ACH-000013,0.0721068097687
ACH-000014,-0.07328145909089999
ACH-000015,0.0173572406461
ACH-000017,-0.08886332496239999
ACH-000018,-0.035608532327300005
ACH-000019,0.23624657775400001
ACH-000021,0.09735292704250001
ACH-000022,0.136700286493
ACH-000025,-0.0510754800787
ACH-000028,0.0120278697954
ACH-000030,-0.331697809851
ACH-000035,-0.072819618251
ACH-000036,-0.048133067133599994
ACH-000037,-0.16492716724099998
ACH-000039,-0.226613830856
ACH-000040,-0.107719798017
ACH-000041,-0.0157419082624
ACH-000042,-0.013117758782799999
ACH-000045,0.09527965113339999
ACH-000047,-0.023693784129499997
ACH-000052,-0.37054680954499997
ACH-000053,-0.0548850957204
ACH-000054,-0.150056137771
ACH-000055,0.032616282927
ACH-000060,-0.0530535372557
ACH-000067,-0.209474845755
ACH-000070,0.107591989691
ACH-000075,-0.125335381032
ACH-000078,-0.034174068568599995
ACH-000082,-0.015873514909899997
ACH-000085,0.0682113304488
ACH-000086,-0.09089027005989998
ACH-000087,0.118510233015
ACH-000092,0.0316344027893
ACH-000095,-0.116751615463
ACH-000097,-0.0912469689095
ACH-000098,0.0076717942208100005
ACH-000099,-0.128903819591
ACH-000108,0.113936010217
ACH-000113,0.004715570191810001
ACH-000115,0.10378380155099999
ACH-000116,-0.043750186204699996
ACH-000118,-0.100637426065
ACH-000120,0.0142541442648
ACH-000123,-0.18504630072500003
ACH-000127,0.00295993169945
ACH-000128,0.190589863567
ACH-000132,-0.116512084827
ACH-000133,-0.08117700086889999
ACH-000137,-0.11294054410999999
ACH-000138,0.0821734546445
ACH-000142,0.270293929312
ACH-000143,0.069966997333
ACH-000146,0.062248680849900005
ACH-000148,-0.12004730273700001
ACH-000150,-0.111149156973
ACH-000152,0.0565583594392
ACH-000153,0.174288036517
ACH-000159,0.00322427194948
ACH-000160,-0.127363890944
ACH-000163,-0.165773201545
ACH-000167,0.06578689564109999
ACH-000168,-0.0413004423751
ACH-000169,0.127880494514
ACH-000178,-0.00207503236434
ACH-000182,0.022314484109799998
ACH-000183,-0.211548389727
ACH-000188,-0.0155962971854
ACH-000189,0.12170940778599999
ACH-000190,-0.0789707065713
ACH-000198,0.017435821572
ACH-000204,0.00417108094291
ACH-000206,0.0931318347444
ACH-000207,0.00168141359578
ACH-000211,-0.10334359626800001
ACH-000215,0.105809096801
ACH-000221,0.121263077178
ACH-000222,0.166263975195
ACH-000223,0.06364665008449999
ACH-000226,-0.078630296785
ACH-000227,-0.22409216861200001
ACH-000228,-0.204630151234
ACH-000231,-0.008418018909699999
ACH-000232,-0.106859453036
ACH-000233,0.029173170112
ACH-000234,0.08754990135339999
ACH-000235,0.004924525648029999
ACH-000237,0.0232175390279
ACH-000238,-0.105059487236
ACH-000243,-0.08047051280060001
ACH-000244,0.20579482692499998
ACH-000246,0.10297838333900002
ACH-000248,-0.0217689954801
ACH-000250,0.0274319230017
ACH-000251,-0.281731384445
ACH-000253,0.011404805019799999
ACH-000255,-0.039981250902
ACH-000256,-0.191975844773
ACH-000257,-0.41630917349200003
ACH-000258,-0.36093789489399997
ACH-000259,-0.0342442754828
ACH-000260,-0.118376753312
ACH-000261,-0.0444976995474
ACH-000262,0.04666899032480001
ACH-000263,0.010336432558600001
ACH-000264,-0.04767100031830001
ACH-000265,-0.019639431106400002
ACH-000266,0.060923334303199995
ACH-000272,0.050009084864800005
ACH-000273,-0.014413443134299998
ACH-000274,0.0728356654132
ACH-000277,0.009804978931719999
ACH-000278,0.152961852111
ACH-000279,0.009786492424629999
ACH-000280,0.00536000941
ACH-000281,-0.0733617495302
ACH-000288,0.0335474353212
ACH-000291,0.0358584931819
ACH-000293,-0.108594071782
ACH-000294,-0.154459898785
ACH-000295,-0.09439871729049999
ACH-000296,0.020291346614299998
ACH-000302,0.11445849503200001
ACH-000304,-0.0111901164163
ACH-000307,-0.142500959166
ACH-000308,0.0634084062796
ACH-000310,-0.207509473374
ACH-000311,-0.00214449027099
ACH-000312,0.0385862383589
ACH-000315,-0.0307836593304
ACH-000316,-0.0416653919094
ACH-000317,-0.188746476037
ACH-000318,-0.20927198335900002
ACH-000319,-0.21008172309099998
ACH-000320,-0.0151339460191
ACH-000322,0.0712874235531
ACH-000323,-0.041518168424199996
ACH-000324,-0.144132725089
ACH-000329,-0.0148785849468
ACH-000330,-0.00588711082439
ACH-000331,-0.00309166536469
ACH-000332,0.0618396842667
ACH-000334,0.15265288421499998
ACH-000335,-0.0240400646786
ACH-000336,0.09638623890010001
ACH-000337,-0.08402838808160001
ACH-000339,-0.12837654936100001
ACH-000341,0.00792887614613
ACH-000348,0.027112315361900004
ACH-000350,0.028380638014599998
ACH-000352,0.0368167259372
ACH-000356,0.16645099358100002
ACH-000361,0.10550577937000001
ACH-000362,0.023137110465799998
ACH-000363,0.031264104152900006
ACH-000364,0.09626664142710001
ACH-000365,-0.0284543104355
