,PARVG (64098)
ACH-000004,0.10068345782
ACH-000007,0.22677026187899998
ACH-000009,-0.10004809913799999
ACH-000011,0.0676440214585
ACH-000012,0.0037432366391399997
ACH-000013,0.0171181891696
ACH-000014,-0.031711492482599996
ACH-000015,0.21654517879700003
ACH-000017,0.18000148407900002
ACH-000018,0.029455734296
ACH-000019,0.150552436205
ACH-000021,0.13560070669000002
ACH-000022,0.155663383253
ACH-000025,0.197013907778
ACH-000028,0.014214915219700001
ACH-000030,0.10348563447
ACH-000035,0.10575195824999999
ACH-000036,-0.0443130454131
ACH-000037,0.08820358812760001
ACH-000039,0.15471764469799998
ACH-000040,0.0131756332178
ACH-000041,0.06988748066339999
ACH-000042,0.023693434182099998
ACH-000045,0.217156962104
ACH-000047,0.212222948202
ACH-000052,0.0776273679787
ACH-000053,0.143774038305
ACH-000054,0.0964100523281
ACH-000055,0.06021660995619999
ACH-000060,0.043861647712000004
ACH-000067,0.0827068068567
ACH-000070,0.222271057365
ACH-000075,0.065708233877
ACH-000078,0.05119460664869999
ACH-000082,0.08913670959589999
ACH-000085,-0.06647989501540001
ACH-000086,0.193524628867
ACH-000087,0.038956013695699995
ACH-000092,0.168801708579
ACH-000095,0.13350567457100002
ACH-000097,0.021240799208299996
ACH-000098,0.069002229099
ACH-000099,0.148587876756
ACH-000108,0.0594969966052
ACH-000113,0.0565985044054
ACH-000115,-0.0748639672798
ACH-000116,0.257515761797
ACH-000118,0.0375242936887
ACH-000120,0.0465880718836
ACH-000123,0.169537355091
ACH-000127,-0.121933848805
ACH-000128,0.183169432056
ACH-000132,0.171581686663
ACH-000133,-0.00227892438494
ACH-000137,-0.182792864611
ACH-000138,0.247321333982
ACH-000142,0.282210220314
ACH-000143,-0.0662814101397
ACH-000146,0.0371880962181
ACH-000148,0.154174747225
ACH-000150,0.254921991129
ACH-000152,0.10254396032400001
ACH-000153,-0.0306259834665
ACH-000159,0.11255296024599999
ACH-000160,0.196510571216
ACH-000163,0.0717444283995
ACH-000167,-0.0672940652935
ACH-000168,0.285220968414
ACH-000169,0.163390410519
ACH-000178,0.09644545270430001
ACH-000182,0.317141451442
ACH-000183,0.0375181910552
ACH-000188,-0.08119422850939999
ACH-000189,0.155287937947
ACH-000190,0.129910649878
ACH-000198,0.253131902488
ACH-000204,-0.0296804536913
ACH-000206,0.151591554892
ACH-000207,-0.016113916989599998
ACH-000211,0.153016814783
