,VIL1 (7429)
ACH-000004,-0.0763775837642
ACH-000007,0.09996271927719999
ACH-000009,-0.331195809788
ACH-000011,-0.0348492308618
ACH-000012,-0.0619643660394
ACH-000013,-0.0406135235234
ACH-000014,-0.147178223252
ACH-000015,-0.0379783622414
ACH-000017,-0.0121304634091
ACH-000018,0.153238988478
ACH-000019,0.0417040221831
ACH-000021,-0.0430683090599
ACH-000022,-0.157331601466
ACH-000025,0.072538021269
ACH-000028,-0.103900265273
ACH-000030,-0.0190514149573
ACH-000035,0.134786617876
ACH-000036,-0.0903843327666
ACH-000037,-0.09120745560280001
ACH-000039,0.08586242305670001
ACH-000040,-0.0978364321762
ACH-000041,-0.352894185746
ACH-000042,-0.0745980195171
ACH-000045,-0.233390349736
ACH-000047,-0.21798673391999998
ACH-000052,-0.054098264069800006
ACH-000053,-0.0076413300168599995
ACH-000054,0.012162744100600002
ACH-000055,0.20289140251899998
ACH-000060,0.0318499714089
ACH-000067,0.0664258550214
ACH-000070,-0.00496943040083
ACH-000075,0.104868732145
ACH-000078,-0.189856389184
ACH-000082,-0.021371093675
ACH-000085,-0.019343026435099997
ACH-000086,0.103871937235
ACH-000087,-0.164867484812
ACH-000092,-0.00385475160785
ACH-000095,-0.0634660981599
ACH-000097,-0.13653561486
ACH-000098,-0.024979186266700003
ACH-000099,-0.0073242265610999994
ACH-000108,-0.0380001395451
ACH-000113,-0.0494928375973
ACH-000115,-0.10835520119200001
ACH-000116,-0.0328482414319
ACH-000118,-0.0344944584757
ACH-000120,-0.0340662094862
ACH-000123,-0.173579760167
ACH-000127,-0.00563087353167
ACH-000128,-0.025824589226199998
ACH-000132,-0.0228530565123
ACH-000133,-0.178033081096
ACH-000137,-0.06631879768269999
ACH-000138,-0.0714133154181
ACH-000142,-0.142799049894
ACH-000143,-0.0380058487739
ACH-000146,-0.047194906943800005
ACH-000148,0.0303520176622
ACH-000150,-0.0477958966216
ACH-000152,-0.0807641401254
ACH-000153,-0.0311914274525
ACH-000159,-0.0503946180949
ACH-000160,0.0878554086292
ACH-000163,-0.0665731226059
ACH-000167,-0.142287421705
ACH-000168,-0.330567251985
ACH-000169,-0.17563870668200002
ACH-000178,-0.0680451363041
ACH-000182,-0.0311687171698
ACH-000183,-0.0783185685559
ACH-000188,-0.026237420187
ACH-000189,-0.011138867706200001
ACH-000190,-0.252876152001
ACH-000198,-0.15354864711
ACH-000204,-0.10396418040100001
ACH-000206,0.019642372606
ACH-000207,0.305206941609
ACH-000211,-0.10319021582900001
ACH-000215,0.0662642794444
ACH-000221,-0.035972144077199994
ACH-000222,-0.189741040572
ACH-000223,0.0207752554747
ACH-000226,0.0713247056983
ACH-000227,-0.033556760595
ACH-000228,0.0626152396499
ACH-000231,0.0632171410718
ACH-000232,-0.116865004063
ACH-000233,0.047098001365199996
ACH-000234,-0.12075915975099999
ACH-000235,-0.0994652129802
ACH-000237,-0.09921026189339999
ACH-000238,0.0840632395327
ACH-000243,-0.0500348405874
ACH-000244,-0.109571293328
ACH-000246,-0.167001070272
ACH-000248,0.0201816755233
ACH-000250,-0.172208909628
ACH-000251,-0.00323918268443
ACH-000253,0.0219955687266
ACH-000255,-0.167673407117
ACH-000256,0.00764583120041
ACH-000257,-0.045946450388
ACH-000258,-0.0946621731093
ACH-000259,-0.142719500068
ACH-000260,-0.042295929838800005
ACH-000261,0.0166858212008
ACH-000262,0.009926649478979999
ACH-000263,0.558063190787
ACH-000264,-0.116307895244
ACH-000265,-0.08826424017930001
ACH-000266,-0.0620086281532
ACH-000272,-0.24028147608199998
ACH-000273,-0.0410350575809
ACH-000274,0.016681217009700003
ACH-000277,0.0212398033267
ACH-000278,-0.0215614865311
ACH-000279,-0.139826030075
ACH-000280,-0.17156289307300002
ACH-000281,-0.115746853257
ACH-000288,-0.130488886681
ACH-000291,-0.104356233817
ACH-000293,-0.163167691963
ACH-000294,0.113333529611
ACH-000295,-0.034686334394400005
ACH-000296,0.0353194746736
ACH-000302,-0.06288188438509999
ACH-000304,-0.085638193449
ACH-000307,-0.014781352923
ACH-000308,-0.06499364922999999
ACH-000310,-0.336355994157
ACH-000311,0.0641962361466
ACH-000312,-0.173830274444
ACH-000315,0.0727836735892
ACH-000316,0.00139717360048
ACH-000317,-0.159462200776
ACH-000318,0.22002495252300003
ACH-000319,0.226774031704
ACH-000320,-0.197629536556
ACH-000322,0.025590594939900003
ACH-000323,0.10943057542300001
ACH-000324,-0.18526074789299998
ACH-000329,-0.093101728385
ACH-000330,0.11763875035
ACH-000331,0.09430242834580001
ACH-000332,-0.115654513884
ACH-000334,0.17818942987199998
ACH-000335,-0.14144376230699998
ACH-000336,-0.00365173857375
ACH-000337,0.193620524879
ACH-000339,-0.110082600432
ACH-000341,0.150187907645
ACH-000348,-0.13776153761499998
ACH-000350,-0.0685240016712
ACH-000352,0.00379130405393
ACH-000356,0.0824941716953
ACH-000361,0.0680768733369
ACH-000362,-0.139160645839
ACH-000363,-0.00251456144281
ACH-000364,0.0430835717992
ACH-000365,-0.017578778612400002
ACH-000366,-0.108040164112
ACH-000368,0.023670560465599996
ACH-000374,-0.065602874531
ACH-000375,-0.0914109165938
ACH-000376,0.015486654117700002
