,RRP1B (23076)
ACH-000004,-0.0774511852011
ACH-000007,0.062377906503
ACH-000009,-0.005169862571510001
ACH-000011,0.140660187492
ACH-000012,0.019678649380400003
ACH-000013,-0.0539676128868
ACH-000014,0.207690615409
ACH-000015,-0.0884713574762
ACH-000017,-0.0455329397294
ACH-000018,-0.25821234143599997
ACH-000019,-0.25209284474599997
ACH-000021,0.0876998102723
ACH-000022,-0.129184633105
ACH-000025,0.0475789327681
ACH-000028,0.0069866736813000005
ACH-000030,-0.046371576514800006
ACH-000035,0.025975741691400003
ACH-000036,-0.122006942294
ACH-000037,-0.0787456251647
ACH-000039,0.123334399517
ACH-000040,0.367638756649
ACH-000041,0.0493608548657
ACH-000042,-0.13699348419000001
ACH-000045,0.0110870340467
ACH-000047,0.0219480791972
ACH-000052,-0.099954604843
ACH-000053,0.0334932448515
ACH-000054,-0.0525972289781
ACH-000055,0.0351755408339
ACH-000060,-0.156024017999
ACH-000067,0.021525110140499997
ACH-000070,0.14405869951300002
ACH-000075,0.0904794903322
ACH-000078,-0.134748272523
ACH-000082,-0.00756063701306
ACH-000085,-0.00977977019921
ACH-000086,-0.0713472927699
ACH-000087,-0.21365235262499999
ACH-000092,-0.166810090685
ACH-000095,-0.17490191800000002
ACH-000097,-0.125657273074
ACH-000098,0.0750180990742
ACH-000099,-0.047240684054399996
ACH-000108,-0.297845495939
ACH-000113,-0.0628163637225
ACH-000115,0.0570491540322
ACH-000116,0.0701275663391
ACH-000118,0.0834818997408
ACH-000120,-0.138798428348
ACH-000123,-0.053373097153599995
ACH-000127,-0.131540192786
ACH-000128,-0.0155493398553
ACH-000132,-0.020373542839400002
ACH-000133,-0.0124102695404
ACH-000137,0.0346283287401
ACH-000138,0.177768430574
ACH-000142,-0.159275753139
ACH-000143,0.00694446304134
ACH-000146,-0.180119178816
ACH-000148,0.11243491353599999
ACH-000150,-0.133099374933
ACH-000152,-0.06593335186459999
ACH-000153,-0.0807967677287
ACH-000159,-0.147483017007
ACH-000160,-0.0590829302254
ACH-000163,0.0925667484086
ACH-000167,-0.187362010139
ACH-000168,-0.209251171634
ACH-000169,0.07965177564749999
ACH-000178,-0.06608544460230001
ACH-000182,0.038227602320800004
ACH-000183,-0.00331391640623
ACH-000188,0.103373290641
ACH-000189,0.153422494397
ACH-000190,0.544370404417
ACH-000198,0.106410709485
ACH-000204,0.12340092900699999
ACH-000206,0.22391451283000002
ACH-000207,-0.24829264364
ACH-000211,-0.0669475632393
ACH-000215,-0.0333958955771
ACH-000221,0.126739615677
ACH-000222,0.015393107508100001
ACH-000223,0.0790196615441
ACH-000226,0.00623495671386
ACH-000227,0.10289733471899999
ACH-000228,0.0724070690975
ACH-000231,-0.14121866077700002
ACH-000232,-0.021299662957
ACH-000233,0.068666649965
ACH-000234,-0.055372187925000003
ACH-000235,-0.0597396961852
ACH-000237,-0.042955442807800004
ACH-000238,-0.211950721792
ACH-000243,0.0004962055424639999
ACH-000244,-0.284496623378
ACH-000246,0.0827047113036
ACH-000248,0.0982040242028
ACH-000250,-0.185012408705
ACH-000251,-0.0835546781975
ACH-000253,0.042070920579000005
ACH-000255,0.166751745243
ACH-000256,0.2936534099
ACH-000257,-0.006223629443739999
ACH-000258,0.228676596503
ACH-000259,-0.04756240177209999
ACH-000260,-0.16162955404100002
ACH-000261,-0.0359733194509
ACH-000262,-0.19719867206900002
ACH-000263,-0.0536009726987
ACH-000264,-0.187542364484
ACH-000265,0.00323072446263
ACH-000266,-0.0940819970153
ACH-000272,0.123841772694
ACH-000273,-0.06273725627230001
ACH-000274,-0.0621100583646
ACH-000277,0.08255608839919999
ACH-000278,-0.014813234628899998
ACH-000279,-0.0561002444345
ACH-000280,-0.08553111426539999
ACH-000281,-0.121040978915
