,PTHLH (5744)
ACH-000004,0.1541799803
ACH-000007,0.104961276139
ACH-000009,0.0848638659405
ACH-000011,0.021473328166499998
ACH-000012,0.320930337494
ACH-000013,0.012020661410999998
ACH-000014,0.16782798018599998
ACH-000015,-0.000988860832287
ACH-000017,0.158336268193
ACH-000018,0.124435195567
ACH-000019,0.323917444133
ACH-000021,0.11176260324000001
ACH-000022,0.166701704592
ACH-000025,0.229285097419
ACH-000028,0.253596743565
ACH-000030,0.191540048979
ACH-000035,0.11132599973400001
ACH-000036,0.290613368366
ACH-000037,0.17922164075
ACH-000039,-0.0347515124392
ACH-000040,0.0720914375005
ACH-000041,0.148711584515
ACH-000042,0.15708109590999997
ACH-000045,0.046367184549799996
ACH-000047,0.141063688449
ACH-000052,0.22321551446600002
ACH-000053,0.0649771552479
ACH-000054,0.0473863617839
ACH-000055,0.068889414415
ACH-000060,0.00366470712893
ACH-000067,0.179210561395
ACH-000070,0.227014752802
ACH-000075,0.315316489747
ACH-000078,-0.031977732097499996
ACH-000082,0.16096626756500002
ACH-000085,0.14714197449400002
ACH-000086,0.0296010441484
ACH-000087,0.185826333286
ACH-000092,0.128491985059
ACH-000095,0.123249143612
ACH-000097,0.11021134853299999
ACH-000098,0.20876981489100002
ACH-000099,0.0033824361340900003
ACH-000108,0.186132687441
ACH-000113,0.0810483606767
ACH-000115,0.034449671907599996
ACH-000116,-0.0686895249256
ACH-000118,0.023162834131099996
ACH-000120,0.152598599449
ACH-000123,0.013017147440899999
ACH-000127,0.0833239041377
ACH-000128,0.0068647721822100004
ACH-000132,0.136377413957
ACH-000133,-0.016750021232700002
ACH-000137,-0.07574871507
ACH-000138,0.16929548576200001
ACH-000142,0.169132876848
ACH-000143,-0.106706690017
ACH-000146,-0.21489258622
ACH-000148,0.138801138442
ACH-000150,0.198211386462
ACH-000152,0.178277034675
ACH-000153,0.213783382236
ACH-000159,0.00897855098889
ACH-000160,0.124837681246
ACH-000163,-0.011537501314600001
ACH-000167,0.0321248396967
ACH-000168,0.290782032282
ACH-000169,0.116699697033
ACH-000178,0.015821177965599998
ACH-000182,0.113524123389
ACH-000183,0.0369065097678
ACH-000188,-0.0036097622627699996
ACH-000189,0.221316236242
ACH-000190,0.14878578889799998
ACH-000198,0.168566456743
ACH-000204,-0.0116706765484
ACH-000206,0.0492217796875
ACH-000207,0.16199403582900002
ACH-000211,0.20352813737300002
ACH-000215,0.0790910020705
ACH-000221,0.20576497448
ACH-000222,0.220827125284
ACH-000223,0.0960080406368
ACH-000226,0.0869914068529
ACH-000227,0.22234696136799997
ACH-000228,0.024705215208299998
ACH-000231,0.17399037924400002
ACH-000232,0.07814939326539999
ACH-000233,0.29151777960999997
ACH-000234,0.0127559215114
ACH-000235,0.06434640084200001
ACH-000237,0.0295940472885
ACH-000238,0.180780237109
ACH-000243,0.0268781997904
ACH-000244,0.175238456041
ACH-000246,0.19309842997200002
ACH-000248,0.140380477807
ACH-000250,0.21105776772399998
ACH-000251,0.13095701432700002
ACH-000253,0.08292993869639999
ACH-000255,0.058593121091599996
ACH-000256,-0.0460845404268
ACH-000257,0.147752110955
ACH-000258,0.0792603204541
ACH-000259,0.198055925381
ACH-000260,0.37414606609800005
ACH-000261,0.162889473658
ACH-000262,0.250306116126
ACH-000263,-0.050104060269599994
ACH-000264,-0.0491690737682
ACH-000265,0.06921484715830001
ACH-000266,0.117679043532
ACH-000272,0.07933637972360001
ACH-000273,0.0935717563281
ACH-000274,0.131381870112
ACH-000277,0.202410245717
ACH-000278,0.237938390658
ACH-000279,0.0141097977007
ACH-000280,0.158326967718
ACH-000281,-0.0794720480072
ACH-000288,0.0241032462708
ACH-000291,0.10135826717900001
ACH-000293,0.20884753572999998
ACH-000294,-0.050830763775399995
ACH-000295,0.211537784366
ACH-000296,0.06465907546989999
ACH-000302,0.154547052344
ACH-000304,-0.0531680689078
ACH-000307,0.0304543707028
ACH-000308,0.137441060946
ACH-000310,0.182970033306
ACH-000311,0.18090455567699998
ACH-000312,0.324706637252
ACH-000315,0.166985074393
ACH-000316,0.020440326431
ACH-000317,0.258855440632
ACH-000318,0.0453979407548
ACH-000319,0.032959400815
ACH-000320,0.0668253637066
ACH-000322,0.0832043071353
ACH-000323,-0.0145054416861
ACH-000324,0.14646941849099998
ACH-000329,0.23206203437
ACH-000330,0.0672847692173
ACH-000331,0.0735278211702
ACH-000332,0.10821854447200001
ACH-000334,0.134818154188
ACH-000335,0.147826322063
ACH-000336,0.143715511757
ACH-000337,0.194015874703
ACH-000339,-0.0322295329175
ACH-000341,0.0906366590606
ACH-000348,0.169199670279
ACH-000350,0.010488941671700001
ACH-000352,0.16436774279000002
ACH-000356,-0.0325273835965
ACH-000361,-0.0964931011049
ACH-000362,0.15946783304099998
ACH-000363,0.11051283843800001
ACH-000364,0.264353951649
ACH-000365,-0.00309634281183
ACH-000366,0.09890586141550001
ACH-000368,-0.0337015186804
ACH-000374,0.260462042243
ACH-000375,-0.0197670713205
ACH-000376,0.082012443866
ACH-000381,0.241738363446
ACH-000383,0.22046706643199998
ACH-000387,-0.077135909505
ACH-000389,0.163075524729
ACH-000390,0.155606973852
ACH-000393,0.0265084782387
ACH-000395,-0.121082749658
ACH-000397,0.08483447744169999
ACH-000401,0.18995467236699998
ACH-000402,-0.308541172742
ACH-000403,0.120072412381
ACH-000404,0.29914829554600003
ACH-000406,0.143836776523
ACH-000407,-0.07407766656169999
ACH-000408,0.29280481879000003
ACH-000410,0.110416757749
ACH-000411,0.162631537225
ACH-000414,0.162287309739
ACH-000415,0.23603051115600002
ACH-000416,-0.113186720834
ACH-000420,0.337648601716
ACH-000421,0.189693650363
ACH-000424,-0.264231741568
ACH-000425,0.17763303006900003
ACH-000426,0.115142582851
ACH-000427,0.26029101417100003
ACH-000433,0.316398868362
ACH-000436,0.23354765859499999
ACH-000444,-0.134178783753
ACH-000445,0.173158136944
ACH-000448,0.129846940758
ACH-000450,0.18838881619800002
ACH-000452,0.046444564316
ACH-000454,-0.0578380414998
ACH-000458,-0.022568088378
ACH-000459,0.41824998148599996
ACH-000460,0.141553107368
ACH-000461,0.364817587663
ACH-000463,0.11380730113399999
ACH-000464,-0.124221366483
ACH-000466,0.10256467660299999
ACH-000467,0.0255442824279
ACH-000468,0.0610159492146
ACH-000469,0.26947007223999997
ACH-000470,-0.12822785746200002
ACH-000471,0.07952477447160002
ACH-000472,0.0734069302058
ACH-000473,0.172391312203
ACH-000475,0.0420619198582
ACH-000476,0.308516841541
ACH-000477,0.0657934360922
ACH-000480,0.0420822455385
ACH-000481,0.10202791662900002
ACH-000483,0.103150407993
ACH-000484,0.328031694203
ACH-000485,-0.0719099248849
ACH-000486,0.18578466147
ACH-000487,0.195796522289
ACH-000488,0.18034638174400003
ACH-000490,0.219392958408
ACH-000491,0.17367802437600002
ACH-000495,-0.0239351627454
ACH-000496,0.0299667593371
ACH-000499,0.24564520905200002
ACH-000500,0.20180944500999998
ACH-000502,0.106380570482
ACH-000503,0.10305453918600001
ACH-000505,-0.059455542713299996
ACH-000507,0.06959867837989998
ACH-000510,0.16384023270300002
ACH-000511,0.186902671804
ACH-000512,0.044713469848100006
ACH-000516,0.218958857194
ACH-000517,0.0161932476259
ACH-000518,0.16469504828099998
ACH-000520,0.02396027668
ACH-000521,0.150629186086
ACH-000522,0.121951832308
ACH-000524,-0.0385333154091
ACH-000527,0.136545187005
ACH-000528,0.179869031102
ACH-000537,0.17602047319699998
ACH-000541,0.24873101241700002
ACH-000542,0.119954413582
ACH-000544,0.179417747981
ACH-000545,0.125071842328
ACH-000547,-0.00462712129523
ACH-000548,0.133450974994
ACH-000549,0.23880160149500002
ACH-000550,0.172451658091
ACH-000552,0.128166116573
ACH-000556,0.037784684584499996
ACH-000557,0.0903747728507
ACH-000570,0.20691820324299998
ACH-000571,0.16179136950099998
ACH-000573,0.186015649161
ACH-000576,0.150988247771
ACH-000580,-0.06240081300869999
ACH-000584,0.171862650212
ACH-000585,0.132475906952
ACH-000588,-0.263460378956
ACH-000589,0.095167190374
ACH-000591,-0.0872030971493
ACH-000593,0.133543966482
ACH-000600,0.152717963979
ACH-000601,0.07913906500130001
ACH-000604,-0.019860105855299997
ACH-000605,0.22383085119600002
ACH-000606,0.10956289391599999
ACH-000608,0.33674965831
ACH-000614,0.15027029684499998
ACH-000616,0.232663314381
ACH-000618,0.08921551618580001
ACH-000619,0.194415785875
ACH-000620,0.17189867218199997
ACH-000621,0.0703677854041
ACH-000622,0.21803490597
ACH-000623,0.11694939937200001
ACH-000624,0.07861212580900001
ACH-000627,0.027143719198599998
ACH-000630,0.18106107521499998
ACH-000632,0.165577554417
ACH-000633,0.244554810152
ACH-000637,0.211886668744
ACH-000638,0.124511727624
ACH-000646,0.27279003039099997
ACH-000647,0.068363187863
ACH-000648,0.11110747913699999
ACH-000649,0.177382239054
ACH-000651,0.0122938013992
ACH-000652,0.0195206330288
ACH-000653,0.0680007762207
ACH-000657,0.141234746163
ACH-000658,0.317822821113
ACH-000661,0.1376361848
ACH-000662,0.17588373554499998
ACH-000663,0.0317535016056
ACH-000665,0.206039396268
ACH-000671,0.21597887877900002
ACH-000673,0.0789811489475
ACH-000676,0.011806931267699999
ACH-000677,0.0880260785267
ACH-000681,0.22013717336
ACH-000682,0.142404832454
ACH-000683,0.098179241732
ACH-000684,-0.0665897787298
ACH-000688,-0.162126310184
