,APOH (350)
ACH-000004,0.037046457363199996
ACH-000007,-0.19752412426399998
ACH-000009,-0.0645675206607
ACH-000011,0.179053691908
ACH-000012,-0.022494794064
ACH-000013,0.00812801236292
ACH-000014,0.0929366018661
ACH-000015,0.0736203722883
ACH-000017,0.0638914198616
ACH-000018,0.397418102816
ACH-000019,-0.26681872284499997
ACH-000021,-0.0414211061845
ACH-000022,0.0778394393326
ACH-000025,0.00917515263109
ACH-000028,0.0682773831635
ACH-000030,0.07864644739969999
ACH-000035,-0.09547317901529999
ACH-000036,-0.038001916231699996
ACH-000037,-0.0889574242558
ACH-000039,-0.07377191731539999
ACH-000040,0.050568942938900005
ACH-000041,-0.0151478535584
ACH-000042,-0.118198012682
ACH-000045,-0.0357295555554
ACH-000047,0.10797739755300001
ACH-000052,0.0679724033378
ACH-000053,-0.133165932753
ACH-000054,-0.000791799633493
ACH-000055,-0.2167910146
ACH-000060,-0.025517897420900004
ACH-000067,-0.0517196814105
ACH-000070,0.07990125786380001
ACH-000075,0.07773933355660001
ACH-000078,-0.130397215748
ACH-000082,0.00256063048727
ACH-000085,0.165071229222
ACH-000086,-0.165953565996
ACH-000087,0.131345337207
ACH-000092,0.03683915602790001
ACH-000095,0.0945353436215
ACH-000097,0.00510005967146
ACH-000098,0.0272609264427
ACH-000099,0.0691934159992
ACH-000108,-0.0562347698039
ACH-000113,0.0600011212863
ACH-000115,-0.21139415113899998
ACH-000116,0.0449439182616
ACH-000118,0.0562049625394
ACH-000120,-0.0188594918713
ACH-000123,0.011854009316000001
ACH-000127,0.0743729617507
ACH-000128,-0.0673514737367
ACH-000132,0.0722916746857
ACH-000133,0.00036584245609599996
ACH-000137,0.01114164514
ACH-000138,-0.0590797187284
ACH-000142,-0.0159652732274
ACH-000143,0.275464379197
ACH-000146,0.011928608830200001
ACH-000148,0.0811017245342
ACH-000150,-0.129991684175
ACH-000152,0.0018315923853199998
ACH-000153,0.194251922764
ACH-000159,0.0230139633724
ACH-000160,0.080701133711
ACH-000163,-0.10187281212200001
ACH-000167,-0.280748256154
ACH-000168,0.18111372388799998
ACH-000169,0.149363984675
ACH-000178,0.0459389707786
ACH-000182,0.12022647691400001
ACH-000183,-0.138066013768
ACH-000188,-0.027875819028599997
ACH-000189,0.225099525125
ACH-000190,-0.059025451960500006
ACH-000198,0.040526846312699996
ACH-000204,0.14160452510399998
ACH-000206,-0.0629392208059
ACH-000207,0.236107897647
ACH-000211,-0.028738209471299996
ACH-000215,0.034513914603
ACH-000221,0.058304867504400004
ACH-000222,0.021143901954200003
ACH-000223,-0.0245136516101
ACH-000226,0.102523641665
ACH-000227,-0.269363181017
ACH-000228,0.0641939580514
ACH-000231,-0.00476791595465
ACH-000232,-0.00261069554166
ACH-000233,0.138285052741
ACH-000234,-0.0695068918459
ACH-000235,0.0807540046174
ACH-000237,0.0397920903651
ACH-000238,-0.08592754266210001
ACH-000243,-0.0242514088421
ACH-000244,0.0165979431309
ACH-000246,0.126350345092
ACH-000248,-0.04882040878669999
ACH-000250,-0.09403445827479999
ACH-000251,0.28808726931999995
ACH-000253,-0.0430182832199
ACH-000255,-0.0263724323922
ACH-000256,-0.0927679092691
ACH-000257,0.0429056976437
ACH-000258,0.0186289827147
ACH-000259,0.022703226929799997
ACH-000260,0.0588316855521
ACH-000261,-0.015935082790600002
ACH-000262,-0.0780367118114
ACH-000263,-0.378531341889
ACH-000264,-0.014082204047100002
ACH-000265,-0.110508763232
ACH-000266,0.0490490258483
ACH-000272,0.145612698066
ACH-000273,0.0633289035887
ACH-000274,-0.109001894318
ACH-000277,0.0570395775396
ACH-000278,-0.0481362874425
ACH-000279,-0.013973572468999999
ACH-000280,-0.0649592345201
ACH-000281,0.042833375077599996
ACH-000288,-0.0177662902941
ACH-000291,0.115615712748
ACH-000293,0.08335157694069999
ACH-000294,-0.168524037778
ACH-000295,0.0834176341156
ACH-000296,-0.20100030436900002
ACH-000302,0.172967908726
ACH-000304,0.256381713022
ACH-000307,0.0149640193365
ACH-000308,0.057781547596500005
ACH-000310,-0.147693248482
ACH-000311,0.0260062914495
ACH-000312,-0.015584313890200001
ACH-000315,0.11560631800999999
ACH-000316,-0.0365723332922
ACH-000317,-0.0487630162072
ACH-000318,0.05143845613
ACH-000319,0.0188389947335
ACH-000320,0.09930307577710001
ACH-000322,0.26045245948199996
ACH-000323,0.0360602473587
ACH-000324,0.134383849339
ACH-000329,-0.0972706486204
ACH-000330,-0.145808280866
ACH-000331,0.07498007415300001
ACH-000332,0.05040207157869999
ACH-000334,0.0631288554865
ACH-000335,0.09540392573180001
ACH-000336,0.0666017845744
ACH-000337,-0.30668089903499995
ACH-000339,0.052802710226600005
ACH-000341,-0.011818045926999999
ACH-000348,0.00282436457665
ACH-000350,0.118535293989
ACH-000352,0.0560170560436
ACH-000356,0.176270953281
ACH-000361,0.25064014956
ACH-000362,0.142490413308
ACH-000363,-0.0322185716074
ACH-000364,0.112680259496
ACH-000365,-0.043849047055800006
ACH-000366,0.040228439010699994
ACH-000368,-0.0940853252622
ACH-000374,-0.011867800745
ACH-000375,0.24017917574
ACH-000376,-0.0363312259329
ACH-000381,0.122228790836
ACH-000383,-0.0199212561945
ACH-000387,0.133714769496
ACH-000389,-0.00829485324577
ACH-000390,0.0390897097751
ACH-000393,0.136518955961
ACH-000395,-0.10584088749600001
ACH-000397,0.026406443511900003
ACH-000401,0.17570594351
ACH-000402,0.14359607087999998
ACH-000403,0.010057927727200001
ACH-000404,-0.130315575553
ACH-000406,-0.010773310089300001
ACH-000407,0.0654038709396
ACH-000408,-0.177870339367
ACH-000410,-0.07054837991160001
ACH-000411,0.21532964285199999
ACH-000414,0.09450922820350001
ACH-000415,-0.036830508084
ACH-000416,-0.10648047290200001
ACH-000420,0.0829467753407
ACH-000421,0.0176718555655
ACH-000424,0.162559489066
ACH-000425,-0.048599946987899996
ACH-000426,0.0300853405255
ACH-000427,-0.00849105975698
ACH-000433,0.16338619878799998
ACH-000436,0.00622152426172
ACH-000444,0.185352040631
ACH-000445,-0.101728362832
ACH-000448,0.145077414909
ACH-000450,-0.24305641642099998
ACH-000452,-0.0434117722246
ACH-000454,0.0694281763552
ACH-000458,0.029232553815099996
ACH-000459,0.173994386723
ACH-000460,0.06012523236719999
ACH-000461,0.150366743607
ACH-000463,0.140880874534
ACH-000464,0.361034464782
ACH-000466,-0.22956874798000002
ACH-000467,-0.0943287767048
ACH-000468,-0.222370961739
ACH-000469,0.108718316434
ACH-000470,0.190081422622
ACH-000471,0.080275292771
ACH-000472,-0.0377320727392
ACH-000473,0.215211912375
ACH-000475,0.0629771429514
ACH-000476,-0.0914791121628
ACH-000477,0.314092314897
ACH-000480,0.219548577621
ACH-000481,0.07605270080460001
ACH-000483,0.0830696333149
ACH-000484,0.14190070599000001
ACH-000485,0.10434891999
ACH-000486,0.0989044034444
ACH-000487,0.147175587948
ACH-000488,0.0445245481437
ACH-000490,-0.155903009446
ACH-000491,-0.145974238836
ACH-000495,0.024462607313099998
ACH-000496,0.033682178002400004
ACH-000499,0.13090001111400001
ACH-000500,-0.416710594505
ACH-000502,0.166276723013
ACH-000503,0.123696463137
ACH-000505,-0.043845281294200004
ACH-000507,-0.08943615846969999
ACH-000510,-0.07351501277110001
ACH-000511,0.0897323684096
ACH-000512,-0.0377504833258
ACH-000516,0.0037968847965599998
ACH-000517,-0.07480440483249999
ACH-000518,0.0364211153516
ACH-000520,0.05713111481890001
ACH-000521,-0.0584214156859
ACH-000522,-0.00518755514673
ACH-000524,0.0359525174051
ACH-000527,0.0335019476498
