,XPOT (11260)
ACH-000167,-0.48108098569200003
ACH-000168,-0.09678635347219999
ACH-000169,-0.269474269745
ACH-000178,-0.68200270785
ACH-000182,-0.44177229837
ACH-000183,-0.281618160899
ACH-000188,-0.391905607816
ACH-000189,-0.404055674188
ACH-000190,-0.57057784998
ACH-000198,-0.48624996654200003
ACH-000204,0.0215127550947
ACH-000206,0.00589468774356
ACH-000207,-0.752875295095
ACH-000211,-0.29153714000500003
ACH-000215,-0.401302082134
ACH-000221,-0.48725509321099997
ACH-000222,-0.21443092263
ACH-000223,-0.44293001342699995
ACH-000226,-0.693120744444
ACH-000227,-0.450895526356
ACH-000228,-0.7072709284550001
ACH-000231,-0.261902751981
ACH-000232,-1.05873952607
ACH-000233,-0.30958538671700003
ACH-000234,-0.740453860087
ACH-000235,-0.470438963652
ACH-000237,-0.345555681578
ACH-000238,-0.46454529993
ACH-000243,-0.21128269774500003
ACH-000244,-0.250373587657
ACH-000246,-0.400546335344
ACH-000248,-0.426664247976
ACH-000250,-0.367711335418
ACH-000251,-0.45961271269500004
ACH-000253,-0.38677645256800003
ACH-000255,-0.6295912685989999
ACH-000256,-0.346620286259
ACH-000257,-0.361771267177
ACH-000258,-0.09754660817119999
ACH-000259,-0.172506385348
ACH-000260,-0.46705302985200003
ACH-000261,-0.505578319901
ACH-000262,-0.466079034755
ACH-000263,-0.313752896058
ACH-000264,-0.43965571813999993
ACH-000265,-0.490708317608
ACH-000266,-0.165595800574
ACH-000272,-0.218470304106
ACH-000273,-0.263808553875
ACH-000274,-0.13662209867300001
ACH-000277,-0.5937660846639999
ACH-000278,-0.551271939741
ACH-000279,-0.443258161837
ACH-000280,-0.40014249798699997
ACH-000281,-0.7124454412029999
ACH-000288,-0.49623000929600003
ACH-000291,-0.664159187808
ACH-000293,-0.506719263071
ACH-000294,-0.675752420414
ACH-000295,-0.388506514512
ACH-000296,-0.52456037126
ACH-000302,-0.25715890342500003
ACH-000304,-0.45830107180299995
ACH-000307,-0.686918395299
ACH-000308,-0.20242031538600003
ACH-000310,-0.203809614042
ACH-000311,-0.403481527104
ACH-000312,-0.121824656945
ACH-000315,-0.601068233582
ACH-000316,-0.380178653919
ACH-000317,-0.28206527988499996
ACH-000318,-0.531310569143
ACH-000319,-0.21757449410399998
ACH-000320,-0.253589509196
ACH-000322,-0.589775361437
ACH-000323,-0.43173889346600003
ACH-000324,-0.47504535601400005
ACH-000329,-0.388270596112
ACH-000330,-0.24279644334699998
ACH-000331,-0.6714633332809999
ACH-000332,-0.311774378414
ACH-000334,-0.161254698118
ACH-000335,-0.294963933153
ACH-000336,-0.597308643228
ACH-000337,-0.6319464579290001
ACH-000339,-0.444245037805
ACH-000341,-0.41308901706
ACH-000348,-0.33089277482900004
ACH-000350,-0.622297790009
ACH-000352,-0.0737281944308
ACH-000356,-0.6305638455870001
ACH-000361,-0.5724692198899999
ACH-000362,-0.516946065334
ACH-000363,-0.230616304355
ACH-000364,-0.33328880067600003
ACH-000365,-0.584982088358
ACH-000366,-0.10868923427100001
ACH-000368,-0.584535282444
ACH-000374,-0.6773452780979999
ACH-000375,-0.156676797256
ACH-000376,-0.288331478408
ACH-000381,-0.428996130491
ACH-000383,-0.192516059954
ACH-000387,-0.16798804328800002
ACH-000389,-0.41155015031400005
ACH-000390,-0.49598734421499996
ACH-000393,-0.09453028196560001
ACH-000395,-0.588735966435
ACH-000397,-0.348828516859
ACH-000401,-0.787920300113
ACH-000402,0.09518913916510001
ACH-000403,-0.445297816922
ACH-000404,-0.415855897901
ACH-000406,-0.179708399534
ACH-000407,-0.0964132852918
ACH-000408,-0.523073813847
ACH-000410,-0.321735822658
ACH-000411,-0.582582893151
ACH-000414,-0.0805508221555
ACH-000415,-0.577607692992
ACH-000416,-0.313095949777
ACH-000420,-0.48190071953599994
ACH-000421,-0.461454589894
ACH-000424,-0.37576123434500003
ACH-000425,-0.368270756194
ACH-000426,-0.517850336951
ACH-000427,-0.496299355528
ACH-000433,-0.591120412144
ACH-000436,-0.21506083308200002
ACH-000444,-0.37532730020599997
ACH-000445,-0.444903786345
ACH-000448,-0.5392265653989999
ACH-000450,-0.06517925935499999
ACH-000452,-0.34308865174099995
ACH-000454,-0.422879215801
ACH-000458,-0.543878251191
ACH-000459,-0.34091435095600003
ACH-000460,-0.27673294243
ACH-000461,-0.297955995289
ACH-000463,-0.36943687841300005
ACH-000464,-0.47229283185000004
ACH-000466,-0.511568355387
ACH-000467,-0.335691294882
ACH-000468,-0.149955080403
ACH-000469,-0.347479557151
ACH-000470,-0.35183559799999997
ACH-000471,-0.20934963814100002
ACH-000472,-0.576975656471
ACH-000473,-0.480348081859
ACH-000475,-0.108866134773
ACH-000476,-0.466750109965
ACH-000477,-0.24678327002300002
ACH-000480,-0.463770227333
ACH-000481,-0.442946549947
ACH-000483,-0.18276879365899998
ACH-000484,-0.15993412797700002
ACH-000485,-0.350139698624
ACH-000486,-0.49707388651600004
ACH-000487,-0.355741020419
ACH-000488,-0.556016213946
ACH-000490,-0.531834450876
ACH-000491,-0.298575692893
ACH-000495,-0.232934563314
ACH-000496,-0.221893865679
ACH-000499,-0.5563491074279999
ACH-000500,-0.645358744121
ACH-000502,-0.24231479226799998
ACH-000503,-0.443325024487
ACH-000505,-0.407051742344
ACH-000507,-0.8911320680310001
ACH-000510,-0.290687155167
ACH-000511,-0.358096814301
ACH-000512,-0.493283002712
ACH-000516,-0.48403610800499997
ACH-000517,-0.253650809468
ACH-000518,-0.44993510285300004
ACH-000520,-0.48625764539800004
ACH-000521,-0.215922682489
ACH-000522,-0.855562343361
ACH-000524,-0.405683603579
ACH-000527,-0.572197070088
ACH-000528,-0.291306314135
ACH-000537,-0.179192688444
ACH-000541,-0.375766300663
ACH-000542,-0.601224478588
ACH-000544,-0.612918722116
ACH-000545,-0.613017145806
ACH-000547,-0.600727968785
ACH-000548,-0.600747709125
ACH-000549,-0.721342267163
ACH-000550,-0.625013808986
ACH-000552,-0.153670589517
ACH-000556,-0.431136269482
ACH-000557,-0.507388249754
ACH-000570,-0.538324287508
ACH-000571,-0.40063508875299997
ACH-000573,-0.577069759698
ACH-000576,-0.296755544662
ACH-000580,-0.632662124268
ACH-000584,-0.248714072126
ACH-000585,-0.279064616742
ACH-000588,-0.270912388216
ACH-000589,-0.309151776597
ACH-000591,-0.387386795907
ACH-000593,-0.417840784623
ACH-000600,-0.551020154434
ACH-000601,-0.333173159717
ACH-000604,-0.128082654372
ACH-000605,-0.26498473510299997
ACH-000606,-0.589849582967
ACH-000608,-0.213034899172
ACH-000614,-0.542773828064
ACH-000616,-0.231471200645
ACH-000618,-0.5327787983519999
ACH-000619,-0.608568802445
ACH-000620,-0.481473027215
ACH-000621,-0.413552289634
ACH-000622,-0.110408505042
ACH-000623,-0.38364454339000004
ACH-000624,-0.394246364966
ACH-000627,-0.46514364081299997
ACH-000630,-0.276420504698
ACH-000632,-0.720387074211
ACH-000633,-0.43061960456799997
ACH-000637,-0.497430306003
ACH-000638,-0.464926049696
ACH-000646,-0.535920287571
ACH-000647,-0.337859232642
ACH-000648,-0.415518511647
ACH-000649,-0.261820262382
ACH-000651,-0.38553508335500003
ACH-000652,-0.07346767728569999
ACH-000653,-0.192743387786
ACH-000657,-0.554542810655
ACH-000658,-0.026767868086999998
ACH-000661,-0.0840697094313
ACH-000662,-0.468421732461
ACH-000663,-0.510296116399
ACH-000665,-0.535649771293
ACH-000671,-0.17611827541299999
ACH-000673,-0.402438842509
ACH-000676,-0.313133887982
ACH-000677,-0.539665832585
ACH-000681,-0.485914947684
ACH-000682,-0.46998875196999995
ACH-000683,-0.20967522274599998
ACH-000684,-0.523975059384
ACH-000688,-0.7686207950949999
ACH-000693,-0.477403030588
ACH-000694,-0.433179898583
ACH-000695,-0.335516651513
ACH-000696,-0.438745249504
ACH-000697,-0.296738447395
ACH-000699,-0.321548845374
ACH-000701,-0.352511866337
ACH-000706,-0.22317602415100002
ACH-000711,-0.43368216473000004
ACH-000713,-0.333667094977
ACH-000714,-0.36015140402199997
ACH-000718,-0.369093425982
ACH-000720,-0.7477791369679999
ACH-000721,-0.400789836105
ACH-000724,-0.357243762179
ACH-000725,-0.449110373079
ACH-000732,-0.696452642571
ACH-000734,-0.222374413664
ACH-000735,-0.514564381712
ACH-000736,-0.40361742406999995
ACH-000738,-0.312057762041
ACH-000746,-0.17428177176600002
ACH-000747,-0.625490433655
ACH-000748,-0.452791635891
ACH-000753,-0.36016278925800005
ACH-000756,-0.344095994162
ACH-000757,-0.38070954373599997
ACH-000758,-0.648154668892
ACH-000760,-0.581663821374
ACH-000763,-0.44249512127999996
ACH-000764,-0.343543724347
ACH-000765,-0.504106173737
ACH-000766,-0.43198380440800005
ACH-000767,-0.159859046235
ACH-000768,-0.406067718978
ACH-000769,-0.222551810011
ACH-000770,-0.415571243297
ACH-000771,-0.397930257987
ACH-000773,-0.08814995123859999
ACH-000776,-0.311658896876
ACH-000777,-0.470458009925
ACH-000778,-0.648810905659
ACH-000781,-0.210276599305
ACH-000782,-0.384200618667
ACH-000783,-0.380678686026
ACH-000784,-0.523562780466
ACH-000785,-0.28489123477
ACH-000787,-0.622255592071
ACH-000788,-0.36759153712700005
ACH-000791,-0.31929714987700003
ACH-000792,-0.056545093278199995
ACH-000794,-0.520488557847
ACH-000796,-0.322277985832
ACH-000799,-0.587989400047
ACH-000800,-0.7309097824169999
ACH-000802,-0.38532095850500003
ACH-000804,-0.581638399159
ACH-000805,-0.5015480834170001
ACH-000809,-0.09735502547969999
ACH-000810,-0.205215212709
ACH-000811,-0.669962795922
ACH-000817,-0.173954590821
ACH-000819,-0.617428521049
ACH-000820,-0.969088011282
ACH-000821,-0.391916718187
ACH-000822,-0.650113717415
ACH-000823,-0.270336669562
ACH-000824,-0.24011801704900002
ACH-000827,-0.220807609306
ACH-000829,-0.336242233889
ACH-000831,-0.612160936595
ACH-000832,-0.664532528961
ACH-000833,-0.411881919416
ACH-000834,-0.692334632137
ACH-000835,-0.315766150777
ACH-000836,-0.7480431264409999
ACH-000837,-0.263808783776
ACH-000838,-0.0504628762216
ACH-000839,-0.699859333037
ACH-000840,-0.715968211462
ACH-000841,-0.38954502705300004
ACH-000843,-0.482888635157
ACH-000846,-0.413032596531
ACH-000847,-0.5753116405390001
ACH-000848,-0.397644328303
ACH-000849,-0.373902431974
ACH-000851,-0.460069439626
ACH-000855,-0.43319712696400003
ACH-000856,-0.8214885639049999
ACH-000858,-0.33012009389
ACH-000859,-0.40342286815399997
ACH-000861,-0.582268470078
ACH-000862,-0.284622037138
ACH-000865,-0.725757169718
ACH-000866,-0.6364563117100001
ACH-000867,-0.306348980293
ACH-000869,-0.0685472624706
ACH-000872,-0.35070878681400003
ACH-000873,-0.25780986351999996
ACH-000876,-0.177061436109
ACH-000878,-0.368087526836
ACH-000880,-0.401936145819
ACH-000881,-0.230871993956
ACH-000882,-0.36953068875699996
ACH-000884,-0.412409090536
ACH-000885,-0.484428386742
ACH-000887,-0.186259767351
ACH-000888,-0.33718768089100004
ACH-000889,-0.573244503299
ACH-000890,-0.39061983959299995
ACH-000896,-0.569798888176
ACH-000898,-0.26757680207
ACH-000900,-0.5742237872739999
ACH-000901,-0.475240639126
ACH-000905,-0.511142592042
ACH-000906,-0.458529636726
ACH-000907,-0.374027621328
ACH-000910,-0.258254927558
ACH-000911,-0.757313009765
ACH-000912,-0.881299494979
ACH-000913,-0.21780978231400003
ACH-000915,-0.35259244951800006
ACH-000916,-0.42473498170400004
ACH-000917,-0.508364528303
ACH-000921,-0.424784402917
ACH-000924,-0.273247452368
ACH-000926,-0.27429864191
ACH-000928,-0.566692931587
ACH-000929,-0.311130313739
ACH-000932,-0.487721445
ACH-000935,-0.506770302772
ACH-000936,-0.335324851863
ACH-000937,-0.393460679089
ACH-000938,-0.38137550905199996
ACH-000939,-0.637358929537
ACH-000941,-0.45223392737499996
ACH-000943,-0.7475088591869999
ACH-000946,-0.41221116672799996
ACH-000947,-0.480031841505
ACH-000948,-0.6995022807250001
ACH-000950,-0.40689047842200005
ACH-000953,-0.38929407283
ACH-000957,-0.421962153066
ACH-000958,-0.5487692449580001
ACH-000960,-0.32367331619600004
ACH-000963,-0.261780716037
ACH-000968,-0.71833751741
ACH-000969,-0.5220190309430001
ACH-000973,-0.430158124353
ACH-000974,-0.39761270493699996
ACH-000975,-0.240144305141
ACH-000976,-0.514471786722
ACH-000978,-0.437908729317
ACH-000980,-0.314803620476
ACH-000984,-0.6946089459739999
ACH-000986,-0.565503898133
ACH-000988,-0.647387358923
ACH-000993,-0.7314498515790001
ACH-000994,-0.32450006956300004
ACH-000996,-0.6747197319
ACH-001001,-0.23879674516999996
ACH-001020,-0.112040162325
ACH-001028,-0.314195453968
ACH-001031,-0.366413333258
ACH-001038,-0.281775211937
ACH-001048,-0.443381163124
ACH-001050,-0.268398969965
ACH-001053,-0.31980869852899996
ACH-001054,-0.430766334524
ACH-001061,-1.02386999613
ACH-001067,-0.63127867741
ACH-001075,-0.123736213595
ACH-001096,-0.459035634792
ACH-001128,-0.120159426327
ACH-001134,-0.11296929950500001
ACH-001151,-0.6671607161509999
ACH-001163,-0.425917031318
ACH-001164,-0.0917590845091
ACH-001173,-0.748453333414
ACH-001183,-0.280988694843
ACH-001184,-0.24548948763599998
ACH-001190,-0.7716368768440001
ACH-001192,-0.252793090707
ACH-001193,-0.46335359978
ACH-001196,-0.48089135517
ACH-001197,0.0659391810815
ACH-001205,-0.352269249994
ACH-001211,-0.42881962914399996
ACH-001212,-0.484988334412
ACH-001228,-0.334617879493
ACH-001232,-0.357778044085
ACH-001239,-0.23321460946199998
ACH-001274,-0.43056639565099997
ACH-001275,-0.40852737375500003
ACH-001277,-0.48063958525600003
ACH-001278,-0.47805046494599995
ACH-001280,-0.358447166735
ACH-001283,-0.713809070537
ACH-001289,-0.357867039791
ACH-001295,-0.302548715111
ACH-001300,-0.313708817059
ACH-001301,-0.20337601026799998
ACH-001302,-0.144673861657
ACH-001303,0.0630055775085
ACH-001306,-0.751252521463
ACH-001318,-0.394500028328
ACH-001322,-0.6027588953949999
ACH-001328,-0.40698583361199997
ACH-001332,-0.391071169986
ACH-001333,-0.39044291748099996
ACH-001336,-0.6047956696760001
ACH-001340,-0.472657214171
ACH-001346,-0.328326390179
ACH-001353,-0.420202981105
ACH-001354,-0.5131932490910001
ACH-001367,-0.587969130973
ACH-001368,-0.427729914671
ACH-001374,-0.451928245035
ACH-001375,-0.537812227513
ACH-001377,-0.669725013521
ACH-001380,-0.624836389692
ACH-001391,-0.39835841949699996
ACH-001407,-0.637467829667
ACH-001408,-0.43989543097499995
ACH-001413,-0.534849567169
ACH-001430,-0.54768583669
ACH-001431,-0.32477517741
ACH-001450,0.040508312680099995
ACH-001496,-0.44981339422
ACH-001500,-0.36640519982299996
ACH-001521,-0.747108898867
ACH-001523,-0.7120645764069999
ACH-001532,-0.201295152682
ACH-001536,-0.733344142293
ACH-001550,-0.46539855440399996
ACH-001552,-0.311743404316
ACH-001554,-0.463179386632
ACH-001645,-0.419546085857
ACH-001654,-0.250386168572
ACH-001715,-0.650908488293
ACH-001735,-0.393038789803
ACH-001736,-0.571663229828
ACH-001737,-0.46113900148000003
ACH-001740,-0.25496892263500004
ACH-001745,-0.260419492366
ACH-001750,-0.5595320136199999
ACH-001765,-0.46189621840899997
ACH-001956,-0.436776948619
ACH-001957,-0.7061088248899999
