,MAFK (7975)
ACH-000004,-0.289696878634
ACH-000007,0.182330606457
ACH-000009,-0.019726701437099998
ACH-000011,-0.157741272292
ACH-000012,-0.166839415224
ACH-000013,-0.206961310456
ACH-000014,-0.16904408548500002
ACH-000015,-0.162562968312
ACH-000017,-0.524102714754
ACH-000018,-0.580783019032
ACH-000019,-0.247543541374
ACH-000021,-0.120782637774
ACH-000022,-0.0612121964681
ACH-000025,-0.225938256571
ACH-000028,-0.0803178150422
ACH-000030,-0.246217813422
ACH-000035,-0.446184102211
ACH-000036,-0.367154929477
ACH-000037,-0.102181343488
ACH-000039,-0.023020374176400002
ACH-000040,-0.357566237668
ACH-000041,-0.222583591985
ACH-000042,-0.333998360841
ACH-000045,-0.0714054541124
ACH-000047,-0.281627132015
ACH-000052,0.23222633421799999
ACH-000053,-0.17069996928199999
ACH-000054,-0.303659926076
ACH-000055,-0.33906797091700003
ACH-000060,-0.36223313306599997
ACH-000067,-0.152372519982
ACH-000070,0.06903867842639999
ACH-000075,-0.317121522113
ACH-000078,-0.137027566174
ACH-000082,-0.148660050329
ACH-000085,-0.28302475959199996
ACH-000086,-0.218028387438
ACH-000087,-0.458573865795
ACH-000092,-0.5776394393990001
ACH-000095,-0.342308615132
ACH-000097,-0.373796825305
ACH-000098,-0.314941264528
ACH-000099,-0.228889494941
ACH-000108,-0.40920682043300005
ACH-000113,-0.39117491744099997
ACH-000115,-0.271636718295
ACH-000116,-0.26004952562100003
ACH-000118,-0.163973657664
ACH-000120,-0.196701352127
ACH-000123,-0.25616186103300004
ACH-000127,-0.146407776621
ACH-000128,-0.301037121823
ACH-000132,-0.0799143877025
ACH-000133,-0.276842237344
ACH-000137,-0.0871956021456
ACH-000138,-0.287883543857
ACH-000142,-0.448743060511
ACH-000143,-0.3056621049
ACH-000146,-0.298450147881
ACH-000148,-0.108251154531
ACH-000150,-0.172599154706
ACH-000152,-0.319290315226
ACH-000153,-0.11551553203199999
ACH-000159,-0.207367258131
ACH-000160,-0.522902379585
ACH-000163,-0.37530881010300005
ACH-000167,-0.14930013053400001
ACH-000168,-0.39936209005
ACH-000169,-0.342345310507
ACH-000178,-0.135055292146
ACH-000182,-0.392484172754
ACH-000183,-0.18809620929499998
ACH-000188,-0.34283379356
ACH-000189,-0.34627678514399995
ACH-000190,-0.0983013382498
ACH-000198,-0.291571343189
ACH-000204,-0.349550511334
ACH-000206,-0.278260034694
ACH-000207,-0.335279532035
ACH-000211,-0.222981128601
ACH-000215,-0.345553232215
ACH-000221,-0.213984185062
ACH-000222,0.032341504457499996
ACH-000223,-0.13422017568800002
ACH-000226,-0.27878454632599997
ACH-000227,-0.190510919784
ACH-000228,-0.147612712314
ACH-000231,-0.450180561077
ACH-000232,-0.378739737061
ACH-000233,-0.119842888304
ACH-000234,-0.63039706285
ACH-000235,-0.219327671826
ACH-000237,-0.609433232417
ACH-000238,-0.416263784599
ACH-000243,-0.28013743113
ACH-000244,-0.606514802861
ACH-000246,-0.336373730533
ACH-000248,-0.144406277114
ACH-000250,-0.341829266863
ACH-000251,0.0253975031456
ACH-000253,-0.226037383884
ACH-000255,-0.212375753271
ACH-000256,-0.50681272841
ACH-000257,-0.377347112132
ACH-000258,-0.0366055059964
ACH-000259,-0.297600166425
ACH-000260,-0.14417297446
ACH-000261,-0.18733007235
ACH-000262,-0.32217627129500004
ACH-000263,-0.189997980758
ACH-000264,-0.279582551334
ACH-000265,0.045762419403800006
ACH-000266,-0.36300036515699996
ACH-000272,-0.043184508540400006
ACH-000273,-0.493563209327
ACH-000274,-0.635031181439
ACH-000277,-0.304010597137
ACH-000278,-0.127533941148
ACH-000279,-0.457327356329
ACH-000280,-0.471831981833
ACH-000281,-0.455443597662
ACH-000288,-0.355131153675
ACH-000291,-0.141368696436
ACH-000293,-0.375829261859
ACH-000294,-0.384204253556
ACH-000295,-0.241259065557
ACH-000296,-0.033150713650599996
ACH-000302,-0.355696690976
ACH-000304,0.0007410935733010002
ACH-000307,-0.353593505854
ACH-000308,-0.228415215198
ACH-000310,-0.055536061397099996
ACH-000311,-0.5040990893
ACH-000312,-0.09350517878350001
ACH-000315,-0.443817826663
ACH-000316,-0.268344968053
ACH-000317,-0.0628065038868
ACH-000318,-0.167379469728
ACH-000319,-0.26616521286899997
ACH-000320,-0.132274278463
ACH-000322,-0.134511397193
ACH-000323,-0.0687743938172
ACH-000324,-0.231675905926
ACH-000329,-0.46062434786399997
ACH-000330,-0.206171976459
ACH-000331,-0.23213815394499998
ACH-000332,-0.182014160184
ACH-000334,-0.178870090232
ACH-000335,-0.040793254775900005
ACH-000336,-0.485738056609
ACH-000337,-0.22761221893300002
ACH-000339,-0.276986947557
ACH-000341,-0.07294864553710001
ACH-000348,-0.276496033416
ACH-000350,-0.305678434298
ACH-000352,0.020979822002400002
ACH-000356,-0.289364613256
ACH-000361,-0.14520652304099999
ACH-000362,-0.290779023032
ACH-000363,-0.128271831614
ACH-000364,-0.23589254160300002
ACH-000365,-0.18299832574799998
ACH-000366,-0.38805941069899996
ACH-000368,-0.348014216854
ACH-000374,-0.38333163068400006
ACH-000375,-0.0715759135468
ACH-000376,-0.423670756551
ACH-000381,-0.252436094798
ACH-000383,-0.326907192225
ACH-000387,-0.181827845161
ACH-000389,-0.26119856270799996
ACH-000390,-0.46266311696999995
ACH-000393,-0.19286254297000002
ACH-000395,-0.422455635697
ACH-000397,-0.136244629288
ACH-000401,-0.47271004348000006
ACH-000402,-0.651058863487
ACH-000403,-0.513750670581
ACH-000404,-0.570864528207
ACH-000406,-0.360937327542
ACH-000407,-0.370797917059
ACH-000408,0.07922305146210001
ACH-000410,-0.21858155242400001
ACH-000411,-0.26207474517499996
ACH-000414,-0.677503254431
ACH-000415,-0.351716661383
ACH-000416,-0.302483654365
ACH-000420,-0.0764418475997
ACH-000421,-0.20766592105599999
ACH-000424,-0.21455835631499998
ACH-000425,-0.47840689279200005
ACH-000426,-0.289287931769
ACH-000427,-0.484365576906
ACH-000433,-0.36040625575999996
ACH-000436,0.0201688218155
ACH-000444,-0.236269209742
ACH-000445,-0.164193257359
ACH-000448,-0.0649440134605
ACH-000450,0.079437760188
ACH-000452,-0.547792448368
ACH-000454,-0.186257241637
ACH-000458,-0.41282424970799997
ACH-000459,-0.316372875117
ACH-000460,-0.26560737705299997
ACH-000461,-0.13864508819399998
ACH-000463,-0.282259090622
ACH-000464,-0.372921603048
ACH-000466,-0.232079605
ACH-000467,-0.317722834121
ACH-000468,-0.0431598741486
ACH-000469,-0.276582613758
ACH-000470,-0.135926894799
ACH-000471,-0.423871363807
ACH-000472,-0.41276287015199997
ACH-000473,-0.307177025206
ACH-000475,-0.546984047353
ACH-000476,-0.215570688885
ACH-000477,-0.366811358946
ACH-000480,-0.293645561907
ACH-000481,-0.268894961807
ACH-000483,0.06343772167219999
ACH-000484,-0.0934039885557
ACH-000485,-0.35946710410599997
ACH-000486,-0.15928813304300002
ACH-000487,-0.21413178828499999
ACH-000488,-0.470351146848
ACH-000490,-0.18675967610599997
ACH-000491,-0.30287186294
ACH-000495,-0.04811984584890001
ACH-000496,-0.482403089253
ACH-000499,-0.217539739676
ACH-000500,-0.22706055744800002
ACH-000502,-0.171363675197
ACH-000503,-0.374215525991
ACH-000505,-0.136949038737
ACH-000507,-0.174432149755
ACH-000510,-0.168519482852
ACH-000511,-0.265061979163
ACH-000512,-0.21750044863499998
ACH-000516,0.0046708786265
ACH-000517,-0.20924742149
ACH-000518,-0.34953251383
ACH-000520,-0.23247075340300002
ACH-000521,-0.343496766426
ACH-000522,-0.277548126554
ACH-000524,-0.215087836582
ACH-000527,-0.15802360403899998
ACH-000528,-0.229272262092
ACH-000537,-0.208795758516
ACH-000541,-0.393331567324
ACH-000542,-0.329433217019
ACH-000544,-0.566140403264
ACH-000545,-0.45597826943400005
ACH-000547,-0.08141451021639999
ACH-000548,-0.30605641348900003
ACH-000549,-0.184612304296
ACH-000550,-0.40454386286
ACH-000552,-0.253776740882
ACH-000556,-0.22886134269699998
ACH-000557,-0.19485184894699997
ACH-000570,-0.228732554104
ACH-000571,-0.39381464462300003
ACH-000573,-0.148242075765
ACH-000576,-0.30924248195500004
ACH-000580,-0.0790013037428
ACH-000584,-0.350885072676
ACH-000585,-0.0698754507451
ACH-000588,-0.10446891713400001
ACH-000589,-0.18103462552900002
ACH-000591,-0.658922289904
ACH-000593,-0.371168595732
ACH-000600,-0.0576971355803
ACH-000601,-0.219314875094
ACH-000604,-0.030696362964300002
ACH-000605,-0.24832254789900002
ACH-000606,-0.373269717629
ACH-000608,-0.768683152755
ACH-000614,-0.24425064401000002
ACH-000616,-0.16030687150800002
ACH-000618,-0.28212230799800003
ACH-000619,-0.250922106443
ACH-000620,-0.26599088778
ACH-000621,-0.16713109446399999
ACH-000622,-0.198599738673
ACH-000623,-0.286405725971
ACH-000624,-0.08718485875910001
ACH-000627,-0.177775567442
ACH-000630,-0.349837729744
ACH-000632,-0.36133247704099997
ACH-000633,-0.112917934144
ACH-000637,-0.170639231773
ACH-000638,-0.214407830891
ACH-000646,-0.128545256125
ACH-000647,-0.22046749552099998
ACH-000648,-0.35926122538099997
ACH-000649,-0.27816834130999996
ACH-000651,-0.060285502272199996
ACH-000652,-0.40903546611999997
ACH-000653,-0.474417034617
ACH-000657,-0.203129797984
ACH-000658,-0.0911598624793
ACH-000661,-0.25118271922400004
ACH-000662,0.11143729795999999
ACH-000663,-0.49468712195299996
ACH-000665,-0.236313499476
ACH-000671,-0.6614185456530001
ACH-000673,-0.28666296054400003
ACH-000676,-0.11377228600099999
ACH-000677,0.100706485078
ACH-000681,-0.673399096632
ACH-000682,-0.403532686285
ACH-000683,-0.493329199564
ACH-000684,-0.21344790527600002
ACH-000688,-0.276243089707
ACH-000693,-0.35759951500299997
ACH-000694,-0.316404237769
ACH-000695,-0.563207192473
ACH-000696,-0.08190001888739999
ACH-000697,-0.173701920132
ACH-000699,-0.234662711283
ACH-000701,-0.486892091819
ACH-000706,-0.431769606007
ACH-000711,-0.21391086329
ACH-000713,-0.187842229817
ACH-000714,-0.26891326086
ACH-000718,-0.46761016850599996
ACH-000720,-0.26045310732
ACH-000721,-0.151887094276
ACH-000724,-0.359146600543
ACH-000725,-0.0398089657034
ACH-000732,-0.22323085920000002
ACH-000734,-0.077499034244
ACH-000735,-0.20690365340599998
ACH-000736,-0.295362632207
ACH-000738,-0.170127769396
ACH-000746,-0.184581349694
ACH-000747,-0.0374102402339
ACH-000748,-0.137511215222
ACH-000753,-0.317766233161
ACH-000756,-0.442412222574
ACH-000757,0.112860918026
ACH-000758,-0.34221996654200004
ACH-000760,-0.0245245520518
ACH-000763,-0.0840014106363
ACH-000764,-0.176420336899
ACH-000765,-0.279279608061
ACH-000766,-0.350480421575
ACH-000767,-0.255881310754
ACH-000768,-0.108280531369
ACH-000769,-0.5589545525190001
ACH-000770,-0.36717039973800003
ACH-000771,-0.440614892896
ACH-000773,-0.32452658849599997
ACH-000776,-0.711496955235
ACH-000777,-0.261851321578
ACH-000778,-0.148867125603
ACH-000781,-0.4312221910399999
ACH-000782,-0.477687976302
ACH-000783,-0.663606487995
ACH-000784,-0.264024732788
ACH-000785,-0.5081600248129999
ACH-000787,-0.54462390374
ACH-000788,-0.354167004633
ACH-000791,-0.23413831190200002
ACH-000792,-0.282471880488
ACH-000794,-0.221652783802
ACH-000796,-0.15542293749000002
ACH-000799,-0.46122317059600004
ACH-000800,-0.294977723473
ACH-000802,-0.40528573863300005
ACH-000804,-0.359303806997
ACH-000805,-0.406042748832
ACH-000809,-0.6039374812430001
ACH-000810,-0.299219425557
ACH-000811,-0.305605492803
ACH-000817,-0.251069537398
ACH-000819,-0.259604519417
ACH-000820,0.19881015809099997
ACH-000821,0.118567377135
ACH-000822,-0.17761637693500001
ACH-000823,-0.330614709145
ACH-000824,-0.503728500809
ACH-000827,-0.250025191185
ACH-000829,-0.160401092819
ACH-000831,-0.0737095311743
ACH-000832,-0.377207516756
ACH-000833,-0.312031870861
ACH-000834,-0.483980131851
ACH-000835,-0.0781696900002
ACH-000836,-0.289063196636
ACH-000837,-0.16943222037099998
ACH-000838,0.167529097304
ACH-000839,-0.24461889181999996
ACH-000840,-0.36570972843500005
ACH-000841,-0.226291644291
ACH-000843,-0.10524054128900001
ACH-000846,-0.460833527957
ACH-000847,-0.331959314578
ACH-000848,-0.0813686898158
ACH-000849,-0.329465060892
ACH-000851,-0.101701355197
ACH-000855,-0.21728102501200003
ACH-000856,-0.0643997532126
ACH-000858,-0.34836780755
ACH-000859,-0.144207453962
ACH-000861,-0.259706494948
ACH-000862,-0.043456369663000004
ACH-000865,-0.435068299707
ACH-000866,-0.276808905243
ACH-000867,-0.267551675808
ACH-000869,-0.48354683997299996
ACH-000872,-0.35927594988300005
ACH-000873,-0.00048788945299699997
ACH-000876,-0.188180504476
ACH-000878,-0.40374187726899996
ACH-000880,-0.596396543422
ACH-000881,-0.10920434065500001
ACH-000882,-0.298353451344
ACH-000884,-0.160095566802
ACH-000885,-0.25085713770999996
ACH-000887,-0.142824410719
ACH-000888,-0.415018618137
ACH-000889,-0.151649356993
ACH-000890,0.0737784594728
ACH-000896,-0.192078970818
ACH-000898,-0.378220391769
ACH-000900,-0.48495007199699997
ACH-000901,-0.258062114517
ACH-000905,-0.164603553666
ACH-000906,-0.0679203712462
ACH-000907,-0.46041660285700003
ACH-000910,-0.419548843005
ACH-000911,-0.257126375992
ACH-000912,-0.07958269098399999
ACH-000913,-0.32872649747
ACH-000915,-0.21496646696199997
ACH-000916,-0.9149849539700001
ACH-000917,-0.490255303285
ACH-000921,-0.457795845639
ACH-000924,-0.497095720232
ACH-000926,-0.456661262583
ACH-000928,-0.466716157882
ACH-000929,-0.41376031419299997
ACH-000932,-0.263704840211
ACH-000935,-0.45732846004100003
ACH-000936,-0.300101676512
ACH-000937,-0.39774968890600004
ACH-000938,-0.216440695208
ACH-000939,0.0026849281948
ACH-000941,-0.0028429072874
ACH-000943,-0.08676389345930001
ACH-000946,-0.20639542149700002
ACH-000947,-0.19378751292399998
ACH-000948,-0.481741057588
ACH-000950,-0.628185362974
ACH-000953,-0.423153168243
ACH-000957,-0.120082316612
ACH-000958,-0.31010983283300003
ACH-000960,-0.042102385296900004
ACH-000963,-0.33209955852699996
ACH-000968,-0.027111262952900003
ACH-000969,0.14158315311699998
ACH-000973,-0.234167736962
ACH-000974,-0.174255411972
ACH-000975,-0.10454292832499999
ACH-000976,-0.38920376608
ACH-000978,-0.285797077176
ACH-000980,-0.21642945016100001
ACH-000984,-0.103306194079
ACH-000986,-0.526333381216
ACH-000988,-0.119334635659
ACH-000993,-0.297155094678
ACH-000994,-0.22532415314100002
ACH-000996,-0.17349302675
ACH-001001,-0.17230894407000003
ACH-001020,-0.0566546891328
ACH-001028,-0.11327096658199999
ACH-001031,-0.0781426056301
ACH-001038,-0.18119480593600001
ACH-001048,-0.339108688617
ACH-001050,-0.0477933436849
ACH-001053,-0.5722096198619999
ACH-001054,-0.330354841571
ACH-001061,-0.231796995196
ACH-001067,-0.286846858285
ACH-001075,-0.478254054671
ACH-001096,-0.15764862337000002
ACH-001128,-0.426262686569
ACH-001134,-0.30926809223499996
ACH-001151,-0.217336528659
ACH-001163,-0.40668315052000004
ACH-001164,-0.00126039693079
ACH-001173,-0.296556936271
ACH-001183,-0.147147250056
ACH-001184,-0.244914106906
ACH-001190,-0.252896168136
ACH-001192,-0.214263706005
ACH-001193,-0.00735435462224
ACH-001196,-0.111769808542
ACH-001197,-0.27666639078099997
ACH-001205,-0.45885783021000004
ACH-001211,-0.217165626312
ACH-001212,-0.427699574555
ACH-001228,-0.468078400985
ACH-001232,-0.384469460584
ACH-001239,-0.49944056745
ACH-001274,-0.221797018312
ACH-001275,-0.538696802853
ACH-001277,-0.27033736719
ACH-001278,-0.143739597466
ACH-001280,-0.7594167239640001
ACH-001283,-0.206004660447
ACH-001289,-0.41350653881800004
ACH-001295,-0.35079434620399996
ACH-001300,-0.299706235797
ACH-001301,-0.0749719194931
ACH-001302,-0.745461561656
ACH-001303,0.35419600772200005
ACH-001306,-0.238642195956
ACH-001318,-0.289316134872
ACH-001322,-0.208377873571
ACH-001328,-0.260470102232
ACH-001332,-0.0516306065857
ACH-001333,-0.19471957297000003
ACH-001336,-0.317887825114
ACH-001340,-0.377410507949
ACH-001346,-0.203399793354
ACH-001353,-0.39155552123099996
ACH-001354,0.0335663029267
ACH-001367,-0.313669304624
ACH-001368,-0.263541382895
ACH-001374,-0.49627748960100004
ACH-001375,-0.456411882322
ACH-001377,-0.391821797925
ACH-001380,-0.270396162443
ACH-001391,-0.020825950538299998
ACH-001407,-0.308697207811
ACH-001408,-0.19656657181099998
ACH-001413,-0.29795338801800003
ACH-001430,-0.511285618832
ACH-001431,-0.545127875547
ACH-001450,-0.0715814807488
ACH-001496,-0.319865158062
ACH-001500,-0.331254687208
ACH-001521,-0.305947953344
ACH-001523,-0.290818682819
ACH-001532,-0.296384158076
ACH-001536,-0.36805711577
ACH-001550,-0.24148604026700002
ACH-001552,-0.299693589453
ACH-001554,-0.227913859605
ACH-001645,-0.183891348413
ACH-001654,-0.37667775028300005
ACH-001715,-0.215244421326
ACH-001735,-0.202601598246
ACH-001736,-0.42102586519699997
ACH-001737,0.158740912618
ACH-001740,-0.222547057187
ACH-001745,-0.195578153689
ACH-001750,-0.120110446968
ACH-001765,-0.242339099685
ACH-001956,-0.28376318330899997
ACH-001957,-0.272113633516
