,PSMD7 (5713)
ACH-000004,-2.07550737495
ACH-000007,-1.9141758102900002
ACH-000009,-1.8346958972999998
ACH-000011,-2.3296182084400003
ACH-000012,-2.00503246394
ACH-000013,-2.21188117182
ACH-000014,-2.12702468531
ACH-000015,-1.8882397907799997
ACH-000017,-2.18759558149
ACH-000018,-1.6892751319400001
ACH-000019,-2.1516431139
ACH-000021,-1.8472195107499998
ACH-000022,-2.21484630826
ACH-000025,-2.03236662101
ACH-000028,-1.66345074655
ACH-000030,-2.0305883092299997
ACH-000035,-1.52583247385
ACH-000036,-1.85888180027
ACH-000037,-2.49546760348
ACH-000039,-2.21382259704
ACH-000040,-1.79167611557
ACH-000041,-1.85677847582
ACH-000042,-1.84380956175
ACH-000045,-2.31172213928
ACH-000047,-2.31109675608
ACH-000052,-1.8882286940700002
ACH-000053,-1.9335662206400002
ACH-000054,-1.57325148005
ACH-000055,-1.98307193621
ACH-000060,-1.7894504426499998
ACH-000067,-1.47212706445
ACH-000070,-2.1473496608700002
ACH-000075,-1.5041430277
ACH-000078,-1.9536599436900002
ACH-000082,-2.45025250716
ACH-000085,-1.89148314053
ACH-000086,-1.65094490091
ACH-000087,-1.8101724057099997
ACH-000092,-1.6107422341
ACH-000095,-2.3036423569699997
ACH-000097,-2.24226731155
ACH-000098,-1.8877332929799997
ACH-000099,-2.03381812405
ACH-000108,-1.5702961041799999
ACH-000113,-2.2694522317
ACH-000115,-2.41343412992
ACH-000116,-2.17254134876
ACH-000118,-1.7937402442400003
ACH-000120,-1.7372182576800002
ACH-000123,-2.02855309417
ACH-000127,-2.11133193269
ACH-000128,-2.11579052276
ACH-000132,-2.07423781281
ACH-000133,-1.8765162273099998
ACH-000137,-1.8912727969999998
ACH-000138,-2.0010129342
ACH-000142,-1.88051086904
ACH-000143,-1.95209080635
ACH-000146,-2.56624520506
ACH-000148,-2.25869201379
ACH-000150,-1.7732800048700001
ACH-000152,-1.6359485129499998
ACH-000153,-2.01419160967
ACH-000159,-2.03842957132
ACH-000160,-2.35228580056
ACH-000163,-2.23181548707
ACH-000167,-2.15068468771
ACH-000168,-1.89134448468
ACH-000169,-1.76299628623
ACH-000178,-1.99615446882
ACH-000182,-1.97787848438
ACH-000183,-2.13908426552
ACH-000188,-1.7265407107
ACH-000189,-1.8106206616
ACH-000190,-1.98299960445
ACH-000198,-2.32139665898
ACH-000204,-1.7686361878999999
ACH-000206,-2.2755976226
ACH-000207,-2.7710276260400004
ACH-000211,-2.0453253201900004
ACH-000215,-2.08291133483
ACH-000221,-1.8949510784499999
ACH-000222,-2.38484966647
ACH-000223,-2.01424106806
ACH-000226,-1.7548466890599999
ACH-000227,-2.40125978989
ACH-000228,-2.0533664395599995
ACH-000231,-1.6838676875299998
ACH-000232,-2.0216272919200002
ACH-000233,-1.97676995178
ACH-000234,-2.15273240047
ACH-000235,-2.0628340765099997
ACH-000237,-1.95616562349
ACH-000238,-2.0980474829499998
ACH-000243,-2.01322197396
ACH-000244,-1.7887695612999999
ACH-000246,-1.83822371631
ACH-000248,-1.8764592998299998
ACH-000250,-2.0491651732099996
ACH-000251,-1.71415354267
ACH-000253,-2.14400634065
ACH-000255,-1.9133286480200002
ACH-000256,-2.17079301733
ACH-000257,-2.24015929839
ACH-000258,-1.88514044472
ACH-000259,-2.14989343343
ACH-000260,-2.03348300679
ACH-000261,-1.8349392328799998
ACH-000262,-1.8272238573400004
ACH-000263,-2.3695548104900004
ACH-000264,-1.83657835053
ACH-000265,-2.0666077936200002
ACH-000266,-2.02387380123
ACH-000272,-1.9597210813
ACH-000273,-1.94310095837
ACH-000274,-2.1782855383900004
ACH-000277,-2.26669126819
ACH-000278,-1.85326955759
ACH-000279,-2.08937235494
ACH-000280,-1.6249761155700002
ACH-000281,-1.79403798605
ACH-000288,-2.03908708278
ACH-000291,-1.8061291319
ACH-000293,-2.12582503842
ACH-000294,-2.33047431843
ACH-000295,-2.0112392811
ACH-000296,-1.8826431054099997
ACH-000302,-2.3939982135299998
ACH-000304,-1.90105172013
ACH-000307,-2.02518906818
ACH-000308,-2.04237859691
