,POLQ (10721)
ACH-000331,-0.548930058078
ACH-000332,-0.510019473275
ACH-000334,-0.9976963709639999
ACH-000335,-0.276639070287
ACH-000336,-0.456630745195
ACH-000337,-0.591822394349
ACH-000339,-0.44772798647600004
ACH-000341,-0.465733388606
ACH-000348,-0.319944613512
ACH-000350,-0.26394003829
ACH-000352,-0.49246777571199996
ACH-000356,-0.57574470799
ACH-000361,-0.488219847726
ACH-000362,-0.35281073432800003
ACH-000363,-0.353175525911
ACH-000364,-0.605359979348
ACH-000365,-0.48026319429799996
ACH-000366,-0.245444233764
ACH-000368,-0.503621614689
ACH-000374,-0.3688320566800001
ACH-000375,-0.48236732948600003
ACH-000376,-0.399692037425
ACH-000381,-0.29885113145
ACH-000383,-0.36483240136100004
ACH-000387,-0.32096707092300003
ACH-000389,-0.66313512119
ACH-000390,-0.225836983932
ACH-000393,-0.487666650036
ACH-000395,-0.701895406094
ACH-000397,-0.487004781671
ACH-000401,-0.192634410152
ACH-000402,-0.170463362439
ACH-000403,-0.558032318373
ACH-000404,-0.266180854942
ACH-000406,-0.407271465677
ACH-000407,-0.425753196189
ACH-000408,-0.44371643975100006
ACH-000410,-0.284094551651
ACH-000411,-0.551424757412
ACH-000414,-0.643794346115
ACH-000415,-0.22227401728
ACH-000416,-0.436280576383
ACH-000420,-0.602137237888
ACH-000421,-0.48342758242600004
ACH-000424,-0.5065848914019999
ACH-000425,-0.633175146138
ACH-000426,-0.285385548548
ACH-000427,-0.111485815863
ACH-000433,-0.159005355309
ACH-000436,-0.34715617821500006
ACH-000444,-0.44806227130500004
ACH-000445,-0.37581167194799997
ACH-000448,-0.39322875243199995
ACH-000450,-0.08561870156950001
ACH-000452,-0.508038184507
ACH-000454,-0.329619153532
ACH-000458,-0.507206813235
ACH-000459,-0.416253854083
ACH-000460,-0.603969960785
ACH-000461,-0.508285732613
ACH-000463,-0.48242102583
ACH-000464,-0.451927696374
ACH-000466,-0.543881983693
ACH-000467,-0.369514501575
ACH-000468,-0.294161542314
ACH-000469,-0.392916024773
ACH-000470,-1.25781621247
ACH-000471,-0.27286507675099997
ACH-000472,-0.520726345436
ACH-000473,-0.21605002577799998
ACH-000475,-0.363243599956
ACH-000476,-0.356906964865
ACH-000477,-0.399315838546
ACH-000480,-0.39514412831900003
ACH-000481,-0.43062577991499995
ACH-000483,-0.37552145762199995
ACH-000484,-0.528866462358
ACH-000485,-0.557135265277
ACH-000486,-0.472939368898
ACH-000487,-0.166681503696
ACH-000488,-0.549073143386
ACH-000490,-0.396360291232
ACH-000491,-0.320648287189
ACH-000495,-0.713111358076
ACH-000496,-0.399991582014
ACH-000499,-0.709038801323
ACH-000500,-0.203387218485
ACH-000502,-0.33134973145
ACH-000503,-0.96496904391
ACH-000505,-0.633780304802
ACH-000507,-0.23540615096
ACH-000510,-0.301919058838
ACH-000511,-0.6497911416100001
ACH-000512,-0.581357350123
ACH-000516,-0.562451512661
ACH-000517,-0.5369696992149999
ACH-000518,-0.229807225081
ACH-000520,-0.770225703603
ACH-000521,-0.575707357374
ACH-000522,-0.37558610046999996
ACH-000524,-0.546998665339
ACH-000527,-0.43144945794
ACH-000528,-0.496765844632
ACH-000537,-0.367876379407
ACH-000541,-0.757852990591
ACH-000542,-0.580626704807
ACH-000544,-0.529120946652
ACH-000545,-0.308714991354
ACH-000547,-0.640714431669
ACH-000548,-0.539012292721
ACH-000549,-0.410842623262
ACH-000550,-0.337016129182
ACH-000552,-0.324192034535
ACH-000556,-0.326895993683
ACH-000557,-0.291935979417
ACH-000570,-0.6324969027
ACH-000571,-0.525356717065
ACH-000573,-0.674125243196
ACH-000576,-0.469025680767
ACH-000580,-0.319726589369
ACH-000584,-0.811403727798
ACH-000585,-0.341643958464
ACH-000588,-0.188710736464
ACH-000589,-0.354625801497
ACH-000591,-0.0663888730719
ACH-000593,-0.367574476267
ACH-000600,-0.856010783786
ACH-000601,-0.212130834721
ACH-000604,-0.0068013066564899995
ACH-000605,-0.280014788931
ACH-000606,-0.140488415675
ACH-000608,-0.491711874176
ACH-000614,-0.593516285048
ACH-000616,-0.292274520334
ACH-000618,-0.297253634925
ACH-000619,-0.398748849345
ACH-000620,-0.318431112315
ACH-000621,-0.5121878724100001
ACH-000622,-0.274257948049
ACH-000623,-0.48633515472499994
ACH-000624,-0.408841620713
ACH-000627,-0.576570976771
ACH-000630,-0.637794171188
ACH-000632,-0.33923033671999997
ACH-000633,-0.401032519724
ACH-000637,-0.22882498661800002
ACH-000638,-0.509568514737
ACH-000646,-0.0876965946586
ACH-000647,-0.422708223393
ACH-000648,-0.11015621061599999
ACH-000649,-0.556001472441
ACH-000651,-0.21468245747499998
ACH-000652,-0.10201845260299999
ACH-000653,-0.488126702964
ACH-000657,-0.413119221809
ACH-000658,-0.686869706217
ACH-000661,-0.0887089563436
ACH-000662,-0.42630701117299996
ACH-000663,-0.539597157048
ACH-000665,-0.46746428295000003
ACH-000671,-0.44104891102899996
ACH-000673,-0.599775630851
ACH-000676,-0.40656179534599995
ACH-000677,-0.262869404385
ACH-000681,-0.597312926756
ACH-000682,-0.436095711945
ACH-000683,-0.32859296234499996
ACH-000684,-0.36581184864699995
ACH-000688,-0.792157398468
ACH-000693,-0.427876523143
ACH-000694,-0.562725969634
ACH-000695,-0.628075350625
ACH-000696,-0.7936813376620001
ACH-000697,-0.416719881542
ACH-000699,-0.489150985148
ACH-000701,-0.98091576016
ACH-000706,-0.39088234161700003
ACH-000711,-0.37503447565399994
ACH-000713,-0.530761825933
ACH-000714,-0.530684840376
ACH-000718,-0.932301823785
ACH-000720,-0.37623932675300004
ACH-000721,-0.556526782935
ACH-000724,-0.333336775732
ACH-000725,-0.29124718055
ACH-000732,-0.534316624709
ACH-000734,-0.296728560589
ACH-000735,-0.629849109974
ACH-000736,-1.08616788142
ACH-000738,-0.22411761186299997
ACH-000746,-0.399323733263
ACH-000747,-0.236588182641
ACH-000748,-0.40131889387599995
ACH-000753,-0.490512375331
ACH-000756,-0.516405165286
ACH-000757,-0.8081706971070001
ACH-000758,-0.315407305993
ACH-000760,-0.310965236842
ACH-000763,-0.8242192261319999
ACH-000764,-0.548765305542
ACH-000765,-0.165542126843
ACH-000766,-0.476317310674
ACH-000767,-0.507038652891
ACH-000768,-0.36857579923199996
ACH-000769,-0.592611566276
ACH-000770,-0.33862880818700003
ACH-000771,-0.437308854728
ACH-000773,-0.686398755035
ACH-000776,-0.290783949515
ACH-000777,-0.23544782458299998
ACH-000778,-0.40493880725000003
ACH-000781,-0.559878174461
ACH-000782,-0.29528146275
ACH-000783,-0.46589585347499995
ACH-000784,-0.26877192012
ACH-000785,-0.609051309613
ACH-000787,-0.49060738208099997
ACH-000788,-0.338905136484
ACH-000791,-0.571015285195
ACH-000792,-0.70786875605
ACH-000794,-0.325510441727
ACH-000796,-0.633193127677
ACH-000799,-0.55859878886
ACH-000800,-0.37141005385799997
ACH-000802,-0.38069840839900004
ACH-000804,-0.493327566393
ACH-000805,-0.381352653785
ACH-000809,-0.424534902804
ACH-000810,-0.374747146087
ACH-000811,-0.464567536467
ACH-000817,-0.42893755251800003
ACH-000819,-0.247122457782
ACH-000820,-0.639400096043
ACH-000821,-0.524339555954
ACH-000822,-0.314720306741
ACH-000823,-0.259214673268
ACH-000824,-0.18858842231800002
ACH-000827,-0.423426190655
ACH-000829,-0.545660063908
ACH-000831,-0.321070051602
ACH-000832,-0.387131651312
ACH-000833,-0.444712098583
ACH-000834,-0.274966150269
ACH-000835,-0.594708565016
ACH-000836,-0.8360874053740001
ACH-000837,-0.368952069301
ACH-000838,-0.287292143096
ACH-000839,-0.5215085270300001
ACH-000840,-0.411715076073
ACH-000841,-0.587181490996
ACH-000843,-0.342560504943
ACH-000846,-0.425620886837
ACH-000847,-0.576851484466
ACH-000848,-0.293584475445
ACH-000849,-0.568216298359
ACH-000851,-0.665262658127
ACH-000855,-0.425577036454
ACH-000856,-0.47706723862499995
ACH-000858,-0.314766787152
ACH-000859,-0.623622565979
ACH-000861,-0.769569999006
ACH-000862,-0.527580091312
ACH-000865,-0.550666968094
ACH-000866,-0.38949237120499997
ACH-000867,-0.37448075665299996
ACH-000869,-0.41939418065899997
ACH-000872,-0.489290756652
ACH-000873,-0.534659399744
ACH-000876,-0.119992517515
ACH-000878,-0.15725258239700002
ACH-000880,-0.314197167582
ACH-000881,-0.49154842507299995
ACH-000882,-0.370536264203
ACH-000884,-0.3697133619
ACH-000885,-0.532473619396
ACH-000887,-0.243691350363
ACH-000888,-0.333183529137
ACH-000889,-0.17522950658300002
ACH-000890,-0.619986885562
ACH-000896,-0.432963523613
ACH-000898,-0.40617972191299995
ACH-000900,-0.7019346815430001
ACH-000901,-0.611271348309
ACH-000905,-0.45373404898900005
ACH-000906,-0.57002065513
ACH-000907,-0.673810078578
ACH-000910,-0.222092848661
ACH-000911,-0.552991452134
ACH-000912,-0.329451898614
ACH-000913,-0.42370985303099995
ACH-000915,-0.240826347888
ACH-000916,-0.24890108169599998
ACH-000917,-0.310231366283
ACH-000921,-0.621252582657
ACH-000924,-0.45523160622599995
ACH-000926,-0.437421054886
ACH-000928,-0.584181430806
ACH-000929,-0.145845633374
ACH-000932,-0.41180495987300003
ACH-000935,-0.588356097102
ACH-000936,-0.302828694307
ACH-000937,-0.193841965256
ACH-000938,-0.369690586127
ACH-000939,-0.28640379806099997
ACH-000941,-0.5370195304150001
ACH-000943,-0.57154424895
ACH-000946,-0.96883754749
ACH-000947,-0.479431418907
ACH-000948,-1.0244295744
ACH-000950,-0.36512182213600003
ACH-000953,-0.21030455484700003
ACH-000957,-0.299471251569
ACH-000958,-0.342265739247
ACH-000960,-0.623503805233
ACH-000963,-0.5193793461
ACH-000968,-0.427173995181
ACH-000969,-0.47078070483900003
ACH-000973,-0.49956333348000004
ACH-000974,-0.670758083759
ACH-000975,-0.324412493499
ACH-000976,-0.566928199573
ACH-000978,-0.09699415271410002
ACH-000980,-0.0927249359638
ACH-000984,-0.34544794933899997
ACH-000986,-0.545877301119
ACH-000988,-0.351958174223
ACH-000993,-0.507136400689
ACH-000994,-0.49463977795900005
ACH-000996,-0.48109326280500003
ACH-001001,-0.212183356836
ACH-001020,-0.315948061371
ACH-001028,-0.435626955027
ACH-001031,-0.422328297353
ACH-001038,-0.34526140949199996
ACH-001048,-0.320968433293
ACH-001050,-0.526199397395
ACH-001053,-0.36494925171899995
ACH-001054,-0.743574812265
ACH-001061,-0.387394394044
ACH-001067,-0.165106222944
ACH-001075,-0.769627259225
ACH-001096,-0.427922249986
ACH-001128,-0.240667900658
ACH-001134,-0.567210483245
ACH-001151,-0.38171820938400003
ACH-001163,-0.243218684199
ACH-001164,-0.547407519093
ACH-001173,-0.471346248179
ACH-001183,-0.40420716380800004
ACH-001184,-0.585245562903
ACH-001190,-0.5559059640699999
ACH-001192,-0.35188455894000004
ACH-001193,-0.26347584955200004
ACH-001196,-0.597867565124
ACH-001197,-0.6040573900039999
ACH-001205,-0.5398736582399999
ACH-001211,-0.355086303204
ACH-001212,-0.407752327235
ACH-001228,-0.08001564481989999
ACH-001232,-0.343852355955
ACH-001239,-0.327974313278
ACH-001274,-0.43733148066699995
ACH-001275,-0.376894928341
ACH-001277,-0.6096800021509999
ACH-001278,-0.542572445609
ACH-001280,-0.41854767624399997
ACH-001283,-0.312710719614
ACH-001289,-0.38623863096699995
ACH-001295,-0.319174854355
ACH-001300,-0.238606685106
ACH-001301,-0.304184265759
ACH-001302,-0.619318219294
ACH-001303,0.0628238576857
ACH-001306,-0.428098987418
ACH-001318,-0.403103770958
ACH-001322,-0.49532573490500004
ACH-001328,-0.354409872387
ACH-001332,-0.117021100383
ACH-001333,-0.366367632204
ACH-001336,-0.48679792314599996
ACH-001340,-0.343984082318
ACH-001346,-0.39078001232500004
ACH-001353,-0.290526612343
ACH-001354,-0.557837504529
ACH-001367,-0.330578893782
ACH-001368,-0.409648842145
ACH-001374,-0.14782352053
ACH-001375,-0.335395491294
ACH-001377,-0.6710177884
ACH-001380,-0.504984676851
ACH-001391,-0.19576807023499998
ACH-001407,-0.33763970268700005
ACH-001408,-0.587190278667
ACH-001413,-0.512503788711
ACH-001430,-0.8964032858140001
ACH-001431,-0.368248283551
ACH-001450,-0.135158007892
ACH-001496,-0.22031792933000002
ACH-001500,-0.532436292115
ACH-001521,-0.206202850845
ACH-001523,-0.21894738936
ACH-001532,-0.587750525075
ACH-001536,-0.754473128413
ACH-001550,-0.635660660779
ACH-001552,-0.306603317363
ACH-001554,-0.371774355976
ACH-001645,-0.38526217293799997
ACH-001654,-0.31403829728599997
ACH-001715,-0.6869695851369999
ACH-001735,-0.374908929739
ACH-001736,-0.523841506568
ACH-001737,0.00041898382071
ACH-001740,-0.5146290046940001
ACH-001745,-0.34371412043399996
ACH-001750,-0.138291692395
ACH-001765,-0.269447895463
ACH-001956,-0.402228595382
ACH-001957,-0.619359981232
