,TPSD1 (23430)
ACH-000004,-0.032473625104799994
ACH-000007,-0.107874455638
ACH-000009,0.187391663131
ACH-000011,-0.160239541081
ACH-000012,0.163598699303
ACH-000013,0.263075471416
ACH-000014,-0.0437616558151
ACH-000015,-0.139317615833
ACH-000017,0.101995555957
ACH-000018,0.184817393329
ACH-000019,0.32352634201200003
ACH-000021,0.311821629036
ACH-000022,-0.145770772421
ACH-000025,0.335421282227
ACH-000028,0.164594810315
ACH-000030,0.277776046635
ACH-000035,0.267707752272
ACH-000036,0.385260665861
ACH-000037,0.103187514393
ACH-000039,0.163787785498
ACH-000040,0.146553187381
ACH-000041,-0.20119342961699999
ACH-000042,0.48733625525700003
ACH-000045,0.31082100576
ACH-000047,0.11161522636099999
ACH-000052,0.227885965847
ACH-000053,0.176169142366
ACH-000054,0.141092736053
ACH-000055,0.256915720656
ACH-000060,-0.0585740638656
ACH-000067,-0.024201121435500003
ACH-000070,0.169121417552
ACH-000075,-0.07771593615189999
ACH-000078,0.17889706664000002
ACH-000082,0.0809157990329
ACH-000085,0.353266608812
ACH-000086,0.360327657646
ACH-000087,0.00985123507461
ACH-000092,0.280402530774
ACH-000095,-0.04810951873119999
ACH-000097,0.231701282454
ACH-000098,-0.0281775141686
ACH-000099,0.0437761983534
ACH-000108,0.421859339913
ACH-000113,0.24525785080600002
ACH-000115,0.1949514634
ACH-000116,0.151109993421
ACH-000118,0.270182738136
ACH-000120,0.17787451172899998
ACH-000123,0.30744179920000003
ACH-000127,0.16029896636
ACH-000128,0.179534584296
ACH-000132,0.111579008453
ACH-000133,0.0603568888359
ACH-000137,-0.024837500973400005
ACH-000138,0.22509728061099998
ACH-000142,0.17769806340999997
ACH-000143,-0.0538725037653
ACH-000146,0.187394270369
ACH-000148,0.160852980664
ACH-000150,0.056116892151699994
ACH-000152,0.19987094150899998
ACH-000153,0.36742906028300004
ACH-000159,0.18012391707199998
ACH-000160,0.062319338949800004
ACH-000163,0.013226192568099999
ACH-000167,0.428322427874
ACH-000168,0.353851229889
ACH-000169,0.051557749727300005
ACH-000178,0.09677680899329999
ACH-000182,0.35715402878799996
ACH-000183,0.00561146719175
ACH-000188,0.378892179719
ACH-000189,0.332075001879
ACH-000190,-0.0786311914325
ACH-000198,0.139155732953
ACH-000204,0.114230178479
ACH-000206,0.297885127149
ACH-000207,0.0702595978443
ACH-000211,0.197494918239
ACH-000215,0.0430172214353
