,PAK1IP1 (55003)
ACH-000004,-1.18571866287
ACH-000007,-1.37464579856
ACH-000009,-1.40211250976
ACH-000011,-1.5673708659099999
ACH-000012,-1.37059497516
ACH-000013,-1.4861625531600002
ACH-000014,-1.26280340711
ACH-000015,-1.2643868154200002
ACH-000017,-0.932146836481
ACH-000018,-1.26829945095
ACH-000019,-1.3815571097200001
ACH-000021,-1.17064054532
ACH-000022,-1.34410063023
ACH-000025,-1.08845803525
ACH-000028,-1.36389579826
ACH-000030,-1.3413686167899999
ACH-000035,-1.2095113430700002
ACH-000036,-1.19953877903
ACH-000037,-1.78590851723
ACH-000039,-1.4708150207799997
ACH-000040,-1.3891003011200003
ACH-000041,-1.67409727266
ACH-000042,-1.3819934111200003
ACH-000045,-1.42701548855
ACH-000047,-1.30262773672
ACH-000052,-1.6205600054
ACH-000053,-1.3063132346700002
ACH-000054,-1.24445704293
ACH-000055,-1.14175689984
ACH-000060,-1.13972959484
ACH-000067,-1.4103044290200002
ACH-000070,-1.07284621862
ACH-000075,-1.52506042449
ACH-000078,-1.59657366395
ACH-000082,-1.43156736334
ACH-000085,-1.30394348159
ACH-000086,-1.1986759851
ACH-000087,-1.29000779805
ACH-000092,-1.18662750976
ACH-000095,-1.32823978385
ACH-000097,-1.2567998472700002
ACH-000098,-1.37940727019
ACH-000099,-1.31805886914
ACH-000108,-1.30949446169
ACH-000113,-1.09729948591
ACH-000115,-1.8786005872799998
ACH-000116,-1.0997290397200001
ACH-000118,-1.34262566473
ACH-000120,-1.40481304764
ACH-000123,-1.3214801708600001
ACH-000127,-1.4224446280399998
ACH-000128,-1.26740823081
ACH-000132,-1.2456981047600002
ACH-000133,-1.4533309454799999
ACH-000137,-1.30524964248
ACH-000138,-1.3507939871
ACH-000142,-1.32352501611
ACH-000143,-1.28313188161
ACH-000146,-1.6307877466499998
ACH-000148,-1.4191503741
ACH-000150,-1.2856979702200002
ACH-000152,-1.2645715438299998
ACH-000153,-1.47593265343
ACH-000159,-1.53415417946
ACH-000160,-1.48363341329
ACH-000163,-1.40802927982
ACH-000167,-1.5316647510199999
ACH-000168,-1.3786445482299998
ACH-000169,-1.59775692352
ACH-000178,-1.32050591009
ACH-000182,-1.3259652645
ACH-000183,-1.26738425969
ACH-000188,-1.5452866408300001
ACH-000189,-1.38283489105
ACH-000190,-1.25512131783
ACH-000198,-1.30906240122
ACH-000204,-1.5342033463100002
ACH-000206,-1.36805792565
ACH-000207,-1.14984325355
ACH-000211,-1.16281330472
ACH-000215,-1.26085394746
ACH-000221,-1.22966872278
ACH-000222,-1.16819809584
ACH-000223,-1.12174021448
ACH-000226,-1.31702614694
ACH-000227,-1.11260267767
ACH-000228,-1.35691305894
ACH-000231,-1.37157602347
ACH-000232,-1.2719214988
ACH-000233,-1.18681416019
ACH-000234,-1.3232329229000002
ACH-000235,-1.3713839669999999
ACH-000237,-1.34307059153
ACH-000238,-1.2385459180299998
ACH-000243,-1.32317935025
ACH-000244,-1.43707815585
ACH-000246,-1.2886379433700001
ACH-000248,-1.09605853027
ACH-000250,-1.08731935949
ACH-000251,-1.47742033155
ACH-000253,-1.31068474573
ACH-000255,-1.09140849509
ACH-000256,-1.27997042139
ACH-000257,-1.3230413889000001
ACH-000258,-1.32501426968
ACH-000259,-1.29114111981
ACH-000260,-1.30192588752
ACH-000261,-1.21242638
ACH-000262,-1.17384961753
ACH-000263,-0.994110632473
ACH-000264,-0.6990976007459999
ACH-000265,-1.2101558859100001
ACH-000266,-1.0493058452500001
ACH-000272,-1.21193463511
ACH-000273,-1.3841226728600002
ACH-000274,-1.31770513524
ACH-000277,-1.22479073411
ACH-000278,-1.23605622691
ACH-000279,-1.24051060159
ACH-000280,-1.5362386987
ACH-000281,-1.73043084843
ACH-000288,-1.4405536257499998
ACH-000291,-1.44229135904
ACH-000293,-1.06706466089
ACH-000294,-1.1182382862
ACH-000295,-1.1022908385899999
ACH-000296,-1.3102767305
ACH-000302,-1.2720484694399998
ACH-000304,-1.27136193878
ACH-000307,-1.40394864706
ACH-000308,-0.9844733101980001
ACH-000310,-1.34899043666
ACH-000311,-1.39688487979
ACH-000312,-1.26884862231
ACH-000315,-1.44236503274
ACH-000316,-1.1528269439399998
ACH-000317,-1.45237956969
ACH-000318,-1.34796314243
ACH-000319,-1.1450998024099999
ACH-000320,-1.45306905343
ACH-000322,-0.930262060801
ACH-000323,-1.32354288075
ACH-000324,-1.3597199590399998
ACH-000329,-1.4769640415
ACH-000330,-1.05585058897
ACH-000331,-1.20114977756
ACH-000332,-1.5195952092299998
ACH-000334,-1.65035953789
ACH-000335,-1.506871366
ACH-000336,-1.36071595836
ACH-000337,-1.3582050772799998
ACH-000339,-1.36976216294
ACH-000341,-1.25134266279
ACH-000348,-1.0961189259100002
ACH-000350,-1.07342336986
ACH-000352,-1.23773913928
ACH-000356,-1.13332808064
ACH-000361,-0.995007842122
ACH-000362,-1.29520435992
ACH-000363,-1.18351935771
ACH-000364,-1.31642256933
ACH-000365,-1.25447954437
ACH-000366,-1.6043315117399999
ACH-000368,-1.26434587801
ACH-000374,-1.2330516275
ACH-000375,-1.23865999326
ACH-000376,-1.3317488842
ACH-000381,-1.29417021187
ACH-000383,-1.1597345993200001
ACH-000387,-1.30356282766
ACH-000389,-1.22815543369
ACH-000390,-1.03273957025
ACH-000393,-0.836516603096
ACH-000395,-1.28683104929
ACH-000397,-1.23826907392
ACH-000401,-1.0950467702
ACH-000402,-0.8561210164499999
ACH-000403,-1.053306149
ACH-000404,-1.81659344685
ACH-000406,-1.3601322339200002
ACH-000407,-1.25445900183
ACH-000408,-1.4095759285
ACH-000410,-1.22666509463
ACH-000411,-1.3628908319400002
ACH-000414,-1.23706365673
ACH-000415,-1.09687726155
ACH-000416,-1.30478607876
ACH-000420,-1.0699884181000001
ACH-000421,-1.22928682483
ACH-000424,-1.1564953911
ACH-000425,-1.42489603757
ACH-000426,-1.20613271339
ACH-000427,-0.692862154429
ACH-000433,-1.36580679141
ACH-000436,-1.06711446656
ACH-000444,-1.04341848702
ACH-000445,-1.4091568995200001
ACH-000448,-1.17910786886
ACH-000450,-1.8336782955000002
ACH-000452,-1.30674390582
ACH-000454,-1.4504706156099998
ACH-000458,-1.35488070459
ACH-000459,-1.2274513258700002
ACH-000460,-1.41043522944
ACH-000461,-1.0225625864499999
ACH-000463,-1.3282136786499998
ACH-000464,-1.24097432248
ACH-000466,-1.27638305671
ACH-000467,-1.3732551174
ACH-000468,-1.51651925459
ACH-000469,-1.127097827
ACH-000470,-1.49854126091
ACH-000471,-1.17084211385
ACH-000472,-1.2424512539
ACH-000473,-1.5161446865700001
ACH-000475,-0.999196133157
ACH-000476,-0.7489426616220001
ACH-000477,-1.7404001792099997
ACH-000480,-1.5205341468
ACH-000481,-1.05300613563
ACH-000483,-1.31195020658
ACH-000484,-0.8311387583900001
ACH-000485,-1.3283905413500001
ACH-000486,-1.0736561366700001
ACH-000487,-1.23308124324
ACH-000488,-1.14342122497
ACH-000490,-1.3911514417200002
ACH-000491,-1.0730690388600002
ACH-000495,-1.22763157178
ACH-000496,-1.31683391384
ACH-000499,-1.36396831939
ACH-000500,-1.2058554939100001
ACH-000502,-1.19499487009
ACH-000503,-1.54628348736
ACH-000505,-1.26437014566
ACH-000507,-1.24215595941
ACH-000510,-1.482759288
ACH-000511,-1.2045418159999999
ACH-000512,-1.29823516779
ACH-000516,-1.23336867461
ACH-000517,-1.51067761288
ACH-000518,-1.4397444201499998
ACH-000520,-0.9456008356380001
ACH-000521,-1.19149947819
ACH-000522,-1.07965329735
ACH-000524,-1.35740781352
ACH-000527,-1.2571314832
ACH-000528,-1.30606619914
ACH-000537,-1.2090610965200002
ACH-000541,-1.19614912221
ACH-000542,-1.25657369094
ACH-000544,-1.41641181982
ACH-000545,-1.52235009503
ACH-000547,-1.36690087039
ACH-000548,-1.19068704718
ACH-000549,-1.02226645674
ACH-000550,-1.27584019706
ACH-000552,-1.32317356067
ACH-000556,-1.23682957277
ACH-000557,-0.817026669419
ACH-000570,-1.42768077217
ACH-000571,-1.6795815730599999
ACH-000573,-1.10561103313
ACH-000576,-1.13965193656
ACH-000580,-1.15964642792
ACH-000584,-1.25122047736
ACH-000585,-1.11464006598
ACH-000588,-1.2261483622700002
ACH-000589,-1.1859550861100001
ACH-000591,-1.30747185402
ACH-000593,-1.25526202169
ACH-000600,-1.7848183008200003
ACH-000601,-1.1921698712100002
ACH-000604,-1.02662485887
ACH-000605,-1.36250202269
ACH-000606,-1.28041809161
ACH-000608,-1.11882714226
ACH-000614,-1.5866936295899998
ACH-000616,-1.4835617946000001
ACH-000618,-1.11645658923
ACH-000619,-1.3494421800100003
ACH-000620,-1.16752001649
ACH-000621,-1.44873563863
ACH-000622,-1.28818304765
ACH-000623,-1.5266852844499998
ACH-000624,-1.20268446264
ACH-000627,-1.50603804835
ACH-000630,-1.2396645891
ACH-000632,-1.33401612285
ACH-000633,-1.17514384051
ACH-000637,-1.4501018455799999
ACH-000638,-1.3698191619799998
ACH-000646,-1.3462513051299998
ACH-000647,-1.12567255418
ACH-000648,-0.957707017838
ACH-000649,-1.36058369146
ACH-000651,-1.25313046225
ACH-000652,-1.4769329873100001
ACH-000653,-1.17875455159
ACH-000657,-1.26665018735
ACH-000658,-1.3030064289299998
ACH-000661,-1.66406124394
ACH-000662,-1.17021464639
ACH-000663,-1.4903437306799998
ACH-000665,-1.3954024886899998
ACH-000671,-1.1341272821700001
ACH-000673,-1.4712914713799998
ACH-000676,-1.3983329409399998
ACH-000677,-1.64602917741
ACH-000681,-1.5633208724599998
