,UBE3C (9690)
ACH-000004,-0.246490361622
ACH-000007,-0.150191383794
ACH-000009,-0.283865789455
ACH-000011,-0.21726376904300002
ACH-000012,-0.0726587076547
ACH-000013,0.0035681151655
ACH-000014,-0.361856682084
ACH-000015,-0.111354411764
ACH-000017,-0.0686718892106
ACH-000018,-0.372235907066
ACH-000019,0.08516328155710001
ACH-000021,-0.14833672598099998
ACH-000022,-0.16851100700999996
ACH-000025,-0.0579897753074
ACH-000028,-0.0673333686858
ACH-000030,-0.102299454622
ACH-000035,-0.192771784842
ACH-000036,-0.271386579389
ACH-000037,0.22503565661299998
ACH-000039,-0.35339059911700005
ACH-000040,-0.151611988098
ACH-000041,0.0513782250852
ACH-000042,-0.051708041220300004
ACH-000045,-0.153900875859
ACH-000047,-0.0630152989616
ACH-000052,-0.140653989662
ACH-000053,-0.01075320709
ACH-000054,-0.134349769368
ACH-000055,-0.115722545731
ACH-000060,-0.0402319806417
ACH-000067,-0.351397526831
ACH-000070,0.0758232459585
ACH-000075,-0.123772341403
ACH-000078,-0.0283918504031
ACH-000082,0.000112118124551
ACH-000085,-0.0630292200881
ACH-000086,-0.0283335856568
ACH-000087,-0.131252365438
ACH-000092,-0.0456204900549
ACH-000095,-0.0023000070914
ACH-000097,-0.152181611705
ACH-000098,0.0300343659754
ACH-000099,-0.10012383568199999
ACH-000108,-0.0374954388147
ACH-000113,-0.08485516978589999
ACH-000115,0.0483977300057
ACH-000116,0.0929229452176
ACH-000118,-0.18338179157200002
ACH-000120,-0.08872289090180001
ACH-000123,-0.132293643582
ACH-000127,-0.21862031325599998
ACH-000128,-0.134382059618
ACH-000132,-0.209693062969
ACH-000133,-0.11034643007600001
ACH-000137,0.00229262312156
ACH-000138,-0.08341029329989999
ACH-000142,-0.0373658749652
ACH-000143,-0.10249468788899999
ACH-000146,-0.0723928495279
ACH-000148,-0.08093964846900001
ACH-000150,-0.0449972153013
ACH-000152,-0.12478950534399999
ACH-000153,-0.291582438993
ACH-000159,-0.021765267163800003
ACH-000160,0.118629994626
ACH-000163,-0.0402317042427
ACH-000167,-0.0216668450661
ACH-000168,-0.460610608594
ACH-000169,-0.160110501276
ACH-000178,-0.166493236653
ACH-000182,-0.208126222859
ACH-000183,0.0786295613346
ACH-000188,0.00833980612922
ACH-000189,0.238791356167
ACH-000190,-0.41300108207099995
ACH-000198,-0.047336563815599995
ACH-000204,0.0854889507728
ACH-000206,0.12977932881100002
ACH-000207,0.0318812826096
ACH-000211,-0.174226114904
ACH-000215,-0.08492021130439999
ACH-000221,0.140687409898
ACH-000222,0.0562519757752
ACH-000223,-0.0523789700923
ACH-000226,0.0334675801812
ACH-000227,0.0184198214066
ACH-000228,-0.110680037139
ACH-000231,-0.018493945729599996
ACH-000232,-0.280203157697
ACH-000233,-0.0527401826027
ACH-000234,-0.120702093239
ACH-000235,0.022956860125500002
ACH-000237,-0.256745924011
ACH-000238,-0.01865818604
ACH-000243,-0.0041796376783
ACH-000244,0.169891278426
ACH-000246,-0.09490084925560001
ACH-000248,-0.111095212876
ACH-000250,-0.0348338374671
ACH-000251,0.211097093929
ACH-000253,-0.17565210524900002
ACH-000255,0.0489635118083
ACH-000256,0.0617846059956
ACH-000257,0.093179867824
ACH-000258,-0.0082814919459
ACH-000259,0.0569697212684
ACH-000260,-0.00852136905502
ACH-000261,-0.0318392171911
ACH-000262,-0.0568407516672
ACH-000263,-0.129490298038
ACH-000264,-0.224839074388
ACH-000265,0.0504092426425
ACH-000266,-0.0330799304752
ACH-000272,-0.214844625475
ACH-000273,-0.13276230507200001
ACH-000274,-0.0611628543507
ACH-000277,-0.134486158737
ACH-000278,-0.0952322131353
ACH-000279,-0.11108186694399999
ACH-000280,-0.198529827293
ACH-000281,-0.19262152720400003
ACH-000288,0.00740440165364
ACH-000291,-0.149999381678
ACH-000293,-0.10247969275800001
ACH-000294,-0.120471680626
ACH-000295,-0.23923442574099998
ACH-000296,0.0219468607724
ACH-000302,0.01934294438
ACH-000304,-0.407402424642
ACH-000307,-0.0613897791145
ACH-000308,-0.116590975983
ACH-000310,-0.170615170817
ACH-000311,0.0384759430665
ACH-000312,-0.055553901235100005
ACH-000315,0.0388173249106
ACH-000316,-0.292466535579
ACH-000317,-0.24789604397
ACH-000318,0.08408970136739999
ACH-000319,0.087643600166
ACH-000320,0.0111791753904
ACH-000322,-0.10566108283299999
ACH-000323,-0.0072830884234700004
ACH-000324,-0.273229126901
ACH-000329,-0.0881916015072
ACH-000330,0.00300773822439
ACH-000331,-0.101070549723
ACH-000332,-0.181434122348
ACH-000334,0.12440978335899999
ACH-000335,-0.217363589426
ACH-000336,-0.17423181104000002
ACH-000337,-0.159668214155
ACH-000339,-0.04937950039530001
ACH-000341,0.0141815297446
ACH-000348,-0.0657480799736
ACH-000350,-0.0210398843065
ACH-000352,-0.127292489461
ACH-000356,0.0047436845893299995
ACH-000361,0.245389336267
ACH-000362,-0.201818680194
ACH-000363,0.0665211676946
ACH-000364,-0.016970383241600002
ACH-000365,-0.0929226463174
ACH-000366,-0.08158879159139999
ACH-000368,-0.17425215792800003
ACH-000374,-0.40978952336400004
ACH-000375,-0.146563118473
ACH-000376,-0.23636646287799998
ACH-000381,0.00984462551631
ACH-000383,-0.00558834222708
ACH-000387,0.026533093752
ACH-000389,-0.20114493550299997
ACH-000390,-0.308757139395
ACH-000393,-0.138167378807
ACH-000395,-0.396998117192
ACH-000397,-0.291685334041
ACH-000401,-0.05896055512350001
ACH-000402,-0.0499437165401
ACH-000403,0.117268968819
ACH-000404,-0.42348978787
ACH-000406,-0.100362445244
ACH-000407,0.11078283708799999
ACH-000408,0.17678419932300002
ACH-000410,-0.0182480438972
ACH-000411,-0.371227449332
ACH-000414,-0.0181990672295
ACH-000415,0.00501071784962
ACH-000416,-0.09750112107169999
ACH-000420,-0.05001690225219999
ACH-000421,-0.061687354747
ACH-000424,-0.31483540436
ACH-000425,-0.0173630423388
ACH-000426,0.0216318857631
ACH-000427,-0.269339736828
