,POLR2H (5437)
ACH-000168,-1.0244844392399999
ACH-000169,-1.1248854273200002
ACH-000178,-1.35622463025
ACH-000182,-1.24080767761
ACH-000183,-0.57829592718
ACH-000188,-1.13771220364
ACH-000189,-0.810043793156
ACH-000190,-0.713387000456
ACH-000198,-1.1273112149
ACH-000204,-0.8556892859299999
ACH-000206,-1.2865936682799999
ACH-000207,-0.966921289756
ACH-000211,-0.986637958857
ACH-000215,-0.996876936708
ACH-000221,-1.0756108898799999
ACH-000222,-1.15601320715
ACH-000223,-1.0598800218200002
ACH-000226,-0.998046963072
ACH-000227,-1.61270029994
ACH-000228,-1.34166135315
ACH-000231,-1.02077169314
ACH-000232,-0.9921196959209999
ACH-000233,-1.09500893718
ACH-000234,-1.2420318379200002
ACH-000235,-1.04686540842
ACH-000237,-0.672458002543
ACH-000238,-0.910991750424
ACH-000243,-1.42665644639
ACH-000244,-0.963468287581
ACH-000246,-1.1243638682500001
ACH-000248,-0.8771615522310001
ACH-000250,-1.2083661196
ACH-000251,-0.7882179054459999
ACH-000253,-1.0654397872499999
ACH-000255,-1.0251224561299999
ACH-000256,-1.141640133
ACH-000257,-0.96103699308
ACH-000258,-1.0646393656
ACH-000259,-0.9535929044470001
ACH-000260,-1.05831247536
ACH-000261,-1.13210020301
ACH-000262,-0.848178967193
ACH-000263,-1.00143896342
ACH-000264,-0.996614728543
ACH-000265,-1.2417388236
ACH-000266,-1.38007141835
ACH-000272,-0.941163303742
ACH-000273,-0.7429218785930001
ACH-000274,-1.2282868481799998
ACH-000277,-1.01974031424
ACH-000278,-1.18110977065
ACH-000279,-1.44042376756
ACH-000280,-1.1505752529200002
ACH-000281,-1.30340580667
ACH-000288,-0.8629700820659999
ACH-000291,-1.10265737684
ACH-000293,-1.2803795194499998
ACH-000294,-0.792273460402
ACH-000295,-0.8756779973459999
ACH-000296,-1.09576116972
ACH-000302,-1.21772972317
ACH-000304,-1.2909749429100001
ACH-000307,-1.20037662138
ACH-000308,-0.8506811632119999
ACH-000310,-1.3866037874700001
ACH-000311,-1.61985799544
ACH-000312,-1.14067859011
ACH-000315,-0.7043373551100001
ACH-000316,-0.7408529074519999
ACH-000317,-0.83320725
ACH-000318,-0.930142870654
ACH-000319,-0.834749308486
ACH-000320,-1.04922720683
ACH-000322,-0.9248935166009999
ACH-000323,-1.12239909577
ACH-000324,-1.13664596263
ACH-000329,-1.43667452398
ACH-000330,-0.8544964799760001
ACH-000331,-1.19998579125
ACH-000332,-1.08545138483
ACH-000334,-0.880181338365
ACH-000335,-1.2023385319600002
ACH-000336,-0.9398769309799999
ACH-000337,-1.14131707016
ACH-000339,-1.17468923861
ACH-000341,-1.06041784426
ACH-000348,-1.04408664892
ACH-000350,-1.15414000033
ACH-000352,-1.23925087907
ACH-000356,-0.964859777202
ACH-000361,-0.928924641135
ACH-000362,-1.06669287034
ACH-000363,-1.38892487415
ACH-000364,-1.08230822111
ACH-000365,-0.824968037823
ACH-000366,-1.18483516354
ACH-000368,-0.936025741497
ACH-000374,-0.42679416286300004
ACH-000375,-0.94721473433
ACH-000376,-1.0929980316299999
ACH-000381,-0.900275328687
ACH-000383,-1.34751979195
ACH-000387,-0.827996623869
ACH-000389,-0.895552311461
ACH-000390,-0.786778448371
ACH-000393,-1.5464940769
ACH-000395,-1.1408785397299999
ACH-000397,-1.23896754916
ACH-000401,-0.880152841373
ACH-000402,-1.18146740707
ACH-000403,-1.04369054591
ACH-000404,-0.671297823517
ACH-000406,-1.0977933346700002
ACH-000407,-1.09766460547
ACH-000408,-0.977812406373
ACH-000410,-0.9836127765279999
ACH-000411,-1.1133239628899998
ACH-000414,-1.30681675214
ACH-000415,-1.3088840601
ACH-000416,-0.986613870256
ACH-000420,-0.961100299991
ACH-000421,-1.11702242699
ACH-000424,-0.78873045723
ACH-000425,-0.927380960982
ACH-000426,-1.73409023773
ACH-000427,-1.10739398881
ACH-000433,-1.08287080889
ACH-000436,-0.855128490452
ACH-000444,-0.899977028832
ACH-000445,-1.01457475255
ACH-000448,-1.27199115816
ACH-000450,-0.9575735795029999
ACH-000452,-0.719606376913
ACH-000454,-0.7507537994300001
ACH-000458,-0.961963736627
ACH-000459,-0.618896692938
ACH-000460,-0.975079838212
ACH-000461,-0.9354200269349999
ACH-000463,-1.14764708591
ACH-000464,-0.661266765088
ACH-000466,-1.03539510757
ACH-000467,-1.10776882033
ACH-000468,-1.45810585309
ACH-000469,-1.11890993904
ACH-000470,-0.816627199706
ACH-000471,-1.3490895498700002
ACH-000472,-1.2085033159
ACH-000473,-0.9329317739499999
ACH-000475,-1.1846719154
ACH-000476,-1.12519018789
ACH-000477,-0.9411938938879999
ACH-000480,-1.12042783894
ACH-000481,-1.18813559688
ACH-000483,-1.70683976114
ACH-000484,-1.16022593042
ACH-000485,-0.790040424013
ACH-000486,-1.2049340717
ACH-000487,-1.1602710233700002
ACH-000488,-1.09879489436
ACH-000490,-0.9584917714769999
ACH-000491,-1.08099275073
ACH-000495,-0.791499672939
ACH-000496,-0.980676170174
ACH-000499,-1.0878585596299999
ACH-000500,-1.1238697771200001
ACH-000502,-1.0512513729700002
ACH-000503,-0.772035886274
ACH-000505,-1.2053219452700001
ACH-000507,-1.0246311287999998
ACH-000510,-1.08929033149
ACH-000511,-1.10933418045
ACH-000512,-0.728167454869
ACH-000516,-0.968594835972
ACH-000517,-1.15218717341
ACH-000518,-0.672964182427
ACH-000520,-1.10333204739
ACH-000521,-1.13977102147
ACH-000522,-0.728256692598
ACH-000524,-1.24912282109
ACH-000527,-1.17336876919
ACH-000528,-0.842075488112
ACH-000537,-1.11389733719
ACH-000541,-1.25015789419
ACH-000542,-0.775411901592
ACH-000544,-1.04520143374
ACH-000545,-1.0360013137000001
ACH-000547,-1.58612847556
ACH-000548,-1.19757371215
ACH-000549,-0.9628340633700001
ACH-000550,-1.0982112573
ACH-000552,-1.0366345835
ACH-000556,-1.3660251822799998
ACH-000557,-1.1570195160799999
ACH-000570,-0.98093017329
ACH-000571,-0.8474442158759999
ACH-000573,-1.23611522459
ACH-000576,-1.12468390634
ACH-000580,-0.9477146054719999
ACH-000584,-0.6688863355269999
ACH-000585,-1.1047749357899999
ACH-000588,-0.6821143910519999
ACH-000589,-1.07893723567
ACH-000591,-0.670625470605
ACH-000593,-1.18865698415
ACH-000600,-0.9927256758949999
ACH-000601,-1.07256532203
ACH-000604,-1.10573771063
ACH-000605,-1.26739549317
ACH-000606,-0.842178501899
ACH-000608,-1.0624928788799999
ACH-000614,-0.749441030127
ACH-000616,-0.9035691691009999
ACH-000618,-0.765822615035
ACH-000619,-0.74936247342
ACH-000620,-0.868213122078
ACH-000621,-1.2602784124
ACH-000622,-0.707001061313
ACH-000623,-0.8690526990270001
ACH-000624,-1.19747518529
ACH-000627,-1.25863163427
ACH-000630,-1.0797287844299999
ACH-000632,-0.559108126145
ACH-000633,-1.12038221173
ACH-000637,-1.20089671989
ACH-000638,-0.838990891567
ACH-000646,-1.16408718898
ACH-000647,-1.02159710712
ACH-000648,-1.04350707312
ACH-000649,-1.06287785074
ACH-000651,-1.04916414031
ACH-000652,-1.0857103103299999
ACH-000653,-1.00195382097
ACH-000657,-1.0950659447799997
ACH-000658,-0.98306803224
ACH-000661,-1.1407648537100001
ACH-000662,-1.3679047927899999
ACH-000663,-1.20535224214
ACH-000665,-0.950725521795
ACH-000671,-0.7522110440199999
ACH-000673,-1.47186803489
ACH-000676,-0.78343164167
ACH-000677,-1.22208691381
ACH-000681,-1.35721019179
ACH-000682,-0.9988666212999999
ACH-000683,-1.0657629132100002
ACH-000684,-0.7906985347740001
ACH-000688,-1.05727003625
ACH-000693,-0.7132138154690001
ACH-000694,-0.7463006375419999
ACH-000695,-0.9162046133480001
ACH-000696,-1.05553768312
ACH-000697,-1.0854065044
ACH-000699,-1.4319453223299998
ACH-000701,-1.5611196271399999
ACH-000706,-1.01288085
ACH-000711,-1.01146482638
ACH-000713,-0.7743490751369999
ACH-000714,-0.971154568799
ACH-000718,-1.0767608740799999
ACH-000720,-1.08118645122
ACH-000721,-0.596619419578
ACH-000724,-1.4813285905200002
ACH-000725,-1.06661440645
ACH-000732,-0.763463879092
ACH-000734,-1.05874615411
ACH-000735,-0.7973416145209999
ACH-000736,-0.934462412338
ACH-000738,-1.10936161777
ACH-000746,-0.854221213109
ACH-000747,-0.8304284859759999
ACH-000748,-1.0469803527600001
ACH-000753,-0.8791974757979999
ACH-000756,-1.1331906412000001
ACH-000757,-1.0324056893200002
ACH-000758,-1.0378018393200001
ACH-000760,-1.0730122088
ACH-000763,-1.1891644528299998
ACH-000764,-0.844690668531
ACH-000765,-0.852231461688
ACH-000766,-0.9470841388510001
ACH-000767,-1.149175783
ACH-000768,-1.08485608453
ACH-000769,-0.811036221544
ACH-000770,-1.27028818625
ACH-000771,-1.08532713838
ACH-000773,-0.8509724875399999
ACH-000776,-0.928058638612
ACH-000777,-0.845189985842
ACH-000778,-1.5263072469799999
ACH-000781,-1.08117163278
ACH-000782,-1.1416642500299998
ACH-000783,-1.04956624736
ACH-000784,-0.944631612289
ACH-000785,-1.3515003041999998
ACH-000787,-0.871762457045
ACH-000788,-0.946375750014
ACH-000791,-1.22216958252
ACH-000792,-0.68024421865
ACH-000794,-1.16107213487
ACH-000796,-1.2993968793700001
ACH-000799,-1.0270494513500001
ACH-000800,-0.9223343710330001
ACH-000802,-0.789163084142
ACH-000804,-1.05404539089
ACH-000805,-0.9708929789470001
ACH-000809,-1.12519435105
ACH-000810,-1.3125429585
ACH-000811,-1.29326922526
ACH-000817,-0.822603581486
ACH-000819,-0.9893453615109999
ACH-000820,-0.71770423386
ACH-000821,-1.11251581554
ACH-000822,-1.1533891777299998
ACH-000823,-0.784745252652
ACH-000824,-1.46078572921
ACH-000827,-0.9456501099369999
ACH-000829,-0.9174495640629999
ACH-000831,-0.911142446207
ACH-000832,-0.748604609375
ACH-000833,-1.44301920697
ACH-000834,-1.01779568556
ACH-000835,-0.8842472634899999
ACH-000836,-0.6810310287350001
ACH-000837,-1.12959782233
ACH-000838,-0.9363154077789999
ACH-000839,-1.13291621448
ACH-000840,-1.0614018429899998
ACH-000841,-0.9647003491339999
ACH-000843,-1.04141660043
ACH-000846,-1.10455891661
ACH-000847,-1.09491115372
ACH-000848,-1.1999185883
ACH-000849,-1.0975005162
ACH-000851,-0.975210066041
ACH-000855,-0.598385531712
ACH-000856,-0.9403197769670001
ACH-000858,-0.839154994965
ACH-000859,-0.74002942454
ACH-000861,-1.3701095827399998
ACH-000862,-1.0306691525
ACH-000865,-0.993190267252
ACH-000866,-0.871460377836
ACH-000867,-1.17946008254
ACH-000869,-1.1812354551000002
ACH-000872,-1.1185911912200002
ACH-000873,-0.5243454582779999
ACH-000876,-1.0911840093
ACH-000878,-1.3221702802600002
ACH-000880,-1.05683385972
ACH-000881,-0.909437237483
ACH-000882,-1.02055905064
ACH-000884,-0.889870866205
ACH-000885,-1.066639049
ACH-000887,-1.1503789740500001
ACH-000888,-0.859855154586
ACH-000889,-1.31421892745
ACH-000890,-1.09748781669
ACH-000896,-0.790879728988
ACH-000898,-1.05231785386
ACH-000900,-1.24588760863
ACH-000901,-1.05251566133
ACH-000905,-1.17499389599
ACH-000906,-0.905557344907
ACH-000907,-0.8700767060410001
ACH-000910,-1.1109717322600001
ACH-000911,-1.0641446265
ACH-000912,-1.06008105548
ACH-000913,-0.9972091622799999
ACH-000915,-1.02452708347
ACH-000916,-1.37547288027
ACH-000917,-1.04774010037
ACH-000921,-1.06457696917
ACH-000924,-1.31664130371
ACH-000926,-0.845358746373
ACH-000928,-1.0357182307700001
ACH-000929,-1.00359494044
ACH-000932,-0.938313267621
ACH-000935,-1.07019622642
ACH-000936,-0.7535010783689999
ACH-000937,-1.0125598731899998
ACH-000938,-1.02919044664
ACH-000939,-0.8858430856389999
ACH-000941,-0.731240366432
ACH-000943,-1.0186085987
ACH-000946,-0.9452116012270001
ACH-000947,-1.06122509823
ACH-000948,-1.10330391329
ACH-000950,-0.8121555120270001
ACH-000953,-1.20462607506
ACH-000957,-1.00470698479
ACH-000958,-0.8906749240009999
ACH-000960,-1.01384251281
ACH-000963,-1.14314904706
ACH-000968,-0.985071259499
ACH-000969,-0.843838773962
ACH-000973,-1.19595394135
ACH-000974,-0.837813376804
ACH-000975,-1.08898791584
ACH-000976,-0.922348131156
ACH-000978,-1.00543600534
ACH-000980,-1.10634827685
ACH-000984,-0.8623515600849999
ACH-000986,-0.910882343977
ACH-000988,-1.22673241432
ACH-000993,-1.3619436002399998
ACH-000994,-0.99725488699
ACH-000996,-0.937792927198
ACH-001001,-0.957010849538
ACH-001020,-0.865746167621
ACH-001028,-0.912513924287
ACH-001031,-0.9135144959810001
ACH-001038,-0.8560421763889999
ACH-001048,-0.985895512941
ACH-001050,-0.867591753155
ACH-001053,-1.13683258502
ACH-001054,-0.605187337814
ACH-001061,-1.0134240964899999
ACH-001067,-0.86308277596
ACH-001075,-0.911524705081
ACH-001096,-1.1842246298299999
ACH-001128,-0.339569153869
ACH-001134,-1.19197168607
ACH-001151,-0.8242998222210001
ACH-001163,-0.861241132806
ACH-001164,-1.05031230035
ACH-001173,-0.88495168802
ACH-001183,-0.801176985262
ACH-001184,-1.39433879294
ACH-001190,-0.665109120775
ACH-001192,-1.24133164198
ACH-001193,-1.03115108483
ACH-001196,-1.49475884727
ACH-001197,-1.12833474995
ACH-001205,-1.16252396037
ACH-001211,-0.966327220627
ACH-001212,-0.837182790631
ACH-001228,-0.644496303741
ACH-001232,-0.636220227505
ACH-001239,-0.945671992872
ACH-001274,-1.24142587015
ACH-001275,-0.9317485704299999
ACH-001277,-0.865737788672
ACH-001278,-1.17589112316
ACH-001280,-1.31274111595
ACH-001283,-1.00606268002
ACH-001289,-1.13924405158
ACH-001295,-1.16570200269
ACH-001300,-1.05509934462
ACH-001301,-0.970244206466
ACH-001302,-0.7452267669570001
ACH-001303,-0.912531420941
ACH-001306,-0.930972561951
ACH-001318,-1.13983515021
ACH-001322,-0.901800152677
ACH-001328,-0.997785070862
ACH-001332,-0.745423733566
ACH-001333,-1.0421285818600001
ACH-001336,-0.8176138232529999
ACH-001340,-1.0196459084799998
ACH-001346,-0.7492376062999999
ACH-001353,-0.711280014304
ACH-001354,-1.03991696021
ACH-001367,-1.09406683499
ACH-001368,-0.923771419722
ACH-001374,-0.663074063573
ACH-001375,-0.8866302124700001
ACH-001377,-1.1484184235700001
ACH-001380,-1.32769055559
ACH-001391,-1.22465714044
ACH-001407,-0.812887779275
ACH-001408,-1.25158295154
ACH-001413,-1.17683767736
ACH-001430,-0.993336215546
ACH-001431,-1.09171906025
ACH-001450,-1.15022302028
ACH-001496,-1.0389992438200002
ACH-001500,-0.644197422052
ACH-001521,-1.312409309
ACH-001523,-1.35996193125
ACH-001532,-1.1625100551899998
ACH-001536,-1.13862169804
ACH-001550,-0.68060099653
ACH-001552,-1.23050078944
ACH-001554,-0.9309766285250001
ACH-001645,-1.0602450025399999
ACH-001654,-1.23980025051
ACH-001715,-0.795235622206
ACH-001735,-1.0609832085600002
ACH-001736,-1.07686050573
ACH-001737,-1.2429360555600002
ACH-001740,-1.08176900828
ACH-001745,-1.2943111815100001
ACH-001750,-1.12017500558
ACH-001765,-1.2336243926600001
ACH-001956,-0.950631632965
ACH-001957,-1.04019347849
