,LDLRAP1 (26119)
ACH-000004,-0.0837352430251
ACH-000007,0.139863480655
ACH-000009,0.011379444002
ACH-000011,-0.084069395352
ACH-000012,0.09510023482629999
ACH-000013,0.014065639758099999
ACH-000014,-0.19586841279699999
ACH-000015,-0.010360746500700001
ACH-000017,0.0375567892591
ACH-000018,0.21586964491900001
ACH-000019,0.20739734694000003
ACH-000021,-0.122771850853
ACH-000022,-0.08628748773060002
ACH-000025,0.057301757567099994
ACH-000028,-0.126760658324
ACH-000030,0.163247827731
ACH-000035,-0.253257165995
ACH-000036,0.09241345275660001
ACH-000037,0.146177269953
ACH-000039,-0.054406183514400006
ACH-000040,0.025473471172000002
ACH-000041,-0.076676393535
ACH-000042,-0.0311962806626
ACH-000045,-0.0741908105657
ACH-000047,0.0733086689809
ACH-000052,0.0046841151147899995
ACH-000053,-0.316023322399
ACH-000054,0.0154335807495
ACH-000055,-0.14842658864299998
ACH-000060,-0.143839442674
ACH-000067,-0.0395728491631
ACH-000070,-0.10720570603599999
ACH-000075,-0.249534629417
ACH-000078,0.0721717005653
ACH-000082,-0.022318572714900002
ACH-000085,-0.0788209066987
ACH-000086,0.09101067824339999
ACH-000087,-0.0920100446542
ACH-000092,-0.129415285168
ACH-000095,-0.035215049529
ACH-000097,0.10282617135399999
ACH-000098,-0.04357746004290001
ACH-000099,-0.0366487494785
ACH-000108,-0.06498020355690001
ACH-000113,-0.048362311159800005
ACH-000115,-0.12449293114499999
ACH-000116,0.170266982794
ACH-000118,0.040582793435
ACH-000120,-0.09964047566569999
ACH-000123,-0.0238709372033
ACH-000127,0.195956011217
ACH-000128,-0.0677647811721
ACH-000132,0.0121697972021
ACH-000133,0.23362993588199998
ACH-000137,-0.0124282721824
ACH-000138,-0.0457463672238
ACH-000142,0.00121765117764
ACH-000143,-0.062744517143
ACH-000146,-0.146040583309
ACH-000148,0.08462402325169999
ACH-000150,-0.22319244065000002
ACH-000152,-0.0972854910759
ACH-000153,-0.385522982751
ACH-000159,-0.0222555544073
ACH-000160,-0.05480911718309999
ACH-000163,-0.0888418650331
ACH-000167,0.0975129532653
ACH-000168,-0.253792160152
ACH-000169,0.125567843623
ACH-000178,0.0710285846524
ACH-000182,0.165282695856
ACH-000183,0.0578033004311
ACH-000188,0.134692072446
ACH-000189,0.041091800239800004
ACH-000190,0.0590915596031
ACH-000198,-0.110332869928
ACH-000204,-0.104414447068
ACH-000206,-0.049699068878499994
ACH-000207,0.202565303349
ACH-000211,-0.00795456410395
ACH-000215,-0.0445370228234
ACH-000221,-0.08070404045210001
ACH-000222,-0.0214721774989
ACH-000223,0.072405120858
ACH-000226,0.0309638370988
ACH-000227,-0.007057091669779999
ACH-000228,-0.0562694282208
