,NDRG2 (57447)
ACH-000004,-0.0761138842758
ACH-000007,-0.28544063951
ACH-000009,-0.239717610502
ACH-000011,-0.331917236467
ACH-000012,-0.330841269043
ACH-000013,-0.236114651374
ACH-000014,-0.336329534515
ACH-000015,-0.0767126355459
ACH-000017,-0.396756969623
ACH-000018,-0.12904387750600002
ACH-000019,-0.0804600846994
ACH-000021,-0.0779880987565
ACH-000022,-0.37373900626699996
ACH-000025,-0.264925970206
ACH-000028,-0.14202816248199998
ACH-000030,-0.329253880286
ACH-000035,-0.012689953101700001
ACH-000036,-0.179625068834
ACH-000037,-0.291239182058
ACH-000039,-0.326680432961
ACH-000040,-0.262193601393
ACH-000041,-0.323963360837
ACH-000042,-0.0949091411299
ACH-000045,-0.054666219835
ACH-000047,-0.147416437828
ACH-000052,-0.527069375075
ACH-000053,-0.27749451349
ACH-000054,-0.0623507668607
ACH-000055,-0.339876996533
ACH-000060,-0.393602868231
ACH-000067,-0.214439108113
ACH-000070,-0.12911424283700002
ACH-000075,-0.160771150418
ACH-000078,-0.10412866275499999
ACH-000082,-0.169175962429
ACH-000085,-0.254312359034
ACH-000086,-0.148780868996
ACH-000087,-0.348984636272
ACH-000092,-0.19926969512
ACH-000095,-0.184572678439
ACH-000097,-0.09123344682
ACH-000098,-0.127463757116
ACH-000099,-0.122106385992
ACH-000108,-0.202125582327
ACH-000113,-0.00539195654084
ACH-000115,0.07962761340130001
ACH-000116,-0.21133165920400002
ACH-000118,-0.220198442626
ACH-000120,-0.159351468562
ACH-000123,-0.25952771530499996
ACH-000127,-0.17031809970800002
ACH-000128,-0.138344862703
ACH-000132,-0.025193191622099997
ACH-000133,-0.115049778817
ACH-000137,-0.24073999848400002
ACH-000138,-0.157302079401
ACH-000142,-0.0869118045328
ACH-000143,-0.0988609914913
ACH-000146,-0.23660771448399998
ACH-000148,-0.25309859201699997
ACH-000150,0.07678357274230001
ACH-000152,-0.17019932241
ACH-000153,-0.43168379835500004
ACH-000159,-0.35180155036
ACH-000160,-0.381977460324
ACH-000163,-0.24156524066500001
ACH-000167,-0.41220695662100004
ACH-000168,-0.45092952436800005
ACH-000169,-0.212727848297
ACH-000178,-0.19816239393100002
ACH-000182,-0.182939451467
ACH-000183,-0.311186482415
ACH-000188,-0.13716079797800002
ACH-000189,-0.03736979270119999
ACH-000190,-0.42190356718500005
ACH-000198,-0.133056062311
ACH-000204,-0.0667205752843
ACH-000206,-0.36373183805500003
ACH-000207,-0.16795670953800002
ACH-000211,-0.10281734550100001
ACH-000215,-0.203143824955
ACH-000221,-0.0544051773666
ACH-000222,-0.235728435077
ACH-000223,-0.18575078727400002
ACH-000226,-0.37098231389700004
ACH-000227,-0.07852420924339999
ACH-000228,-0.34381377122199996
ACH-000231,-0.217238229981
ACH-000232,-0.136171961068
ACH-000233,-0.10877155817
ACH-000234,-0.20971274581799998
ACH-000235,-0.198652365669
ACH-000237,-0.125223127965
ACH-000238,-0.390830517827
ACH-000243,-0.26527662774599997
ACH-000244,-0.2629327791
ACH-000246,-0.334347550903
ACH-000248,-0.181446713879
ACH-000250,-0.339060167258
ACH-000251,0.0769333583724
ACH-000253,-0.0867496904876
ACH-000255,0.0586427609614
ACH-000256,-0.233225559304
ACH-000257,-0.186812149987
ACH-000258,-0.35017897631800005
ACH-000259,-0.16173335708699998
ACH-000260,-0.18810107864599998
ACH-000261,-0.168613484032
ACH-000262,-0.249802556787
ACH-000263,-0.37543365579599997
ACH-000264,-0.26943119712499997
ACH-000265,-0.208993931725
ACH-000266,-0.129347522006
ACH-000272,-0.18390817431899997
ACH-000273,-0.136533495292
ACH-000274,-0.1417092232
ACH-000277,-0.00845336238519
ACH-000278,-0.297033347111
ACH-000279,-0.318861559699
ACH-000280,-0.202864545927
ACH-000281,-0.0228425966557
ACH-000288,-0.256615953899
ACH-000291,-0.14981229164899998
ACH-000293,-0.11715638442500001
ACH-000294,-0.130820268377
ACH-000295,-0.21177445453
ACH-000296,-0.251599478911
ACH-000302,-0.251740710123
ACH-000304,-0.187873334595
ACH-000307,-0.177847700641
ACH-000308,-0.155740882807
ACH-000310,-0.27885971755100003
ACH-000311,-0.222090703809
ACH-000312,-0.230490990287
ACH-000315,-0.133794902076
ACH-000316,-0.313649586705
ACH-000317,-0.290461842774
ACH-000318,-0.39640543354400004
ACH-000319,-0.19245744938
ACH-000320,-0.166013228481
ACH-000322,-0.246521375178
ACH-000323,-0.214374370662
ACH-000324,-0.290253373622
ACH-000329,-0.076804857076
ACH-000330,-0.251738655163
ACH-000331,-0.11027707561200001
ACH-000332,-0.203523525089
ACH-000334,-0.232760416658
ACH-000335,-0.26008576062
ACH-000336,-0.34030927740999994
ACH-000337,-0.22666901213000004
ACH-000339,-0.25069215939
ACH-000341,-0.205300992726
ACH-000348,-0.09952227262129999
ACH-000350,-0.131644092628
ACH-000352,-0.07411866503480001
ACH-000356,-0.120259295569
ACH-000361,-0.143394308912
ACH-000362,-0.237147628145
ACH-000363,-0.167615383042
ACH-000364,-0.250521287392
ACH-000365,-0.217200280012
ACH-000366,-0.004747544125649999
ACH-000368,-0.278687240417
ACH-000374,-0.163226672907
ACH-000375,-0.0588356731321
ACH-000376,-0.22101066946400003
ACH-000381,-0.19688777031399998
ACH-000383,-0.151264348643
ACH-000387,-0.224786730552
ACH-000389,-0.029839383689900002
ACH-000390,-0.264729861671
ACH-000393,-0.228456333268
ACH-000395,-0.16437134395400002
ACH-000397,-0.129846193701
ACH-000401,-0.30482413581900003
ACH-000402,0.244501664548
ACH-000403,-0.043762061899600004
ACH-000404,0.0702365734673
ACH-000406,-0.264178013741
ACH-000407,-0.209414632569
ACH-000408,-0.0834789877385
ACH-000410,-0.0456093469283
ACH-000411,-0.184060221444
ACH-000414,-0.23511924089699998
ACH-000415,-0.130963032022
ACH-000416,-0.219119823785
ACH-000420,-0.16481293658399998
ACH-000421,-0.061805747487599996
ACH-000424,-0.282041036417
ACH-000425,-0.179292460758
ACH-000426,-0.0935001651411
ACH-000427,0.23455484432799997
ACH-000433,-0.6104398104300001
ACH-000436,-0.31309987260600003
ACH-000444,-0.054087492605999994
ACH-000445,-0.12120262652000001
ACH-000448,-0.295817315959
ACH-000450,-0.131309745264
ACH-000452,-0.166372348546
ACH-000454,-0.32065740521200004
ACH-000458,-0.315710861467
ACH-000459,-0.375845393452
ACH-000460,-0.27540298675999997
ACH-000461,-0.0992671338269
ACH-000463,-0.204263893689
ACH-000464,-0.11412997080800001
ACH-000466,-0.163577625146
ACH-000467,-0.163017018553
ACH-000468,-0.09604015786499999
ACH-000469,-0.273791435506
ACH-000470,-0.050081233395
ACH-000471,-0.379282043393
ACH-000472,-0.195029609096
ACH-000473,-0.0414232240436
ACH-000475,-0.252919220077
ACH-000476,-0.31855814188000003
ACH-000477,-0.304197177602
ACH-000480,-0.148934566572
ACH-000481,-0.609329583055
ACH-000483,-0.335254203936
ACH-000484,-0.221288732271
ACH-000485,-0.0229224696116
ACH-000486,-0.232980728726
ACH-000487,0.0312271766902
ACH-000488,-0.124593393979
ACH-000490,-0.23896972844099998
ACH-000491,-0.23974059943700002
ACH-000495,-0.277021174461
ACH-000496,-0.077052857287
ACH-000499,-0.406408135705
ACH-000500,0.0414906439859
ACH-000502,-0.33770840880999997
ACH-000503,-0.158728745822
ACH-000505,-0.11815350834
ACH-000507,-0.36108120896300006
ACH-000510,-0.18940011282000002
ACH-000511,-0.126636216949
ACH-000512,-0.239376011174
ACH-000516,-0.27452637970800003
ACH-000517,-0.23444152030699997
ACH-000518,-0.150741772858
ACH-000520,-0.281020084981
ACH-000521,-0.264092528141
ACH-000522,-0.21322802446699998
ACH-000524,-0.25696958196999997
ACH-000527,-0.198063962989
ACH-000528,-0.100617426607
ACH-000537,0.0833062656991
ACH-000541,-0.130916811479
ACH-000542,-0.287635662478
ACH-000544,-0.31851598814599996
ACH-000545,-0.137656837045
ACH-000547,-0.561678707144
ACH-000548,-0.0817621549833
ACH-000549,-0.029977241819
ACH-000550,-0.131516108353
ACH-000552,-0.238492467227
ACH-000556,-0.22652256918900002
ACH-000557,-0.21917580278299997
ACH-000570,-0.312712593618
ACH-000571,-0.150106153753
ACH-000573,-0.279986741987
ACH-000576,-0.213089697084
ACH-000580,-0.326612148689
ACH-000584,-0.113367183599
ACH-000585,-0.188083167951
ACH-000588,-0.240704028737
ACH-000589,-0.08594933724210002
ACH-000591,-0.324621904254
ACH-000593,-0.12499861769099999
ACH-000600,-0.250076254553
ACH-000601,-0.21052409217300003
ACH-000604,-0.270182825876
ACH-000605,-0.32920308374400004
ACH-000606,-0.172396785681
ACH-000608,-0.327682271797
ACH-000614,-0.209857364296
ACH-000616,-0.09638335804410002
ACH-000618,-0.178503161054
ACH-000619,-0.40182872728
ACH-000620,-0.394646712351
ACH-000621,-0.0792461415375
