,PRTG (283659)
ACH-000004,0.0649570245481
ACH-000007,0.240678758188
ACH-000009,0.074612257061
ACH-000011,0.116968306113
ACH-000012,0.0219932349626
ACH-000013,0.143826827582
ACH-000014,0.129738353135
ACH-000015,0.20942193122699998
ACH-000017,0.008812369547649999
ACH-000018,0.16550571308
ACH-000019,0.246475389027
ACH-000021,0.115579704365
ACH-000022,0.06990188846869999
ACH-000025,0.269476378343
ACH-000028,0.108331273155
ACH-000030,0.112578109793
ACH-000035,0.130280253979
ACH-000036,0.310326087901
ACH-000037,0.200462731779
ACH-000039,0.127620393279
ACH-000040,-0.137441143043
ACH-000041,0.30883084325599997
ACH-000042,0.162016763244
ACH-000045,0.09190631371860002
ACH-000047,0.122267171387
ACH-000052,0.15413202740700002
ACH-000053,0.21358828723700002
ACH-000054,0.10871503295299999
ACH-000055,-0.387116767563
ACH-000060,0.255534616966
ACH-000067,0.0542876432769
ACH-000070,0.17188451129700003
ACH-000075,-0.0773423735484
ACH-000078,-0.202952283335
ACH-000082,0.10040384389599999
ACH-000085,0.174444067405
ACH-000086,-0.166095632626
ACH-000087,-0.06281683852009999
ACH-000092,0.20190871237
ACH-000095,0.0610055768178
ACH-000097,0.0714213858981
ACH-000098,0.13159023747
ACH-000099,-0.116845367716
ACH-000108,0.0166662649358
ACH-000113,0.264141851216
ACH-000115,0.14999695711
ACH-000116,0.22041471662099998
ACH-000118,0.14312489597
ACH-000120,0.156325158355
ACH-000123,0.057579643763199996
ACH-000127,0.20321197169799998
ACH-000128,0.187228758945
ACH-000132,-0.098556317028
ACH-000133,0.16950315965399998
ACH-000137,-0.0738326685298
ACH-000138,0.148108186984
ACH-000142,0.18875838803
ACH-000143,0.101054707954
ACH-000146,0.150479169873
ACH-000148,-0.0303258202893
ACH-000150,0.08044289318799999
ACH-000152,0.334448053729
ACH-000153,0.164590866638
ACH-000159,0.23560021468800002
ACH-000160,0.232538091215
ACH-000163,0.0852439220124
ACH-000167,0.267710704218
ACH-000168,0.116005122391
ACH-000169,0.250956082621
ACH-000178,-0.0896582270073
ACH-000182,0.128522926416
ACH-000183,0.3280566466
ACH-000188,0.150371901341
ACH-000189,0.390052644988
ACH-000190,-0.0127142116426
ACH-000198,0.033061638331900005
ACH-000204,-0.17447191806499998
ACH-000206,0.013044632071
ACH-000207,0.270018980116
ACH-000211,0.266899741792
ACH-000215,0.158554471924
ACH-000221,-0.0470353219819
ACH-000222,-0.14534445699100002
ACH-000223,0.145297042135
ACH-000226,0.19527378364599998
ACH-000227,0.08621972494079999
ACH-000228,-0.115264996751
ACH-000231,0.00032952694508099997
ACH-000232,0.293248474845
ACH-000233,0.13442884553
ACH-000234,0.203722090826
ACH-000235,0.0779931815286
ACH-000237,0.10597904388599999
ACH-000238,0.331344462353
ACH-000243,0.0472270234197
