,DNAJC5B (85479)
ACH-000004,0.100371526717
ACH-000007,-0.14601712722500002
ACH-000009,0.027680207842599995
ACH-000011,-0.0102355827145
ACH-000012,-0.397226070005
ACH-000013,-0.112043257782
ACH-000014,-0.0530588008982
ACH-000015,-0.207138871177
ACH-000017,-0.17379588601799997
ACH-000018,-0.0617459368004
ACH-000019,-0.210575860141
ACH-000021,-0.25431938047499997
ACH-000022,-0.11293043342700002
ACH-000025,-0.0751180168382
ACH-000028,-0.17670769729000002
ACH-000030,-0.209839229584
ACH-000035,-0.300465704261
ACH-000036,-0.180457302509
ACH-000037,-0.10911517515699999
ACH-000039,-0.0200594366269
ACH-000040,0.0333471563941
ACH-000041,-0.0695740887065
ACH-000042,-0.263372948586
ACH-000045,-0.017221805932900004
ACH-000047,0.0027679127395999997
ACH-000052,-0.145380539305
ACH-000053,-0.202777276393
ACH-000054,-0.104926345693
ACH-000055,-0.007928034415700001
ACH-000060,-0.131520961959
ACH-000067,-0.066206911363
ACH-000070,-0.03761873843000001
ACH-000075,-0.0706179251041
ACH-000078,-0.130458288881
ACH-000082,-0.0761624035121
ACH-000085,-0.011556423804600001
ACH-000086,0.103160767832
ACH-000087,-0.013116129640200001
ACH-000092,-0.207635507555
ACH-000095,0.12800287577299999
ACH-000097,-0.0660946304947
ACH-000098,-0.100853057247
ACH-000099,-0.181746000411
ACH-000108,-0.23609903654
ACH-000113,-0.088283439317
ACH-000115,-0.012132883462200001
ACH-000116,-0.237123463852
ACH-000118,-0.174939397161
ACH-000120,-0.14303071002999998
ACH-000123,-0.148789969033
ACH-000127,-0.05070629265240001
ACH-000128,-0.0681675405858
ACH-000132,-0.0741050503697
ACH-000133,-0.0202698930081
ACH-000137,0.0544519868193
ACH-000138,-0.12976787057800002
ACH-000142,-0.216214182995
ACH-000143,0.048958684475499996
ACH-000146,-0.15984673683800002
ACH-000148,-0.145991732774
ACH-000150,-0.20822711474199998
ACH-000152,-0.07713706908689999
ACH-000153,-0.17584428333799998
ACH-000159,-0.152532854953
ACH-000160,-0.202816799129
ACH-000163,-0.166713040869
ACH-000167,0.212119183384
ACH-000168,-0.209816204421
ACH-000169,-0.07294484497239999
ACH-000178,-0.16594783622099998
ACH-000182,-0.175934335445
ACH-000183,-0.24861448209800002
ACH-000188,-0.206075325768
ACH-000189,-0.0021575691213200003
ACH-000190,0.10218618391699999
ACH-000198,-0.0324781305322
ACH-000204,-0.42826435957500003
ACH-000206,-0.22162597616000002
ACH-000207,0.0393587577867
ACH-000211,-0.027983129468099995
ACH-000215,-0.05157989185240001
ACH-000221,-0.105556820898
ACH-000222,-0.314129714401
ACH-000223,-0.150520512404
ACH-000226,-0.10971118820900001
ACH-000227,0.012427041683200002
ACH-000228,-0.122176481029
ACH-000231,-0.10038304826099999
ACH-000232,-0.172200530765
ACH-000233,0.0170720492454
ACH-000234,-0.146258602819
ACH-000235,-0.220144853414
ACH-000237,-0.158985057569
ACH-000238,-0.104973951733
ACH-000243,-0.297721414868
ACH-000244,0.0336166450767
ACH-000246,-0.061928707114399996
ACH-000248,-0.161949235487
ACH-000250,-0.136530302795
ACH-000251,0.302536387029
ACH-000253,-0.041993483826599995
ACH-000255,-0.09372484343589998
ACH-000256,-0.021319785408
ACH-000257,-0.036752204666
ACH-000258,-0.343603590587
ACH-000259,-0.284476519221
ACH-000260,-0.16872928418699998
ACH-000261,-0.120179349611
ACH-000262,-0.19253042151
ACH-000263,0.169957906287
ACH-000264,-0.10650219821599999
