,FCGR1B (2210)
ACH-000004,-0.402979250071
ACH-000007,-0.37537261478399997
ACH-000009,-0.52257260918
ACH-000011,-0.7279989796709999
ACH-000012,-0.674288674006
ACH-000013,-0.505405640199
ACH-000014,-0.31675199469500004
ACH-000015,-0.663069929348
ACH-000017,-0.254358338016
ACH-000018,-0.35951117369
ACH-000019,-0.561227300345
ACH-000021,-0.287503436859
ACH-000022,-0.357667536594
ACH-000025,-0.850349699038
ACH-000028,-0.495034618339
ACH-000030,-0.262347564314
ACH-000035,-0.5932810521540001
ACH-000036,-0.439501859939
ACH-000037,-0.06504541734019999
ACH-000039,-0.757146558677
ACH-000040,-0.540936869162
ACH-000041,-0.42251693533
ACH-000042,-0.43829156672499997
ACH-000045,-0.37817841196699997
ACH-000047,-0.325769023049
ACH-000052,-0.369220032143
ACH-000053,-0.36590554874700004
ACH-000054,-0.370624823325
ACH-000055,-0.622259799858
ACH-000060,-0.43176592996299995
ACH-000067,-0.401296459683
ACH-000070,-0.148707685369
ACH-000075,-0.229258624199
ACH-000078,-0.358258424717
ACH-000082,-0.120563938683
ACH-000085,-0.296917008231
ACH-000086,-0.7985311301420001
ACH-000087,-0.297602772797
ACH-000092,-0.580686602406
ACH-000095,-0.19852718094900001
ACH-000097,-0.45249164252400004
ACH-000098,-0.42277320934199997
ACH-000099,-0.368746665022
ACH-000108,-0.321221416808
ACH-000113,-0.460518128698
ACH-000115,0.0289665268295
ACH-000116,-0.0798264377309
ACH-000118,-0.40436170510799996
ACH-000120,-0.38120814495099997
ACH-000123,-0.705458950604
ACH-000127,-0.417146565967
ACH-000128,-0.35884876681199995
ACH-000132,-0.319216578541
ACH-000133,-0.600797866867
ACH-000137,-0.706592290618
ACH-000138,-0.46096354875
ACH-000142,-0.369083315004
ACH-000143,-0.232749715124
ACH-000146,-0.46001283119099995
ACH-000148,-0.53796476623
ACH-000150,-0.225883939544
ACH-000152,-0.520053656121
ACH-000153,-0.32729343132100003
ACH-000159,-0.364183853621
