,METAP2 (10988)
ACH-000004,-0.926270815143
ACH-000007,-0.89921169536
ACH-000009,-0.898386335399
ACH-000011,-0.926146112429
ACH-000012,-0.7528050736540001
ACH-000013,-0.637250111339
ACH-000014,-0.41779980809199996
ACH-000015,-0.8340885326019999
ACH-000017,-0.491633635436
ACH-000018,-0.932380729736
ACH-000019,-0.704015090132
ACH-000021,-0.8243413861390001
ACH-000022,-0.463834193766
ACH-000025,-0.808943739223
ACH-000028,-0.820192592604
ACH-000030,-0.8112946788869999
ACH-000035,-0.600139638732
ACH-000036,-0.890407292825
ACH-000037,-0.954876963395
ACH-000039,-0.787573730353
ACH-000040,-0.661867266173
ACH-000041,-0.8646067191779999
ACH-000042,-0.715941179944
ACH-000045,-0.546477326422
ACH-000047,-0.5719887261609999
ACH-000052,-0.8516868510950001
ACH-000053,-0.811613927083
ACH-000054,-0.78455696027
ACH-000055,-0.44540504512900003
ACH-000060,-0.936122294754
ACH-000067,-0.886429812015
ACH-000070,-0.655225143091
ACH-000075,-0.9324572793770001
ACH-000078,-0.7416608624959999
ACH-000082,-0.052679141130300006
ACH-000085,-0.569498826702
ACH-000086,-1.0020462366299998
ACH-000087,-0.612616156622
ACH-000092,-1.0370196576000001
ACH-000095,-0.857523246032
ACH-000097,-0.710663551865
ACH-000098,-0.827180044398
ACH-000099,-1.16996802145
ACH-000108,-0.7664369370819999
ACH-000113,-0.564055435784
ACH-000115,-1.01789851554
ACH-000116,-0.527696000761
ACH-000118,-0.8029470550360001
ACH-000120,-0.8774762814679999
ACH-000123,-0.6609082089580001
ACH-000127,-0.850466331999
ACH-000128,-0.9517774656910001
ACH-000132,-0.50801215446
ACH-000133,-0.525216127227
ACH-000137,-1.15222512763
ACH-000138,-0.792755621042
ACH-000142,-0.596081700643
ACH-000143,-0.9311254611390001
ACH-000146,-0.311144047415
ACH-000148,-0.48743237592
ACH-000150,-0.861845669287
ACH-000152,-0.7171105609080001
ACH-000153,-1.10280110889
ACH-000159,-0.523110298214
ACH-000160,-0.824613972484
ACH-000163,-0.546359888062
ACH-000167,-0.8287075680329999
ACH-000168,-0.568636843011
ACH-000169,-0.697692919219
ACH-000178,-0.9264615403540001
ACH-000182,-0.477318454395
ACH-000183,-0.628618089945
ACH-000188,-0.9633069756029999
ACH-000189,-0.594573015872
ACH-000190,-0.969701070386
ACH-000198,-0.732241666205
ACH-000204,-0.7250719454600001
ACH-000206,-0.5478919221090001
ACH-000207,-1.20047825782
ACH-000211,-1.0295446726200002
ACH-000215,-0.9914425589470001
ACH-000221,-0.575083774538
ACH-000222,-0.804996604358
ACH-000223,-0.801721818292
ACH-000226,-0.808546087799
ACH-000227,-0.744933517462
ACH-000228,-0.658467930358
ACH-000231,-0.5985923594870001
ACH-000232,-0.9349110738349999
ACH-000233,-0.642936705115
ACH-000234,-0.652603419893
ACH-000235,-0.646484967701
ACH-000237,-0.543461221575
ACH-000238,-0.707161589319
ACH-000243,-0.9213994133969999
ACH-000244,-0.47055945431400004
ACH-000246,-0.807212263664
ACH-000248,-1.06886233291
ACH-000250,-0.632036787125
ACH-000251,-1.25045121935
ACH-000253,-0.426278557292
ACH-000255,-0.73091645119
ACH-000256,-0.38762869441500003
ACH-000257,-0.766133626344
ACH-000258,-0.48109307205799995
ACH-000259,-0.738302930263
ACH-000260,-0.930145004341
ACH-000261,-1.1839393588200002
ACH-000262,-0.842546395421
ACH-000263,-0.640113950801
ACH-000264,-0.6495111010710001
ACH-000265,-0.7648697308210001
ACH-000266,-0.843868720843
ACH-000272,-0.8670655462219999
ACH-000273,-0.787013666972
ACH-000274,-0.590530817792
ACH-000277,-0.748971154716
ACH-000278,-0.674519897572
