,A2M (2)
ACH-000004,-0.18461716914700002
ACH-000007,-0.0568732198618
ACH-000009,0.019365321047400002
ACH-000011,-0.018119547515099997
ACH-000012,0.15530652341499998
ACH-000013,-0.0682945579629
ACH-000014,0.023115027883900005
ACH-000015,-0.134803767456
ACH-000017,-0.06356613320690001
ACH-000018,-0.318492134887
ACH-000019,0.11767005903899999
ACH-000021,-0.07772314963539999
ACH-000022,0.08314707922839999
ACH-000025,-0.0766038903982
ACH-000028,0.06988999096160001
ACH-000030,0.0376142999057
ACH-000035,-0.0700039355934
ACH-000036,-0.0715563801562
ACH-000037,-0.0589521889085
ACH-000039,-0.020311266693
ACH-000040,-0.127114037719
ACH-000041,0.0515166213503
ACH-000042,0.0553129861974
ACH-000045,-0.007766857900050001
ACH-000047,-0.114142576304
ACH-000052,0.10882214705999999
ACH-000053,-0.025165597154
ACH-000054,-0.0919751512569
ACH-000055,-0.0571878956534
ACH-000060,-0.150448364119
ACH-000067,-0.09160647096689999
ACH-000070,0.032257444637000005
ACH-000075,0.149888357523
ACH-000078,-0.019111810128
ACH-000082,-0.0744554833735
ACH-000085,0.0991025981125
ACH-000086,0.00698613163522
ACH-000087,-0.369898620272
ACH-000092,0.0800941331895
ACH-000095,-0.0153768883448
ACH-000097,0.025732150527599997
ACH-000098,0.10984261389399999
ACH-000099,-0.141334528396
ACH-000108,0.06858581716680001
ACH-000113,0.0197504740726
ACH-000115,0.027787956544
ACH-000116,-0.0757957692539
ACH-000118,-0.0672477306142
ACH-000120,0.108818416555
ACH-000123,-0.259782106178
ACH-000127,-0.0711715467841
ACH-000128,-0.0441963240415
ACH-000132,-0.0120087464944
ACH-000133,0.112103672457
ACH-000137,-0.09544333646839999
ACH-000138,-0.10714432951
ACH-000142,-0.104300505594
ACH-000143,-0.10119902284900001
ACH-000146,-0.0945601657999
ACH-000148,-0.0107216424559
ACH-000150,-0.226117626156
ACH-000152,-0.07141560153439999
ACH-000153,-0.110215507334
ACH-000159,0.0797512665618
ACH-000160,-0.125805123441
ACH-000163,0.125509278735
ACH-000167,-0.161834014581
ACH-000168,0.20898557730999998
ACH-000169,-0.0509467444664
ACH-000178,-0.011832410869400001
ACH-000182,-0.013594386155
ACH-000183,-0.056272018125999995
ACH-000188,-0.149899546663
ACH-000189,-0.09999861024599999
ACH-000190,0.0266355560189
ACH-000198,-0.0328866339623
ACH-000204,-0.15418977324799998
ACH-000206,-0.0555830342953
ACH-000207,0.0222525045062
ACH-000211,0.020776223091
ACH-000215,-0.0252710135257
ACH-000221,-0.112471009769
ACH-000222,-0.13541824073699998
ACH-000223,0.00226835321248
ACH-000226,-0.0532657773249
ACH-000227,-0.23610971764400002
ACH-000228,-0.0455064071225
ACH-000231,-0.0692413816766
ACH-000232,-0.0162199977767
ACH-000233,-0.117737242164
ACH-000234,-0.07819257534099999
ACH-000235,-0.061968273478800004
ACH-000237,-0.00433191371338
ACH-000238,-0.0797284218951
ACH-000243,0.032801955413
ACH-000244,-0.151674607003
ACH-000246,-0.08745901993110002
ACH-000248,-0.159080604898
ACH-000250,0.0173816747122
ACH-000251,-0.12136566299399999
ACH-000253,-0.036814778495
ACH-000255,-0.344740533503
ACH-000256,-0.058348837263400004
ACH-000257,0.00020182139460299997
ACH-000258,0.06849060731
ACH-000259,-0.061923645696099996
ACH-000260,0.0195167361958
ACH-000261,-0.08625779668320001
ACH-000262,0.059480506728300006
ACH-000263,0.43433081230899995
ACH-000264,-0.157098028364
ACH-000265,0.110403791336
ACH-000266,-0.10913908189000002
ACH-000272,-0.11838821662799999
ACH-000273,-0.10844987859
ACH-000274,-0.109118065736
ACH-000277,-0.190317205574
ACH-000278,-0.0426232437307
ACH-000279,-0.0816666174592
ACH-000280,-0.07779103793169999
ACH-000281,0.0027843737968400004
ACH-000288,0.009154521405219999
ACH-000291,-0.0618805115357
ACH-000293,0.203805951199
ACH-000294,-0.147010727027
ACH-000295,-0.034683791080099995
ACH-000296,-0.23007686084000004
ACH-000302,-0.13363703691099998
ACH-000304,-0.266676851127
ACH-000307,-0.0908508058306
ACH-000308,0.0348936337925
ACH-000310,-0.024042888336800003
ACH-000311,-0.045729479942300005
ACH-000312,0.0444567367921
ACH-000315,-0.0029471471147199998
ACH-000316,-0.0594724334511
ACH-000317,-0.0233064849064
ACH-000318,0.0952209204014
ACH-000319,0.0106140535275
ACH-000320,-0.25176680270199997
ACH-000322,0.0104420810269
ACH-000323,-0.0337126810439
ACH-000324,-0.0607988463956
ACH-000329,0.0454693774266
ACH-000330,0.18035903912999998
ACH-000331,0.042501846346300005
ACH-000332,-0.0076961573936
ACH-000334,0.0202622988187
ACH-000335,-0.19116836019699998
ACH-000336,0.0452907660133
ACH-000337,-0.20859713226399998
ACH-000339,-0.022712329073
ACH-000341,0.157333122596
ACH-000348,-0.09104445399620001
ACH-000350,0.054196752976799996
ACH-000352,0.0176176974168
ACH-000356,0.09696192153939999
ACH-000361,-0.229062744082
ACH-000362,0.00498375028725
ACH-000363,-0.103300348502
ACH-000364,-0.032739789389400004
ACH-000365,-0.254608217856
ACH-000366,-0.155344688628
ACH-000368,-0.136496306083
ACH-000374,-0.04476846973069999
ACH-000375,-0.337606414564
ACH-000376,0.04517604789080001
ACH-000381,0.0075146413291099995
ACH-000383,0.0120557580115
ACH-000387,-0.208407538466
ACH-000389,-0.026448786686
ACH-000390,0.0547326655284
ACH-000393,-0.08877623706139999
ACH-000395,-0.0867838979498
ACH-000397,-0.183300204399
ACH-000401,-0.22273967210099999
ACH-000402,0.180633229917
ACH-000403,-0.0415794202217
ACH-000404,0.05628685986330001
ACH-000406,-0.0756147339564
ACH-000407,-0.11160427465999997
ACH-000408,-0.08028040448780001
ACH-000410,-0.0692903431398
ACH-000411,-0.21508924235399998
ACH-000414,-0.0299569212575
ACH-000415,-0.00938512447174
ACH-000416,0.0442799345643
ACH-000420,-0.108090662373
ACH-000421,-0.11170145738500001
ACH-000424,0.187863318695
ACH-000425,0.0187163125573
ACH-000426,-0.246212474787
ACH-000427,-0.011774599270500001
ACH-000433,0.0735140414983
ACH-000436,0.0512437993319
ACH-000444,-0.183168433206
ACH-000445,-0.17106315377
ACH-000448,-0.00760283436929
ACH-000450,0.182252524941
ACH-000452,-0.177085983676
ACH-000454,-0.144192815333
ACH-000458,-0.0639696481158
ACH-000459,-0.15318287591600002
ACH-000460,-0.111618843181
ACH-000461,-0.18191973593
ACH-000463,-0.100066059136
ACH-000464,-0.163500217841
ACH-000466,-0.08764082335380001
ACH-000467,-0.058154776080800004
ACH-000468,-0.0155190170569
ACH-000469,-0.022416199679700002
ACH-000470,0.142934463156
ACH-000471,-0.164812527161
ACH-000472,0.0824488303806
ACH-000473,0.017387764449599996
ACH-000475,-0.055762320887699994
ACH-000476,0.164022991838
ACH-000477,-0.12820167705399999
ACH-000480,0.037024562379300005
ACH-000481,0.0880593727462
ACH-000483,-0.0830691206781
ACH-000484,-0.196628507282
ACH-000485,0.0333942348167
ACH-000486,0.00691671178627
ACH-000487,-0.19193278824
ACH-000488,-0.029757564625400003
ACH-000490,-0.0050383738196
ACH-000491,-0.0776591414436
ACH-000495,-0.0972003189427
ACH-000496,0.142343315114
ACH-000499,-0.206955568797
ACH-000500,0.322623140361
ACH-000502,0.0280358736011
ACH-000503,-0.147451348687
ACH-000505,-0.15790163445699998
ACH-000507,-0.01416007345
ACH-000510,-0.09045174672720001
ACH-000511,-0.0178443794013
ACH-000512,-0.152440602059
ACH-000516,0.18521586055300002
ACH-000517,-0.052715348019000005
ACH-000518,0.0811880418537
ACH-000520,0.0199318800821
ACH-000521,-0.126725057478
ACH-000522,-0.04492640454559999
ACH-000524,0.0682600067111
ACH-000527,0.0034427483553400003
ACH-000528,-0.043745129501099995
ACH-000537,-0.011551352704799999
ACH-000541,-0.30918997762600003
ACH-000542,0.019794422627
ACH-000544,-0.038234025395
ACH-000545,0.12195976729699999
ACH-000547,-0.152251586771
ACH-000548,0.07139887121460001
ACH-000549,-0.135657733234
ACH-000550,0.10002910909900001
ACH-000552,-0.12412692808
ACH-000556,-0.0139400479914
ACH-000557,-0.0969716191086
ACH-000570,0.06758709050890001
ACH-000571,-0.114932908539
ACH-000573,-0.08847199180849999
ACH-000576,0.045042808180200004
ACH-000580,0.030518020986099997
ACH-000584,0.00321324694019
ACH-000585,0.0479277140862
ACH-000588,0.10579689433700001
ACH-000589,0.014370839630400001
ACH-000591,-0.0845266377292
ACH-000593,-0.11690720374199999
ACH-000600,0.08249607463
ACH-000601,-0.054025735662500005
ACH-000604,-0.062227710076000003
ACH-000605,-0.134830810744
ACH-000606,-0.08936709350260001
ACH-000608,-0.143741029945
ACH-000614,0.009078383241420001
ACH-000616,0.0446467692107
ACH-000618,0.175673175695
ACH-000619,-0.013741470701899999
ACH-000620,-0.0660049976044
ACH-000621,-0.123544338125
ACH-000622,0.11584045906
ACH-000623,-0.178751322533
ACH-000624,-0.00939114078776
ACH-000627,-0.0684295266695
ACH-000630,-0.13021849031
ACH-000632,-0.0827604355315
ACH-000633,-0.00811639877796
ACH-000637,0.010714844623200001
ACH-000638,-0.032244075243
ACH-000646,-0.114503557172
ACH-000647,-0.1202579258
ACH-000648,0.029033585013200004
ACH-000649,-0.12091009708599999
ACH-000651,-0.180113735827
ACH-000652,0.0622048681686
ACH-000653,-0.023834485669900003
ACH-000657,-0.0312748309531
ACH-000658,0.0368608129102
ACH-000661,-0.30921812275800004
ACH-000662,-0.300088574116
ACH-000663,0.148690896684
ACH-000665,0.152938107395
ACH-000671,0.00672660502552
ACH-000673,-0.00102996065198
ACH-000676,-0.0065685033560799995
ACH-000677,-0.215355375022
ACH-000681,-0.133490404077
ACH-000682,-0.09000100267889999
ACH-000683,-0.158974449787
ACH-000684,-0.07418228181020001
ACH-000688,-0.26223755415399996
ACH-000693,-0.0053169990997
ACH-000694,-0.0450840259662
ACH-000695,0.5624763622169999
ACH-000696,0.006312315124850001
ACH-000697,0.105292054634
ACH-000699,-0.125920983256
ACH-000701,-0.14772315312200002
ACH-000706,0.068792225906
ACH-000711,-0.041123928563099994
ACH-000713,0.159116156389
ACH-000714,-0.025111390542799997
ACH-000718,-0.049228714597800004
ACH-000720,0.0398514357046
ACH-000721,-0.030560709033499996
ACH-000724,-0.0441699424996
ACH-000725,0.0724657040409
ACH-000732,0.0481206605522
ACH-000734,0.0019304081963399998
ACH-000735,-0.056477058952900006
ACH-000736,-0.0141182007896
ACH-000738,0.0142371896826
ACH-000746,-0.0934589218636
ACH-000747,-0.166066192982
ACH-000748,-0.0741962882736
ACH-000753,-0.08898456001150001
ACH-000756,-0.195831142244
ACH-000757,-0.12638521216499998
ACH-000758,-0.0608471530022
ACH-000760,-0.0310421465533
ACH-000763,-0.020412184725099997
ACH-000764,-0.33770747935
ACH-000765,-0.0859111460008
ACH-000766,0.008379406143649999
ACH-000767,-0.16456698310100001
ACH-000768,-0.0639085360889
ACH-000769,-0.20560755772
ACH-000770,-0.058394925039
ACH-000771,-0.072288606803
ACH-000773,-0.021450831229500002
ACH-000776,0.164291536264
ACH-000777,0.0534241031066
ACH-000778,-0.12411344824300001
ACH-000781,-0.0436497640802
ACH-000782,-0.034525322147800006
ACH-000783,-0.007278143553279999
ACH-000784,0.0344338548202
ACH-000785,-0.0595821613216
ACH-000787,-0.0133666412288
ACH-000788,-0.0354814559243
ACH-000791,-0.027792471630700002
ACH-000792,0.0633739637761
ACH-000794,0.06555435580130001
ACH-000796,-0.09699211738060001
ACH-000799,0.0999700286117
ACH-000800,-0.060271705901800005
ACH-000802,-0.151075413228
ACH-000804,-0.17257244616999998
ACH-000805,-0.0837233569575
ACH-000809,0.103323648059
ACH-000810,0.221090014832
ACH-000811,-0.040476965629500004
ACH-000817,-0.0622433355306
ACH-000819,-0.0213602673367
ACH-000820,-0.123736752173
ACH-000821,-0.0412691649007
ACH-000822,0.0895623975093
ACH-000823,-0.0268202102018
ACH-000824,0.0456676170217
ACH-000827,0.0199719755978
ACH-000829,-0.25109908639199996
ACH-000831,-0.102980128742
ACH-000832,-0.07890148246760001
ACH-000833,0.242284324937
ACH-000834,-0.0706519916203
ACH-000835,-0.0718555982997
ACH-000836,-0.044288700487
ACH-000837,-0.0469749674412
ACH-000838,-0.0273708712242
ACH-000839,0.113886187435
ACH-000840,-0.0510939413769
ACH-000841,0.138265835932
ACH-000843,-0.122847083987
ACH-000846,0.04857042815780001
ACH-000847,-0.07377247852839999
ACH-000848,0.119833026204
ACH-000849,-0.0301159263913
ACH-000851,0.00386552685201
ACH-000855,0.19593800161400002
ACH-000856,-0.0052738397935100005
ACH-000858,0.044105812366500005
ACH-000859,-0.05235172288980001
ACH-000861,0.072692592493
ACH-000862,-0.10618506320900001
ACH-000865,-0.11142746014900001
ACH-000866,0.0343732264406
ACH-000867,-0.114657251241
ACH-000869,-0.18670749315000001
ACH-000872,0.00144110766867
ACH-000873,0.25503891733
ACH-000876,-0.05274330881019999
ACH-000878,-0.0818901035094
ACH-000880,0.166701832438
ACH-000881,0.0305301705955
ACH-000882,0.019786410762
ACH-000884,-0.13537990828
ACH-000885,-0.0863684231769
ACH-000887,0.0198755941175
ACH-000888,-0.00569348619289
ACH-000889,-0.05950596777369999
ACH-000890,0.0795688898923
ACH-000896,-0.137405970047
ACH-000898,0.0291137633572
ACH-000900,0.20404168370499998
ACH-000901,-0.0922323986156
ACH-000905,-0.0350483257724
ACH-000906,-0.038942812496000005
ACH-000907,-0.0898626565908
ACH-000910,0.05776971415630001
ACH-000911,0.022084122030000004
ACH-000912,-0.0474177174014
ACH-000913,0.051836413492
ACH-000915,-0.0118013874308
ACH-000916,-0.00277356989902
ACH-000917,-0.0822870002043
ACH-000921,0.040637231833800004
ACH-000924,-0.241888307614
ACH-000926,-0.064389094482
ACH-000928,-0.171398474029
ACH-000929,-0.171631839441
ACH-000932,0.0541173940252
ACH-000935,-0.036648034296
ACH-000936,0.00625997813092
ACH-000937,-0.0812890499118
ACH-000938,-0.0544324503931
ACH-000939,-0.014646894740600002
ACH-000941,-0.0204236743337
ACH-000943,-0.0633106806341
ACH-000946,-0.0535132332302
ACH-000947,0.0382787755408
ACH-000948,0.07750726458860001
ACH-000950,-0.111786669798
ACH-000953,0.00182808422439
ACH-000957,0.0676379562287
ACH-000958,0.038271813381599996
ACH-000960,-0.074897857175
ACH-000963,-0.0384012301163
ACH-000968,-0.0065296542065900005
ACH-000969,-0.0299275294657
ACH-000973,-0.0484003164731
ACH-000974,-0.0561675021591
ACH-000975,-0.0528341961479
ACH-000976,-0.06398200683
ACH-000978,-0.271177084236
ACH-000980,-0.114686796232
ACH-000984,-0.12956532583
ACH-000986,-0.17302477242
ACH-000988,-0.0323026958584
ACH-000993,0.113817350115
ACH-000994,0.00758131756852
ACH-000996,0.0409638754925
ACH-001001,-0.0533722924545
ACH-001020,-0.0632600223111
ACH-001028,-0.0664726598624
ACH-001031,0.0071376967053999995
ACH-001038,-0.0859000712733
ACH-001048,-0.107858117759
ACH-001050,-0.138842740922
ACH-001053,-0.0942287103269
ACH-001054,-0.021637491394
ACH-001061,-0.057677102290599996
ACH-001067,-0.018332542292
ACH-001075,-0.126178415216
