,A2M (2)
ACH-001096,-0.143732115088
ACH-001128,-0.203000311658
ACH-001134,-0.0942501569831
ACH-001151,-0.122967177044
ACH-001163,-0.1690620148
ACH-001164,-0.09354606976560001
ACH-001173,-0.0670746836769
ACH-001183,-0.0100293932635
ACH-001184,-0.114404067724
ACH-001190,0.030692357559500002
ACH-001192,-0.293102065105
ACH-001193,-0.07377803912889999
ACH-001196,-0.30081382859
ACH-001197,0.0848371122348
ACH-001205,0.0677798306122
ACH-001211,0.0312184482868
ACH-001212,0.27496259117800004
ACH-001228,-0.228405073004
ACH-001232,-0.109337049523
ACH-001239,-0.124672524336
ACH-001274,-0.00176351788386
ACH-001275,-0.0980480626635
ACH-001277,-0.0688033287158
ACH-001278,-0.276946729288
ACH-001280,-0.0518640336883
ACH-001283,0.00865451944182
ACH-001289,-0.0272114883635
ACH-001295,-0.0826076271888
ACH-001300,-0.146094059585
ACH-001301,0.00924499663639
ACH-001302,0.010057843403600001
ACH-001303,-0.210895279745
ACH-001306,-0.140313850814
ACH-001318,0.0106798981748
ACH-001322,0.060681518494
ACH-001328,-0.0728734369567
ACH-001332,0.0309878525085
ACH-001333,0.0493169530811
ACH-001336,-0.0609973637789
ACH-001340,0.0631112192673
ACH-001346,-0.12761303135399998
ACH-001353,-0.119615164514
ACH-001354,-0.209967198407
ACH-001367,-0.19365142253800002
ACH-001368,-0.09650927867889998
ACH-001374,0.217195527772
ACH-001375,0.0703082366083
ACH-001377,-0.15167630108400001
ACH-001380,-0.0461305267801
ACH-001391,-0.0669045990753
ACH-001407,-0.132956256756
ACH-001408,-0.07490303977389999
ACH-001413,0.0548098843702
ACH-001430,-0.420340254119
ACH-001431,-0.06263377269539999
ACH-001450,-0.22175666482200002
ACH-001496,-0.08227932358689999
ACH-001500,-0.0695162360065
ACH-001521,-0.0397813743898
ACH-001523,-0.22731280029
ACH-001532,-0.0398756622007
ACH-001536,-0.0737629635569
ACH-001550,-0.09426379105689998
ACH-001552,-0.313014103263
ACH-001554,-0.090823836733
ACH-001645,-0.04355071144230001
ACH-001654,-0.0756204607036
ACH-001715,-0.17121080782099998
ACH-001735,-0.0348251377873
ACH-001736,-0.111878420797
ACH-001737,-0.039454433717099995
ACH-001740,-0.17948010466699998
ACH-001745,-0.12035902186200001
ACH-001750,-0.0791618889241
ACH-001765,-0.10055315024
ACH-001956,0.0344295905961
ACH-001957,0.07653876512760001
