,PELO (53918)
ACH-000004,-1.28260149751
ACH-000007,-1.15813295579
ACH-000009,-0.831096433186
ACH-000011,-1.03259178456
ACH-000012,-1.35887689917
ACH-000013,-0.777739541441
ACH-000014,-0.8710267749580001
ACH-000015,-1.55093490352
ACH-000017,-0.815633690666
ACH-000018,-1.46847616486
ACH-000019,-0.7957140600049999
ACH-000021,-0.9355420058089999
ACH-000022,-0.9827641246709999
ACH-000025,-1.35411443178
ACH-000028,-0.945283819226
ACH-000030,-1.22903163612
ACH-000035,-1.45532658938
ACH-000036,-0.808573757964
ACH-000037,-0.951106875176
ACH-000039,-1.09469311835
ACH-000040,-1.6398819999399998
ACH-000041,-1.46992843808
ACH-000042,-0.5806036758950001
ACH-000045,-0.7422496062139999
ACH-000047,-0.6268685414890001
ACH-000052,-1.4861347312600002
ACH-000053,-1.2451473135
ACH-000054,-0.7549318559550001
ACH-000055,-0.812941921118
ACH-000060,-0.6059265346239999
ACH-000067,-1.19725768968
ACH-000070,-1.07121594099
ACH-000075,-1.49675721055
ACH-000078,-1.18003951445
ACH-000082,-0.7108707042300001
ACH-000085,-0.932865493742
ACH-000086,-1.09756069437
ACH-000087,-1.26722763466
ACH-000092,-1.07578237426
ACH-000095,-0.873850109523
ACH-000097,-0.899104563962
ACH-000098,-0.85142302229
ACH-000099,-0.7547293867120001
ACH-000108,-1.31643291278
ACH-000113,-1.19419487704
ACH-000115,-0.734562176029
ACH-000116,-1.39216772104
ACH-000118,-1.20638895859
ACH-000120,-0.956186720077
ACH-000123,-1.01069736769
ACH-000127,-1.0345921356299999
ACH-000128,-1.39250388627
ACH-000132,-1.5496213196000002
ACH-000133,-0.910411773656
ACH-000137,-1.1358374905600002
ACH-000138,-0.9929445860639999
ACH-000142,-1.05701486592
ACH-000143,-1.21243603316
ACH-000146,-0.7906466294410001
ACH-000148,-1.07456373033
ACH-000150,-1.18458962991
ACH-000152,-0.895721049573
ACH-000153,-1.14372490949
ACH-000159,-1.05495075523
ACH-000160,-1.41571606789
ACH-000163,-1.40351666989
ACH-000167,-1.66977159855
ACH-000168,-1.46238630107
ACH-000169,-1.12959725787
ACH-000178,-1.26193041315
ACH-000182,-1.08102211773
ACH-000183,-0.618915883507
ACH-000188,-1.35756558833
ACH-000189,-1.4545112535100002
ACH-000190,-1.09643030281
ACH-000198,-0.957229571673
ACH-000204,-0.805408012058
ACH-000206,-1.56647985127
ACH-000207,-1.21373760096
ACH-000211,-1.5279330603
ACH-000215,-1.38740868414
ACH-000221,-1.29735109886
ACH-000222,-1.14174248469
ACH-000223,-0.886290873602
ACH-000226,-1.13946442343
ACH-000227,-0.7418697281759999
ACH-000228,-0.999047943291
ACH-000231,-0.652143588863
ACH-000232,-0.765350342972
ACH-000233,-1.16823141431
ACH-000234,-1.02330756283
ACH-000235,-1.11430995418
ACH-000237,-1.14270104483
ACH-000238,-1.33052441552
ACH-000243,-1.35889473882
ACH-000244,-1.4991925548299998
ACH-000246,-0.860603790713
ACH-000248,-1.0303647658
ACH-000250,-0.636416386445
ACH-000251,-1.04878894983
ACH-000253,-1.42781896868
ACH-000255,-1.23715062721
ACH-000256,-1.25185818643
ACH-000257,-1.2442250246100002
ACH-000258,-0.843808244773
ACH-000259,-1.12129967975
ACH-000260,-1.1001191378200001
ACH-000261,-1.13154896073
ACH-000262,-1.2115250544
ACH-000263,-0.8247143088500001
ACH-000264,-1.4875878859099998
ACH-000265,-1.05475453734
ACH-000266,-0.7224583313160001
ACH-000272,-1.12720988418
ACH-000273,-1.09007878425
ACH-000274,-0.475947825754
ACH-000277,-0.376690812052
ACH-000278,-1.4348848228100002
ACH-000279,-1.39155541782
ACH-000280,-0.8931764236290001
ACH-000281,-0.9835786524269999
ACH-000288,-0.931062298294
ACH-000291,-0.953465762252
ACH-000293,-1.0952001410799999
ACH-000294,-0.895488393462
ACH-000295,-0.7478339594560001
ACH-000296,-0.984374059456
ACH-000302,-0.596762080995
ACH-000304,-0.747436914999
ACH-000307,-1.26850854473
ACH-000308,-0.6947169942560001
ACH-000310,-0.7659285341940001
ACH-000311,-0.714828984359
ACH-000312,-0.771631106672
ACH-000315,-0.882574871467
ACH-000316,-0.95807715499
ACH-000317,-1.35944247329
ACH-000318,-1.08827742365
ACH-000319,-1.27901067859
ACH-000320,-1.3008194548899998
ACH-000322,-0.644866542345
ACH-000323,-1.23180314933
ACH-000324,-0.9469840014990001
ACH-000329,-0.85608980064
ACH-000330,-0.9649743887250001
ACH-000331,-1.2906289584100001
ACH-000332,-0.869551870997
ACH-000334,-1.31369314749
ACH-000335,-1.2062070795
ACH-000336,-1.11265804174
ACH-000337,-1.19418717858
ACH-000339,-1.4178779955899998
ACH-000341,-1.2161532263
ACH-000348,-0.825084905812
ACH-000350,-1.07937745286
ACH-000352,-0.954943265384
ACH-000356,-1.0098575893600001
ACH-000361,-0.874727831355
ACH-000362,-0.637706751435
ACH-000363,-0.551025279892
ACH-000364,-0.8750899677609999
ACH-000365,-1.2535430689799998
ACH-000366,-1.27055539434
ACH-000368,-0.909276085914
ACH-000374,-1.0206226956
ACH-000375,-0.631572222881
ACH-000376,-0.9035913999840001
ACH-000381,-1.29948113951
ACH-000383,-1.19143251037
ACH-000387,-0.957926958494
ACH-000389,-1.04209075608
ACH-000390,-1.87321744676
ACH-000393,-1.1134964576200002
ACH-000395,-1.27883831365
ACH-000397,-0.551865830098
ACH-000401,-1.04255214903
ACH-000402,-0.764127304052
ACH-000403,-0.612198198533
ACH-000404,-1.225407412
ACH-000406,-0.476757818012
ACH-000407,-0.928444984065
ACH-000408,-1.15819253559
ACH-000410,-0.98616484986
ACH-000411,-1.15940299994
ACH-000414,-1.19594017998
ACH-000415,-1.54106202346
ACH-000416,-1.6633922715399998
ACH-000420,-1.25908313246
ACH-000421,-0.80155556068
ACH-000424,-1.08654480102
ACH-000425,-0.44998282021799996
ACH-000426,-1.5124600741799998
ACH-000427,-0.8528327684520001
ACH-000433,-0.8971029139839999
ACH-000436,-0.8490904679610001
ACH-000444,-1.3456429865200001
ACH-000445,-0.862396755963
ACH-000448,-0.774330214718
ACH-000450,-0.9894866731949999
ACH-000452,-0.924360180946
ACH-000454,-1.07590494981
ACH-000458,-1.09288164111
ACH-000459,-0.868285209179
ACH-000460,-0.793442137954
ACH-000461,-1.3059680643
ACH-000463,-1.1182443693100002
ACH-000464,-0.68501590359
ACH-000466,-1.12792638549
ACH-000467,-1.0604670875700002
ACH-000468,-1.1471081880299998
ACH-000469,-0.823446516089
ACH-000470,-0.626341441409
ACH-000471,-0.647369834057
ACH-000472,-1.07494048072
ACH-000473,-0.7532159222370001
ACH-000475,-1.0440720834700001
ACH-000476,-0.834657731116
ACH-000477,-1.1151346045700001
ACH-000480,-1.43185855778
ACH-000481,-0.8732073252079999
ACH-000483,-0.569518261666
ACH-000484,-0.8595125403470001
ACH-000485,-0.572909764005
ACH-000486,-0.896808629828
ACH-000487,-0.7762688943289999
ACH-000488,-1.27400799805
ACH-000490,-1.18925703187
ACH-000491,-0.9514283656799999
ACH-000495,-0.96735908721
ACH-000496,-1.2010546322700002
ACH-000499,-1.3386408754999999
ACH-000500,-0.399547452959
ACH-000502,-0.9607196936169999
ACH-000503,-1.09200511669
ACH-000505,-1.22986246315
ACH-000507,-1.19258053143
ACH-000510,-0.9694377680670001
ACH-000511,-0.803927679166
ACH-000512,-1.14104982792
ACH-000516,-1.3231894290000001
ACH-000517,-0.63483118433
ACH-000518,-1.38099983248
ACH-000520,-0.782742816962
ACH-000521,-1.17829468661
ACH-000522,-1.23685409442
ACH-000524,-1.17614373858
ACH-000527,-0.8088777542710001
ACH-000528,-0.755049962279
ACH-000537,-1.00013472968
ACH-000541,-0.41581695848000005
ACH-000542,-1.3989550908000001
ACH-000544,-1.21998957139
ACH-000545,-1.57567262766
ACH-000547,-1.31785020663
ACH-000548,-1.1767421331999999
ACH-000549,-1.38979253097
ACH-000550,-0.9609834459190001
ACH-000552,-1.0478063286900001
ACH-000556,-1.1275502033700002
ACH-000557,-0.812124516273
ACH-000570,-1.3263471765000001
ACH-000571,-0.959151019225
ACH-000573,-1.21400717947
ACH-000576,-1.50145119364
ACH-000580,-0.809166928417
ACH-000584,-0.988639264007
ACH-000585,-0.8406338344959999
ACH-000588,-0.978074712564
ACH-000589,-1.12307365903
ACH-000591,-0.837948557773
ACH-000593,-1.0008324108
ACH-000600,-0.6057763773579999
ACH-000601,-1.43170568663
ACH-000604,-1.53663363436
ACH-000605,-0.9281597354200001
ACH-000606,-1.32609324252
ACH-000608,-1.31579763547
ACH-000614,-0.402787935759
ACH-000616,-0.999445028567
ACH-000618,-1.68514257386
ACH-000619,-1.33865955174
ACH-000620,-1.1798530580700002
ACH-000621,-0.984177795545
ACH-000622,-0.9073268572390001
ACH-000623,-0.696564095734
ACH-000624,-1.1584991631100001
ACH-000627,-0.8110441684
ACH-000630,-1.28297144438
ACH-000632,-1.18666483555
ACH-000633,-0.43781728037699996
ACH-000637,-1.2313142646600002
ACH-000638,-1.02395014384
ACH-000646,-1.0975186571200002
ACH-000647,-1.14268424376
ACH-000648,-0.849151147864
ACH-000649,-1.63197765933
ACH-000651,-1.13649682215
ACH-000652,-1.0677321309
ACH-000653,-0.635558423154
ACH-000657,-0.824642968822
ACH-000658,-0.6861911437100001
ACH-000661,-0.766400029413
ACH-000662,-1.18857282787
ACH-000663,-0.9229573277490001
ACH-000665,-1.57097808162
ACH-000671,-1.44796241689
ACH-000673,-1.3736531050100003
ACH-000676,-1.21599661962
ACH-000677,-0.7760322759039999
ACH-000681,-1.21960658409
ACH-000682,-1.1850039510400001
ACH-000683,-0.744838122261
ACH-000684,-1.21506075655
ACH-000688,-0.9174257875390001
ACH-000693,-1.2845839352700001
ACH-000694,-1.3430723361
ACH-000695,-1.01755099401
ACH-000696,-1.18619185714
ACH-000697,-1.23224265379
ACH-000699,-1.20019623416
ACH-000701,-1.64868819712
ACH-000706,-1.15900477742
ACH-000711,-1.0136843482100002
ACH-000713,-1.49937520906
ACH-000714,-0.49845565121299995
ACH-000718,-1.15242744809
ACH-000720,-1.14523911338
ACH-000721,-0.937917997089
ACH-000724,-0.8962446273720001
ACH-000725,-1.5452081100900001
ACH-000732,-1.12015417518
ACH-000734,-0.822918323026
ACH-000735,-1.25452377309
ACH-000736,-1.13271431794
ACH-000738,-1.56978798196
ACH-000746,-0.737027821387
ACH-000747,-1.12368987608
ACH-000748,-1.06580949006
ACH-000753,-1.3812963329899999
ACH-000756,-0.91249730835
ACH-000757,-1.197239822
ACH-000758,-1.23786679043
ACH-000760,-0.747662371269
ACH-000763,-1.22015326367
ACH-000764,-1.3658814262299999
ACH-000765,-1.0925060526600001
ACH-000766,-0.39867575995300003
ACH-000767,-0.944271545729
ACH-000768,-1.50094584326
ACH-000769,-1.37040687601
ACH-000770,-1.1224815300700002
ACH-000771,-1.10617218925
ACH-000773,-0.882342127588
ACH-000776,-1.01002008416
ACH-000777,-0.9426455027349999
ACH-000778,-1.5510868337200001
ACH-000781,-1.3084387086
ACH-000782,-0.953113419567
ACH-000783,-0.5975947115269999
ACH-000784,-1.1352462818
ACH-000785,-1.3881357916
ACH-000787,-1.12730096971
ACH-000788,-1.22709625027
ACH-000791,-1.2776360545
ACH-000792,-1.47076059653
ACH-000794,-1.36802033859
ACH-000796,-0.81835309262
ACH-000799,-0.82451656147
ACH-000800,-1.1299331327700002
ACH-000802,-1.13326302092
ACH-000804,-1.5733556199
ACH-000805,-0.9905394716850001
ACH-000809,-1.04468035933
ACH-000810,-1.12661538721
ACH-000811,-0.906602231514
ACH-000817,-1.06865914377
ACH-000819,-1.53723989084
ACH-000820,-1.06401794807
ACH-000821,-0.19932528245099998
ACH-000822,-1.2285893742
ACH-000823,-1.40216770012
ACH-000824,-0.844656047181
ACH-000827,-0.7788901709909999
ACH-000829,-0.905680468049
ACH-000831,-1.28992243923
ACH-000832,-1.38896418438
ACH-000833,-0.886648012896
ACH-000834,-1.0362149034700001
ACH-000835,-1.3043565339
ACH-000836,-0.76967171156
ACH-000837,-1.3546937746099998
ACH-000838,-0.463611857575
ACH-000839,-1.18366658044
ACH-000840,-1.30287301747
ACH-000841,-0.9826330100409999
ACH-000843,-1.39196252125
ACH-000846,-1.3838033280200002
ACH-000847,-1.05937329256
