,NFE2L2 (4780)
ACH-000004,-0.304744272435
ACH-000007,-0.327853877994
ACH-000009,-0.223664714712
ACH-000011,-0.985826365648
ACH-000012,-0.274421599725
ACH-000013,-0.293996345399
ACH-000014,-0.253317737205
ACH-000015,-0.119310299422
ACH-000017,-0.429854596605
ACH-000018,-0.37080897048100003
ACH-000019,-0.30067282284499997
ACH-000021,-0.0863486436641
ACH-000022,-0.181322177636
ACH-000025,-0.341115690021
ACH-000028,-0.44259686975100004
ACH-000030,-0.631836900293
ACH-000035,-0.299361205306
ACH-000036,-0.583496065786
ACH-000037,-0.05962272289559999
ACH-000039,-0.287611556198
ACH-000040,-0.449274142688
ACH-000041,-0.18164604182100003
ACH-000042,-0.299776772773
ACH-000045,-0.307129522486
ACH-000047,-0.315964248452
ACH-000052,-0.450289792831
ACH-000053,-0.24500294288899999
ACH-000054,-0.155635664226
ACH-000055,-0.146126708843
ACH-000060,-0.208004499471
ACH-000067,-0.416870977428
ACH-000070,-0.27989254521400003
ACH-000075,-0.42071016545100004
ACH-000078,-0.319841964021
ACH-000082,-0.353846918512
ACH-000085,-0.40423950405299997
ACH-000086,-0.2565907887
ACH-000087,-0.472699654265
ACH-000092,-0.759854111763
ACH-000095,-0.296121882859
ACH-000097,-0.276403561072
ACH-000098,-0.858274262876
ACH-000099,-0.194307232337
ACH-000108,-0.15205674148
ACH-000113,-0.268242994553
ACH-000115,0.180531357264
ACH-000116,-0.20692972850400002
ACH-000118,-0.180335088323
ACH-000120,-0.236570724696
ACH-000123,-0.297363504494
ACH-000127,-0.261008716752
ACH-000128,-0.325181651751
ACH-000132,-0.44765979953900004
ACH-000133,-0.269503027801
ACH-000137,-0.35961992079300004
ACH-000138,-0.0713018763268
ACH-000142,-0.427982551498
ACH-000143,-0.204328558568
ACH-000146,-0.24409809578400002
ACH-000148,-0.176198664913
ACH-000150,-0.32688367437
ACH-000152,-0.161580359477
ACH-000153,-0.34619317575099995
ACH-000159,-0.267129097697
ACH-000160,-0.567688394471
ACH-000163,-0.516193113975
ACH-000167,-0.783239446136
ACH-000168,-0.329013223009
ACH-000169,-0.22696883160700002
ACH-000178,-0.294124901156
ACH-000182,-0.227189885627
ACH-000183,-0.428449432157
ACH-000188,-0.38027269970399996
ACH-000189,-0.193311674036
ACH-000190,-0.234365681065
ACH-000198,-0.32823670364
ACH-000204,-0.468178398827
ACH-000206,-0.0533563372492
ACH-000207,-0.722160133746
ACH-000211,-0.28413821101
ACH-000215,-0.36656084721
ACH-000221,-0.28964572155499996
ACH-000222,-0.405704598217
ACH-000223,-0.17374669373799997
ACH-000226,-0.116311871591
ACH-000227,-0.179282871088
ACH-000228,-0.35370451308
ACH-000231,-0.23332868991900002
ACH-000232,-0.46609132115
ACH-000233,-0.294733202102
ACH-000234,-1.47772139458
ACH-000235,-0.335970583208
ACH-000237,-0.945690058831
ACH-000238,-0.338700632532
ACH-000243,-0.29488121807100004
ACH-000244,-0.265358212604
ACH-000246,-0.44861536457400003
ACH-000248,-0.401540183291
ACH-000250,-0.473740190462
ACH-000251,-0.697935986962
ACH-000253,-0.248513321771
ACH-000255,-0.170042903314
ACH-000256,-0.10559956327400001
ACH-000257,-0.134913957586
ACH-000258,-0.22400268491099998
ACH-000259,-0.11685336287
ACH-000260,-0.09707068716119999
ACH-000261,-0.12301089251700001
ACH-000262,-0.196613218017
ACH-000263,0.161369201094
ACH-000264,-0.15224536136800002
ACH-000265,-0.167433579873
ACH-000266,-0.43038888671400005
ACH-000272,-0.16140612818800001
ACH-000273,-0.31318175275800003
ACH-000274,-0.160262909188
ACH-000277,-0.33726251660800005
ACH-000278,-0.292178916287
ACH-000279,-0.201620989406
ACH-000280,-0.598843336729
ACH-000281,-0.758206745456
ACH-000288,-0.269198860955
ACH-000291,-0.472495498495
ACH-000293,-0.36070437758199997
ACH-000294,-0.302776396068
ACH-000295,-0.325700890303
ACH-000296,-0.54204689982
ACH-000302,-0.393492121832
ACH-000304,-0.0203130227942
ACH-000307,-0.39470662658100003
ACH-000308,-0.18595356912500002
ACH-000310,-0.386637747753
ACH-000311,-1.28053416125
ACH-000312,-0.108701357957
ACH-000315,-0.0357644058695
ACH-000316,-0.552987146146
ACH-000317,-0.353519013842
ACH-000318,-0.292448508652
ACH-000319,-0.20614699152399998
ACH-000320,-0.0930897650763
ACH-000322,-0.373173999463
ACH-000323,-0.147581988422
ACH-000324,-0.2877272258
ACH-000329,-0.19412712013500003
ACH-000330,-0.211860942928
ACH-000331,-0.363529099236
ACH-000332,-0.469752284857
ACH-000334,-0.117596756623
ACH-000335,-0.29246263988000004
ACH-000336,-0.0771914308686
ACH-000337,-0.30023616027
ACH-000339,-0.08756612872000001
ACH-000341,-0.363628943756
ACH-000348,-0.343056711356
ACH-000350,-0.411037201549
ACH-000352,-0.118005979936
ACH-000356,-0.086482582677
ACH-000361,-0.0539054305225
ACH-000362,-0.190561397286
ACH-000363,-0.290457192022
ACH-000364,-0.47260671789399994
ACH-000365,-0.19737322538199997
ACH-000366,-0.188054178547
ACH-000368,-0.5715291546600001
ACH-000374,-0.320357100344
ACH-000375,-0.23258772005
ACH-000376,-0.594255976667
ACH-000381,-0.19637498414000001
ACH-000383,-0.23419708587299998
ACH-000387,-0.299699573028
ACH-000389,-0.448271011791
ACH-000390,-1.39439368874
ACH-000393,-0.318283317241
ACH-000395,-0.250077837626
ACH-000397,-0.36942152754
