,ABR (29)
ACH-000004,-0.048957959827
ACH-000007,0.15745532562
ACH-000009,-0.271689939687
ACH-000011,-0.05791218920130001
ACH-000012,-0.202693455648
ACH-000013,-0.08325242418630001
ACH-000014,-0.24602185169500002
ACH-000015,0.0225746542943
ACH-000017,0.0615195234779
ACH-000018,-0.22036525251800002
ACH-000019,0.21602847390299998
ACH-000021,-0.131031788222
ACH-000022,-0.0510253761146
ACH-000025,0.0107639025346
ACH-000028,-0.017992410612
ACH-000030,-0.107889011505
ACH-000035,-0.0319256246942
ACH-000036,-0.08517871909050001
ACH-000037,-0.170839562132
ACH-000039,-0.199542571046
ACH-000040,-0.06616026629630001
ACH-000041,0.127435444484
ACH-000042,-0.20637492801399998
ACH-000045,-0.138917850092
ACH-000047,-0.101878594822
ACH-000052,0.134903626186
ACH-000053,-0.10684362262800001
ACH-000054,-0.0691184346368
ACH-000055,-0.0679338410713
ACH-000060,-0.0461683562766
ACH-000067,-0.13048342347
ACH-000070,0.0857296355922
ACH-000075,0.171389445278
ACH-000078,0.0571503600222
ACH-000082,-0.207080875183
ACH-000085,-0.12234263664799999
ACH-000086,-0.057980262969500006
ACH-000087,-0.237185986153
ACH-000092,0.039188170064500004
ACH-000095,-0.005551840191
ACH-000097,-0.0579675618494
ACH-000098,-0.08264878291939999
ACH-000099,-0.104035540978
ACH-000108,-0.156958987701
ACH-000113,0.0229514865582
ACH-000115,0.130388488388
ACH-000116,-0.059709628527800006
ACH-000118,-0.18075831631900002
ACH-000120,-0.07675194230310001
ACH-000123,0.0727088924155
ACH-000127,-0.145002419311
ACH-000128,0.21535239165
ACH-000132,-0.0292572750794
ACH-000133,-0.03725627309869999
ACH-000137,-0.105316445307
ACH-000138,-0.146973120097
ACH-000142,-0.37433925299599996
ACH-000143,-0.299478585089
ACH-000146,-0.248752208854
ACH-000148,0.0407594865372
ACH-000150,-0.17719259354800002
ACH-000152,-0.11867144597899999
ACH-000153,-0.07127403180660001
ACH-000159,-0.0583965676996
ACH-000160,0.158039157387
ACH-000163,0.17627562995999999
ACH-000167,0.35495906845799996
ACH-000168,-0.07258220981
ACH-000169,-0.0371257613911
ACH-000178,-0.0692127773828
ACH-000182,0.0490940342422
ACH-000183,0.119341695383
ACH-000188,0.000512999838846
ACH-000189,0.037782989627
ACH-000190,-0.101411295561
ACH-000198,-0.033301267206000004
ACH-000204,-0.0454142156932
ACH-000206,0.222413162232
ACH-000207,-0.413166361347
ACH-000211,-0.0333568881281
ACH-000215,-0.07929390111060002
ACH-000221,0.0442522329735
ACH-000222,-0.08429933070979999
ACH-000223,-0.0620698668377
ACH-000226,-0.07366515456299999
ACH-000227,0.182498174194
ACH-000228,0.0826663279286
ACH-000231,-0.138276203384
ACH-000232,0.140433695528
ACH-000233,-0.023178559919599998
ACH-000234,-0.229188253435
ACH-000235,-0.127568496912
ACH-000237,-0.15347706912200001
ACH-000238,-0.368709735115
ACH-000243,-0.0189712355118
ACH-000244,-0.33370988241099997
ACH-000246,-0.204309045974
ACH-000248,-0.17623383062399997
ACH-000250,-0.14012351281899998
ACH-000251,0.27941799233000003
ACH-000253,0.00221022292903
ACH-000255,0.11339560791400001
ACH-000256,-0.37104528856299995
ACH-000257,-0.117596927914
ACH-000258,0.0845274076453
ACH-000259,-0.192837239371
ACH-000260,-0.058457773999800004
