,EPS15L1 (58513)
ACH-000004,-0.177334296642
ACH-000007,-0.181128533138
ACH-000009,-0.148832262039
ACH-000011,0.0712251409896
ACH-000012,-0.245294767407
ACH-000013,-0.122719673065
ACH-000014,-0.0421877447083
ACH-000015,-0.137205795515
ACH-000017,-0.233896220117
ACH-000018,-0.195624256665
ACH-000019,-0.461139547936
ACH-000021,-0.325213412382
ACH-000022,-0.128472290471
ACH-000025,-0.292621499446
ACH-000028,-0.346565518222
ACH-000030,-0.35970576917400005
ACH-000035,-0.30805305717099996
ACH-000036,-0.29232610431899997
ACH-000037,-0.06874069421339998
ACH-000039,-0.435519696034
ACH-000040,-0.17884318628899998
ACH-000041,-0.061533314857099994
ACH-000042,-0.28106892814
ACH-000045,-0.145912038857
ACH-000047,-0.161647571919
ACH-000052,-0.345324172782
ACH-000053,-0.37309206130500006
ACH-000054,-0.118428150292
ACH-000055,-0.063040689461
ACH-000060,-0.112680911763
ACH-000067,-0.092434574759
ACH-000070,-0.161013026493
ACH-000075,-0.17190775294
ACH-000078,-0.31685061002
ACH-000082,-0.271405351981
ACH-000085,-0.21150521985800003
ACH-000086,-0.300355516601
ACH-000087,-0.20907527701099998
ACH-000092,-0.20719454891699998
ACH-000095,-0.21219449299600002
ACH-000097,-0.0558441647498
ACH-000098,-0.34406299842200005
ACH-000099,-0.19530237744800003
ACH-000108,-0.33674163615
ACH-000113,-0.0148011557021
ACH-000115,-0.205166824657
ACH-000116,-0.285938036417
ACH-000118,-0.282526198536
ACH-000120,-0.124130867568
ACH-000123,-0.38254672209
ACH-000127,-0.244811656923
ACH-000128,-0.007974547879100001
ACH-000132,-0.227147237541
ACH-000133,-0.21296028778
ACH-000137,-0.379910928809
ACH-000138,-0.36420982172
ACH-000142,-0.37087125657799996
ACH-000143,0.000643619579976
ACH-000146,-0.176381621375
ACH-000148,-0.136497533836
ACH-000150,-0.287635699102
ACH-000152,-0.280061868738
ACH-000153,0.011840641913700002
ACH-000159,-0.18926570869399997
ACH-000160,-0.102504101197
ACH-000163,-0.29930358940900004
ACH-000167,-0.45259953715499995
ACH-000168,-0.18320502294399998
ACH-000169,0.024214614795599998
ACH-000178,-0.131094266417
ACH-000182,-0.18314928981800002
ACH-000183,-0.013702795875899999
ACH-000188,-0.354978066097
ACH-000189,-0.327580117051
ACH-000190,-0.09066127695160002
ACH-000198,0.0813202906183
ACH-000204,-0.232747481517
ACH-000206,-0.128530107453
ACH-000207,-0.162825092685
ACH-000211,-0.13095001039999998
ACH-000215,-0.160467647649
ACH-000221,-0.182821641003
ACH-000222,-0.291159648326
ACH-000223,-0.08705282889110001
ACH-000226,-0.114026952713
ACH-000227,-0.159320427012
ACH-000228,-0.251316403494
ACH-000231,0.033029837944900005
ACH-000232,0.00248794119418
ACH-000233,-0.068973133858
ACH-000234,-0.307325635303
ACH-000235,-0.20314241776900002
ACH-000237,-0.118436111563
ACH-000238,0.07549158477260001
ACH-000243,-0.42546801990500005
