,CCNI2 (645121)
ACH-000004,-0.108205698009
ACH-000007,0.227491466149
ACH-000009,0.13903788279
ACH-000011,0.223300403048
ACH-000012,0.0410834634341
ACH-000013,0.0875588570544
ACH-000014,-0.0630148441982
ACH-000015,-0.10415773866900001
ACH-000017,-0.00365080400351
ACH-000018,-0.157782261864
ACH-000019,0.00318522500982
ACH-000021,0.156411993974
ACH-000022,-0.037193516032199996
ACH-000025,0.0974105611925
ACH-000028,0.16741724605799999
ACH-000030,0.106575016668
ACH-000035,0.0587555737565
ACH-000036,-0.0112900383055
ACH-000037,-0.13695837571299999
ACH-000039,-0.0510892405557
ACH-000040,0.029310093124099997
ACH-000041,-0.0595919764111
ACH-000042,0.0681248866897
ACH-000045,-0.0738620593226
ACH-000047,0.0124345794174
ACH-000052,0.146311914475
ACH-000053,0.21498652575999996
ACH-000054,-0.206721791294
ACH-000055,-0.226152313686
ACH-000060,-0.0351083449991
ACH-000067,-0.0139972920912
ACH-000070,-0.121792633988
ACH-000075,-0.0371031171709
ACH-000078,0.224521763076
ACH-000082,-0.116243336933
ACH-000085,-0.107210474135
ACH-000086,-0.06670204464240001
ACH-000087,0.19120350088
ACH-000092,0.06637159033430001
ACH-000095,-0.0545289626004
ACH-000097,0.013821165333399998
ACH-000098,-0.010769295924200001
ACH-000099,0.0592756996507
ACH-000108,0.0335217594343
ACH-000113,-0.263951300662
ACH-000115,0.0455969624957
ACH-000116,0.0646136388543
ACH-000118,0.15151591426799998
ACH-000120,-0.118635696098
ACH-000123,0.244261085592
ACH-000127,-0.009478015797799999
ACH-000128,-0.109233970269
ACH-000132,0.0685403110881
ACH-000133,0.185626611721
ACH-000137,0.0684256017625
ACH-000138,0.131179204865
ACH-000142,-0.0655483573332
ACH-000143,0.164283108722
ACH-000146,0.0645110810228
ACH-000148,0.112503174238
ACH-000150,-0.20996842351300002
ACH-000152,0.0343436757706
ACH-000153,-0.29723323179
ACH-000159,-0.27875795194200004
ACH-000160,0.128823643269
ACH-000163,0.116315935926
ACH-000167,-0.171121468618
ACH-000168,0.169176647349
ACH-000169,-0.06803279373980001
ACH-000178,0.07108392879599999
ACH-000182,0.12358509767999999
ACH-000183,-0.22429186472399998
ACH-000188,-0.0568643622635
ACH-000189,-0.20050871926199998
ACH-000190,0.014545848750799999
ACH-000198,-0.0806665034953
ACH-000204,0.0433119232266
ACH-000206,0.110968824946
ACH-000207,0.23284448315900003
ACH-000211,-0.111182294423
ACH-000215,0.07702638865460001
ACH-000221,0.09125421922910001
ACH-000222,0.29746067005
ACH-000223,-0.00665958235679
ACH-000226,-0.13733811113299998
ACH-000227,0.0362500351715
ACH-000228,-0.019549302798400003
ACH-000231,-0.0696099981196
ACH-000232,-0.0347822801494
ACH-000233,0.0970396483663
ACH-000234,0.053008564665
ACH-000235,0.062025451590599995
ACH-000237,0.14226711775800002
ACH-000238,-0.0980634637747
ACH-000243,0.0532093434704
ACH-000244,-0.13425802672599998
