,RAP1A (5906)
ACH-000222,-0.408872652934
ACH-000223,-0.37673876534100004
ACH-000226,-0.13664589611
ACH-000227,-0.400238661878
ACH-000228,-0.27565376584199996
ACH-000231,-0.141176063769
ACH-000232,-0.378952444281
ACH-000233,-0.0408676288119
ACH-000234,-0.196753747955
ACH-000235,-0.325999408753
ACH-000237,-0.256040003528
ACH-000238,-0.357261252714
ACH-000243,-0.370454726453
ACH-000244,-0.168135201983
ACH-000246,-0.36020578724200003
ACH-000248,-0.32523010788
ACH-000250,-0.205741578488
ACH-000251,-0.103640413478
ACH-000253,-0.282534817326
ACH-000255,-0.296373783372
ACH-000256,-0.246250347837
ACH-000257,-0.202525425207
ACH-000258,0.151526052381
ACH-000259,-0.256411156246
ACH-000260,-0.285431827183
ACH-000261,-0.15528403671
ACH-000262,-0.35083371393600005
ACH-000263,-0.0771739037832
ACH-000264,-0.397721181536
ACH-000265,-0.294025827264
ACH-000266,-0.241520027533
ACH-000272,-0.384126346643
ACH-000273,-0.146276086496
ACH-000274,-0.38616493067900004
ACH-000277,-0.247429304891
ACH-000278,-0.236595511363
ACH-000279,-0.2618277967
ACH-000280,-0.123662063441
ACH-000281,-0.435123680864
ACH-000288,-0.304458401468
ACH-000291,-0.334734239263
ACH-000293,-0.33695264200999997
ACH-000294,-0.205033813756
ACH-000295,0.0160245039687
ACH-000296,-0.558881082892
ACH-000302,-0.378007394379
ACH-000304,-0.410001632132
ACH-000307,-0.152021898872
ACH-000308,-0.291092464966
ACH-000310,-0.403546776347
ACH-000311,-0.369880734027
ACH-000312,-0.320483422756
ACH-000315,-0.46258932351300003
ACH-000316,-0.140649032455
ACH-000317,-0.118460264878
ACH-000318,-0.16479763444499998
ACH-000319,-0.221216150607
ACH-000320,-0.42137837302000003
ACH-000322,-0.369425577298
ACH-000323,-0.6471339500509999
ACH-000324,-0.40390754074100005
ACH-000329,-0.388405142064
ACH-000330,-0.148362961624
ACH-000331,-0.433141457022
ACH-000332,-0.280629191017
ACH-000334,-0.40898500551
ACH-000335,-0.31010099417
ACH-000336,-0.292735935632
ACH-000337,-0.325642084515
ACH-000339,-0.43112084133699996
ACH-000341,-0.10863650752699999
ACH-000348,-0.254257518782
ACH-000350,-0.162708625527
ACH-000352,-0.214239383371
ACH-000356,-0.171470308864
ACH-000361,-0.340412399338
ACH-000362,-0.19620046653700002
ACH-000363,-0.274085245427
ACH-000364,-0.34747671213200004
ACH-000365,-0.230531435147
ACH-000366,-0.30341131163199997
ACH-000368,-0.35141353700499994
ACH-000374,-0.166473567214
ACH-000375,-0.45159083356299995
ACH-000376,-0.25958494376200003
ACH-000381,-0.234963921858
ACH-000383,-0.457950051824
ACH-000387,-0.22215053374899998
ACH-000389,-0.290013580709
ACH-000390,-0.15474039010399998
ACH-000393,-0.634544302144
ACH-000395,-0.644317704119
ACH-000397,-0.337633706546
ACH-000401,-0.29162398767299996
ACH-000402,-0.18988687225099998
ACH-000403,-0.35009554276999993
ACH-000404,-0.06431972630590001
ACH-000406,-0.151480555177
ACH-000407,-0.34820947771899996
ACH-000408,-0.616373358981
ACH-000410,-0.177659806647
ACH-000411,-0.28789809208
ACH-000414,-0.22148168934700002
ACH-000415,-0.295141717353
ACH-000416,-0.31904226561500004
ACH-000420,-0.136974723832
ACH-000421,-0.16398679426899998
ACH-000424,-0.23375252699700003
ACH-000425,-0.522617698417
ACH-000426,0.116406532291
ACH-000427,-0.450529268283
ACH-000433,-0.568889070258
ACH-000436,-0.0538459111607
ACH-000444,-0.270715226795
ACH-000445,-0.23045107176600002
ACH-000448,-0.344774537228
ACH-000450,0.177562923908
ACH-000452,-0.103058344679
ACH-000454,-0.459892862328
ACH-000458,-0.256832576599
ACH-000459,-0.043060517982199994
ACH-000460,-0.280637946938
ACH-000461,-0.312478907513
ACH-000463,-0.194767085586
ACH-000464,-0.38971027111400003
ACH-000466,-0.13008809603399998
ACH-000467,-0.244726456231
ACH-000468,-0.101556995892
ACH-000469,-0.137785120458
ACH-000470,-0.16786147971700002
ACH-000471,-0.18972496098299999
ACH-000472,-0.278658655912
ACH-000473,-0.0420128430908
ACH-000475,-0.136691730878
ACH-000476,-0.36550445403899995
ACH-000477,-0.286985875893
ACH-000480,-0.290749920944
ACH-000481,-0.314260885174
ACH-000483,-0.336297541145
ACH-000484,-0.159799856357
ACH-000485,-0.259621266563
ACH-000486,-0.275657101116
ACH-000487,-0.0681931428752
ACH-000488,-0.28058216399999997
ACH-000490,-0.253207283131
ACH-000491,-0.154095577864
ACH-000495,-0.6756061555769999
ACH-000496,-0.291355766761
ACH-000499,-0.592434952963
ACH-000500,-0.220329334505
ACH-000502,-0.220631880179
ACH-000503,0.00212546782564
ACH-000505,-0.26614300369399996
ACH-000507,-0.237199118474
ACH-000510,-0.101715755995
ACH-000511,-0.197847944307
ACH-000512,-0.28619802296999997
ACH-000516,-0.300352075437
ACH-000517,-0.105218811801
ACH-000518,-0.241630919604
ACH-000520,-0.251700838077
ACH-000521,-0.28304991307300004
ACH-000522,-0.576259069641
ACH-000524,-0.41001126970799995
ACH-000527,-0.28437760134
ACH-000528,-0.23714454404899998
ACH-000537,-0.163863272106
ACH-000541,-0.483313433212
ACH-000542,-0.413102022276
ACH-000544,-0.247024774733
ACH-000545,-0.265530350897
ACH-000547,-0.147291247173
ACH-000548,-0.188906293289
ACH-000549,-0.24911980295800001
ACH-000550,-0.267601302745
ACH-000552,-0.352631490263
ACH-000556,-0.43037791553300003
ACH-000557,-0.0071971735704799995
ACH-000570,-0.33608782700999995
ACH-000571,-0.185380665207
ACH-000573,-0.124007096031
ACH-000576,-0.20506782459399997
ACH-000580,-0.139538634605
ACH-000584,-0.27625824943599997
ACH-000585,-0.157062398484
ACH-000588,-0.140860655611
ACH-000589,-0.146821654127
ACH-000591,-0.200360036499
ACH-000593,-0.0195952978707
ACH-000600,-0.09920070237749999
ACH-000601,-0.34495297058200003
ACH-000604,-0.0787158326084
ACH-000605,-0.17186300123300002
ACH-000606,-0.277734078512
ACH-000608,-0.21671651500599998
ACH-000614,-0.286062664489
ACH-000616,-0.360717626818
ACH-000618,-0.20313766276099998
ACH-000619,-0.072145945392
ACH-000620,-0.245839976458
ACH-000621,-0.236673146351
ACH-000622,-0.39825794350500004
ACH-000623,-0.41796459510399997
ACH-000624,-0.219320121599
ACH-000627,-0.420311476331
ACH-000630,-0.028811006925
ACH-000632,-0.204813922697
ACH-000633,-0.382604095471
ACH-000637,-0.134256192429
ACH-000638,-0.274805448396
ACH-000646,-0.19601209113200002
ACH-000647,-0.113761494949
ACH-000648,-0.16334063700999998
ACH-000649,-0.37232074764600004
ACH-000651,-0.22321337399099997
ACH-000652,-0.236092221209
ACH-000653,-0.310321575682
ACH-000657,-0.347374090034
ACH-000658,0.0634733786588
ACH-000661,-0.35639716300200003
ACH-000662,0.0307579340045
ACH-000663,-0.396614729381
ACH-000665,-0.221390989229
ACH-000671,-0.362250186029
ACH-000673,-0.344374665379
ACH-000676,-0.332323665691
ACH-000677,-0.280241373673
ACH-000681,-0.255646170612
ACH-000682,-0.275260009154
ACH-000683,-0.16657205070599998
ACH-000684,-0.042893764372899996
ACH-000688,-0.643525290437
ACH-000693,-0.10264128605
ACH-000694,-0.285051775373
ACH-000695,-0.395282187139
ACH-000696,-0.35293829201
ACH-000697,-0.26452334067600003
ACH-000699,-0.185804022008
ACH-000701,-0.19250751068900002
ACH-000706,-0.359325269836
ACH-000711,-0.284406423054
ACH-000713,-0.5484025804529999
ACH-000714,-0.270358760176
ACH-000718,-0.56058081336
ACH-000720,-0.18098619420899997
ACH-000721,-0.40410140868199995
ACH-000724,0.154204681999
ACH-000725,-0.403521834412
ACH-000732,-0.172507035076
ACH-000734,-0.267792615568
ACH-000735,-0.225362106871
ACH-000736,-0.291094529945
ACH-000738,-0.202016341692
ACH-000746,0.0229032372549
ACH-000747,-0.45017698840000003
ACH-000748,-0.131665640148
ACH-000753,-0.11413706099099999
ACH-000756,-0.3109902151
ACH-000757,-0.33247626545200004
ACH-000758,-0.264873390979
ACH-000760,-0.033164657033
ACH-000763,-0.17600692516600003
ACH-000764,-0.353629651164
ACH-000765,-0.395881466203
ACH-000766,-0.27328445239599997
ACH-000767,-0.205669146595
ACH-000768,-0.355325182122
ACH-000769,-0.322710349427
ACH-000770,-0.326079769944
ACH-000771,-0.39007423761
ACH-000773,-0.254035451574
ACH-000776,-0.209747804161
ACH-000777,-0.0500495461132
ACH-000778,-0.144616852853
ACH-000781,-0.117198972013
ACH-000782,-0.22017931845199998
ACH-000783,-0.298075112943
ACH-000784,-0.173492608578
ACH-000785,-0.257430470839
ACH-000787,-0.14179452664699999
ACH-000788,-0.315704425087
ACH-000791,-0.372470795503
ACH-000792,-0.0932511694961
ACH-000794,-0.337564436187
ACH-000796,-0.5360667020100001
ACH-000799,-0.38611523110299995
ACH-000800,-0.16692233418400002
ACH-000802,-0.35146106194700005
ACH-000804,-0.247461878057
ACH-000805,-0.11014775906199999
ACH-000809,-0.324596554896
ACH-000810,-0.569047333364
ACH-000811,-0.245479858626
ACH-000817,-0.284413238179
ACH-000819,-0.110469705714
ACH-000820,-0.20906820098499998
ACH-000821,-0.193276996731
ACH-000822,-0.298967347522
ACH-000823,-0.24285662160399998
ACH-000824,-0.261772581813
ACH-000827,-0.140672719315
ACH-000829,-0.528461428148
ACH-000831,-0.42015783457199996
ACH-000832,-0.394517982934
ACH-000833,0.259121372295
ACH-000834,-0.22348533824900002
ACH-000835,-0.248612603658
ACH-000836,-0.190994007409
ACH-000837,-0.355369868382
ACH-000838,-0.406886500388
ACH-000839,-0.425980792169
ACH-000840,-0.277107858425
ACH-000841,-0.36684054306900005
ACH-000843,-0.27873988340399997
ACH-000846,-0.5274423068240001
ACH-000847,-0.356141772998
ACH-000848,-0.21445934846700002
ACH-000849,-0.158298124196
ACH-000851,-0.536889387253
ACH-000855,-0.16004827579800002
ACH-000856,-0.08996654695720001
ACH-000858,-0.27696478235399996
ACH-000859,-0.26152364799000005
ACH-000861,-0.31266080160500004
ACH-000862,-0.34967486494800004
ACH-000865,-0.10008390942199999
ACH-000866,-0.124610870694
ACH-000867,-0.28843955765900003
ACH-000869,-0.314888455549
ACH-000872,-0.49095423917
ACH-000873,-0.34649945098800006
ACH-000876,-0.153538172152
ACH-000878,0.11627586712600001
ACH-000880,-0.381300148118
ACH-000881,-0.21996364914799998
ACH-000882,-0.13338205098099998
ACH-000884,-0.21605567184500002
ACH-000885,-0.159069528038
ACH-000887,-0.297512815266
ACH-000888,-0.21551870481899998
ACH-000889,-0.326137079002
ACH-000890,-0.411959651274
ACH-000896,-0.30517406989100004
ACH-000898,-0.014827610453700003
ACH-000900,-0.311618102665
ACH-000901,-0.279062101426
ACH-000905,-0.298195457301
ACH-000906,-0.165975787115
ACH-000907,-0.501401343473
ACH-000910,-0.13056907704600001
ACH-000911,-0.10408050968100001
ACH-000912,-0.26386668314
ACH-000913,-0.329008666808
ACH-000915,-0.41737918419200004
ACH-000916,-0.22203103235899999
ACH-000917,-0.275946016605
ACH-000921,-0.306350249207
ACH-000924,-0.149035056723
ACH-000926,-0.20302792740400002
ACH-000928,-0.359367028219
ACH-000929,-0.291593690784
ACH-000932,-0.18469643858399998
ACH-000935,-0.35622501669100004
ACH-000936,-0.319116760936
ACH-000937,-0.156618865399
ACH-000938,-0.0422154847441
ACH-000939,-0.142323526479
ACH-000941,-0.32745797479600003
ACH-000943,-0.267449171797
ACH-000946,-0.281348434452
ACH-000947,-0.230651895288
ACH-000948,-0.21887010397300002
ACH-000950,-0.13475658283800002
ACH-000953,-0.421852196372
ACH-000957,-0.437002095427
ACH-000958,-0.214149590658
ACH-000960,0.0224891424448
ACH-000963,-0.43360299261299995
ACH-000968,-0.107364876162
ACH-000969,-0.268409160432
ACH-000973,-0.30197762964499997
ACH-000974,-0.293182507158
ACH-000975,-0.285441048594
ACH-000976,-0.559409393257
ACH-000978,-0.428766798939
ACH-000980,-0.15641250399599999
ACH-000984,-0.442077847377
ACH-000986,-0.46943836590800003
ACH-000988,-0.168695553125
ACH-000993,-0.34515449699100004
ACH-000994,-0.46602675318899994
ACH-000996,-0.368880521338
ACH-001001,-0.33300521431999996
ACH-001020,-0.198251187958
ACH-001028,-0.19590755995200002
ACH-001031,-0.39182057571199996
ACH-001038,-0.181587178167
ACH-001048,-0.294267318583
ACH-001050,-0.445963683934
ACH-001053,-0.589606515966
ACH-001054,-0.269428507093
ACH-001061,-0.263199364559
ACH-001067,-0.473673448275
ACH-001075,-0.154555848573
ACH-001096,-0.189059405416
ACH-001128,-0.295691678417
ACH-001134,-0.299472100756
ACH-001151,-0.150964900343
ACH-001163,-0.223846875957
ACH-001164,-0.547926014591
ACH-001173,-0.19325480368700002
ACH-001183,-0.057629046047099994
ACH-001184,-0.12204793260600001
ACH-001190,-0.418912240385
ACH-001192,-0.288360227484
ACH-001193,-0.414219121899
ACH-001196,-0.25995576247200003
ACH-001197,-0.20033985456700001
ACH-001205,-0.208561500171
ACH-001211,-0.24570361443500002
ACH-001212,-0.24294272255
ACH-001228,-0.103945605732
ACH-001232,-0.166564586046
ACH-001239,-0.332436005213
ACH-001274,-0.386158549175
ACH-001275,-0.333932830434
ACH-001277,-0.2996579596
ACH-001278,-0.328439671202
ACH-001280,-0.434530609416
ACH-001283,-0.351700843754
ACH-001289,-0.347689157927
ACH-001295,-0.325867219905
ACH-001300,-0.34103700716799995
ACH-001301,-0.23085302651200001
ACH-001302,-0.144304452841
ACH-001303,-0.295258255573
ACH-001306,-0.345243778485
ACH-001318,-0.20538160296100003
ACH-001322,-0.278311702268
ACH-001328,-0.287961610268
ACH-001332,-0.294229944659
ACH-001333,-0.43110275327299996
ACH-001336,-0.0780130544693
ACH-001340,-0.189589039338
ACH-001346,-0.119566343412
ACH-001353,-0.36557827459
ACH-001354,-0.45485208324299997
ACH-001367,-0.416300018937
ACH-001368,-0.220341435266
ACH-001374,-0.442374666654
ACH-001375,-0.161212872744
ACH-001377,-0.34597281970700006
ACH-001380,-0.22354661603300002
ACH-001391,-0.15579977562
ACH-001407,-0.282448756203
ACH-001408,-0.23835398066799998
ACH-001413,-0.456958265814
ACH-001430,-0.0286412060843
ACH-001431,-0.375904762636
ACH-001450,-0.024477627964300003
ACH-001496,-0.17648334521200001
ACH-001500,-0.252536277343
ACH-001521,-0.415603855607
ACH-001523,-0.27866812586999995
ACH-001532,-0.32049006709100003
ACH-001536,-0.15096816339000002
ACH-001550,-0.25528303021
ACH-001552,-0.150949490204
ACH-001554,-0.330283494974
ACH-001645,-0.0022909977704
ACH-001654,-0.245893855897
ACH-001715,-0.24668387121399998
ACH-001735,-0.194930046661
ACH-001736,-0.18666405005800002
ACH-001737,-0.10022221809000001
ACH-001740,-0.278668926507
ACH-001745,-0.25959389166499997
ACH-001750,-0.19867761747499998
ACH-001765,-0.192108244521
ACH-001956,-0.157701233733
ACH-001957,-0.257693016607
