,USH1G (124590)
ACH-000714,-0.301649822239
ACH-000718,-0.571727078215
ACH-000720,-0.43432908584200003
ACH-000721,-0.443948514688
ACH-000724,-0.754503227846
ACH-000725,-0.480858392646
ACH-000732,-0.307336874962
ACH-000734,-0.216220704582
ACH-000735,-0.457200310564
ACH-000736,-0.347765971927
ACH-000738,-0.49826113754100004
ACH-000746,-0.13371470314
ACH-000747,-0.217653222146
ACH-000748,-0.736155007432
ACH-000753,-0.47881774085
ACH-000756,-0.488866210286
ACH-000757,-0.359875646911
ACH-000758,-0.43556981425700003
ACH-000760,-0.368230017649
ACH-000763,-0.435793593606
ACH-000764,-0.19799197234700003
ACH-000765,-0.42513171001100003
ACH-000766,-0.6152199453980001
ACH-000767,-0.396521148993
ACH-000768,-0.48923764458
ACH-000769,-0.410548343675
ACH-000770,-0.372413237108
ACH-000771,-0.40473719096999994
ACH-000773,-0.27526395129500003
ACH-000776,-0.591716972987
ACH-000777,-0.380980890792
ACH-000778,-0.504959467936
ACH-000781,-0.42175203255500004
ACH-000782,-0.409264791365
ACH-000783,-0.779008335844
ACH-000784,-0.423326647328
ACH-000785,-0.50241975459
ACH-000787,-0.363481314727
ACH-000788,-0.420675448363
ACH-000791,-0.640941170953
ACH-000792,-0.509015256254
ACH-000794,-0.43900044026100005
ACH-000796,-0.618740811761
ACH-000799,-0.486342167308
ACH-000800,-0.46754615331200006
ACH-000802,-0.33777521396300003
ACH-000804,-0.521337528207
ACH-000805,-0.447956575299
ACH-000809,-0.323414893398
ACH-000810,-0.0468897240221
ACH-000811,-0.541405260502
ACH-000817,-0.293860505955
ACH-000819,-0.349842452628
ACH-000820,-0.615592960434
ACH-000821,-0.16686360373700002
ACH-000822,-0.376156097126
ACH-000823,-0.36482294692100004
ACH-000824,-0.39293927124899997
ACH-000827,-0.523892410563
ACH-000829,-0.0166374555255
ACH-000831,-0.33426067420899996
ACH-000832,-0.376655126671
ACH-000833,-0.103444013495
ACH-000834,-0.251067672203
ACH-000835,-0.306046757623
ACH-000836,-0.424483086923
ACH-000837,-0.548938137545
ACH-000838,-0.031180736123900005
ACH-000839,-0.21251940217300003
ACH-000840,-0.319394020008
ACH-000841,-0.300583650949
ACH-000843,-0.316215364791
ACH-000846,-0.202419380948
ACH-000847,-0.47630404188500003
ACH-000848,-0.37730916603799997
ACH-000849,-0.318398966595
ACH-000851,-0.506943826059
ACH-000855,-0.43669486092500004
ACH-000856,-0.40737354149300004
ACH-000858,-0.222095985794
ACH-000859,-0.352831923977
ACH-000861,-0.482089359026
ACH-000862,-0.35129654168799995
ACH-000865,-0.31898467897300004
ACH-000866,-0.380204602011
ACH-000867,-0.48488255632
ACH-000869,-0.5485910608519999
ACH-000872,-0.34572451425899997
ACH-000873,-0.330534772005
ACH-000876,-0.23437844323399998
ACH-000878,-0.472645041576
ACH-000880,-0.543885651321
ACH-000881,-0.6242013241359999
ACH-000882,-0.319171754569
ACH-000884,-0.350194872698
ACH-000885,-0.270180156693
ACH-000887,-0.655976291718
ACH-000888,-0.536117309907
ACH-000889,-0.37451297657
ACH-000890,-0.376845038546
ACH-000896,-0.441583087692
ACH-000898,-0.436705751563
ACH-000900,-0.48269454123899996
ACH-000901,-0.609632659168
ACH-000905,-0.49401552909199997
ACH-000906,-0.399117562189
ACH-000907,-0.465033238587
ACH-000910,-0.769246553908
ACH-000911,-0.49722629878799995
ACH-000912,-0.55938197446
ACH-000913,-0.455084647482
ACH-000915,-0.5291613024930001
ACH-000916,-0.43407178739600005
ACH-000917,-0.49330814822400004
ACH-000921,-0.6114442511689999
ACH-000924,-0.396575387562
ACH-000926,-0.378393138873
ACH-000928,-0.616831247638
ACH-000929,-0.644037773464
ACH-000932,-0.393690515851
ACH-000935,-0.37765137638400004
ACH-000936,-0.511068216538
ACH-000937,-0.7051717614640001
ACH-000938,-0.34993748515900003
ACH-000939,-0.327860397036
ACH-000941,-0.367106547337
ACH-000943,-0.374363569896
ACH-000946,-0.44259036186000006
ACH-000947,-0.349493013191
ACH-000948,-0.569581126261
ACH-000950,-0.166976002456
ACH-000953,-0.599563547668
ACH-000957,-0.23673293499200002
ACH-000958,-0.22867747084800003
ACH-000960,-0.529235507567
ACH-000963,-0.414235076594
ACH-000968,-0.218267575162
ACH-000969,-0.362444745419
ACH-000973,-0.348935080565
ACH-000974,-0.643428220454
ACH-000975,-0.372563512521
ACH-000976,-0.546051760378
ACH-000978,-0.660443777523
ACH-000980,-0.438118985259
ACH-000984,-0.395929528273
ACH-000986,-0.43473549672399997
ACH-000988,-0.5880223996280001
ACH-000993,-0.592665098999
ACH-000994,-0.575197234978
ACH-000996,-0.6784786795859999
ACH-001001,-0.572958598541
ACH-001020,-0.6578924851210001
ACH-001028,-0.590496770404
ACH-001031,-0.612964053714
ACH-001038,-0.414736007935
ACH-001048,-0.512274618405
ACH-001050,-0.616975830646
ACH-001053,-0.580306243185
ACH-001054,-0.6228864540519999
ACH-001061,-0.414929910088
ACH-001067,-0.350919489645
ACH-001075,-0.279447142711
ACH-001096,-0.275741939203
ACH-001128,-0.25663904371999996
ACH-001134,-0.48151228422700004
ACH-001151,-0.389964528596
ACH-001163,-0.619464840257
ACH-001164,-0.41871533343199996
ACH-001173,-0.395096997866
ACH-001183,-0.59661837786
ACH-001184,-0.547976881068
ACH-001190,-0.382187997215
ACH-001192,-0.390602674207
ACH-001193,-0.0513103073922
ACH-001196,-0.236233241741
ACH-001197,-0.37326957265699995
ACH-001205,-0.485045258323
ACH-001211,-0.490109015207
ACH-001212,-0.332601269446
ACH-001228,-0.45682484883599994
ACH-001232,-0.610275381274
ACH-001239,-0.6074057540410001
ACH-001274,-0.293880978329
ACH-001275,-0.41496057305699996
ACH-001277,-0.511694514111
ACH-001278,-0.463025060529
ACH-001280,-0.74958559703
ACH-001283,-0.6931279446969999
ACH-001289,-0.267724233673
ACH-001295,-0.583116831001
ACH-001300,-0.649801489889
ACH-001301,-0.479344638275
ACH-001302,-0.586795975644
ACH-001303,-0.719736031297
ACH-001306,-0.25865784065200004
ACH-001318,-0.510308718153
ACH-001322,-0.360641784204
ACH-001328,-0.35918382595
ACH-001332,-0.036914923587699995
ACH-001333,-0.0855639064966
ACH-001336,-0.417129935499
ACH-001340,-0.450968403439
ACH-001346,-0.401330813385
ACH-001353,-0.649063997606
ACH-001354,-0.363557434306
ACH-001367,-0.21305649705600002
ACH-001368,-0.476046375563
ACH-001374,-0.7298728079960001
ACH-001375,-0.588768890493
ACH-001377,-0.541452173016
ACH-001380,-0.43372198932499995
ACH-001391,-0.293052868574
ACH-001407,-0.43948383596600005
ACH-001408,-0.40719551486999994
ACH-001413,-0.286843643669
ACH-001430,-0.150597649934
ACH-001431,-0.6119317482819999
ACH-001450,-0.44702061942000004
ACH-001496,-0.252176749747
ACH-001500,-0.40601660810400003
ACH-001521,-0.565003636002
ACH-001523,-0.393243271439
ACH-001532,-0.355934176565
ACH-001536,-0.46827916122599994
ACH-001550,-0.490024456783
ACH-001552,-0.625579979537
ACH-001554,-0.545849836345
ACH-001645,-0.576061380319
ACH-001654,-0.522724942306
ACH-001715,-0.439217165229
ACH-001735,-0.53349536473
ACH-001736,-0.636605336872
ACH-001737,-1.0669111275299998
ACH-001740,-0.21089971896899998
ACH-001745,-0.44471870943
ACH-001750,-0.584213261741
ACH-001765,-0.212019497839
ACH-001956,-0.424587606378
ACH-001957,-0.45093845102700003
