,TLDC1 (57707)
ACH-000004,-0.215801391061
ACH-000007,-0.136802619717
ACH-000009,-0.187644205915
ACH-000011,-0.25547364475400003
ACH-000012,-0.367482326689
ACH-000013,-0.21447505517999998
ACH-000014,-0.24647577958900002
ACH-000015,-0.298323012352
ACH-000017,-0.12876797709
ACH-000018,-0.033538383864599994
ACH-000019,-0.17734298205
ACH-000021,-0.304763859917
ACH-000022,-0.179942366968
ACH-000025,-0.486430837883
ACH-000028,-0.05896171407319999
ACH-000030,-0.15198794096100002
ACH-000035,-0.0785298896312
ACH-000036,-0.49128550207500005
ACH-000037,-0.351008668907
ACH-000039,-0.449621351393
ACH-000040,-0.129825272765
ACH-000041,-0.156290273221
ACH-000042,-0.266731667434
ACH-000045,-0.139529514907
ACH-000047,-0.556036310983
ACH-000052,-0.35982457008599994
ACH-000053,-0.12057701017400001
ACH-000054,-0.0820253830478
ACH-000055,-0.266408952115
ACH-000060,-0.09305170586539999
ACH-000067,-0.07400875797789999
ACH-000070,-0.461143092386
ACH-000075,-0.23909920139199997
ACH-000078,0.00229625928991
ACH-000082,-0.17186097251600002
ACH-000085,-0.279342456701
ACH-000086,-0.29455728836999995
ACH-000087,-0.21200771290800002
ACH-000092,-0.21879765375399998
ACH-000095,-0.322307715244
ACH-000097,-0.275936693395
ACH-000098,-0.337569969344
ACH-000099,0.028133983918499996
ACH-000108,-0.418590049133
ACH-000113,-0.190298987497
ACH-000115,-0.29701466846700003
ACH-000116,-0.22351995256700002
ACH-000118,-0.145241426054
ACH-000120,0.028268253075
ACH-000123,-0.300576464726
ACH-000127,-0.309602579056
ACH-000128,-0.503691551602
ACH-000132,-0.124061485768
ACH-000133,-0.184648658225
ACH-000137,-0.12820419212200002
ACH-000138,-0.39184588269599996
ACH-000142,-0.192243760185
ACH-000143,-0.110564125899
ACH-000146,-0.156910622449
ACH-000148,-0.222418865841
ACH-000150,-0.469670624192
ACH-000152,-0.28060431290300003
ACH-000153,-0.05113527941330001
ACH-000159,-0.24133273529100002
ACH-000160,-0.0465821330877
ACH-000163,-0.213846495266
ACH-000167,-0.139228353025
ACH-000168,-0.398347956928
ACH-000169,-0.309689489935
ACH-000178,-0.271605379651
ACH-000182,-0.237385272619
ACH-000183,-0.09820661922599999
ACH-000188,-0.16020481692500002
ACH-000189,-0.454860232006
ACH-000190,-0.198930934335
ACH-000198,-0.21357200495499998
ACH-000204,-0.0815919071582
ACH-000206,-0.09678999653079999
ACH-000207,-0.20695650001899998
ACH-000211,-0.34130513237899995
ACH-000215,-0.341224021663
ACH-000221,-0.36063853565399995
ACH-000222,-0.5072895289580001
ACH-000223,-0.07498769889330001
ACH-000226,-0.18859061670000002
ACH-000227,-0.0666454528434
ACH-000228,-0.199869447186
ACH-000231,-0.237455886094
ACH-000232,-0.240416316356
ACH-000233,-0.0763615077588
ACH-000234,-0.07206659466519999
ACH-000235,-0.293464803374
ACH-000237,-0.236887239649
ACH-000238,-0.257291123724
ACH-000243,-0.11789982631
ACH-000244,-0.617997618756
ACH-000246,-0.289221698754
ACH-000248,-0.0366265383379
ACH-000250,-0.313383623312
ACH-000251,-0.1647085482
ACH-000253,-0.294651808644
ACH-000255,-0.0685452765328
ACH-000256,-0.380484550468
ACH-000257,-0.27747980674199996
ACH-000258,-0.632438760015
ACH-000259,-0.24306053678000003
ACH-000260,-0.290268049441
ACH-000261,-0.241590378226
ACH-000262,-0.29447987659499997
ACH-000263,-0.11213472456700001
ACH-000264,-0.318936015402
ACH-000265,-0.22546470707
ACH-000266,-0.304884286641
ACH-000272,-0.304562631472
ACH-000273,-0.354443497662
ACH-000274,-0.261405870294
ACH-000277,-0.335683019203
ACH-000278,-0.264152187903
ACH-000279,-0.362932675556
ACH-000280,-0.547788741924
ACH-000281,-0.312718428577
ACH-000288,-0.382392593635
ACH-000291,-0.33702942231399996
ACH-000293,-0.279232615078
ACH-000294,-0.301233210094
ACH-000295,-0.00562977907211
ACH-000296,-0.34015581107799997
ACH-000302,-0.253629715368
ACH-000304,-0.147592346894
ACH-000307,-0.15018962889100002
ACH-000308,-0.271477991631
ACH-000310,-0.13900443187699998
ACH-000311,-0.23872447990899998
ACH-000312,-0.336741079855
ACH-000315,-0.369736413497
ACH-000316,-0.35013036843199996
ACH-000317,0.057957416935099995
ACH-000318,0.08936878498960002
ACH-000319,-0.465711898758
ACH-000320,-0.0840408191728
ACH-000322,-0.28649388154800004
ACH-000323,-0.23233051039
ACH-000324,-0.36615965413699997
ACH-000329,-0.38186966725999993
ACH-000330,-0.06025562598669999
ACH-000331,-0.157366547312
ACH-000332,-0.14985527933599999
ACH-000334,-0.159478652602
ACH-000335,-0.166184851105
ACH-000336,-0.0142236808699
ACH-000337,-0.383250084032
ACH-000339,-0.10404507306600001
ACH-000341,-0.0579504327871
ACH-000348,-0.279867412966
ACH-000350,-0.286711103048
ACH-000352,-0.356460593764
ACH-000356,-0.7159954304359999
ACH-000361,-0.23440686796
ACH-000362,-0.0349755190892
ACH-000363,-0.0023085940016599996
ACH-000364,-0.172136403328
ACH-000365,-0.001873174716
ACH-000366,-0.297676858078
