,INCA1 (388324)
ACH-000004,-0.05215247464409999
ACH-000007,0.029841740517599996
ACH-000009,-0.17113366250700002
ACH-000011,0.135103449481
ACH-000012,-0.0678711109054
ACH-000013,-0.0492476562042
ACH-000014,0.106569544467
ACH-000015,-0.0736711357175
ACH-000017,0.0197692426383
ACH-000018,0.0336897324866
ACH-000019,0.11585154809800001
ACH-000021,0.00255303590929
ACH-000022,0.0520611313738
ACH-000025,-0.11825031145199999
ACH-000028,0.0737553716175
ACH-000030,0.08526203305780002
ACH-000035,0.0179619978062
ACH-000036,0.0492036254425
ACH-000037,0.215639742403
ACH-000039,0.010338605600200002
ACH-000040,-0.112419832858
ACH-000041,0.101196373376
ACH-000042,-0.103870902745
ACH-000045,-0.087206311732
ACH-000047,0.0879542721762
ACH-000052,-0.16156938857
ACH-000053,0.015219766363600002
ACH-000054,0.10190391735099999
ACH-000055,0.130397577706
ACH-000060,-0.041745650600900006
ACH-000067,-0.0429044405784
ACH-000070,0.033913534079
ACH-000075,0.0764975760995
ACH-000078,0.08135919108310001
ACH-000082,-0.09191436531960001
ACH-000085,-0.092943533504
ACH-000086,0.0424312837842
ACH-000087,0.319400678264
ACH-000092,0.0795651314795
ACH-000095,0.0226015934246
ACH-000097,0.031208992664900004
ACH-000098,-0.13826453428
ACH-000099,0.0296721898404
ACH-000108,-0.19974129617199998
ACH-000113,-0.015141440510499999
ACH-000115,-0.0418004032569
ACH-000116,-0.00279348190379
ACH-000118,-0.0076263354219199995
ACH-000120,-0.0007867682344410001
ACH-000123,-0.134855869806
ACH-000127,-0.0332645995998
ACH-000128,-0.0238237770697
ACH-000132,0.04622724772509999
ACH-000133,-0.016134977879700002
ACH-000137,0.105413784816
ACH-000138,-0.081425205948
ACH-000142,0.0547265177078
ACH-000143,0.08864300343769999
ACH-000146,-3.93956843637e-05
ACH-000148,-0.0208999298572
ACH-000150,0.0858698690116
ACH-000152,-0.174144494919
ACH-000153,-0.000251786612015
ACH-000159,0.12304364475099999
ACH-000160,0.167678177473
ACH-000163,0.24067624734
ACH-000167,0.0870826940601
ACH-000168,-0.0557269305449
ACH-000169,-0.06975066668669999
ACH-000178,-0.0299988326927
ACH-000182,-0.0187654364545
ACH-000183,0.07705128900889999
ACH-000188,-0.021216668933799997
ACH-000189,0.128150577547
ACH-000190,0.028846368755099997
ACH-000198,0.0860502960653
ACH-000204,0.21620197671900002
ACH-000206,-0.413990152696
ACH-000207,-0.22973447619399998
ACH-000211,0.0780667137018
ACH-000215,0.12630856451300002
ACH-000221,0.0131636587181
ACH-000222,0.12463124091399999
ACH-000223,-4.75696447145e-06
ACH-000226,0.0308431445147
ACH-000227,-0.166439918589
ACH-000228,-0.07916432456660001
ACH-000231,-0.0549554589348
ACH-000232,0.170798589408
ACH-000233,0.104697591676
ACH-000234,-0.07135900900349999
ACH-000235,0.014214687713799998
ACH-000237,0.0296920766537
ACH-000238,-0.0791912594357
ACH-000243,-0.041080691877300006
ACH-000244,-0.22989246086100001
ACH-000246,0.0607591136777
ACH-000248,0.12878222271700002
ACH-000250,0.0690458945671
ACH-000251,0.0335945603132
ACH-000253,0.18938212963599999
ACH-000255,0.152537877745
ACH-000256,-0.008266784317689999
ACH-000257,0.238247825693
ACH-000258,0.0667282658048
ACH-000259,0.0629413906341
ACH-000260,0.0472246112399
ACH-000261,0.0726452562082
ACH-000262,0.0133935296597
ACH-000263,0.282622019379
ACH-000264,0.0587291034635
ACH-000265,0.0334242182953
ACH-000266,-0.0230752493066
ACH-000272,-0.057139438228500004
ACH-000273,0.129688591053
ACH-000274,0.0126034071618
ACH-000277,0.020881463128599998
ACH-000278,-0.159094451601
ACH-000279,-0.017866457678300002
ACH-000280,-0.116288575182
ACH-000281,-0.11632108281600001
ACH-000288,-0.28890441717
ACH-000291,-0.0691885877349
ACH-000293,0.028660939788599998
ACH-000294,-0.18496808060400002
ACH-000295,0.228154882598
ACH-000296,-0.25265601578499997
ACH-000302,-0.00786109230708
ACH-000304,0.0978456009998
ACH-000307,0.0332630013938
ACH-000308,0.0347568725681
ACH-000310,-0.0643736171674
ACH-000311,-0.134654879728
ACH-000312,-0.00211605220422
ACH-000315,0.0457493051743
ACH-000316,-0.232139323719
ACH-000317,0.187164286741
ACH-000318,0.09900118784330002
ACH-000319,-0.0437786436273
ACH-000320,-0.16216681230000002
ACH-000322,0.0406530073032
ACH-000323,-0.0655654497919
ACH-000324,-0.0682494283089
ACH-000329,-0.06748124107839999
ACH-000330,-0.112073057961
ACH-000331,-0.0938341765215
ACH-000332,0.00427798973862
ACH-000334,0.316335043262
ACH-000335,0.06396907848830001
ACH-000336,-0.0474305480626
ACH-000337,0.0980890888552
ACH-000339,0.00426708984148
ACH-000341,-0.05546537273519999
ACH-000348,0.030431017462100002
ACH-000350,0.013170273015700002
ACH-000352,-0.09394214618989999
ACH-000356,-0.21793148599599999
ACH-000361,-0.09010830584860001
ACH-000362,0.006460824053260001
ACH-000363,0.0156944924031
ACH-000364,-0.135264887369
ACH-000365,-0.0140519600917
ACH-000366,0.09341477661160001
ACH-000368,-0.0379417621204
ACH-000374,0.116637441506
ACH-000375,0.20629279433699999
ACH-000376,0.0604325527018
ACH-000381,-0.15438753093399998
ACH-000383,-0.155898383852
ACH-000387,-0.119168807969
ACH-000389,0.0738652107291
ACH-000390,0.07461326223039999
ACH-000393,-0.0005899576071109999
ACH-000395,0.00125935914997
ACH-000397,0.10240147215399999
ACH-000401,-0.00230461642161
ACH-000402,-0.055179483632199995
ACH-000403,0.06763529386509999
ACH-000404,0.206350408756
ACH-000406,-0.00374705492493
ACH-000407,0.008358881925550002
ACH-000408,-0.09480994226469999
ACH-000410,0.023250369027
ACH-000411,0.0821923195253
ACH-000414,0.0718716537249
ACH-000415,-0.09999944996349999
ACH-000416,0.09918335362479999
ACH-000420,0.0144332945369
ACH-000421,-0.161216253695
ACH-000424,-0.12707434235099999
ACH-000425,0.056610504330699994
ACH-000426,0.200028165251
ACH-000427,0.118249451403
ACH-000433,0.223980897294
ACH-000436,-0.042401493025
ACH-000444,-0.08255657004210001
ACH-000445,0.260224797691
ACH-000448,0.030478626008599997
ACH-000450,0.17405059274700002
ACH-000452,-0.0265262494642
ACH-000454,0.243917373039
ACH-000458,-0.0779590658982
ACH-000459,-0.01480581351
ACH-000460,-0.00720178147884
ACH-000461,0.149727967581
ACH-000463,-0.0387892704037
ACH-000464,-0.170472482201
