,EBLN2 (55096)
ACH-000004,0.0814005735503
ACH-000007,0.207573041785
ACH-000009,0.2209769148
ACH-000011,0.249119660873
ACH-000012,0.284364789582
ACH-000013,0.261858884516
ACH-000014,0.13539358914000002
ACH-000015,0.273021181919
ACH-000017,0.28337001711
ACH-000018,0.27996906240499997
ACH-000019,0.355671287919
ACH-000021,0.278910495918
ACH-000022,0.297881368993
ACH-000025,0.195157233066
ACH-000028,0.262894062769
ACH-000030,0.282035412157
ACH-000035,0.289176577516
ACH-000036,0.17802030022
ACH-000037,0.109492975319
ACH-000039,0.475642728552
ACH-000040,0.18900328436
ACH-000041,0.278572814628
ACH-000042,0.176681065162
ACH-000045,0.29793718193700003
ACH-000047,0.15637215495200002
ACH-000052,0.35604773525
ACH-000053,0.303461719962
ACH-000054,0.116890819757
ACH-000055,0.200219674353
ACH-000060,0.29744684579
ACH-000067,0.212419323948
ACH-000070,0.31362256388500004
ACH-000075,0.408551953027
ACH-000078,0.27951172164500004
ACH-000082,0.23522801199
ACH-000085,0.242759375792
ACH-000086,0.367945467072
ACH-000087,0.242966004831
ACH-000092,0.26746254929
ACH-000095,0.274497546754
ACH-000097,0.23390320240499998
ACH-000098,0.314910772673
ACH-000099,0.307104320007
ACH-000108,0.168472720786
ACH-000113,0.227606041248
ACH-000115,0.414133112707
ACH-000116,0.28561946112500003
ACH-000118,0.150072630367
ACH-000120,0.26144061158799997
ACH-000123,0.3157643035
ACH-000127,0.296164127225
ACH-000128,0.291364256601
ACH-000132,0.30225011566
ACH-000133,0.174776766855
ACH-000137,0.186606555032
ACH-000138,0.210976167902
ACH-000142,0.27837435791
ACH-000143,0.0631953011589
ACH-000146,0.300747636346
ACH-000148,0.253876999699
ACH-000150,0.211218195526
ACH-000152,0.219013791652
ACH-000153,0.276547900808
ACH-000159,0.23503023551600002
ACH-000160,0.521876962357
ACH-000163,0.153605787749
ACH-000167,0.304579780734
ACH-000168,0.263981949175
ACH-000169,0.23674354632599998
ACH-000178,0.363809972365
ACH-000182,0.11899003711799999
ACH-000183,0.23142576844700002
ACH-000188,0.297699954124
ACH-000189,0.281725363308
ACH-000190,0.325087797835
ACH-000198,0.25087678829599996
ACH-000204,0.217859660459
ACH-000206,0.288231543981
ACH-000207,0.283117814425
ACH-000211,0.258957749724
ACH-000215,0.26929068686999996
ACH-000221,0.286321859271
ACH-000222,0.34211218884499994
ACH-000223,0.28697491906800005
