,INO80D (54891)
ACH-000004,0.353899796953
ACH-000007,-0.0474702606534
ACH-000009,-0.246853396912
ACH-000011,-0.0223286675949
ACH-000012,-0.046267498030400006
ACH-000013,-0.0027823902498600003
ACH-000014,-0.138912098391
ACH-000015,-0.0227196229078
ACH-000017,-0.297716090119
ACH-000018,0.266364469075
ACH-000019,0.277594271634
ACH-000021,-0.0432818707056
ACH-000022,-0.166461712441
ACH-000025,0.298617440951
ACH-000028,0.371586853862
ACH-000030,0.044734207588300004
ACH-000035,0.204335343685
ACH-000036,-0.204886834432
ACH-000037,-0.0605927363581
ACH-000039,0.388482250397
ACH-000040,-0.132477970603
ACH-000041,0.045145768226
ACH-000042,0.25247397966400004
ACH-000045,-0.0359374778087
ACH-000047,0.0351988061567
ACH-000052,0.07676729180689999
ACH-000053,-0.11415807265999998
ACH-000054,0.0291829991508
ACH-000055,-0.0145754233359
ACH-000060,0.0531733135421
ACH-000067,0.21863295389100001
ACH-000070,0.13362147320599999
ACH-000075,0.009234023978290002
ACH-000078,0.17027530138900002
ACH-000082,0.048763559994099995
ACH-000085,0.047780863980800004
ACH-000086,-0.00503535078875
ACH-000087,0.0795956615932
ACH-000092,0.00186591207383
ACH-000095,0.135719956465
ACH-000097,0.101906956962
ACH-000098,0.123606929673
ACH-000099,0.213111746376
ACH-000108,0.113145770024
ACH-000113,0.11394229839299999
ACH-000115,-0.469321257314
ACH-000116,0.0985732581792
ACH-000118,-0.04431995294530001
ACH-000120,-0.0846590076103
ACH-000123,0.00759338629345
ACH-000127,0.046582198159499995
ACH-000128,0.149255543962
ACH-000132,0.204454141241
ACH-000133,-0.09439875147919999
ACH-000137,0.247921717555
ACH-000138,0.131814367422
ACH-000142,0.11775655072699999
ACH-000143,0.17299981054299998
ACH-000146,-0.047366665207199996
ACH-000148,0.0004320385771030001
ACH-000150,0.0397539973708
ACH-000152,0.018065226088700002
ACH-000153,0.0185962787245
ACH-000159,0.307273719747
ACH-000160,0.507494166454
ACH-000163,0.09623674981119999
ACH-000167,0.334936667024
ACH-000168,0.189474611402
ACH-000169,0.175951419061
ACH-000178,-0.0415002922746
ACH-000182,0.0201875851535
ACH-000183,-0.0101747633488
ACH-000188,0.31194173027399996
ACH-000189,0.292519454658
ACH-000190,0.46461106218500003
ACH-000198,-0.0845222970267
ACH-000204,-0.16957047301699998
ACH-000206,-0.00020865276233299998
ACH-000207,0.29784824129500004
ACH-000211,0.11798524317399998
ACH-000215,0.149766411573
ACH-000221,0.053517847633499996
ACH-000222,0.0371989136365
ACH-000223,-0.0494891526614
ACH-000226,0.0308383927848
ACH-000227,-0.00601440325184
ACH-000228,0.43211383009300003
ACH-000231,0.085335329827
ACH-000232,0.223528008376
ACH-000233,-0.10033484639599999
ACH-000234,0.00505611390897
ACH-000235,0.09893373732079999
ACH-000237,0.344073735297
ACH-000238,0.115069810045
ACH-000243,0.333757954957
ACH-000244,0.296324027004
ACH-000246,0.0819384748579
ACH-000248,-0.0647945294682
ACH-000250,0.022769910713299996
ACH-000251,0.0326517455254
ACH-000253,0.0920937975202
ACH-000255,0.13216416385399998
ACH-000256,0.009122710648350001
ACH-000257,0.10981008068800001
ACH-000258,0.328819055808
ACH-000259,0.128769450129
ACH-000260,0.0641173875519
ACH-000261,-0.00850624849676
ACH-000262,0.307460177201
ACH-000263,-0.059736952549
ACH-000264,-0.171408654527
ACH-000265,0.0132957715311
ACH-000266,0.267877335973
ACH-000272,0.15795960612999999
ACH-000273,0.12522299296800002
ACH-000274,0.12196328456700001
ACH-000277,0.039431956577699996
ACH-000278,0.44014074878799997
ACH-000279,-0.0949136127695
ACH-000280,0.28530583590999997
ACH-000281,0.103358852732
ACH-000288,0.151833672275
ACH-000291,-0.10247942920099999
ACH-000293,0.257969946397
ACH-000294,0.0920103145838
ACH-000295,0.013866217715399998
ACH-000296,-0.041148363245800006
