,RUNDC1 (146923)
ACH-000004,-0.128734784724
ACH-000007,0.159599930444
ACH-000009,-0.143325257883
ACH-000011,-0.0132705220692
ACH-000012,-0.046981553167000006
ACH-000013,-0.18400331497699998
ACH-000014,0.009954446841659999
ACH-000015,-0.160914780653
ACH-000017,-0.0345508654105
ACH-000018,0.0303067461475
ACH-000019,0.0346109284144
ACH-000021,-0.100831193713
ACH-000022,-0.023925490074400004
ACH-000025,-0.0510108966957
ACH-000028,-0.0857389698453
ACH-000030,-0.135249283984
ACH-000035,-0.188449303375
ACH-000036,-0.00585145727006
ACH-000037,0.0382477579096
ACH-000039,-0.0335455878188
ACH-000040,-0.141903093904
ACH-000041,-0.14289159213199998
ACH-000042,-0.123050574359
ACH-000045,0.0337891386796
ACH-000047,0.00589258756336
ACH-000052,0.394220496832
ACH-000053,0.0165185867872
ACH-000054,0.0789082810201
ACH-000055,-0.0309504010739
ACH-000060,-0.0917496471927
ACH-000067,-0.224461570874
ACH-000070,-0.12382974240900001
ACH-000075,-0.041441979946400004
ACH-000078,-0.1308759667
ACH-000082,-0.155715011782
ACH-000085,-0.0151357316804
ACH-000086,-0.126248854374
ACH-000087,-0.09652280898320001
ACH-000092,-0.0684984165069
ACH-000095,-0.241373500354
ACH-000097,-0.030013029525000002
ACH-000098,-0.121892915002
ACH-000099,0.012377240296399998
ACH-000108,-0.057745471440399994
ACH-000113,0.0573043394941
ACH-000115,-0.06925878257710001
ACH-000116,-0.152934426186
ACH-000118,0.0391947740856
ACH-000120,-0.151244659269
ACH-000123,-0.187799050754
ACH-000127,0.08500870199060001
ACH-000128,-0.0190912140453
ACH-000132,0.03221029618
ACH-000133,0.029634037538
ACH-000137,-0.280137275175
ACH-000138,-0.170859396484
ACH-000142,-0.101438260979
ACH-000143,0.0828130023304
ACH-000146,-0.0869697243676
ACH-000148,-0.158338792957
ACH-000150,-0.0331238828048
ACH-000152,-0.0959892011069
ACH-000153,-0.17582911495099998
ACH-000159,-0.09132797314369999
ACH-000160,0.100809018117
ACH-000163,-0.188190810317
ACH-000167,-0.206042745537
ACH-000168,-0.154947923091
ACH-000169,-0.120661324119
ACH-000178,0.0912208409222
ACH-000182,-0.057003931059600006
ACH-000183,-0.0259694681677
ACH-000188,-0.0745601861333
ACH-000189,-0.305241416162
ACH-000190,0.174007433471
ACH-000198,-0.11109223522
ACH-000204,0.00821860736251
ACH-000206,-0.183034088322
ACH-000207,0.0610703194387
ACH-000211,-0.134011079975
ACH-000215,-0.08766037973379999
ACH-000221,-0.254077939717
ACH-000222,-0.089169240505
ACH-000223,0.036654790863999996
ACH-000226,-0.17851828161
ACH-000227,-0.09577950683900001
ACH-000228,-0.19167800362999998
ACH-000231,0.0029947036235300002
ACH-000232,-0.0604401464695
ACH-000233,0.177865270718
ACH-000234,0.0828402001413
ACH-000235,-0.09216831637509999
ACH-000237,0.0203309047078
ACH-000238,-0.226298333264
ACH-000243,-0.234477853124
