,PMPCB (9512)
ACH-000585,-1.07314578361
ACH-000588,-1.65714035104
ACH-000589,-1.53026623628
ACH-000591,-1.17354744161
ACH-000593,-1.4013458301100001
ACH-000600,-1.23965233214
ACH-000601,-1.19909164809
ACH-000604,-1.7545368963999999
ACH-000605,-1.9494245170500002
ACH-000606,-1.4908276360600001
ACH-000608,-1.13178637105
ACH-000614,-1.4278922032299999
ACH-000616,-1.13675549421
ACH-000618,-1.6208082809600002
ACH-000619,-1.04028152941
ACH-000620,-1.33786662259
ACH-000621,-1.43005388252
ACH-000622,-1.30928696677
ACH-000623,-1.44414327338
ACH-000624,-1.38915333331
ACH-000627,-1.2735387981
ACH-000630,-1.59142347231
ACH-000632,-1.3765644802700001
ACH-000633,-1.1873170594700002
ACH-000637,-1.7589312529400003
ACH-000638,-1.31389864161
ACH-000646,-2.02054314508
ACH-000647,-1.33689252415
ACH-000648,-1.27549235573
ACH-000649,-1.22844951927
ACH-000651,-1.3958176152200001
ACH-000652,-1.12691200597
ACH-000653,-1.4289682343599999
ACH-000657,-1.50235064741
ACH-000658,-1.48444371353
ACH-000661,-1.34893078171
ACH-000662,-1.26730725006
ACH-000663,-1.45932861755
ACH-000665,-1.54485113383
ACH-000671,-1.3142865940000001
ACH-000673,-1.26696297954
ACH-000676,-1.27450964902
ACH-000677,-1.6440474241799998
ACH-000681,-1.5202097115
ACH-000682,-1.40998285771
ACH-000683,-1.44856223068
ACH-000684,-1.3577193948500001
ACH-000688,-1.5382285717500002
ACH-000693,-1.5207639418399999
ACH-000694,-1.97454152289
ACH-000695,-1.50832366639
ACH-000696,-1.5967922438
ACH-000697,-1.47308363764
ACH-000699,-1.32516057895
ACH-000701,-1.78259014997
ACH-000706,-1.52524390778
ACH-000711,-1.5143597886700002
ACH-000713,-1.20044434876
ACH-000714,-1.25294837081
ACH-000718,-1.35745231454
ACH-000720,-1.3934028009200001
ACH-000721,-1.22356970631
ACH-000724,-1.46409230349
ACH-000725,-1.38367593056
ACH-000732,-1.31318893629
ACH-000734,-1.2560105924299998
ACH-000735,-1.23235053596
ACH-000736,-1.4760840866100002
ACH-000738,-1.45301063567
ACH-000746,-1.6790905785299999
ACH-000747,-1.2419043691399998
ACH-000748,-1.44572522869
ACH-000753,-1.50553645743
ACH-000756,-1.24530268942
ACH-000757,-1.2870537721100002
ACH-000758,-1.50885827977
ACH-000760,-1.35651390005
ACH-000763,-1.6035695817
ACH-000764,-0.947376511814
ACH-000765,-1.33467103028
ACH-000766,-1.4382030647
ACH-000767,-1.6009772821000001
ACH-000768,-1.34567567044
ACH-000769,-1.27909995552
ACH-000770,-1.27521212009
ACH-000771,-1.5157143334999998
ACH-000773,-1.18223702198
ACH-000776,-1.52306721417
ACH-000777,-1.4803342598299998
ACH-000778,-1.35127916727
ACH-000781,-1.5109118092299998
ACH-000782,-1.4083930976299999
ACH-000783,-1.2525368463600002
ACH-000784,-1.4556714467200003
ACH-000785,-1.45555862258
ACH-000787,-1.28717925368
ACH-000788,-1.3438942918999999
ACH-000791,-1.2805987936299998
ACH-000792,-1.21192496289
ACH-000794,-1.3354013302399999
ACH-000796,-1.5403886038499999
ACH-000799,-1.28309213206
ACH-000800,-1.31721497951
ACH-000802,-1.49610762187
ACH-000804,-1.270830809
ACH-000805,-1.0444153858
ACH-000809,-1.22836525024
ACH-000810,-1.76812709655
ACH-000811,-1.5698030125600002
ACH-000817,-1.31835590625
ACH-000819,-1.3810641468599998
ACH-000820,-1.33711823029
ACH-000821,-1.5266486744299999
ACH-000822,-0.9983801643119999
ACH-000823,-1.4051611608899999
ACH-000824,-1.68193778241
ACH-000827,-1.2302664076799998
ACH-000829,-1.47379446635
ACH-000831,-1.43173712167
ACH-000832,-1.16763007982
ACH-000833,-1.43302726898
ACH-000834,-1.37182282824
ACH-000835,-1.51334633232
ACH-000836,-1.59308714232
ACH-000837,-1.7231583584599999
ACH-000838,-1.33964978322
ACH-000839,-1.3107205171
ACH-000840,-1.39352359686
ACH-000841,-1.54042972917
ACH-000843,-1.6449416481799999
ACH-000846,-1.3569712216299998
ACH-000847,-1.5213726779700003
ACH-000848,-1.44494453699
ACH-000849,-1.1682675852
ACH-000851,-1.25453710879
ACH-000855,-1.33631730824
ACH-000856,-1.41334446342
ACH-000858,-1.30541594695
ACH-000859,-1.1960920827700001
ACH-000861,-1.6444773958399999
ACH-000862,-1.4498641782700001
ACH-000865,-1.37273639588
ACH-000866,-1.5103432698700001
ACH-000867,-1.5331177384299999
ACH-000869,-1.8627115399599998
ACH-000872,-1.3512848021200001
ACH-000873,-1.3563584681999998
ACH-000876,-1.7072204485100002
ACH-000878,-1.52444111063
ACH-000880,-1.6193260451700002
ACH-000881,-1.7097390978799998
ACH-000882,-1.40188327697
ACH-000884,-1.35943745507
ACH-000885,-1.5421620165799999
ACH-000887,-1.29082390566
ACH-000888,-1.2320117309
ACH-000889,-1.23207274209
ACH-000890,-1.28432371327
ACH-000896,-1.4792043270299997
ACH-000898,-1.3632699391299998
ACH-000900,-1.1545056091099999
ACH-000901,-1.41009783829
ACH-000905,-1.28068556958
ACH-000906,-1.39527860979
ACH-000907,-1.38703955005
ACH-000910,-2.08208774135
ACH-000911,-1.39817436527
ACH-000912,-1.44929735405
ACH-000913,-1.26142174719
ACH-000915,-1.2363631832200002
ACH-000916,-1.63764128829
ACH-000917,-1.38134500535
ACH-000921,-1.54672544458
ACH-000924,-1.32121355004
ACH-000926,-1.42043374376
ACH-000928,-1.0840248618700001
ACH-000929,-1.5709204108300001
ACH-000932,-1.3001461643899999
ACH-000935,-1.0216956559200001
ACH-000936,-1.4477894536899998
ACH-000937,-1.4834087137799998
ACH-000938,-1.3765515640000001
ACH-000939,-1.81421513927
ACH-000941,-1.47417653791
ACH-000943,-1.51385547148
ACH-000946,-1.56051450042
ACH-000947,-1.46612213299
ACH-000948,-1.6441018814
ACH-000950,-1.37902841522
ACH-000953,-1.09531769892
ACH-000957,-1.50796782262
ACH-000958,-1.5144560174700001
ACH-000960,-1.3383491032200001
ACH-000963,-1.02169258684
ACH-000968,-1.2601802873299999
ACH-000969,-1.5687334880200001
ACH-000973,-1.4394864786000001
ACH-000974,-1.6415831457799999
ACH-000975,-1.061197363
ACH-000976,-1.18788673439
ACH-000978,-1.53699737497
ACH-000980,-1.53794351354
ACH-000984,-1.3669505388699998
ACH-000986,-1.15935238295
ACH-000988,-1.7001819152700002
ACH-000993,-1.39175958789
ACH-000994,-1.58716572227
ACH-000996,-1.62779773071
ACH-001001,-1.3291865942299999
ACH-001020,-1.01073253211
ACH-001028,-1.23122757871
ACH-001031,-1.4222937485799998
ACH-001038,-1.2448240665
ACH-001048,-1.4690763343000002
ACH-001050,-1.18965380869
ACH-001053,-1.3038735057200002
ACH-001054,-1.39930895859
ACH-001061,-1.42486144808
ACH-001067,-1.3844958456999998
ACH-001075,-1.3731112556099998
ACH-001096,-1.36904353731
ACH-001128,-1.2779313782200001
ACH-001134,-1.4555587177200002
ACH-001151,-1.39915466324
ACH-001163,-1.3370653212899999
ACH-001164,-1.5145608904899999
ACH-001173,-1.39453219352
ACH-001183,-1.57983343178
ACH-001184,-1.4005600116799999
ACH-001190,-1.28982848093
ACH-001192,-1.10820335205
ACH-001193,-1.37230647968
ACH-001196,-1.3921024268200002
ACH-001197,-1.4773304192299999
ACH-001205,-1.3164932502700002
ACH-001211,-1.41649678914
ACH-001212,-1.2940821740000001
ACH-001228,-1.48606944699
ACH-001232,-1.43677650859
ACH-001239,-1.13110312824
ACH-001274,-1.56129026714
ACH-001275,-1.05380416302
ACH-001277,-1.30907522741
ACH-001278,-1.35277359551
ACH-001280,-1.6813331227500001
ACH-001283,-1.3914407455700002
ACH-001289,-1.5112964036
ACH-001295,-1.6652675659099998
ACH-001300,-1.3913742742200002
ACH-001301,-1.62874256966
ACH-001302,-1.6738219613499998
ACH-001303,-1.68628173287
ACH-001306,-1.4194397963299998
ACH-001318,-1.45353479058
ACH-001322,-1.14215339338
ACH-001328,-1.22601113906
ACH-001332,-1.11571685463
ACH-001333,-1.1846168459
ACH-001336,-1.2590047660700001
ACH-001340,-1.32753289135
ACH-001346,-1.30689063919
ACH-001353,-1.44619523777
ACH-001354,-1.2242147553
ACH-001367,-1.0671883136
ACH-001368,-1.30290754207
ACH-001374,-1.44358863489
ACH-001375,-1.4003065304299998
ACH-001377,-1.5509855205899998
ACH-001380,-1.5837091688
ACH-001391,-1.2649921183700001
ACH-001407,-1.05757608345
ACH-001408,-1.4778677426700002
ACH-001413,-1.26744122754
ACH-001430,-1.0206489953
ACH-001431,-1.2693070702200002
ACH-001450,-1.57893914451
ACH-001496,-1.4858182687700001
ACH-001500,-1.34024208064
ACH-001521,-1.2910114870799998
ACH-001523,-1.4053241282100002
ACH-001532,-1.51926295391
ACH-001536,-1.37065623639
ACH-001550,-2.4471285964700003
ACH-001552,-1.52347805979
ACH-001554,-1.43006002618
ACH-001645,-1.34277579377
ACH-001654,-1.36208891275
ACH-001715,-1.44822055567
ACH-001735,-1.2672626053
ACH-001736,-1.246586751
ACH-001737,-1.53960352643
ACH-001740,-1.58065208207
ACH-001745,-1.56890157955
ACH-001750,-1.3450677178100001
ACH-001765,-1.2512435774200001
ACH-001956,-1.4209028409399997
ACH-001957,-1.3893599133399999
